method,n_pair_residuals,timing_sigma68_ns,timing_sigma68_ci_low,timing_sigma68_ci_high,median_residual_ns,median_residual_ci_low,median_residual_ci_high,shape_phase_bias_ns,shape_phase_bias_ci_low,shape_phase_bias_ci_high,rise_time_bias_ns,rise_time_bias_ci_low,rise_time_bias_ci_high,energy_drift_area_norm,energy_drift_ci_low,energy_drift_ci_high
trapezoid_template,1224,2.153698749520067,2.023217678070065,2.371520791979833,-3.7976503350354953,-3.9906971817016625,-3.5843851369468815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ridge,1224,1.5453598445921388,1.3293694307644686,1.6603433064994597,1.3254814119752432,1.1028827609012808,1.4767522475017145,0.9044518127249646,0.05004298392951867,1.894579983180428,0.0,0.0,0.0,0.0,0.0,0.0
gradient_boosted_trees,1224,1.3763665192387118,1.2450932987052745,1.4762354824523172,1.5824200840703568,1.3391028091905355,1.7931209022035208,-1.5779084568043018,-1.938074082090214,-1.0308476553874506,0.0,0.0,0.0,0.0,0.0,0.0
mlp,1224,1.448831789509862,1.2531324501313001,1.5267940173256551,1.524257483568853,1.407692755286348,1.6973167219879635,0.45167636040544323,-0.25193257355471665,1.278790344500706,0.0,0.0,0.0,0.0,0.0,0.0
cnn_1d,1224,1.5108270276937243,1.3028241137799377,1.6536239981651306,1.394857033891853,1.2307182201558113,1.5145389852523863,-7.874344027715676,-7.874344027715676,-7.874344027715672,0.0,0.0,0.0,0.0,0.0,0.0
shape_residual_fusion,1224,1.3392886151954533,1.2336979559002472,1.425666657678034,1.574021004183507,1.3857352915824102,1.7794618003639329,-2.3849518608859483,-2.8787484639542456,-2.0363860266678273,0.0,0.0,0.0,0.0,0.0,0.0
