stratum,method,bootstrap_unit,n_runs,n_pair_residuals,sigma68_ns,ci_low,ci_high,full_rms_ns,tail_frac_abs_gt5ns,bias_vs_logamp_slope_ns,bias_slope_ci_low,bias_slope_ci_high,traditional_sigma68_ns,delta_vs_traditional_ns
dynamic_only,signed_physics_prior,heldout_run,7,2016,2.092831006437085,1.567870252237943,2.5335988096254756,7.371167297474214,0.19345238095238096,-0.6146353040203656,-0.9587765091926647,-0.2605971101830736,2.092831006437085,0.0
dynamic_only,hybrid_residual_ensemble,heldout_run,7,2016,2.2385058731545344,1.8793812460838923,2.5517098657867603,6.202456421824801,0.17212301587301587,-0.05426274515810176,-0.26329560814901287,0.16376512931141435,2.092831006437085,0.14567486671744945
dynamic_only,gradient_boosted_trees_hgb,heldout_run,7,2016,2.36873399830981,2.0515840256342304,2.6125547433063776,5.11608976522577,0.15873015873015872,0.08924128069040632,-0.12196996121077652,0.32319858104282734,2.092831006437085,0.27590299187272516
dynamic_only,mlp_waveform,heldout_run,7,2016,2.543106195813391,2.031128830384107,3.056614535908464,7.421332661572291,0.19940476190476192,-0.36094124266125266,-0.6710502486042813,-0.03561905300408797,2.092831006437085,0.4502751893763062
dynamic_only,template_phase_base,heldout_run,7,2016,2.600911165203243,2.1047193903375248,3.1414576175243303,7.432861606436372,0.19990079365079366,-0.3703190624781379,-0.6829394966370317,-0.05493812594489641,2.092831006437085,0.5080801587661581
dynamic_only,cnn_1d_waveform,heldout_run,7,2016,2.637643570627361,2.1050365348804587,3.178371758572077,7.43756026462729,0.2003968253968254,-0.3636812650582196,-0.6798133619489237,-0.03948213464120206,2.092831006437085,0.5448125641902761
dynamic_only,s03a_amp_only_ridge,heldout_run,7,2016,2.9507446786546114,2.711425541959505,3.1299391468303472,6.245622205320302,0.18898809523809523,0.3090661941303799,0.08230624117265962,0.5588159111070597,2.092831006437085,0.8579136722175265
dynamic_only,ridge_ml,heldout_run,7,2016,3.163093989040321,2.8688762220624255,3.5233677646836563,5.92327918642773,0.20337301587301587,0.4183302463966595,0.3395121580078392,0.5099504741009431,2.092831006437085,1.0702629826032362
matched_control,hybrid_residual_ensemble,heldout_run,7,261,1.2060131929489455,0.9704470263754099,1.4217191880783033,4.296106178904381,0.022988505747126436,1.2570096026942905,0.13812181568086895,3.2908820728929484,1.5621640798443757,-0.3561508868954302
matched_control,s03a_amp_only_ridge,heldout_run,7,261,1.2417279414942364,1.190370873452192,1.5227866579019003,4.486944532664048,0.038314176245210725,0.40384766983143666,-0.8644894348422476,1.9421763628225404,1.5621640798443757,-0.3204361383501393
matched_control,ridge_ml,heldout_run,7,261,1.3778526649715934,1.2256444103297348,1.5476433066015838,4.599286450780745,0.038314176245210725,0.7208224049564788,-0.5390892992126821,2.7594064885413476,1.5621640798443757,-0.18431141487278224
matched_control,signed_physics_prior,heldout_run,7,261,1.5621640798443757,1.1865021387499937,1.69009758508561,4.5600843764356105,0.0421455938697318,-0.09261675657740896,-1.516836187521565,1.7333310948826617,1.5621640798443757,0.0
matched_control,gradient_boosted_trees_hgb,heldout_run,7,261,1.6980334503176377,1.381344684198634,1.9003667498084191,4.521293115391688,0.022988505747126436,1.1378985152591041,-0.1850474021265136,3.110542193789185,1.5621640798443757,0.13586937047326209
matched_control,mlp_waveform,heldout_run,7,261,2.9634984285690864,2.4330217537309844,3.700868700819025,4.706072661279087,0.06896551724137931,1.5374845699689188,0.27243335248746636,3.7654888000979025,1.5621640798443757,1.4013343487247107
matched_control,template_phase_base,heldout_run,7,261,3.010858216986903,2.385921935573298,3.7461024086790395,4.710675149016237,0.06896551724137931,1.6028714739092702,0.29154847830803815,3.806219004605119,1.5621640798443757,1.4486941371425273
matched_control,cnn_1d_waveform,heldout_run,7,261,3.029618067399517,2.4479966328319134,3.7964892231745573,4.718411049626923,0.07662835249042145,1.6318329205926645,0.367661882969538,3.986533697160426,1.5621640798443757,1.4674539875551411
median_selected,hybrid_residual_ensemble,heldout_run,7,11460,1.1754402593096285,1.1351278023325857,1.2276287396133045,2.36352375640336,0.013612565445026177,1.3564156099055718,0.9694385373419191,1.6149712086754773,1.6043573218297749,-0.4289170625201464
median_selected,gradient_boosted_trees_hgb,heldout_run,7,11460,1.4508796871369374,1.3231851886936032,1.7493721011674792,2.4022411619504442,0.01588132635253054,-1.0942524513658514,-1.379386166372721,-0.8097268954384972,1.6043573218297749,-0.15347763469283748
median_selected,s03a_amp_only_ridge,heldout_run,7,11460,1.5561925808358368,1.371496354218223,1.9295884465347286,2.671118340482577,0.018411867364746946,-0.629304487304041,-0.9671682448641444,-0.4721448234138134,1.6043573218297749,-0.04816474099393808
median_selected,ridge_ml,heldout_run,7,11460,1.5644835400502142,1.383930855783112,1.8525874222362952,2.604613571396305,0.017713787085514833,-0.606033007161668,-1.0079306540393744,-0.382241194206947,1.6043573218297749,-0.03987378177956069
median_selected,signed_physics_prior,heldout_run,7,11460,1.6043573218297749,1.3850308952110078,1.9534979931023537,2.6873182100623105,0.020593368237347295,-0.41820333914937885,-0.9291002869147628,-0.20697989609375905,1.6043573218297749,0.0
median_selected,mlp_waveform,heldout_run,7,11460,2.496292972236189,2.4208325072630315,2.6771274287686366,3.1230338958173274,0.05305410122164049,3.3205784673216145,2.85461559128366,3.6687130469191924,1.6043573218297749,0.891935650406414
median_selected,cnn_1d_waveform,heldout_run,7,11460,2.732244871567027,2.712496504144932,2.9521463351756934,3.3068859407230957,0.07478184991273996,3.805369430828186,3.3797989841443963,4.149512191165981,1.6043573218297749,1.1278875497372522
median_selected,template_phase_base,heldout_run,7,11460,2.7414145300852155,2.6808109129566127,2.992319268962799,3.308372978304417,0.08132635253054102,3.740949190508138,3.2583767808457695,4.089583631408289,1.6043573218297749,1.1370572082554407
