accepted_n,accepted_fraction,bias_median_frac,model_energy_proxy_res68,p04b_charge_propagated_energy_res68,combined_energy_proxy_res68,depth_order_violation_rate,rep,geometry,method,uncertainty_threshold
75881,0.25740434813581053,-0.019449198464769536,0.023537738794246393,0.037579298442665277,0.044342178780356255,0.0,22,center_4cm,traditional_depth_charge_lookup,0.05
69959,0.18119258332621088,-0.019700073786458185,0.023418890100111965,0.038329273744947386,0.044917453615896746,0.0,23,center_4cm,traditional_depth_charge_lookup,0.05
97898,0.34636258783071405,-0.02028551162075503,0.023852999311273024,0.037409379575698544,0.04436696131562632,0.0,24,center_4cm,traditional_depth_charge_lookup,0.05
84205,0.22420229194623725,-0.019909034540884083,0.023860801500085464,0.03633877442862962,0.04347234034649281,0.0,25,center_4cm,traditional_depth_charge_lookup,0.05
76390,0.26320957877508827,-0.020373028955957474,0.02402888397813371,0.03613487244102055,0.04339488762012684,0.0,26,center_4cm,traditional_depth_charge_lookup,0.05
89226,0.24696777622160837,-0.020337708675306883,0.02400249289285637,0.03626501885665273,0.04348874863392828,0.0,27,center_4cm,traditional_depth_charge_lookup,0.05
82148,0.18381946542252656,-0.020501860896595243,0.02386640067870987,0.037345111735058875,0.04432000058507169,0.0,28,center_4cm,traditional_depth_charge_lookup,0.05
105121,0.34750399169595014,-0.020652795166186063,0.024183759318488558,0.03648342682341944,0.04377093382090887,0.0,29,center_4cm,traditional_depth_charge_lookup,0.05
75468,0.19846681831928575,-0.019960216805600024,0.024002506259171545,0.03632028124528299,0.043534849677678046,0.0,30,center_4cm,traditional_depth_charge_lookup,0.05
87891,0.23357809721989684,-0.020950058243568926,0.023809928962983194,0.038526345565204616,0.04529008743457963,0.0,31,center_4cm,traditional_depth_charge_lookup,0.05
69069,0.263597991023723,-0.02016135246054236,0.023749601420521727,0.037715551886298916,0.04457024143665539,0.0,32,center_4cm,traditional_depth_charge_lookup,0.05
92018,0.27817228192687316,-0.0197978572758043,0.02379529990440795,0.036896256426706395,0.043903872674810704,0.0,33,center_4cm,traditional_depth_charge_lookup,0.05
88618,0.2711116685889454,-0.020565440648279934,0.023959883245505527,0.03766478172195429,0.044639800484553224,0.0,34,center_4cm,traditional_depth_charge_lookup,0.05
91308,0.2838940760570475,-0.02049253534841791,0.02396828546040527,0.03713574645662378,0.04419889560613613,0.0,35,center_4cm,traditional_depth_charge_lookup,0.05
72282,0.2547185768856688,-0.020671145034246004,0.023706485868100348,0.03862294147811127,0.04531808778662279,0.0,36,center_4cm,traditional_depth_charge_lookup,0.05
86489,0.22261030263408507,-0.020594717272207165,0.02371871996613813,0.03852199308147795,0.04523849718769971,0.0,37,center_4cm,traditional_depth_charge_lookup,0.05
90125,0.23336898063393502,-0.020613978482735735,0.023925316371323304,0.03750968213712109,0.044490414894623895,0.0,38,center_4cm,traditional_depth_charge_lookup,0.05
86363,0.25720650558561886,-0.02021990758280272,0.02399182716312974,0.036370000071094276,0.04357045645614569,0.0,39,center_4cm,traditional_depth_charge_lookup,0.05
75781,0.2053385141469812,-0.020062608982113997,0.023678729106380726,0.03793620560346236,0.04471954726606175,0.0,40,center_4cm,traditional_depth_charge_lookup,0.05
80109,0.2591224466691465,-0.019957537840289915,0.02385417546950545,0.03687852269077489,0.043920918970166756,0.0,41,center_4cm,traditional_depth_charge_lookup,0.05
65745,0.21024607857245647,-0.020221652536805475,0.023650068247980965,0.037992964417834604,0.04475255381974311,0.0,42,center_4cm,traditional_depth_charge_lookup,0.05
71572,0.1676775770013799,-0.020393874166350842,0.0234485192406624,0.03869201723306007,0.04524273700985754,0.0,43,center_4cm,traditional_depth_charge_lookup,0.05
85006,0.2768708635155558,-0.020589411891528055,0.02404173233509251,0.03659413917891684,0.0437851106646788,0.0,44,center_4cm,traditional_depth_charge_lookup,0.05
96176,0.2801841169958632,-0.02021084738773417,0.02394511110957912,0.036309744765091974,0.04349443540220074,0.0,45,center_4cm,traditional_depth_charge_lookup,0.05
90902,0.30219376543763943,-0.019694395399695863,0.023981659570232555,0.03559275814310116,0.042918113052367764,0.0,46,center_4cm,traditional_depth_charge_lookup,0.05
83140,0.246110308570346,-0.019907847946043156,0.023491380541489162,0.03852397177581695,0.04512140690547001,0.0,47,center_4cm,traditional_depth_charge_lookup,0.05
81257,0.28248762376237624,-0.02029658805822272,0.02383810451519553,0.03737168547946513,0.04432717115329435,0.0,48,center_4cm,traditional_depth_charge_lookup,0.05
97076,0.2782687462197978,-0.020423057804353422,0.023811246048381064,0.037586996517593174,0.04449446870780799,0.0,49,center_4cm,traditional_depth_charge_lookup,0.05
72581,0.21452787080031566,-0.01977678655791058,0.023737437823498797,0.03661843112124442,0.04363915045238384,0.0,50,center_4cm,traditional_depth_charge_lookup,0.05
82179,0.20950455572154777,-0.01960212260651613,0.02378970357254431,0.03667355358330798,0.043713836808238295,0.0,51,center_4cm,traditional_depth_charge_lookup,0.05
110648,0.2945790093021027,-0.02006488822284102,0.023850346242956254,0.03694737869595485,0.04397667345776845,0.0,52,center_4cm,traditional_depth_charge_lookup,0.05
59607,0.29355968263818094,-0.019639321624493312,0.02377188338952299,0.03573589132115303,0.04292034911789907,0.0,53,center_4cm,traditional_depth_charge_lookup,0.05
71267,0.19025588317738298,-0.02020144143822407,0.02372373084771259,0.037729590704319575,0.04456834549374913,0.0,54,center_4cm,traditional_depth_charge_lookup,0.05
78681,0.25552582180970257,-0.020430352340816426,0.02393777307779948,0.03689821477238677,0.04398289705457569,0.0,55,center_4cm,traditional_depth_charge_lookup,0.05
71758,0.20774490900774142,-0.019868859425854795,0.023746070746504245,0.03687756141713729,0.043861491219208654,0.0,56,center_4cm,traditional_depth_charge_lookup,0.05
93497,0.28272623360286425,-0.02028277243993403,0.023982026098411987,0.036669148199597906,0.04381511161082428,0.0,57,center_4cm,traditional_depth_charge_lookup,0.05
84798,0.29104600557393706,-0.019939140520643453,0.02389456675960683,0.03701393649975249,0.0440565751714431,0.0,58,center_4cm,traditional_depth_charge_lookup,0.05
79216,0.2147799492440839,-0.019495841478380103,0.02370129241088419,0.03688193065390213,0.04384094057733572,0.0,59,center_4cm,traditional_depth_charge_lookup,0.05
90998,0.24885755463363807,-0.0207968521568993,0.02392109389458184,0.037915514251901095,0.04483084824202544,0.0,60,center_4cm,traditional_depth_charge_lookup,0.05
60539,0.18072584087862748,-0.019654680304285015,0.02349755722832648,0.037738787248557955,0.04445617233512573,0.0,61,center_4cm,traditional_depth_charge_lookup,0.05
87339,0.2612734158584668,-0.020354154653046626,0.02395659096904601,0.03650056668640107,0.043660160550398674,0.0,62,center_4cm,traditional_depth_charge_lookup,0.05
81694,0.2719036651445156,-0.020237349993753574,0.023802281427688976,0.03752889042016436,0.044440592000237936,0.0,63,center_4cm,traditional_depth_charge_lookup,0.05
97811,0.25318123459857944,-0.019846208067759916,0.02406243492500139,0.03538264430465175,0.04278939462658279,0.0,64,center_4cm,traditional_depth_charge_lookup,0.05
91166,0.2601041946031076,-0.019807466670533146,0.023987977589026755,0.03606412632547372,0.04331332677630958,0.0,65,center_4cm,traditional_depth_charge_lookup,0.05
93136,0.33185463900261175,-0.020365843897786413,0.024115024527807245,0.036166622347895756,0.04346905773112707,0.0,66,center_4cm,traditional_depth_charge_lookup,0.05
88763,0.225544403506543,-0.02050245344395756,0.023872388174911593,0.03761801699768744,0.04455340750169351,0.0,67,center_4cm,traditional_depth_charge_lookup,0.05
86477,0.26217783720034804,-0.020120384935545726,0.02385560803619025,0.0369124941751182,0.04395022481176268,0.0,68,center_4cm,traditional_depth_charge_lookup,0.05
82389,0.2341002275962596,-0.020232136632253393,0.023821118012201433,0.03752641001441808,0.04444858953804322,0.0,69,center_4cm,traditional_depth_charge_lookup,0.05
86364,0.3354918908419928,-0.020573311538657067,0.024034614944139828,0.0368620882427255,0.04400541177091235,0.0,70,center_4cm,traditional_depth_charge_lookup,0.05
87188,0.2551908633779979,-0.020138838835789246,0.023877774788522484,0.03677027852997618,0.04384291860749495,0.0,71,center_4cm,traditional_depth_charge_lookup,0.05
72546,0.22569064211050274,-0.020208749687721083,0.023682570355672134,0.03790502961057056,0.04469513853239065,0.0,72,center_4cm,traditional_depth_charge_lookup,0.05
77352,0.21864497327427576,-0.020269128953789482,0.023973399950573127,0.03687467728643694,0.043982561659923904,0.0,73,center_4cm,traditional_depth_charge_lookup,0.05
64483,0.2528933528380546,-0.01946951480735966,0.023466293292255965,0.037301675831878676,0.04406905876853667,0.0,74,center_4cm,traditional_depth_charge_lookup,0.05
85962,0.2756031483945432,-0.020234151788101222,0.023831832541557706,0.037504394334983045,0.044435749534836894,0.0,75,center_4cm,traditional_depth_charge_lookup,0.05
97972,0.23757007895400492,-0.02063937705235456,0.024074838859017587,0.037088603478155666,0.044217218072234304,0.0,76,center_4cm,traditional_depth_charge_lookup,0.05
77274,0.2866118718751391,-0.020348363426040496,0.02384629997264927,0.037345204154670436,0.044309257449652514,0.0,77,center_4cm,traditional_depth_charge_lookup,0.05
83378,0.2314930242243354,-0.020384239996763778,0.023897074432502444,0.03756930995760077,0.044525534439497104,0.0,78,center_4cm,traditional_depth_charge_lookup,0.05
100637,0.3156773746302506,-0.01996227676501278,0.02400039396861598,0.03631819552210848,0.04353194501318404,0.0,79,center_4cm,traditional_depth_charge_lookup,0.05
86741,0.22259203563895033,-0.019926012397675365,0.023671022751487712,0.037564921679289764,0.04440090831134677,0.0,80,center_4cm,traditional_depth_charge_lookup,0.05
78480,0.19311736407593785,-0.019678144833795142,0.023878672915073475,0.03644567422329555,0.04357152957810471,0.0,81,center_4cm,traditional_depth_charge_lookup,0.05
64342,0.2736944195127761,-0.02097711106805713,0.024075326782150942,0.037394400700095025,0.04447429103860591,0.0,82,center_4cm,traditional_depth_charge_lookup,0.05
71120,0.21071406350457308,-0.020114562458862617,0.023609324154461486,0.03838900209346561,0.04506790064738478,0.0,83,center_4cm,traditional_depth_charge_lookup,0.05
75195,0.33720638223449956,-0.020544352558725137,0.02386653994911374,0.0374527359423685,0.044410800023321165,0.0,84,center_4cm,traditional_depth_charge_lookup,0.05
91845,0.26698429401556356,-0.020236339842199087,0.023980765101303946,0.036835945461218204,0.0439541121269189,0.0,85,center_4cm,traditional_depth_charge_lookup,0.05
98804,0.2720037440295118,-0.02025551479428893,0.024044432292341652,0.03586973967365982,0.043183016899206186,0.0,86,center_4cm,traditional_depth_charge_lookup,0.05
95725,0.2594975141371589,-0.020397663938847326,0.0238387208158458,0.037630877788165866,0.04454624084301295,0.0,87,center_4cm,traditional_depth_charge_lookup,0.05
89844,0.2529804979416684,-0.020712092695538396,0.02395430671824879,0.037694553615676016,0.044661932141780575,0.0,88,center_4cm,traditional_depth_charge_lookup,0.05
95479,0.3124282156915999,-0.020001715075572888,0.023912201153691668,0.03600291475602392,0.04322040299377295,0.0,89,center_4cm,traditional_depth_charge_lookup,0.05
81320,0.24877554828821496,-0.02005029678702513,0.02372568621362133,0.03755229913130126,0.044419402926580975,0.0,90,center_4cm,traditional_depth_charge_lookup,0.05
75686,0.24478720273229168,-0.020018919567734036,0.023724670446470992,0.0373086356313184,0.044213055543177913,0.0,91,center_4cm,traditional_depth_charge_lookup,0.05
110070,0.32710933065472386,-0.020246945521487522,0.023989908242466267,0.03699509238741119,0.04409254538167467,0.0,92,center_4cm,traditional_depth_charge_lookup,0.05
82346,0.27982479092827506,-0.020799447158528078,0.02386988005295156,0.03815254907814006,0.045004312847794714,0.0,93,center_4cm,traditional_depth_charge_lookup,0.05
87326,0.25558729526909163,-0.02081668673980106,0.02394019800936556,0.03786514789238862,0.04479846543845105,0.0,94,center_4cm,traditional_depth_charge_lookup,0.05
72906,0.20126046592518365,-0.02061112809650336,0.023984640111586093,0.03707209051936974,0.044154307340945206,0.0,95,center_4cm,traditional_depth_charge_lookup,0.05
88411,0.23040678416645602,-0.02036936586143753,0.023944522064242853,0.03730563241057487,0.04432888839614577,0.0,96,center_4cm,traditional_depth_charge_lookup,0.05
79234,0.33927233333761525,-0.02048137157441678,0.023957868875063036,0.03740465402122047,0.044419450958807664,0.0,97,center_4cm,traditional_depth_charge_lookup,0.05
98425,0.2947456368362421,-0.02016342806563502,0.023937064906122768,0.03649301145594978,0.043643131893162934,0.0,98,center_4cm,traditional_depth_charge_lookup,0.05
85981,0.19752851012212716,-0.02030216824885921,0.023668650849665216,0.03816376084329374,0.044907434515316924,0.0,99,center_4cm,traditional_depth_charge_lookup,0.05
98216,0.26521998601205987,-0.02034377133993157,0.02394912790800253,0.036684563689857466,0.0438100210074028,0.0,100,center_4cm,traditional_depth_charge_lookup,0.05
80967,0.2464163760203057,-0.020061284600847797,0.02375225629867335,0.03759690661881287,0.04447130610384187,0.0,101,center_4cm,traditional_depth_charge_lookup,0.05
77566,0.21531218684854087,-0.019531001166092164,0.02376329136941328,0.036258303173952275,0.04335156935754309,0.0,102,center_4cm,traditional_depth_charge_lookup,0.05
82025,0.3114948334200443,-0.02060546317718061,0.02394174446186558,0.0373236226578631,0.04434252965476623,0.0,103,center_4cm,traditional_depth_charge_lookup,0.05
75685,0.23668500270506082,-0.019825078918012756,0.023704486990531293,0.03744785576956588,0.044319799246188785,0.0,104,center_4cm,traditional_depth_charge_lookup,0.05
78226,0.249945682041844,-0.020187698955677,0.02387731073086085,0.03711885093952891,0.04413541732904594,0.0,105,center_4cm,traditional_depth_charge_lookup,0.05
73731,0.21099638852799607,-0.02042470408934986,0.023777114396609306,0.03794903562922664,0.04478259119588502,0.0,106,center_4cm,traditional_depth_charge_lookup,0.05
91349,0.2558508850548958,-0.02017845998088393,0.023986769581512538,0.036378513539580375,0.043574778970248466,0.0,107,center_4cm,traditional_depth_charge_lookup,0.05
76885,0.2537416874309005,-0.020202026313411836,0.02378559996016264,0.03744358354304631,0.044359629326787414,0.0,108,center_4cm,traditional_depth_charge_lookup,0.05
67147,0.18609917048443375,-0.020554733021230946,0.023706540465942675,0.03816806406055733,0.04493107137598864,0.0,109,center_4cm,traditional_depth_charge_lookup,0.05
82685,0.31148405567798687,-0.020854415795681775,0.023891846184987735,0.038339829281807396,0.045174802971183495,0.0,110,center_4cm,traditional_depth_charge_lookup,0.05
68996,0.1626217081926024,-0.02001381172527976,0.02378098310213541,0.03715265401404056,0.04411184486723554,0.0,111,center_4cm,traditional_depth_charge_lookup,0.05
81004,0.2363231106754423,-0.019871234532891177,0.024014539984950838,0.03632323651699772,0.04354395069075105,0.0,112,center_4cm,traditional_depth_charge_lookup,0.05
84678,0.28562658535269037,-0.01962860809559948,0.023760268378058055,0.03699868284364904,0.043971045991223305,0.0,113,center_4cm,traditional_depth_charge_lookup,0.05
53997,0.1306269474173134,-0.020298798523138668,0.023253277545614265,0.038979557283863354,0.0453885536524282,0.0,114,center_4cm,traditional_depth_charge_lookup,0.05
87935,0.24179422949485396,-0.020114329582243476,0.02383019356654707,0.036717565304373964,0.0437727966584278,0.0,115,center_4cm,traditional_depth_charge_lookup,0.05
76315,0.21255291889483066,-0.019871549745463134,0.02370760258207334,0.03726357768915535,0.04416587644760655,0.0,116,center_4cm,traditional_depth_charge_lookup,0.05
95377,0.3354411904351588,-0.02067909646123223,0.02398246579658321,0.03758797358100519,0.044587155365762327,0.0,117,center_4cm,traditional_depth_charge_lookup,0.05
76775,0.2705116731380411,-0.020099368463482977,0.023680769467766732,0.037844468369755475,0.04464283401370186,0.0,118,center_4cm,traditional_depth_charge_lookup,0.05
81367,0.23273115228620952,-0.02042016500557813,0.023746020540451093,0.037906038401491794,0.04472964608403353,0.0,119,center_4cm,traditional_depth_charge_lookup,0.05
117711,0.43197014290013136,-0.018724467530088922,0.023451755396758967,0.048489658689271825,0.053863084120680346,0.0,0,center_4cm,traditional_depth_charge_lookup,0.075
92516,0.26784168517108503,-0.01878880254678724,0.02276135883042517,0.04969435035707603,0.05465901493092604,0.0,1,center_4cm,traditional_depth_charge_lookup,0.075
136946,0.5053992013758184,-0.01866353848317041,0.023417058419264794,0.04929126102649814,0.05457093584128492,0.0,2,center_4cm,traditional_depth_charge_lookup,0.075
132650,0.4588838036330175,-0.01880099288326377,0.023278761102104965,0.04946190368076398,0.05466608303302925,0.0,3,center_4cm,traditional_depth_charge_lookup,0.075
124458,0.343627222251366,-0.01846631263499078,0.023107266185539415,0.049661334342290635,0.054774025589015715,0.0,4,center_4cm,traditional_depth_charge_lookup,0.075
125648,0.34930651891678505,-0.018753486666235303,0.023131779862404264,0.04928804540528991,0.05444621804567009,0.0,5,center_4cm,traditional_depth_charge_lookup,0.075
123607,0.41066812850925277,-0.018965649402842732,0.02349871023790601,0.04898527481317711,0.05432997820142718,0.0,6,center_4cm,traditional_depth_charge_lookup,0.075
134540,0.4199925703707635,-0.01940282671880792,0.023578837972842867,0.04860708186041064,0.05402416132744902,0.0,7,center_4cm,traditional_depth_charge_lookup,0.075
119287,0.4434774203382395,-0.01790448564117675,0.023472970887746733,0.04902232161029828,0.05435226194336831,0.0,8,center_4cm,traditional_depth_charge_lookup,0.075
134912,0.31624867264727463,-0.01820770639070539,0.023392737251934904,0.04920310950675757,0.0544808786756605,0.0,9,center_4cm,traditional_depth_charge_lookup,0.075
119469,0.3244870687547871,-0.019391146863763153,0.023322844726300352,0.049308400963682664,0.054546067610070824,0.0,10,center_4cm,traditional_depth_charge_lookup,0.075
139713,0.35405695807970483,-0.018521551450190587,0.023360370125041302,0.04952351853879682,0.054756604906088496,0.0,11,center_4cm,traditional_depth_charge_lookup,0.075
106324,0.34023788876124406,-0.019058431942077177,0.02307670335444227,0.050397293101654014,0.055429427109460104,0.0,12,center_4cm,traditional_depth_charge_lookup,0.075
113254,0.46051315414955474,-0.018724933984090083,0.023423572603667977,0.04912438079661794,0.054423051569812135,0.0,13,center_4cm,traditional_depth_charge_lookup,0.075
117391,0.37377812306967323,-0.018744014866964493,0.023348546113503392,0.048863338544197325,0.054155151733692286,0.0,14,center_4cm,traditional_depth_charge_lookup,0.075
125121,0.291294073824019,-0.018544149833101358,0.022997028682299088,0.04972103146272362,0.05478178801327718,0.0,15,center_4cm,traditional_depth_charge_lookup,0.075
90379,0.28439581740315234,-0.01820865151211159,0.022919281757259803,0.04950747910181888,0.05455532937565032,0.0,16,center_4cm,traditional_depth_charge_lookup,0.075
118936,0.3386541078923241,-0.018965022622372672,0.023302181215768793,0.04972834848155472,0.05491721307673463,0.0,17,center_4cm,traditional_depth_charge_lookup,0.075
120343,0.40119548874687044,-0.018818045506816195,0.023135410110542376,0.04917943766645991,0.05434946448836642,0.0,18,center_4cm,traditional_depth_charge_lookup,0.075
128775,0.3845384344336214,-0.01878132864129268,0.023398511098907004,0.0491026819436108,0.0543926805342509,0.0,19,center_4cm,traditional_depth_charge_lookup,0.075
135590,0.41107934477123687,-0.018795395399151413,0.02314439430160448,0.049647690274459214,0.05477733232986774,0.0,20,center_4cm,traditional_depth_charge_lookup,0.075
114749,0.40798193841996727,-0.018676198088167117,0.022896712391956467,0.050094972222304766,0.05507963035745119,0.0,21,center_4cm,traditional_depth_charge_lookup,0.075
115522,0.39776193919360947,-0.018150200219980782,0.023446639039003826,0.048896698320480235,0.054227594348905,0.0,22,center_4cm,traditional_depth_charge_lookup,0.075
118224,0.41161908939930436,-0.01818757907655346,0.023735618663086905,0.04838725390380667,0.053895323857185734,0.0,23,center_4cm,traditional_depth_charge_lookup,0.075
131793,0.39985133720665644,-0.01819837482041591,0.022681871591726854,0.049725212996057734,0.0546540401654525,0.0,24,center_4cm,traditional_depth_charge_lookup,0.075
115390,0.4137785124915283,-0.018277085722298258,0.02349604411460273,0.04886158105472528,0.05421732372777954,0.0,25,center_4cm,traditional_depth_charge_lookup,0.075
82400,0.2600140104636706,-0.018863870753617975,0.022583705170960994,0.050282917594796174,0.05512164312766768,0.0,26,center_4cm,traditional_depth_charge_lookup,0.075
112857,0.3050189189189189,-0.01852527179629014,0.023148230707010036,0.049579392284600524,0.0547170606317195,0.0,27,center_4cm,traditional_depth_charge_lookup,0.075
122320,0.3210161662817552,-0.018035301033259704,0.023037360790003313,0.04947993620066558,0.05458007034248598,0.0,28,center_4cm,traditional_depth_charge_lookup,0.075
131764,0.350100967159103,-0.0183178302221015,0.023365810831585773,0.04913065586180364,0.0544038827771367,0.0,29,center_4cm,traditional_depth_charge_lookup,0.075
128717,0.4194307313814621,-0.018799094893660013,0.02329491982956249,0.0493436987658238,0.05456605078029841,0.0,30,center_4cm,traditional_depth_charge_lookup,0.075
125367,0.346645173064055,-0.017792921752739117,0.022976936268204715,0.04945765800698121,0.054534388561793316,0.0,31,center_4cm,traditional_depth_charge_lookup,0.075
105776,0.29490024645649093,-0.018226823805464476,0.022996215268858658,0.04947887598343675,0.05456175478552721,0.0,32,center_4cm,traditional_depth_charge_lookup,0.075
118747,0.31808538564976774,-0.018327018277625215,0.02285306705505522,0.04982630619126817,0.05481718218304238,0.0,33,center_4cm,traditional_depth_charge_lookup,0.075
131345,0.34817819131310723,-0.018258814695946805,0.023074658012426533,0.04945341129306766,0.05457178511751061,0.0,34,center_4cm,traditional_depth_charge_lookup,0.075
114325,0.407170764195328,-0.018719848285940213,0.02276482530753475,0.050054290200089266,0.054987900839342164,0.0,35,center_4cm,traditional_depth_charge_lookup,0.075
120241,0.38555093821745096,-0.018463285697495953,0.023730147103047942,0.048360146510584325,0.05386857759452607,0.0,36,center_4cm,traditional_depth_charge_lookup,0.075
105571,0.44756231982363914,-0.018112144130713947,0.023353140084393615,0.049089675672755524,0.05436143310709935,0.0,37,center_4cm,traditional_depth_charge_lookup,0.075
141964,0.4141476022941427,-0.01856450431386897,0.02322619469298974,0.049277064924757155,0.05447646507910913,0.0,38,center_4cm,traditional_depth_charge_lookup,0.075
99358,0.3312651074399453,-0.01815083057578141,0.023110902567500247,0.04973252824322111,0.05484011472405282,0.0,39,center_4cm,traditional_depth_charge_lookup,0.075
112199,0.38965021462208455,-0.018924450463201643,0.023210725335088347,0.048843995944162104,0.05407840336376654,0.0,40,center_4cm,traditional_depth_charge_lookup,0.075
122764,0.35935624754846,-0.018399148455910144,0.022888324954038645,0.04986873351291889,0.0548704474319664,0.0,41,center_4cm,traditional_depth_charge_lookup,0.075
120063,0.31273410190823986,-0.018406285306640534,0.023245729842404594,0.04910610530984719,0.05433022671228109,0.0,42,center_4cm,traditional_depth_charge_lookup,0.075
112481,0.3155979416732603,-0.019104937994444612,0.02299069480397554,0.049554518437606054,0.05462803625568639,0.0,43,center_4cm,traditional_depth_charge_lookup,0.075
113825,0.45738384077858724,-0.01853260577410095,0.02314070794482519,0.049464365688076446,0.054609667982065686,0.0,44,center_4cm,traditional_depth_charge_lookup,0.075
133050,0.41669929062465744,-0.018546059059112142,0.02331246948961969,0.04907665968993421,0.054332216594080364,0.0,45,center_4cm,traditional_depth_charge_lookup,0.075
146275,0.4279737261728865,-0.018351790977538977,0.02374928117505058,0.04885314240026577,0.05431995838282883,0.0,46,center_4cm,traditional_depth_charge_lookup,0.075
95045,0.2900198035512131,-0.01869822910826251,0.023183043484689816,0.04958668521069689,0.05473840384408157,0.0,47,center_4cm,traditional_depth_charge_lookup,0.075
108555,0.4151735004914541,-0.01806393638836466,0.02349543489769557,0.048936121103979865,0.0542842464232049,0.0,48,center_4cm,traditional_depth_charge_lookup,0.075
118395,0.4030083940934992,-0.01830276535010981,0.02363487890636835,0.04877780564362274,0.05420223080580475,0.0,49,center_4cm,traditional_depth_charge_lookup,0.075
119080,0.45118023718410183,-0.019079164823024575,0.02344452490339094,0.04906091906831574,0.05437480600216929,0.0,50,center_4cm,traditional_depth_charge_lookup,0.075
140540,0.36553076606967294,-0.018162225906226747,0.022986040559386658,0.04952389923840249,0.05459830268765881,0.0,51,center_4cm,traditional_depth_charge_lookup,0.075
126012,0.34003901980943435,-0.01847253875314303,0.023322524072738274,0.049125419586028125,0.054380575379695754,0.0,52,center_4cm,traditional_depth_charge_lookup,0.075
116120,0.44929560570944366,-0.01888349493247682,0.02306180953245445,0.04918375188190825,0.05432208122018449,0.0,53,center_4cm,traditional_depth_charge_lookup,0.075
