accepted_n,accepted_fraction,bias_median_frac,model_energy_proxy_res68,p04b_charge_propagated_energy_res68,combined_energy_proxy_res68,depth_order_violation_rate,geometry,method,support_stratum,n_runs,score_median,score_res68,clears_10pct_point
10964,0.03293956473147225,-0.005388429742067813,0.020463024175026705,0.008113822832020709,0.022012938907314213,,center_2cm,traditional_depth_charge_lookup,B2|q_lt_8k|sat0|B2,21,0.006609713822102721,0.008113822832020709,True
10964,0.03293956473147225,-0.006183828801777502,0.02338147862565885,0.009301132930737026,0.02516355731047147,,center_4cm,traditional_depth_charge_lookup,B2|q_lt_8k|sat0|B2,21,0.007588789459179873,0.009301132930737026,True
4027,0.01209847019095574,-0.00224749576094357,0.007480597436976257,0.02830467270223898,0.02927650653331043,,center_2cm,traditional_depth_charge_lookup,B8|q_ge_32k|sat0|B2_B4_B6_B8,20,0.02537043501198053,0.02830467270223898,True
4027,0.01209847019095574,-0.002261774505016261,0.007530143369008748,0.02848468345364886,0.0294632016354707,,center_4cm,traditional_depth_charge_lookup,B8|q_ge_32k|sat0|B2_B4_B6_B8,20,0.025537638727865197,0.02848468345364886,True
644,0.0019347938423082932,-0.001776255786902268,0.01003205510776294,0.029371376991609324,0.031037395445952454,,center_2cm,traditional_depth_charge_lookup,B6|q_ge_32k|sat_ge1|B2_B4_B6,20,0.02884148739081743,0.029371376991609324,True
644,0.0019347938423082932,-0.0018025956754016753,0.010182092336941615,0.029815512049484436,0.03150618610893671,,center_4cm,traditional_depth_charge_lookup,B6|q_ge_32k|sat_ge1|B2_B4_B6,20,0.02927495929522963,0.029815512049484436,True
6409,0.019254803936884862,-0.0057215112837131375,0.010729742560059926,0.032625180503795245,0.034344283051337424,,center_2cm,traditional_depth_charge_lookup,B6|q_ge_32k|sat0|B2_B4_B6,20,0.030381692904610614,0.032625180503795245,True
4027,0.01209847019095574,-0.0026490268374078107,0.008861741914811974,0.033384192706707234,0.034540335731479216,,zero_4cm,traditional_depth_charge_lookup,B8|q_ge_32k|sat0|B2_B4_B6_B8,20,0.030090905791497626,0.033384192706707234,True
6409,0.019254803936884862,-0.0058116428649800335,0.010907803311748725,0.03313822131565162,0.03488727396992926,,center_4cm,traditional_depth_charge_lookup,B6|q_ge_32k|sat0|B2_B4_B6,20,0.030866940587793323,0.03313822131565162,True
26590,0.07988535445182844,0.021639751009160345,0.02626631817562764,0.024472227595299583,0.03589999155960137,,center_2cm,ml_monotonic_hgb,B2|q_8k_16k|sat0|B2,21,0.02345110990405379,0.024472227595299583,True
26590,0.07988535445182844,-0.0205034156934615,0.02174354423664511,0.029020837226981473,0.036262800627170216,,center_2cm,traditional_depth_charge_lookup,B2|q_8k_16k|sat0|B2,21,0.025935681739374494,0.029020837226981473,True
510,0.0015322125148714745,0.01564232203254942,0.03711292002322799,0.01139895122054877,0.038824025056387025,,center_2cm,traditional_depth_charge_lookup,B4|q_8k_16k|sat0|B2_B4,20,0.010496659896280633,0.01139895122054877,True
644,0.0019347938423082932,-0.0022232550354343633,0.01257570354894297,0.03695263916340092,0.03903390655432029,,zero_4cm,traditional_depth_charge_lookup,B6|q_ge_32k|sat_ge1|B2_B4_B6,20,0.03622212504042516,0.03695263916340092,True
26590,0.07988535445182844,0.024287533034645648,0.02947667657583391,0.02811798050359029,0.04073690328874544,,center_4cm,ml_monotonic_hgb,B2|q_8k_16k|sat0|B2,21,0.02734898235105042,0.02811798050359029,True
510,0.0015322125148714745,0.016491481703471242,0.03907825766460036,0.011995383037676393,0.04087785997727219,,center_4cm,traditional_depth_charge_lookup,B4|q_8k_16k|sat0|B2_B4,20,0.011048755001265499,0.011995383037676393,True
26590,0.07988535445182844,-0.023254842197020183,0.02475091380603806,0.032983208950902246,0.04123711686009102,,center_4cm,traditional_depth_charge_lookup,B2|q_8k_16k|sat0|B2,21,0.02953646425185771,0.032983208950902246,True
6409,0.019254803936884862,-0.007231082502370745,0.013697488811046073,0.041403513753732385,0.043610459191393974,,zero_4cm,traditional_depth_charge_lookup,B6|q_ge_32k|sat0|B2_B4_B6,20,0.03873257024130496,0.041403513753732385,True
44626,0.13407159938951846,0.008345585362053643,0.01171891603840218,0.04972693350277056,0.051089146682089775,,center_2cm,ml_monotonic_hgb,B2|q_16k_32k|sat0|B2,21,0.04337704291949775,0.04972693350277056,True
44626,0.13407159938951846,-0.01689702367143843,0.01846646339905177,0.04882140997299143,0.05219712963582792,,center_2cm,traditional_depth_charge_lookup,B2|q_16k_32k|sat0|B2,21,0.04403655854082183,0.04882140997299143,True
10964,0.03293956473147225,0.045278402672808055,0.05145760257657302,0.011577909456650982,0.052744031418871865,,center_2cm,ml_monotonic_hgb,B2|q_lt_8k|sat0|B2,21,0.0,0.011577909456650982,True
1377,0.004136973790152981,-0.016322631886705834,0.04893773828967383,0.021178295817624156,0.05332375120570011,,center_2cm,traditional_depth_charge_lookup,B4|q_16k_32k|sat0|B2_B4,21,0.01831463852779309,0.021178295817624156,True
44626,0.13407159938951846,0.009380246596414964,0.013253729588252251,0.053652039140219446,0.05526484101037614,,center_4cm,ml_monotonic_hgb,B2|q_16k_32k|sat0|B2,21,0.04669858159112867,0.053652039140219446,True
1377,0.004136973790152981,-0.017139040812147618,0.05135127602867305,0.022230715806453836,0.05595675361420003,,center_4cm,traditional_depth_charge_lookup,B4|q_16k_32k|sat0|B2_B4,21,0.01923531870763345,0.022230715806453836,True
1377,0.004136973790152981,-0.01681009246286438,0.05182087848612938,0.022559763605459165,0.05651854899949562,,center_2cm,ml_monotonic_hgb,B4|q_16k_32k|sat0|B2_B4,21,0.017721530250626887,0.022559763605459165,True
510,0.0015322125148714745,0.05144547785195555,0.05629950184966068,0.007310358528283672,0.056772134452845756,,center_4cm,ml_monotonic_hgb,B4|q_8k_16k|sat0|B2_B4,20,0.0006159997173487887,0.007310358528283672,True
510,0.0015322125148714745,0.05286829946671063,0.056618097163495154,0.006462718673932411,0.05698574961403397,,center_2cm,ml_monotonic_hgb,B4|q_8k_16k|sat0|B2_B4,20,0.0013766611564479214,0.006462718673932411,True
4027,0.01209847019095574,-0.043319478362991104,0.053270004418603766,0.022313014097997037,0.05775434155884282,,center_2cm,ml_monotonic_hgb,B8|q_ge_32k|sat0|B2_B4_B6_B8,20,0.015328019802929901,0.022313014097997037,True
44626,0.13407159938951846,-0.018885690937555356,0.020754282629966724,0.05463340348169781,0.05844269863275077,,center_4cm,traditional_depth_charge_lookup,B2|q_16k_32k|sat0|B2,21,0.049431364752681936,0.05463340348169781,True
1377,0.004136973790152981,-0.02051865804233744,0.053092036291592155,0.02485560033353247,0.05862222433111898,,center_4cm,ml_monotonic_hgb,B4|q_16k_32k|sat0|B2_B4,21,0.02159935939847907,0.02485560033353247,True
4027,0.01209847019095574,-0.04433770882825633,0.05428225652846726,0.022379029290699255,0.058714430303089045,,center_4cm,ml_monotonic_hgb,B8|q_ge_32k|sat0|B2_B4_B6_B8,20,0.01655102115581464,0.022379029290699255,True
10964,0.03293956473147225,0.05051485275838393,0.05756483942515287,0.01421379359494177,0.059293698370090235,,center_4cm,ml_monotonic_hgb,B2|q_lt_8k|sat0|B2,21,0.0,0.01421379359494177,True
6409,0.019254803936884862,-0.03880981498554843,0.04784636300823307,0.03989644144778577,0.06229767646800491,,center_2cm,ml_monotonic_hgb,B6|q_ge_32k|sat0|B2_B4_B6,20,0.02793847369107577,0.03989644144778577,True
6409,0.019254803936884862,-0.040409609330710985,0.04960693347510668,0.0427871216371595,0.06551019483100888,,center_4cm,ml_monotonic_hgb,B6|q_ge_32k|sat0|B2_B4_B6,20,0.0293656247256079,0.0427871216371595,True
510,0.0015322125148714745,0.027117313422453986,0.06280582577292743,0.01927526670810771,0.0656970901767194,,zero_4cm,traditional_depth_charge_lookup,B4|q_8k_16k|sat0|B2_B4,20,0.01781070655178675,0.01927526670810771,True
10631,0.031939120089409107,-0.01699325719386545,0.026307612856888533,0.06462473543120625,0.06977425688447948,,center_2cm,traditional_depth_charge_lookup,B4|q_ge_32k|sat0|B2_B4,21,0.06019585797971474,0.06462473543120625,True
644,0.0019347938423082932,-0.062142658725049406,0.06945578478700706,0.01216646195448609,0.0705133238251396,,zero_4cm,ml_monotonic_hgb,B6|q_ge_32k|sat_ge1|B2_B4_B6,20,0.010334621777002357,0.01216646195448609,True
1664,0.004999218872051242,-0.00482272967788442,0.02417350176131467,0.06641646436958372,0.07067888600395783,,center_2cm,traditional_depth_charge_lookup,B4|q_ge_32k|sat_ge1|B2_B4,21,0.06098892200437603,0.06641646436958372,True
10631,0.031939120089409107,-0.017688449917017544,0.027456041168463237,0.06730732932875909,0.07269188935510193,,center_4cm,traditional_depth_charge_lookup,B4|q_ge_32k|sat0|B2_B4,21,0.06274683254325676,0.06730732932875909,True
644,0.0019347938423082932,-0.06661259114683397,0.0727054421205345,0.0023829784672057103,0.07274448364183746,,center_2cm,ml_monotonic_hgb,B6|q_ge_32k|sat_ge1|B2_B4_B6,20,0.0023773133806099167,0.0023829784672057103,True
1664,0.004999218872051242,-0.005005624081178958,0.025080783352979762,0.06907637183872646,0.07348871233054168,,center_4cm,traditional_depth_charge_lookup,B4|q_ge_32k|sat_ge1|B2_B4,21,0.06334561607530276,0.06907637183872646,True
644,0.0019347938423082932,-0.06801422383916603,0.07410585483570452,0.0025449998671008725,0.07414954312235547,,center_4cm,ml_monotonic_hgb,B6|q_ge_32k|sat_ge1|B2_B4_B6,20,0.002538539284958024,0.0025449998671008725,True
4027,0.01209847019095574,-0.06426410171877525,0.07526707227090487,0.015440544228666002,0.07683451421276123,,zero_4cm,ml_monotonic_hgb,B8|q_ge_32k|sat0|B2_B4_B6_B8,20,0.012389255095766393,0.015440544228666002,True
510,0.0015322125148714745,0.06921091613719477,0.07756642879778027,0.003373521625368413,0.07763975479480821,,zero_4cm,ml_monotonic_hgb,B4|q_8k_16k|sat0|B2_B4,20,0.0012452072999845731,0.003373521625368413,True
6409,0.019254803936884862,-0.04337307441398144,0.05711271113958231,0.05673148948883371,0.08050045759705357,,zero_4cm,ml_monotonic_hgb,B6|q_ge_32k|sat0|B2_B4_B6,20,0.04776718403276176,0.05673148948883371,True
1664,0.004999218872051242,-0.041782507946300514,0.05880032146685447,0.055777741943131655,0.08104711161343145,,center_2cm,ml_monotonic_hgb,B4|q_ge_32k|sat_ge1|B2_B4,21,0.025103270193021807,0.055777741943131655,True
1664,0.004999218872051242,-0.043356816874469586,0.06085738973732244,0.06000082830842454,0.08546181184211693,,center_4cm,ml_monotonic_hgb,B4|q_ge_32k|sat_ge1|B2_B4,21,0.026369650320919966,0.06000082830842454,True
1377,0.004136973790152981,-0.05146899203382607,0.08132194301268107,0.03077601103973852,0.08695068298107758,,zero_4cm,ml_monotonic_hgb,B4|q_16k_32k|sat0|B2_B4,21,0.01889068827647722,0.03077601103973852,True
1377,0.004136973790152981,-0.026726427210416237,0.08170059791911263,0.034664849492439906,0.08875043374921625,,zero_4cm,traditional_depth_charge_lookup,B4|q_16k_32k|sat0|B2_B4,21,0.030190076956896728,0.034664849492439906,True
10631,0.031939120089409107,-0.03921825997493331,0.054992261162112796,0.07351212386440588,0.09180512590687827,,center_2cm,ml_monotonic_hgb,B4|q_ge_32k|sat0|B2_B4,21,0.0635433794208154,0.07351212386440588,True
10631,0.031939120089409107,-0.041612844757972375,0.05713186554871387,0.0753748995885111,0.09458025982759007,,center_4cm,ml_monotonic_hgb,B4|q_ge_32k|sat0|B2_B4,21,0.06500470634031946,0.0753748995885111,True
