method,n_valid_doublets,median_abs_energy_residual,p68_abs_energy_residual,nominal_68_proxy_width,coverage_abs_resid_le_proxy,coverage_abs_resid_le_2proxy,calibration_ratio_p68_over_proxy
saturation_residual_fusion_new,282,0.04218627495163657,0.0661471949069529,0.034714578999714134,0.42907801418439717,0.7127659574468085,1.9054586520406196
ridge,280,0.04680622263601804,0.07048196822683393,0.0350199188748055,0.375,0.675,2.0126251142615015
gradient_boosted_trees,282,0.046103019649164995,0.07253480952558893,0.03482469123034945,0.39361702127659576,0.6843971631205674,2.0828557831512198
1d_cnn,245,0.054228033643034676,0.08274379217927355,0.03432016849517822,0.3183673469387755,0.6244897959183674,2.4109378189940576
analytic_clipped_template_sideband_traditional,171,0.07124647413248855,0.10311349400647205,0.034,0.28654970760233917,0.5029239766081871,3.0327498237197656
tiny_sequence_transformer,240,0.07610189682398869,0.1153222024088474,0.03611007261276245,0.275,0.4666666666666667,3.1936297565928697
mlp,280,0.1202898206558016,0.17544614627887195,0.034532515317917685,0.14285714285714285,0.2892857142857143,5.080607209282529
