method,n_doublets,pileup_separation_error_rate,pileup_separation_error_ci_low,pileup_separation_error_ci_high,pileup_miss_rate
analytic_clipped_template_sideband_traditional,390,0.21025641025641026,0.17435897435897435,0.24615384615384617,0.5846153846153846
gradient_boosted_trees,390,0.2128205128205128,0.18717948717948718,0.2512820512820513,0.35384615384615387
saturation_residual_fusion_new,390,0.2205128205128205,0.18461538461538463,0.258974358974359,0.34102564102564104
ridge,390,0.28974358974358977,0.2564102564102564,0.32564102564102565,0.30512820512820515
1d_cnn,390,0.36923076923076925,0.3255769230769231,0.4206410256410255,0.2717948717948718
mlp,390,0.382051282051282,0.320448717948718,0.44365384615384607,0.38461538461538464
tiny_sequence_transformer,390,0.7487179487179487,0.7051282051282052,0.7897435897435897,0.6230769230769231
