match_key,dynamic_n,control_n,matched_n
"37|high_20nA|B2|(999.999, 1500.0]|B2_only",258,888,258
"49|high_20nA|B2|(4500.0, 7000.0]|B2_only",257,4406,257
"63|high_20nA|B2|(3000.0, 4500.0]|B2_only",247,3675,247
"31|high_20nA|B2|(4500.0, 7000.0]|B2_only",236,8446,236
"37|high_20nA|B2|(1500.0, 2000.0]|B2_only",236,896,236
"45|high_20nA|B2|(1500.0, 2000.0]|B2_only",236,764,236
"45|high_20nA|B2|(999.999, 1500.0]|B2_only",236,838,236
"32|high_20nA|B2|(2000.0, 3000.0]|B2_only",232,1278,232
"65|high_20nA|B2|(3000.0, 4500.0]|B2_only",221,2967,221
"64|high_20nA|B2|(3000.0, 4500.0]|B2_only",219,3172,219
"31|high_20nA|B2|(2000.0, 3000.0]|B2_only",211,1211,211
"59|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream",209,1237,209
"61|high_20nA|B2|(3000.0, 4500.0]|B2_plus_one_downstream",209,1597,209
"61|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream",204,1168,204
"37|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream",197,336,197
"40|high_20nA|B2|(999.999, 1500.0]|B2_only",195,599,195
"39|high_20nA|B2|(999.999, 1500.0]|B2_only",194,535,194
"36|high_20nA|B2|(4500.0, 7000.0]|B2_only",193,2940,193
"60|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream",192,961,192
"35|high_20nA|B2|(4500.0, 7000.0]|B2_only",184,3345,184
"60|high_20nA|B2|(3000.0, 4500.0]|B2_plus_one_downstream",183,1580,183
"49|high_20nA|B2|(999.999, 1500.0]|B2_only",182,585,182
"49|high_20nA|B2|(1500.0, 2000.0]|B2_only",182,638,182
"48|high_20nA|B2|(1500.0, 2000.0]|B2_only",181,572,181
"59|high_20nA|B2|(3000.0, 4500.0]|B2_plus_one_downstream",180,1402,180
"36|high_20nA|B2|(2000.0, 3000.0]|B2_only",179,1024,179
"41|high_20nA|B2|(999.999, 1500.0]|B2_only",178,597,178
"62|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream",175,1114,175
"41|high_20nA|B2|(1500.0, 2000.0]|B2_only",171,639,171
"56|high_20nA|B2|(2000.0, 3000.0]|B2_only",171,982,171
"48|high_20nA|B2|(999.999, 1500.0]|B2_only",170,620,170
"40|high_20nA|B2|(1500.0, 2000.0]|B2_only",169,616,169
"57|high_20nA|B2|(999.999, 1500.0]|B2_only",169,585,169
"45|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream",166,310,166
"62|high_20nA|B2|(3000.0, 4500.0]|B2_plus_one_downstream",165,1495,165
"42|high_20nA|B2|(999.999, 1500.0]|B2_only",164,525,164
"47|low_2nA|B2|(3000.0, 4500.0]|B2_only",159,1208,159
"57|high_20nA|B2|(1500.0, 2000.0]|B2_only",158,563,158
"52|high_20nA|B2|(3000.0, 4500.0]|B2_only",157,538,157
"42|high_20nA|B2|(1500.0, 2000.0]|B2_only",152,568,152
"63|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream",152,794,152
"50|high_20nA|B2|(2000.0, 3000.0]|B2_only",145,822,145
"39|high_20nA|B2|(1500.0, 2000.0]|B2_only",142,534,142
"34|high_20nA|B2|(3000.0, 4500.0]|B2_only",137,1683,137
"44|high_20nA|B2|(3000.0, 4500.0]|B2_only",134,446,134
"56|high_20nA|B2|(4500.0, 7000.0]|B2_only",132,11433,132
"41|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream",131,260,131
"56|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream",130,235,130
"35|high_20nA|B2|(1500.0, 2000.0]|B2_only",128,559,128
"40|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream",128,199,128
"35|high_20nA|B2|(999.999, 1500.0]|B2_only",126,527,126
"37|high_20nA|B2|(3000.0, 4500.0]|B2_plus_one_downstream",126,346,126
"42|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream",125,204,125
"45|high_20nA|B2|(3000.0, 4500.0]|B2_plus_one_downstream",120,322,120
"55|high_20nA|B2|(2000.0, 3000.0]|B2_only",119,497,119
"50|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream",116,178,116
"53|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream",116,169,116
"59|high_20nA|B2|(2000.0, 3000.0]|B2_only",114,1401,114
"49|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream",112,203,112
"61|high_20nA|B2|(3000.0, 4500.0]|B2_plus_ge2_downstream",112,945,112
"32|high_20nA|B2|(999.999, 1500.0]|B2_only",111,506,111
"61|high_20nA|B4|(2000.0, 3000.0]|B2_plus_ge2_downstream",111,662,111
"63|high_20nA|B2|(3000.0, 4500.0]|B2_plus_one_downstream",111,846,111
"31|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream",108,188,108
"53|high_20nA|B2|(2000.0, 3000.0]|B2_only",108,611,108
"51|high_20nA|B2|(2000.0, 3000.0]|B2_only",107,459,107
"55|high_20nA|B2|(4500.0, 7000.0]|B2_only",107,5473,107
"64|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream",107,507,107
"41|high_20nA|B2|(3000.0, 4500.0]|B2_plus_one_downstream",104,263,104
"31|high_20nA|B2|(1500.0, 2000.0]|B2_only",100,466,100
"42|high_20nA|B2|(3000.0, 4500.0]|B2_plus_one_downstream",100,243,100
"57|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream",100,195,100
"40|high_20nA|B2|(3000.0, 4500.0]|B2_plus_one_downstream",99,246,99
"48|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream",99,187,99
"56|high_20nA|B2|(999.999, 1500.0]|B2_only",99,376,99
"32|high_20nA|B2|(1500.0, 2000.0]|B2_only",98,501,98
"39|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream",97,228,97
"50|high_20nA|B2|(4500.0, 7000.0]|B2_only",97,10056,97
"60|high_20nA|B4|(2000.0, 3000.0]|all_four",97,588,97
"60|high_20nA|B2|(3000.0, 4500.0]|B2_plus_ge2_downstream",97,866,97
"61|high_20nA|B6|(3000.0, 4500.0]|B2_plus_ge2_downstream",97,837,97
"59|high_20nA|B2|(999.999, 1500.0]|B2_only",96,924,96
"60|high_20nA|B2|(4500.0, 7000.0]|B2_only",96,1649,96
"65|high_20nA|B2|(999.999, 1500.0]|B2_only",95,1429,95
"51|high_20nA|B2|(4500.0, 7000.0]|B2_only",93,4512,93
"62|high_20nA|B2|(2000.0, 3000.0]|B2_only",93,1267,93
"59|high_20nA|B4|(2000.0, 3000.0]|B2_plus_ge2_downstream",92,789,92
"62|high_20nA|B2|(4500.0, 7000.0]|B2_only",91,1877,91
"36|high_20nA|B2|(999.999, 1500.0]|B2_only",90,394,90
"60|high_20nA|B4|(3000.0, 4500.0]|B2_plus_ge2_downstream",90,753,90
"33|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream",89,166,89
"58|high_20nA|B2|(3000.0, 4500.0]|B2_only",88,4853,88
"39|high_20nA|B2|(3000.0, 4500.0]|B2_plus_one_downstream",87,234,87
"59|high_20nA|B2|(4500.0, 7000.0]|B2_only",86,2211,86
"50|high_20nA|B2|(999.999, 1500.0]|B2_only",85,315,85
"53|high_20nA|B2|(4500.0, 7000.0]|B2_only",85,13526,85
"56|high_20nA|B2|(1500.0, 2000.0]|B2_only",85,413,85
"60|high_20nA|B4|(2000.0, 3000.0]|B2_plus_ge2_downstream",85,433,85
"62|high_20nA|B4|(2000.0, 3000.0]|B2_plus_ge2_downstream",85,683,85
"36|high_20nA|B2|(1500.0, 2000.0]|B2_only",82,422,82
"49|high_20nA|B2|(3000.0, 4500.0]|B2_plus_one_downstream",82,252,82
"57|high_20nA|B2|(3000.0, 4500.0]|B2_plus_one_downstream",82,206,82
"31|high_20nA|B2|(999.999, 1500.0]|B2_only",81,434,81
"32|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream",81,192,81
"54|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream",81,148,81
"54|high_20nA|B2|(2000.0, 3000.0]|B2_only",81,556,81
"58|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream",81,164,81
"33|high_20nA|B2|(2000.0, 3000.0]|B2_only",80,771,80
"61|high_20nA|B4|(2000.0, 3000.0]|B2_plus_one_downstream",79,290,79
"54|high_20nA|B2|(4500.0, 7000.0]|B2_only",78,12710,78
"60|high_20nA|B2|(2000.0, 3000.0]|B2_only",77,919,77
"61|high_20nA|B2|(4500.0, 7000.0]|B2_only",77,1869,77
"62|high_20nA|B2|(3000.0, 4500.0]|B2_plus_ge2_downstream",77,795,77
"63|high_20nA|B2|(999.999, 1500.0]|B2_only",77,936,77
"64|high_20nA|B2|(999.999, 1500.0]|B2_only",77,844,77
"63|high_20nA|B2|(2000.0, 3000.0]|B2_only",76,2252,76
"62|high_20nA|B2|(999.999, 1500.0]|B2_only",75,852,75
"33|high_20nA|B2|(4500.0, 7000.0]|B2_only",74,26362,74
"50|high_20nA|B2|(1500.0, 2000.0]|B2_only",74,296,74
"55|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream",74,106,74
"60|high_20nA|B6|(3000.0, 4500.0]|B2_plus_ge2_downstream",74,741,74
"62|high_20nA|B4|(2000.0, 3000.0]|B2_plus_one_downstream",74,288,74
"62|high_20nA|B4|(2000.0, 3000.0]|all_four",74,591,74
"64|high_20nA|B2|(3000.0, 4500.0]|B2_plus_one_downstream",74,555,74
"48|high_20nA|B2|(3000.0, 4500.0]|B2_plus_one_downstream",73,209,73
"59|high_20nA|B2|(1500.0, 2000.0]|B2_only",72,782,72
"59|high_20nA|B4|(2000.0, 3000.0]|all_four",72,506,72
"61|high_20nA|B4|(2000.0, 3000.0]|all_four",72,667,72
"63|high_20nA|B2|(4500.0, 7000.0]|B2_only",72,2816,72
"62|high_20nA|B2|(1500.0, 2000.0]|B2_only",71,722,71
"65|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream",71,272,71
"55|high_20nA|B2|(999.999, 1500.0]|B2_only",70,240,70
"61|high_20nA|B2|(999.999, 1500.0]|B2_only",70,656,70
"52|high_20nA|B2|(4500.0, 7000.0]|B2_only",69,2117,69
"59|high_20nA|B4|(2000.0, 3000.0]|B2_plus_one_downstream",69,444,69
"61|high_20nA|B2|(2000.0, 3000.0]|B2_only",69,1097,69
"64|high_20nA|B2|(2000.0, 3000.0]|B2_only",68,2033,68
"65|high_20nA|B2|(4500.0, 7000.0]|B2_only",68,2501,68
"64|high_20nA|B2|(4500.0, 7000.0]|B2_only",67,2431,67
"56|high_20nA|B4|(2000.0, 3000.0]|B2_plus_one_downstream",65,100,65
"61|high_20nA|B2|(2000.0, 3000.0]|B2_plus_ge2_downstream",65,401,65
"35|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream",63,122,63
"59|high_20nA|B4|(3000.0, 4500.0]|B2_plus_ge2_downstream",62,463,62
"59|high_20nA|B6|(3000.0, 4500.0]|B2_plus_ge2_downstream",62,759,62
"34|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream",61,116,61
"59|high_20nA|B2|(3000.0, 4500.0]|B2_plus_ge2_downstream",61,601,61
"61|high_20nA|B4|(3000.0, 4500.0]|B2_plus_ge2_downstream",61,670,61
"50|high_20nA|B4|(2000.0, 3000.0]|B2_plus_one_downstream",60,82,60
"60|high_20nA|B2|(2000.0, 3000.0]|B2_plus_ge2_downstream",60,327,60
"62|high_20nA|B2|(2000.0, 3000.0]|B2_plus_one_downstream",59,232,59
"62|high_20nA|B6|(3000.0, 4500.0]|B2_plus_ge2_downstream",59,781,59
"62|high_20nA|B4|(3000.0, 4500.0]|B2_plus_ge2_downstream",59,612,59
"64|high_20nA|B2|(1500.0, 2000.0]|B2_only",59,926,59
"45|high_20nA|B4|(2000.0, 3000.0]|B2_plus_ge2_downstream",58,106,58
"47|low_2nA|B2|(2000.0, 3000.0]|B2_only",58,525,58
"60|high_20nA|B2|(2000.0, 3000.0]|all_four",58,411,58
"65|high_20nA|B2|(3000.0, 4500.0]|B2_plus_one_downstream",58,292,58
"32|high_20nA|B2|(3000.0, 4500.0]|B2_plus_one_downstream",57,180,57
"45|high_20nA|B4|(2000.0, 3000.0]|B2_plus_one_downstream",57,96,57
"59|high_20nA|B2|(2000.0, 3000.0]|B2_plus_one_downstream",57,408,57
"60|high_20nA|B4|(2000.0, 3000.0]|B2_plus_one_downstream",57,238,57
"40|high_20nA|B4|(2000.0, 3000.0]|B2_plus_one_downstream",56,63,56
"45|high_20nA|B6|(3000.0, 4500.0]|B2_plus_ge2_downstream",56,109,56
"53|high_20nA|B2|(999.999, 1500.0]|B2_only",56,229,56
"60|high_20nA|B6|(2000.0, 3000.0]|all_four",55,535,55
"60|high_20nA|B8|(3000.0, 4500.0]|all_four",55,455,55
"60|high_20nA|B2|(999.999, 1500.0]|B2_only",55,689,55
"35|high_20nA|B2|(3000.0, 4500.0]|B2_plus_one_downstream",54,145,54
"65|high_20nA|B2|(1500.0, 2000.0]|B2_only",54,1261,54
"52|high_20nA|B2|(2000.0, 3000.0]|B2_only",53,243,53
"58|high_20nA|B2|(3000.0, 4500.0]|B2_plus_one_downstream",53,230,53
"54|high_20nA|B2|(999.999, 1500.0]|B2_only",52,211,52
"55|high_20nA|B2|(1500.0, 2000.0]|B2_only",52,213,52
"37|high_20nA|B4|(2000.0, 3000.0]|B2_plus_one_downstream",51,96,51
"51|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream",51,105,51
"54|high_20nA|B2|(1500.0, 2000.0]|B2_only",51,238,51
"59|high_20nA|B2|(2000.0, 3000.0]|B2_plus_ge2_downstream",51,554,51
"62|high_20nA|B2|(2000.0, 3000.0]|B2_plus_ge2_downstream",51,448,51
"37|high_20nA|B6|(3000.0, 4500.0]|B2_plus_ge2_downstream",50,129,50
"44|high_20nA|B2|(2000.0, 3000.0]|B2_only",50,172,50
"59|high_20nA|B2|(2000.0, 3000.0]|all_four",50,392,50
"65|high_20nA|B2|(2000.0, 3000.0]|B2_only",50,2235,50
"61|high_20nA|B2|(2000.0, 3000.0]|all_four",49,512,49
"61|high_20nA|B8|(3000.0, 4500.0]|all_four",49,562,49
"61|high_20nA|B2|(2000.0, 3000.0]|B2_plus_one_downstream",49,225,49
"62|high_20nA|B2|(2000.0, 3000.0]|all_four",49,462,49
"31|high_20nA|B2|(3000.0, 4500.0]|B2_plus_one_downstream",48,166,48
"37|high_20nA|B4|(2000.0, 3000.0]|B2_plus_ge2_downstream",48,113,48
"63|high_20nA|B4|(2000.0, 3000.0]|B2_plus_one_downstream",48,337,48
"63|high_20nA|B2|(1500.0, 2000.0]|B2_only",48,984,48
"41|high_20nA|B4|(2000.0, 3000.0]|B2_plus_one_downstream",47,64,47
"42|high_20nA|B4|(2000.0, 3000.0]|B2_plus_one_downstream",46,76,46
"63|high_20nA|B4|(2000.0, 3000.0]|B2_plus_ge2_downstream",46,402,46
"51|high_20nA|B2|(999.999, 1500.0]|B2_only",45,175,45
"53|high_20nA|B4|(2000.0, 3000.0]|B2_plus_one_downstream",45,52,45
"53|high_20nA|B2|(1500.0, 2000.0]|B2_only",45,250,45
"59|high_20nA|B6|(2000.0, 3000.0]|all_four",45,511,45
"50|high_20nA|B2|(3000.0, 4500.0]|B2_plus_one_downstream",44,137,44
"56|high_20nA|B4|(2000.0, 3000.0]|B2_plus_ge2_downstream",44,82,44
"56|high_20nA|B6|(3000.0, 4500.0]|B2_plus_ge2_downstream",44,107,44
"63|high_20nA|B2|(2000.0, 3000.0]|B2_plus_one_downstream",44,245,44
"64|high_20nA|B4|(2000.0, 3000.0]|B2_plus_one_downstream",44,257,44
"34|high_20nA|B2|(2000.0, 3000.0]|B2_only",43,544,43
"36|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream",43,97,43
"60|high_20nA|B2|(1500.0, 2000.0]|B2_only",43,540,43
"33|high_20nA|B2|(999.999, 1500.0]|B2_only",42,260,42
"44|high_20nA|B2|(4500.0, 7000.0]|B2_only",42,637,42
"50|high_20nA|B4|(2000.0, 3000.0]|B2_plus_ge2_downstream",42,80,42
"51|high_20nA|B2|(1500.0, 2000.0]|B2_only",41,200,41
"57|high_20nA|B4|(2000.0, 3000.0]|B2_plus_one_downstream",41,70,41
"59|high_20nA|B4|(999.999, 1500.0]|B2_plus_one_downstream",41,75,41
"34|high_20nA|B2|(4500.0, 7000.0]|B2_only",40,14698,40
"54|high_20nA|B4|(2000.0, 3000.0]|B2_plus_one_downstream",40,66,40
"61|high_20nA|B6|(2000.0, 3000.0]|all_four",40,622,40
"62|high_20nA|B8|(3000.0, 4500.0]|all_four",40,458,40
"39|high_20nA|B4|(2000.0, 3000.0]|B2_plus_one_downstream",39,55,39
"48|high_20nA|B4|(2000.0, 3000.0]|B2_plus_one_downstream",39,76,39
"60|high_20nA|B6|(2000.0, 3000.0]|B2_plus_ge2_downstream",39,197,39
"33|high_20nA|B2|(1500.0, 2000.0]|B2_only",38,289,38
"47|low_2nA|B2|(4500.0, 7000.0]|B2_only",38,1523,38
"59|high_20nA|B8|(3000.0, 4500.0]|all_four",38,417,38
"61|high_20nA|B2|(3000.0, 4500.0]|all_four",38,381,38
"61|high_20nA|B2|(1500.0, 2000.0]|B2_only",38,583,38
"37|high_20nA|B4|(999.999, 1500.0]|B2_plus_one_downstream",40,37,37
"49|high_20nA|B6|(3000.0, 4500.0]|B2_plus_ge2_downstream",37,83,37
"60|high_20nA|B2|(2000.0, 3000.0]|B2_plus_one_downstream",37,157,37
"62|high_20nA|B4|(999.999, 1500.0]|B2_plus_one_downstream",37,52,37
"64|high_20nA|B4|(2000.0, 3000.0]|B2_plus_ge2_downstream",37,261,37
"56|high_20nA|B4|(999.999, 1500.0]|B2_plus_one_downstream",54,36,36
"32|high_20nA|B4|(2000.0, 3000.0]|B2_plus_one_downstream",36,84,36
"37|high_20nA|B2|(3000.0, 4500.0]|B2_plus_ge2_downstream",36,97,36
"37|high_20nA|B2|(2000.0, 3000.0]|B2_plus_one_downstream",36,71,36
"45|high_20nA|B2|(2000.0, 3000.0]|B2_plus_one_downstream",36,62,36
"56|high_20nA|B2|(3000.0, 4500.0]|B2_plus_one_downstream",36,156,36
"34|high_20nA|B4|(2000.0, 3000.0]|B2_plus_one_downstream",36,35,35
"41|high_20nA|B6|(3000.0, 4500.0]|B2_plus_ge2_downstream",35,94,35
"45|high_20nA|B4|(1500.0, 2000.0]|B2_plus_one_downstream",35,41,35
"49|high_20nA|B4|(2000.0, 3000.0]|B2_plus_one_downstream",35,63,35
"50|high_20nA|B6|(3000.0, 4500.0]|B2_plus_ge2_downstream",35,87,35
"60|high_20nA|B2|(3000.0, 4500.0]|all_four",35,365,35
"63|high_20nA|B4|(2000.0, 3000.0]|all_four",35,238,35
"37|high_20nA|B2|(2000.0, 3000.0]|B2_plus_ge2_downstream",34,47,34
"37|high_20nA|B4|(3000.0, 4500.0]|B2_plus_ge2_downstream",34,94,34
"52|high_20nA|B2|(999.999, 1500.0]|B2_only",34,84,34
"33|high_20nA|B4|(2000.0, 3000.0]|B2_plus_one_downstream",33,65,33
"36|high_20nA|B2|(3000.0, 4500.0]|B2_plus_one_downstream",33,115,33
"40|high_20nA|B4|(2000.0, 3000.0]|B2_plus_ge2_downstream",33,74,33
"53|high_20nA|B4|(2000.0, 3000.0]|B2_plus_ge2_downstream",33,57,33
"59|high_20nA|B4|(1500.0, 2000.0]|all_four",33,168,33
"61|high_20nA|B4|(1500.0, 2000.0]|all_four",33,128,33
"62|high_20nA|B6|(2000.0, 3000.0]|all_four",33,600,33
"50|high_20nA|B4|(1500.0, 2000.0]|B2_plus_one_downstream",33,32,32
"57|high_20nA|B6|(3000.0, 4500.0]|B2_plus_ge2_downstream",32,78,32
"61|high_20nA|B6|(2000.0, 3000.0]|B2_plus_ge2_downstream",32,284,32
"61|high_20nA|B4|(999.999, 1500.0]|B2_plus_one_downstream",32,43,32
"62|high_20nA|B6|(2000.0, 3000.0]|B2_plus_ge2_downstream",32,370,32
"63|high_20nA|B4|(999.999, 1500.0]|B2_plus_one_downstream",32,70,32
"40|high_20nA|B6|(3000.0, 4500.0]|B2_plus_ge2_downstream",31,89,31
"45|high_20nA|B2|(3000.0, 4500.0]|B2_plus_ge2_downstream",31,85,31
"49|high_20nA|B4|(2000.0, 3000.0]|B2_plus_ge2_downstream",31,64,31
"54|high_20nA|B4|(2000.0, 3000.0]|B2_plus_ge2_downstream",31,68,31
"61|high_20nA|B4|(1500.0, 2000.0]|B2_plus_ge2_downstream",31,34,31
"64|high_20nA|B2|(2000.0, 3000.0]|B2_plus_one_downstream",31,222,31
"65|high_20nA|B4|(2000.0, 3000.0]|B2_plus_one_downstream",31,140,31
"33|high_20nA|B4|(2000.0, 3000.0]|B2_plus_ge2_downstream",30,76,30
"42|high_20nA|B4|(2000.0, 3000.0]|B2_plus_ge2_downstream",30,69,30
"47|low_2nA|B2|(999.999, 1500.0]|B2_only",30,230,30
"47|low_2nA|B2|(1500.0, 2000.0]|B2_only",30,237,30
"53|high_20nA|B4|(999.999, 1500.0]|B2_plus_one_downstream",30,35,30
"53|high_20nA|B6|(3000.0, 4500.0]|B2_plus_ge2_downstream",30,66,30
"57|high_20nA|B4|(2000.0, 3000.0]|B2_plus_ge2_downstream",30,85,30
"58|high_20nA|B4|(2000.0, 3000.0]|B2_plus_one_downstream",30,59,30
"31|high_20nA|B4|(2000.0, 3000.0]|B2_plus_one_downstream",29,72,29
"31|high_20nA|B6|(3000.0, 4500.0]|B2_plus_ge2_downstream",29,60,29
"48|high_20nA|B2|(2000.0, 3000.0]|B2_plus_one_downstream",29,46,29
"53|high_20nA|B2|(3000.0, 4500.0]|B2_plus_one_downstream",29,102,29
"58|high_20nA|B2|(999.999, 1500.0]|B2_only",29,852,29
"62|high_20nA|B4|(1500.0, 2000.0]|all_four",29,125,29
"50|high_20nA|B4|(999.999, 1500.0]|B2_plus_one_downstream",37,28,28
"37|high_20nA|B4|(1500.0, 2000.0]|B2_plus_one_downstream",29,28,28
"44|high_20nA|B2|(1500.0, 2000.0]|B2_only",28,88,28
"48|high_20nA|B4|(2000.0, 3000.0]|B2_plus_ge2_downstream",28,59,28
"48|high_20nA|B6|(3000.0, 4500.0]|B2_plus_ge2_downstream",28,69,28
"49|high_20nA|B2|(3000.0, 4500.0]|B2_plus_ge2_downstream",28,64,28
"50|high_20nA|B6|(2000.0, 3000.0]|B2_plus_ge2_downstream",28,45,28
"54|high_20nA|B2|(3000.0, 4500.0]|B2_plus_one_downstream",28,98,28
"55|high_20nA|B2|(3000.0, 4500.0]|B2_plus_one_downstream",28,96,28
"62|high_20nA|B4|(1500.0, 2000.0]|B2_plus_one_downstream",28,80,28
"39|high_20nA|B4|(3000.0, 4500.0]|B2_plus_ge2_downstream",27,66,27
"39|high_20nA|B6|(3000.0, 4500.0]|B2_plus_ge2_downstream",27,71,27
"41|high_20nA|B4|(2000.0, 3000.0]|B2_plus_ge2_downstream",27,75,27
"45|high_20nA|B4|(999.999, 1500.0]|B2_plus_one_downstream",27,43,27
"45|high_20nA|B2|(2000.0, 3000.0]|B2_plus_ge2_downstream",27,45,27
"45|high_20nA|B4|(3000.0, 4500.0]|B2_plus_ge2_downstream",27,69,27
"49|high_20nA|B2|(2000.0, 3000.0]|B2_plus_one_downstream",27,53,27
"58|high_20nA|B2|(2000.0, 3000.0]|B2_plus_one_downstream",27,50,27
"59|high_20nA|B4|(1500.0, 2000.0]|B2_plus_one_downstream",27,131,27
"61|high_20nA|B6|(1500.0, 2000.0]|all_four",27,99,27
"65|high_20nA|B4|(999.999, 1500.0]|B2_plus_one_downstream",27,26,26
"32|high_20nA|B6|(3000.0, 4500.0]|B2_plus_ge2_downstream",26,54,26
"39|high_20nA|B2|(3000.0, 4500.0]|B2_plus_ge2_downstream",26,66,26
"39|high_20nA|B4|(2000.0, 3000.0]|B2_plus_ge2_downstream",26,64,26
"40|high_20nA|B2|(2000.0, 3000.0]|B2_plus_one_downstream",26,46,26
"42|high_20nA|B6|(3000.0, 4500.0]|B2_plus_ge2_downstream",26,91,26
"58|high_20nA|B2|(1500.0, 2000.0]|B2_only",26,862,26
"60|high_20nA|B4|(999.999, 1500.0]|B2_plus_one_downstream",26,49,26
