cluster,n_pulses,share,dominant_stave,dominant_taxon,median_amp_adc,median_late_fraction,median_width_half,median_timing_span_dup,mean_waveform
0,435,0.5363748458692972,B6,unassigned_common,2037.5,0.32994991540908813,7.0,18.0,"[0.0006346560548990965, 0.0002490329497959465, -0.0002014281490119174, -0.0006393243093043566, 0.0002585098845884204, 0.06009121611714363, 0.3663387596607208, 0.7651365995407104, 0.9634756445884705, 0.9712953567504883, 0.9147533178329468, 0.835263192653656, 0.7245376110076904, 0.6030780673027039, 0.4698241949081421, 0.332551509141922, 0.22388596832752228, 0.1623253971338272]"
2,158,0.19482120838471023,B4,unassigned_common,2070.25,0.2066013216972351,7.0,18.0,"[-0.030803939327597618, -0.014221449382603168, 0.013351617380976677, 0.07891209423542023, 0.2766541540622711, 0.6394851207733154, 0.8995873928070068, 0.9609734416007996, 0.9200845956802368, 0.8521621227264404, 0.7557478547096252, 0.638693630695343, 0.5138159394264221, 0.3812912404537201, 0.2641405165195465, 0.18222753703594208, 0.1344403326511383, 0.10778538137674332]"
4,87,0.10727496917385944,B6,novel_delayed_peak,1939.0,0.9911051392555237,2.0,18.0,"[-0.00031946125091053545, 0.00023901871463749558, -0.000117140167276375, -0.0005816301563754678, -0.0002801024238578975, -0.0019184895791113377, -0.0026589103508740664, -0.0026122962590306997, -0.002880827523767948, -0.0033581829629838467, -0.0029605249874293804, -0.00290531013160944, -0.00257114227861166, 0.009133003652095795, 0.10108903050422668, 0.314981073141098, 0.6218459010124207, 0.9905833005905151]"
1,70,0.08631319358816276,B4,novel_delayed_peak,2588.75,0.9710338115692139,5.0,18.0,"[0.00042424455750733614, 7.194006320787594e-05, 0.00023769722611177713, 0.00018780831305775791, 0.0009062240133062005, 0.0011496857041493058, 0.0009895693510770798, 0.0018851353088393807, 0.001736926264129579, 0.0031221648678183556, 0.03219887241721153, 0.182236909866333, 0.45778241753578186, 0.7382067441940308, 0.9162041544914246, 0.955493688583374, 0.900210976600647, 0.8273692727088928]"
3,61,0.0752157829839704,B4,unassigned_common,2516.5,0.6118081212043762,7.0,18.0,"[-0.00022014857677277178, -0.00016627326840534806, -3.370711419847794e-05, 0.0007191330660134554, 0.0014074473874643445, 0.005979458801448345, 0.021672111004590988, 0.07191748917102814, 0.2588333785533905, 0.5679066777229309, 0.8333778977394104, 0.9424399137496948, 0.9457494020462036, 0.893337070941925, 0.8077553510665894, 0.7045713663101196, 0.5830851197242737, 0.4441985785961151]"
