heldout_run,n,positive_rate,average_precision,roc_auc
42,366,0.15846994535519127,0.6569208969303487,0.8678907299596955
57,347,0.18155619596541786,0.7015927403164252,0.8753632908562485
64,1067,0.2717900656044986,0.7994444311276973,0.9067900412727998
65,398,0.2613065326633166,0.657232489785941,0.8310439560439561
