method,n_pairs,n_selected,selected_fraction,high_risk_precision,high_risk_enrichment,tail_precision,tail_enrichment,tail_rate_after_exclusion,kept_pair_fraction,median_log_amp_delta_selected,max_pair_share_selected
prior_ml_high_risk_flag,2178,515,0.236455463728191,1.0,4.229126213592233,0.12815533980582525,2.470109115903428,0.02826217678893566,0.763544536271809,-0.16769483116243578,0.5631067961165048
trad_q_template_rmse_absdiff,2178,233,0.10697887970615243,0.5622317596566524,2.3777490728780366,0.18025751072961374,3.474343879372555,0.03650385604113111,0.8930211202938476,-0.2995918531007282,0.5364806866952789
loro_ml_shape_recover_highrisk,2178,515,0.236455463728191,0.6737864077669903,2.849527759449524,0.1087378640776699,2.0958501589483634,0.034275405892964524,0.763544536271809,-0.25642879038775845,0.5766990291262136
charge_pair_matched_null,2178,515,0.236455463728191,0.341747572815534,1.445293618625695,0.07766990291262135,1.4970358278202593,0.043896572459410706,0.763544536271809,-0.169964722047391,0.5631067961165048
