method,reference_method,delta_bias_ns,delta_bias_ns_ci_low,delta_bias_ns_ci_high,delta_sigma68_ns,delta_sigma68_ns_ci_low,delta_sigma68_ns_ci_high,delta_rms_ns,delta_rms_ns_ci_low,delta_rms_ns_ci_high,delta_tail_fraction_abs_gt_5ns,delta_tail_fraction_abs_gt_5ns_ci_low,delta_tail_fraction_abs_gt_5ns_ci_high,delta_tail_fraction_abs_gt_10ns,delta_tail_fraction_abs_gt_10ns_ci_low,delta_tail_fraction_abs_gt_10ns_ci_high
gradient_boosted_trees,traditional_median_template_cfd_timewalk_shape,-0.5718963126900214,-1.5868825296135076,0.41135868139154186,2.346284093924361,1.6624532992903829,2.964703508308707,3.2030252342039223,2.4540833543002893,3.887927154922183,0.15814047909054,0.10537274355794406,0.23057628354808604,0.028420625253755584,0.00553562100198086,0.06652072649976977
mlp,traditional_median_template_cfd_timewalk_shape,-0.7608465362131811,-1.918753698939864,0.5374526065835189,2.8239814638760485,2.3083027187545935,3.737609383404002,3.214555937316809,2.555201098276105,3.791325444536538,0.20117742590336987,0.1353329788767933,0.280901622296173,0.02679658952496955,0.007762521577985378,0.05949679994247085
ridge,traditional_median_template_cfd_timewalk_shape,-0.28623548596305093,-1.2424992614595267,0.6769471970297962,3.075642259392554,2.523257821440131,3.842314462333481,3.326407828138147,2.6133017462489807,4.140036784382522,0.22391392610637434,0.15703492374888955,0.30949166012108476,0.027405602923264313,0.005294140449351093,0.06522203739655864
shape_time_gate_transformer_new,traditional_median_template_cfd_timewalk_shape,-1.7852738666489876,-2.7732730643284436,-0.5268593812089748,3.9604828951318396,3.3307505294935082,4.927500286744012,5.049495498335238,4.345637274138585,5.820999932681492,0.32440113682501015,0.2722931329277506,0.3935358938972871,0.08404384896467722,0.046420367967283056,0.1413197423383487
compact_waveform_transformer,traditional_median_template_cfd_timewalk_shape,-0.06823804867210126,-1.0409490578042055,0.8562077779953713,4.372798055816528,3.911253410245184,4.891340778667526,5.08676306928313,4.513404311169287,5.595894216794463,0.3501827040194884,0.3271293830835629,0.37974873928027475,0.07896873731222087,0.049209758070347887,0.12087702173662053
1d_cnn,traditional_median_template_cfd_timewalk_shape,0.7835878355444581,-0.29539599813886713,2.295519763045816,4.711708961019875,4.154758321651667,5.423984816380688,5.8364050484197865,5.159007137646529,6.551319411122682,0.3917986195696305,0.3474743822404285,0.4390438221582882,0.11449451887941535,0.0778490372718837,0.15399570369739596
