method,run_family,n,bias_ns,sigma68_ns,rms_ns,tail_fraction_abs_gt_5ns,tail_fraction_abs_gt_10ns,calibration_slope,q_template_mse,failure_rate_abs_gt_5ns
traditional_median_template_cfd_timewalk_shape,sample_i_analysis,1230,-0.3855169684831363,0.8164433077384177,0.8413170289873614,0.0,0.0,0.9964318093173247,0.1855821556421279,0.0
gradient_boosted_trees,sample_i_analysis,1230,0.26970537601201716,2.6191571299136482,4.836142713888255,0.1878048780487805,0.08211382113821138,1.0164276674498802,0.1855821556421279,0.1878048780487805
mlp,sample_i_analysis,1230,0.25415579634433305,3.7143343864774687,4.802139244964706,0.21138211382113822,0.07073170731707316,1.0166284679501594,0.1855821556421279,0.21138211382113822
ridge,sample_i_analysis,1230,0.498384725517786,4.912712510066722,5.356637730967411,0.2959349593495935,0.07642276422764227,1.019577671945993,0.1855821556421279,0.2959349593495935
compact_waveform_transformer,sample_i_analysis,1230,0.46388365001618315,5.898324722999426,6.551677513375067,0.34715447154471546,0.13333333333333333,1.0195929381457451,0.1855821556421279,0.34715447154471546
shape_time_gate_transformer_new,sample_i_analysis,1230,-1.1168454987157261,6.061189236413687,6.931013206579677,0.37642276422764226,0.14878048780487804,0.9878531477046109,0.1855821556421279,0.37642276422764226
1d_cnn,sample_i_analysis,1230,1.0832752023873082,6.459172832182022,7.60388346366705,0.44715447154471544,0.16910569105691056,1.0348415935344477,0.1855821556421279,0.44715447154471544
traditional_median_template_cfd_timewalk_shape,sample_i_calib,597,-0.17003066630783792,1.1046058018586136,1.0132668198000718,0.0,0.0,0.9980048506654949,0.1806431534091772,0.0
gradient_boosted_trees,sample_i_calib,597,1.833124159403317,3.2434163805204013,3.7595520232395794,0.22613065326633167,0.03350083752093802,1.026418036110663,0.1806431534091772,0.22613065326633167
mlp,sample_i_calib,597,1.6231427112258316,3.698065764415375,3.867204135816144,0.2663316582914573,0.01340033500837521,1.025247621654796,0.1806431534091772,0.2663316582914573
ridge,sample_i_calib,597,2.0524169329348894,4.429594922173224,4.112632543006654,0.30318257956448913,0.01340033500837521,1.0260960414114637,0.1806431534091772,0.30318257956448913
shape_time_gate_transformer_new,sample_i_calib,597,1.0511234649046912,4.804316573689267,6.23193239473187,0.31993299832495814,0.03685092127303183,0.9940763504403848,0.1806431534091772,0.31993299832495814
compact_waveform_transformer,sample_i_calib,597,1.8499626469188328,5.121760619489497,6.354680879147887,0.3417085427135678,0.10385259631490787,1.026577846022288,0.1806431534091772,0.3417085427135678
1d_cnn,sample_i_calib,597,3.246978907642946,6.510585702164854,7.7897092949057765,0.46901172529313234,0.18760469011725292,1.0352269248315977,0.1806431534091772,0.46901172529313234
traditional_median_template_cfd_timewalk_shape,sample_ii_analysis,2459,0.4874554951295238,1.050115240819049,1.025365889742602,0.0,0.0,0.9943945594308273,0.16157232548038755,0.0
gradient_boosted_trees,sample_ii_analysis,2459,-1.198737713945472,3.158956658274926,3.440284545804096,0.145587637250915,0.005286701911346075,1.0116550756869223,0.16157232548038755,0.145587637250915
ridge,sample_ii_analysis,2459,-0.7010261146556545,3.758019568902971,3.7830597321519077,0.1862545750305002,0.013013420089467263,1.0140595797873668,0.16157232548038755,0.1862545750305002
mlp,sample_ii_analysis,2459,-1.392593048247278,3.8297931785011503,3.868898945839459,0.17974786498576656,0.013826758845058967,1.0168441056783901,0.16157232548038755,0.17974786498576656
shape_time_gate_transformer_new,sample_ii_analysis,2459,-2.330665449298559,4.543564354504884,5.504236644522041,0.3200488003253355,0.07076047173647824,0.9875792453565727,0.16157232548038755,0.3200488003253355
compact_waveform_transformer,sample_ii_analysis,2459,-0.5736061049417867,5.321228250416823,5.858248717277936,0.3505490036600244,0.057340382269215125,1.0185585650419076,0.16157232548038755,0.3505490036600244
1d_cnn,sample_ii_analysis,2459,0.4140634638211811,5.413775151849995,6.199546466020911,0.3582757218381456,0.0821472143147621,1.0257696254744193,0.16157232548038755,0.3582757218381456
traditional_median_template_cfd_timewalk_shape,sample_ii_calib,640,0.8834542994193844,0.3706993162605422,0.48601287697594026,0.0,0.0,0.9946594151873929,0.15779680626913828,0.0
gradient_boosted_trees,sample_ii_calib,640,-0.862292803798157,3.5181110559130406,4.990886504057406,0.0859375,0.009375,1.0211023480252828,0.15779680626913828,0.0859375
ridge,sample_ii_calib,640,-0.30463457649080894,3.830643616452206,3.5868852626928684,0.15625,0.0015625,1.01988101408972,0.15779680626913828,0.15625
mlp,sample_ii_calib,640,-1.2093676579711676,4.179720315941347,4.0293221354836986,0.203125,0.0046875,1.021651841740885,0.15779680626913828,0.203125
shape_time_gate_transformer_new,sample_ii_calib,640,-1.1095991519129473,4.19391091217026,5.476198472664927,0.2453125,0.0546875,0.9905281470023203,0.15779680626913828,0.2453125
compact_waveform_transformer,sample_ii_calib,640,0.2572684165336838,4.9998525448753135,5.188335589880256,0.3625,0.034375,1.0291116261234365,0.15779680626913828,0.3625
1d_cnn,sample_ii_calib,640,1.4884967033325402,5.189986720555012,6.0977520706337,0.3421875,0.065625,1.0364502755515752,0.15779680626913828,0.3421875
