method,method_family,n,accepted_fraction,amp_bias_median_frac,amp_res68_abs_frac,charge_bias_median_frac,charge_res68_abs_frac,time_abs68_samples,time_bias_median_samples,tail_bias_median_frac,catastrophic_rate,net_harm_label_rate,amp_res68_abs_frac_ci95,charge_res68_abs_frac_ci95,time_abs68_samples_ci95,tail_bias_median_frac_ci95,catastrophic_rate_ci95,net_harm_label_rate_ci95,accepted_fraction_ci95,utility
rising_edge_huber,traditional,4248,1.0,6.747783246584659e-05,0.03621064980072004,0.00048733413787888547,0.02373755147505354,0.06009693053311782,-0.0007148021265237503,-0.01078426985976677,0.0981638418079096,0.0,"[0.03469190383009616, 0.037485121726136564]","[0.02246367330165433, 0.02531730783951243]","[0.05394250155743784, 0.06494754063546627]","[-0.01662867245108745, -0.002315193804772095]","[0.08631709039548023, 0.11236464218455743]","[0.0, 0.0]","[1.0, 1.0]",0.0902704559557399
support_gated_cnn,new_support_gated_cnn,4248,0.5550847457627118,0.00405810871617128,0.048800370671391875,0.0067183617652040615,0.025015534648562193,0.048158640226629856,-0.010346297833642826,-0.03411854341784404,0.05555555555555555,0.1518361581920904,"[0.04655955606411942, 0.051487893185892114]","[0.023839950572332094, 0.026578726195482936]","[0.043583651317100305, 0.05283816057457353]","[-0.03765457372338396, -0.03157733176654266]","[0.04470338983050848, 0.06969750470809791]","[0.13792372881355933, 0.16407721280602636]","[0.5384239642184557, 0.5742290489642184]",0.2974993333605103
gbt_residual,gradient_boosted_trees,4248,1.0,0.0013021954746597446,0.01927440183377639,0.0005537432008816431,0.015014223845525039,0.048158640226629856,-0.010346297833642826,0.00028804759675313263,0.032015065913371,0.2457627118644068,"[0.01790414498491955, 0.02092196034437929]","[0.014405543023565686, 0.016166529840198177]","[0.043583651317100305, 0.05283816057457353]","[0.0, 0.0008706112563618958]","[0.02291666666666667, 0.04025423728813559]","[0.22936676082862523, 0.26378295668549906]","[1.0, 1.0]",0.41218871291921316
mlp_residual,mlp,4248,1.0,0.0020184016332681245,0.02622908181045956,0.0002728476687834751,0.01939511888282511,0.048158640226629856,-0.010346297833642826,0.00028804759675318814,0.04048964218455744,0.2452919020715631,"[0.024782484427440413, 0.027413127340604256]","[0.018294188497319567, 0.02041738210977667]","[0.043583651317100305, 0.05283816057457353]","[0.0, 0.0008706112563619387]","[0.03170315442561206, 0.048752354048964205]","[0.2286075800376648, 0.2636005178907721]","[1.0, 1.0]",0.42114388339934333
no_recovery,baseline,4248,0.0,-0.001716001716001716,0.03976421220901189,-0.15699108643500376,0.231004757465257,0.06009693053311782,-0.0007148021265237503,-0.01078426985976677,0.4138418079096045,0.0,"[0.03526885219834561, 0.045632280079694214]","[0.22447997412260012, 0.23649398836500826]","[0.05394250155743784, 0.06494754063546627]","[-0.01662867245108745, -0.002315193804772095]","[0.394515065913371, 0.4246174670433145]","[0.0, 0.0]","[0.0, 0.0]",0.4559096793580346
interpolation,traditional,4248,1.0,-0.001716001716001716,0.03976421220901189,-0.014299355728917856,0.03439956910435036,0.048158640226629856,-0.010346297833642826,0.00028804759675318814,0.11746704331450095,0.24105461393596986,"[0.03526885219834561, 0.045632280079694214]","[0.032413747749817895, 0.036839481925538715]","[0.043583651317100305, 0.05283816057457353]","[0.0, 0.0008706112563619387]","[0.10439030131826742, 0.1315913370998117]","[0.22491760828625235, 0.25826271186440675]","[1.0, 1.0]",0.4703113715422334
ridge_residual,ridge,4248,1.0,0.006102561950683594,0.11379809417609486,-0.00161691167485383,0.07159553189169028,0.048158640226629856,-0.010346297833642826,0.00028804759675318814,0.1720809792843691,0.23540489642184556,"[0.10560314328709018, 0.12028089424755878]","[0.06678410088631412, 0.0756745795892732]","[0.043583651317100305, 0.05283816057457353]","[0.0, 0.0008706112563619387]","[0.1538782956685499, 0.19086040489642184]","[0.21911487758945386, 0.25148893596986815]","[1.0, 1.0]",0.5374448083383834
cnn_inpaint,1d_cnn,4248,1.0,0.010101708778503922,0.05643720052445033,0.006510774080618538,0.0329207538018736,0.13521267411745244,-0.02631628499692984,-0.0027296010277766958,0.11064030131826742,0.5739171374764596,"[0.05290016381954228, 0.06017954546967271]","[0.030769952517016974, 0.03491714867306503]","[0.12190327483017377, 0.14925628710863317]","[-0.0037702777545305247, -0.0020896693081272886]","[0.0975635593220339, 0.12604166666666664]","[0.5567325800376648, 0.5920374293785311]","[1.0, 1.0]",0.9846247255778547
