stave,dropout_case,amp_bin_label,peak_region,method,n,charge_res68_abs_frac,charge_gain_vs_no_recovery,time_delta_vs_no_recovery_samples,tail_bias_median_frac,net_harm_label_rate,catastrophic_rate,accepted_fraction,support_status
B6,trailing_sample,2000_3000,early,rising_edge_huber,24,0.014521997319739861,0.11232812199161091,0.0,-0.06272731484443977,0.0,0.0,1.0,accept
B8,peak_sample,3000_5000,central,rising_edge_huber,24,0.006190902966034623,0.11219038951301216,0.0,0.168237493648021,0.0,0.0,1.0,accept
B4,peak_sample,3000_5000,central,rising_edge_huber,24,0.0059325761820392215,0.1103589875252551,0.0,0.18919136428701738,0.0,0.0,1.0,accept
B2,peak_sample,3000_5000,central,rising_edge_huber,24,0.014127919243333814,0.11009155864893541,0.0,-0.053023421659783854,0.0,0.0,1.0,accept
B2,trailing_sample,3000_5000,central,rising_edge_huber,24,0.004465051734212748,0.10925427106439359,0.0,-0.04781716480374365,0.0,0.0,1.0,accept
B6,peak_sample,3000_5000,early,rising_edge_huber,24,0.011164704360139896,0.10795530777610716,0.0,-0.022404015795193966,0.0,0.0,1.0,accept
B6,trailing_sample,3000_5000,central,rising_edge_huber,24,0.006727894693478136,0.10788039848424548,0.0,-0.04622606301593596,0.0,0.0,1.0,accept
B2,peak_sample,ge7000,early,rising_edge_huber,24,0.02409761735142235,0.10776613758359521,0.0,0.0006540742888844764,0.0,0.0,1.0,accept
B2,trailing_sample,1000_2000,early,rising_edge_huber,24,0.021607812457576193,0.10468607609215737,0.0,-0.06504822682938721,0.0,0.0,1.0,accept
B4,peak_sample,3000_5000,early,rising_edge_huber,24,0.00834505405071693,0.10308490141166254,0.0,-0.007009048331120926,0.0,0.0,1.0,accept
B2,peak_sample,3000_5000,early,rising_edge_huber,24,0.011566194064291492,0.1026557914533771,0.0,-0.010455562976914523,0.0,0.0,1.0,accept
B6,leading_edge,3000_5000,early,rising_edge_huber,24,0.02066652980232026,0.10234355332170382,0.0,0.0703779222478888,0.0,0.0,1.0,accept
B2,peak_sample,5000_7000,early,rising_edge_huber,24,0.014929792796795266,0.10194127640477785,0.0,-0.0036230614850453202,0.0,0.0,1.0,accept
B6,trailing_sample,3000_5000,early,rising_edge_huber,24,0.004844934214938594,0.10043790596285401,0.0,-0.03717388182767056,0.0,0.0,1.0,accept
B2,leading_edge,ge7000,early,rising_edge_huber,24,0.027823888635908196,0.09841541239451358,0.0,0.06847232009958792,0.0,0.0,1.0,accept
B4,trailing_sample,3000_5000,central,rising_edge_huber,24,0.004329361386063377,0.09715818565210631,0.0,-0.04447930107763404,0.0,0.0,1.0,accept
B2,trailing_sample,2000_3000,early,rising_edge_huber,24,0.026268601016285767,0.0947490570553752,0.0,-0.06092178947980653,0.0,0.0,1.0,accept
B2,leading_edge,ge7000,central,rising_edge_huber,24,0.053125494678116836,0.09410260368044321,0.0,0.09623874785729719,0.0,0.16666666666666666,1.0,accept
B8,trailing_sample,3000_5000,central,rising_edge_huber,24,0.003729906283229832,0.09221432660474982,0.0,-0.03823191049924579,0.0,0.0,1.0,accept
B4,trailing_sample,3000_5000,early,rising_edge_huber,24,0.005767155864755671,0.09196997249329311,0.0,-0.03104912085969974,0.0,0.0,1.0,accept
B2,trailing_sample,3000_5000,early,rising_edge_huber,24,0.004667778837069104,0.08663668742767769,0.0,-0.029190450877623064,0.0,0.0,1.0,accept
B4,leading_edge,3000_5000,early,rising_edge_huber,24,0.0183858571510387,0.0860412329051087,0.0,0.06877022899538554,0.0,0.0,1.0,accept
B2,trailing_sample,ge7000,central,rising_edge_huber,24,0.009010663730223282,0.08209167767886348,0.0,-0.03767057636798821,0.0,0.0,1.0,accept
B2,trailing_sample,ge7000,early,rising_edge_huber,24,0.006000353756478248,0.08147462535217956,0.0,-0.03200142747430024,0.0,0.0,1.0,accept
B2,trailing_sample,5000_7000,early,rising_edge_huber,24,0.0046036238329977995,0.07982374266868829,0.0,-0.028726061200716912,0.0,0.0,1.0,accept
B2,trailing_sample,5000_7000,central,rising_edge_huber,24,0.007389982260700656,0.07567842654330034,0.0,-0.03178125111513114,0.0,0.0,1.0,accept
B2,leading_edge,3000_5000,early,rising_edge_huber,24,0.04338258567498067,0.06572387512418969,0.0,0.07223983233175707,0.0,0.0,1.0,accept
B2,leading_edge,5000_7000,early,rising_edge_huber,24,0.036181588106940145,0.06478075134079128,0.0,0.07232110201699737,0.0,0.0,1.0,accept
B6,trailing_sample,1000_2000,late,support_gated_cnn,24,0.11658303848798238,0.5934028123976487,0.0,-0.27124344148072876,0.0,0.3333333333333333,0.4166666666666667,accept
B6,peak_sample,1000_2000,late,support_gated_cnn,24,0.12846460894149603,0.581521241944135,0.0,-0.23084039671458137,0.0,0.2916666666666667,0.4583333333333333,accept
B4,peak_trailing,1000_2000,late,support_gated_cnn,24,0.08858232616703211,0.5650166155612606,0.0,-0.25481576098977854,0.0,0.375,0.5,accept
B4,peak_sample,1000_2000,late,support_gated_cnn,24,0.08870596158966164,0.5648929801386311,0.0,-0.1992749475624785,0.0,0.3333333333333333,0.5416666666666666,accept
B4,trailing_sample,1000_2000,late,support_gated_cnn,24,0.11586793695095833,0.5377310047773344,0.0,-0.2624798579623,0.0,0.4166666666666667,0.4583333333333333,accept
B2,peak_sample,1000_2000,late,support_gated_cnn,24,0.09356141219966078,0.47268702359203657,0.0,-0.17152073466980486,0.0,0.2916666666666667,0.4166666666666667,accept
B2,trailing_sample,1000_2000,late,support_gated_cnn,24,0.10557273516306367,0.4606757006286337,0.0,-0.2353148728605105,0.0,0.20833333333333334,0.4166666666666667,accept
B6,peak_trailing,2000_3000,late,support_gated_cnn,24,0.029053519503331723,0.4568680107692287,0.0,-0.1393374813982309,0.0,0.0,0.20833333333333334,accept
B4,peak_sample,2000_3000,late,support_gated_cnn,24,0.02346046066180186,0.4497722026051978,0.0,-0.07601404872058062,0.0,0.041666666666666664,0.375,accept
B4,peak_trailing,2000_3000,late,support_gated_cnn,24,0.03196263114256704,0.4491012668863393,0.0,-0.13850258605732527,0.0,0.08333333333333333,0.2916666666666667,accept
B4,trailing_sample,2000_3000,late,support_gated_cnn,24,0.03738552050989168,0.43584714275710795,0.0,-0.19856751818768137,0.0,0.25,0.16666666666666666,accept
B4,peak_trailing,3000_5000,late,support_gated_cnn,24,0.0350683280398652,0.433151329064886,0.0,-0.0899899346147496,0.0,0.0,0.16666666666666666,accept
B2,peak_trailing,2000_3000,late,support_gated_cnn,24,0.03320532840173395,0.4032332136116671,0.0,-0.09964575235433426,0.0,0.16666666666666666,0.2916666666666667,accept
B2,trailing_sample,2000_3000,late,support_gated_cnn,24,0.06093522653906502,0.3503252029813994,0.0,-0.14342981601777066,0.0,0.20833333333333334,0.25,accept
B6,leading_edge,2000_3000,late,support_gated_cnn,24,0.04132051394933097,0.2856899725482033,-1.6969022923256099,0.01473792932708648,0.0,0.041666666666666664,1.0,accept
B4,peak_trailing,1000_2000,early,support_gated_cnn,24,0.06418904428793336,0.25645739622337826,0.0,0.10979231960162594,0.0,0.0,0.20833333333333334,accept
B6,peak_sample,2000_3000,late,support_gated_cnn,24,0.017341744758688313,0.24578044347776634,0.0,-0.07445941183450616,0.0,0.0,0.20833333333333334,accept
B2,trailing_sample,3000_5000,late,support_gated_cnn,24,0.01679022153219298,0.23659759086186002,0.0,-0.13173817429143203,0.0,0.041666666666666664,0.20833333333333334,accept
B6,trailing_sample,2000_3000,late,support_gated_cnn,24,0.010900155875889399,0.23588764833602527,0.0,-0.13424163381086868,0.0,0.041666666666666664,0.16666666666666666,accept
B6,peak_sample,3000_5000,late,support_gated_cnn,24,0.020190374661057227,0.23519870169640728,0.0,-0.04445882241412907,0.0,0.041666666666666664,0.20833333333333334,accept
B4,peak_sample,3000_5000,late,support_gated_cnn,24,0.014682845232185283,0.2266650134414857,0.0,-0.03231543868024228,0.0,0.0,0.125,accept
B2,leading_edge,3000_5000,late,support_gated_cnn,24,0.07982006924931531,0.2244722858934621,-1.353602755743892,0.0036006159569312857,0.0,0.16666666666666666,1.0,accept
B2,leading_edge,1000_2000,central,support_gated_cnn,24,0.018340754156315413,0.22350464480483306,-1.826317863115031,0.021870539367988023,0.0,0.0,1.0,accept
B4,leading_edge,1000_2000,central,support_gated_cnn,24,0.02427167721211595,0.2171389412953956,5.684341886080807e-16,0.02046707669472342,0.0,0.0,1.0,accept
B4,leading_edge,2000_3000,central,support_gated_cnn,24,0.017610792648603258,0.21476061849965342,-1.478031681551383,0.01756824074466634,0.0,0.0,1.0,accept
B6,trailing_sample,3000_5000,late,support_gated_cnn,24,0.021620101131020242,0.21436874168924885,0.0,-0.07363885181324176,0.0,0.0,0.08333333333333333,accept
B6,leading_edge,1000_2000,central,support_gated_cnn,24,0.02469292059706693,0.20827579774842664,-1.7835833534034058,0.022512666177066737,0.0,0.0,1.0,accept
B6,leading_edge,2000_3000,central,support_gated_cnn,24,0.021740263232618004,0.20500727682075498,-1.7571126260637673,0.026087539080680927,0.0,0.0,1.0,accept
B2,leading_edge,2000_3000,central,support_gated_cnn,24,0.018461346857673998,0.20187331681721493,-1.8399919173693482,0.02074103605585287,0.0,0.0,1.0,accept
B2,leading_edge,2000_3000,late,support_gated_cnn,24,0.13315579922630807,0.1972620013982628,-1.6521307185538525,0.013957341673890414,0.0,0.25,1.0,accept
B4,trailing_sample,3000_5000,late,support_gated_cnn,24,0.01977752911640229,0.1967201167450529,0.0,-0.0820163953554439,0.0,0.0,0.125,accept
B6,leading_edge,1000_2000,early,support_gated_cnn,24,0.025961532717983644,0.1509922003720092,0.0,0.015820994433601354,0.0,0.0,0.375,accept
B2,leading_edge,5000_7000,late,support_gated_cnn,24,0.06639100193978344,0.1469228304162014,-0.4109628210275287,-0.0056705373041582505,0.0,0.041666666666666664,0.9166666666666666,accept
B2,leading_edge,2000_3000,early,support_gated_cnn,24,0.028528005355208313,0.14565106907962402,1.5959455978986625e-16,0.02080840098127451,0.0,0.0,0.6666666666666666,accept
B2,leading_edge,1000_2000,early,support_gated_cnn,24,0.04332682497739305,0.14302969325729015,0.0,0.012681924189413302,0.0,0.125,0.625,accept
B4,leading_edge,3000_5000,central,support_gated_cnn,24,0.02474960592000016,0.14253916112532825,-1.5480990917390507,0.013234072702875188,0.0,0.0,1.0,accept
B2,leading_edge,3000_5000,central,support_gated_cnn,24,0.02258368164054183,0.1382150585366301,-1.651371701221665,0.017801130377252616,0.0,0.0,1.0,accept
B6,trailing_sample,1000_2000,early,support_gated_cnn,24,0.01174323277003795,0.12813636527800817,0.0,-0.06567989185994522,0.0,0.0,0.20833333333333334,accept
B2,trailing_sample,ge7000,late,support_gated_cnn,24,0.02551620143279117,0.12493061219635913,0.0,-0.08783209282577559,0.0,0.08333333333333333,0.125,accept
B2,trailing_sample,5000_7000,late,support_gated_cnn,24,0.029875321466143634,0.12070750349570833,0.0,-0.08314558525820324,0.0,0.0,0.16666666666666666,accept
B4,trailing_sample,1000_2000,early,support_gated_cnn,24,0.012731027952983736,0.11977131784822022,0.0,-0.08488483802054259,0.0,0.0,0.125,accept
B2,leading_edge,5000_7000,central,support_gated_cnn,24,0.03004366876481953,0.11855498506124981,-1.2198485677293416,0.01566422616484725,0.0,0.0,1.0,accept
B6,trailing_sample,1000_2000,central,support_gated_cnn,24,0.00405981348921824,0.11766388464997851,0.0,-0.07117272668428479,0.0,0.0,0.0,accept
B2,trailing_sample,2000_3000,central,support_gated_cnn,24,0.0031411790213896223,0.11719619918750032,0.0,-0.06609285354357439,0.0,0.0,0.0,accept
B6,trailing_sample,2000_3000,central,support_gated_cnn,24,0.007545550815667039,0.1168279141307397,0.0,-0.06806425930177992,0.0,0.0,0.0,accept
B2,trailing_sample,1000_2000,central,support_gated_cnn,24,0.004723913428613469,0.11642093972057652,0.0,-0.07334422485750147,0.0,0.0,0.0,accept
B8,leading_edge,3000_5000,central,support_gated_cnn,24,0.03895613888557173,0.11582957934507795,-1.3347961974982359,0.0022388231143756765,0.0,0.0,1.0,accept
B4,trailing_sample,1000_2000,central,support_gated_cnn,24,0.004522843133369469,0.11550100705981621,0.0,-0.07181821730339766,0.0,0.0,0.0,accept
B4,trailing_sample,2000_3000,early,support_gated_cnn,24,0.01061957398221009,0.11449355062551872,0.0,-0.06156641124099624,0.0,0.0,0.0,accept
B4,trailing_sample,2000_3000,central,support_gated_cnn,24,0.004356199914950566,0.11415767958745825,0.0,-0.06563584773139741,0.0,0.0,0.0,accept
B6,trailing_sample,2000_3000,early,support_gated_cnn,24,0.014521997319739861,0.11232812199161091,0.0,-0.06272731484443977,0.0,0.0,0.0,accept
B2,trailing_sample,3000_5000,central,support_gated_cnn,24,0.004465051734212748,0.10925427106439359,0.0,-0.04781716480374365,0.0,0.0,0.0,accept
B6,leading_edge,3000_5000,central,support_gated_cnn,24,0.045815872977082166,0.10879008875331153,-1.1974834371604857,0.011394106505953128,0.0,0.0,1.0,accept
B2,leading_edge,ge7000,central,support_gated_cnn,24,0.03976607037527133,0.10746202798328872,-0.8525129953316091,-0.0026627002029134816,0.0,0.16666666666666666,1.0,accept
B6,trailing_sample,3000_5000,central,support_gated_cnn,24,0.007298538050793404,0.10730975512693021,0.0,-0.04622606301593596,0.0,0.0,0.041666666666666664,accept
B6,trailing_sample,3000_5000,early,support_gated_cnn,24,0.004844934214938594,0.10043790596285401,0.0,-0.03717388182767056,0.0,0.0,0.0,accept
B4,trailing_sample,3000_5000,central,support_gated_cnn,24,0.004329361386063377,0.09715818565210631,0.0,-0.04447930107763404,0.0,0.0,0.0,accept
B2,trailing_sample,2000_3000,early,support_gated_cnn,24,0.026268601016285767,0.0947490570553752,0.0,-0.06092178947980653,0.0,0.0,0.041666666666666664,accept
B8,trailing_sample,3000_5000,central,support_gated_cnn,24,0.003729906283229832,0.09221432660474982,0.0,-0.03823191049924579,0.0,0.0,0.0,accept
B4,trailing_sample,3000_5000,early,support_gated_cnn,24,0.005767155864755671,0.09196997249329311,0.0,-0.03104912085969974,0.0,0.0,0.0,accept
B2,trailing_sample,3000_5000,early,support_gated_cnn,24,0.004667778837069104,0.08663668742767769,0.0,-0.029190450877623064,0.0,0.0,0.0,accept
B2,trailing_sample,ge7000,central,support_gated_cnn,24,0.009010663730223282,0.08209167767886348,0.0,-0.03767057636798821,0.0,0.0,0.0,accept
B2,trailing_sample,ge7000,early,support_gated_cnn,24,0.006000353756478248,0.08147462535217956,0.0,-0.03200142747430024,0.0,0.0,0.0,accept
B2,trailing_sample,5000_7000,early,support_gated_cnn,24,0.0046036238329977995,0.07982374266868829,0.0,-0.028726061200716912,0.0,0.0,0.0,accept
B2,trailing_sample,5000_7000,central,support_gated_cnn,24,0.007389982260700656,0.07567842654330034,0.0,-0.03178125111513114,0.0,0.0,0.0,accept
B2,trailing_sample,1000_2000,early,support_gated_cnn,24,0.06446099758148195,0.061832890968251605,0.0,-0.06504822682938721,0.0,0.08333333333333333,0.375,accept
B2,leading_edge,3000_5000,early,support_gated_cnn,24,0.04881933470132062,0.06028712609784974,-0.5775549701144098,-0.0040569957532733646,0.0,0.0,0.9583333333333334,accept
B2,leading_edge,5000_7000,early,support_gated_cnn,24,0.05104737235803943,0.04991496708969199,-0.49531605572970694,-0.007562552597077055,0.0,0.0,1.0,accept
B2,peak_trailing,1000_2000,late,support_gated_cnn,24,0.10601590280253245,0.5202232275332833,0.0,-0.2353148728605105,0.041666666666666664,0.2916666666666667,0.4583333333333333,accept
B2,peak_sample,2000_3000,late,support_gated_cnn,24,0.03434228666292255,0.3769181428575419,0.0,-0.1314576784956077,0.041666666666666664,0.16666666666666666,0.3333333333333333,accept
B2,peak_sample,3000_5000,late,support_gated_cnn,24,0.018966132875919313,0.2816322739955268,0.0,-0.04536184553454248,0.041666666666666664,0.041666666666666664,0.2916666666666667,accept
B6,peak_trailing,1000_2000,early,support_gated_cnn,24,0.043510153730786066,0.2579871020129172,0.0,0.0819097326912733,0.041666666666666664,0.0,0.375,accept
B2,peak_trailing,ge7000,central,support_gated_cnn,24,0.05121090560006694,0.20678681006528657,0.0,0.1347094928550459,0.041666666666666664,0.20833333333333334,0.5833333333333334,accept
B2,peak_trailing,5000_7000,central,support_gated_cnn,24,0.023806226512275406,0.2011874774052492,0.0,0.10876577690640726,0.041666666666666664,0.0,1.0,accept
B4,leading_edge,1000_2000,late,support_gated_cnn,24,0.20615773299151993,0.16814940060808706,0.09867128632069688,-0.006365308691033966,0.041666666666666664,0.375,1.0,accept
B2,leading_edge,ge7000,late,support_gated_cnn,24,0.04605637834874934,0.15518975437011828,-0.4681388272260213,-0.010457278483326532,0.041666666666666664,0.08333333333333333,1.0,accept
B4,leading_edge,2000_3000,early,support_gated_cnn,24,0.015619054208008108,0.14573867642582874,-1.3250828748469405,0.011141088726804887,0.041666666666666664,0.0,0.7083333333333334,accept
B4,leading_edge,1000_2000,early,support_gated_cnn,24,0.038190945749606096,0.13658854894581574,0.0,0.06426388863867866,0.041666666666666664,0.0,0.2916666666666667,accept
B4,peak_sample,1000_2000,early,support_gated_cnn,24,0.03809235319206682,0.1351353138298296,0.0,0.09412871296885875,0.041666666666666664,0.0,0.25,accept
B6,leading_edge,3000_5000,late,support_gated_cnn,24,0.09578487685220023,0.12774225257120153,-0.6293598777600861,-0.014851893875240552,0.041666666666666664,0.0,0.9583333333333334,accept
B2,leading_edge,1000_2000,late,support_gated_cnn,24,0.2242112518357274,0.09013428120802144,-0.7688822213234427,0.00430271503355012,0.041666666666666664,0.5,1.0,accept
B4,leading_edge,3000_5000,early,support_gated_cnn,24,0.023656371434858388,0.08077071862128901,-1.0435394599802534,0.013113801731626518,0.041666666666666664,0.0,0.875,accept
B2,peak_trailing,5000_7000,central,cnn_inpaint,24,0.02732129788024165,0.19767240603728295,-0.010963421612270242,0.0027463462811869177,0.08333333333333333,0.0,1.0,harm_watch
B2,leading_edge,ge7000,central,cnn_inpaint,24,0.07700177434465524,0.0702263240139048,-0.7709238868361726,-0.024015668570682824,0.08333333333333333,0.16666666666666666,1.0,harm_watch
B2,leading_edge,5000_7000,early,cnn_inpaint,24,0.032939509304485824,0.06802283014324559,-0.46849574322897214,-0.025809401304548063,0.08333333333333333,0.0,1.0,harm_watch
B2,leading_edge,ge7000,early,cnn_inpaint,24,0.03828350140430314,0.08795579962611863,-0.5950521400355235,-0.020780875977608027,0.125,0.041666666666666664,1.0,harm_watch
B6,leading_edge,3000_5000,early,cnn_inpaint,24,0.025556890347955063,0.09745319277606901,-0.9392088062830094,-0.014701757579768437,0.16666666666666666,0.0,1.0,harm_watch
B2,leading_edge,2000_3000,late,cnn_inpaint,24,0.1550289791542092,0.17538882147036167,-1.5411050062907727,-0.012076645777507167,0.20833333333333334,0.20833333333333334,1.0,harm_watch
B6,leading_edge,3000_5000,central,cnn_inpaint,24,0.02835616010807248,0.12624980162232122,-1.11183292523059,-0.014576264099014136,0.20833333333333334,0.0,1.0,harm_watch
B4,leading_edge,3000_5000,early,cnn_inpaint,24,0.02318134769629753,0.08124574235984988,-0.955241195158824,-0.008874321885640468,0.20833333333333334,0.0,1.0,harm_watch
B2,leading_edge,3000_5000,early,cnn_inpaint,24,0.0422986863478635,0.06680777445130687,-0.5524363084893349,-0.023083879086770398,0.20833333333333334,0.0,1.0,harm_watch
B4,leading_edge,2000_3000,late,cnn_inpaint,24,0.09858546461510845,0.3483106939452306,-1.5939724896190957,-5.4009079606121e-06,0.25,0.16666666666666666,1.0,harm_watch
B8,leading_edge,3000_5000,central,cnn_inpaint,24,0.018737045757500095,0.13604867247314958,-1.242955506713722,-0.007411448883020838,0.25,0.0,1.0,harm_watch
B2,leading_edge,3000_5000,late,cnn_inpaint,24,0.06755569975493832,0.2367366553878391,-1.2687823091730936,-0.02620930234474897,0.2916666666666667,0.16666666666666666,1.0,harm_watch
B4,leading_edge,3000_5000,late,cnn_inpaint,24,0.03805292829914481,0.22279967742481704,-1.0203717016273854,-0.02212353964731889,0.2916666666666667,0.08333333333333333,1.0,harm_watch
B2,peak_sample,2000_3000,central,cnn_inpaint,24,0.018652070862737076,0.12359968297891072,0.003177966332781529,-0.005511614910970214,0.2916666666666667,0.0,1.0,harm_watch
B6,peak_trailing,1000_2000,central,cnn_inpaint,24,0.016202138467091995,0.26433615504275115,0.0017518872028467677,0.0037153433473421094,0.3333333333333333,0.0,1.0,harm_watch
B6,leading_edge,2000_3000,late,cnn_inpaint,24,0.06463499437379946,0.2623754921237348,-1.6028239464103202,-0.016692776495273953,0.3333333333333333,0.16666666666666666,1.0,harm_watch
B2,leading_edge,2000_3000,central,cnn_inpaint,24,0.029024139660160552,0.1913105240147284,-1.8308970754658995,-0.005392101073177169,0.3333333333333333,0.0,1.0,harm_watch
B4,leading_edge,3000_5000,central,cnn_inpaint,24,0.024534250068297053,0.14275451697703137,-1.5190712598490252,-0.00399071415068708,0.3333333333333333,0.0,1.0,harm_watch
B2,peak_sample,5000_7000,early,cnn_inpaint,24,0.011329940464663879,0.10554112873690924,0.011125060286697644,-0.0021650630468046383,0.3333333333333333,0.0,1.0,harm_watch
B6,leading_edge,2000_3000,central,cnn_inpaint,24,0.029362357246613,0.19738518280675998,-1.6732031251281139,0.0029523427064900853,0.375,0.0,1.0,harm_watch
B2,peak_sample,3000_5000,central,cnn_inpaint,24,0.015460945511926536,0.10875853238034269,0.011606320880423699,-0.00641973571088611,0.375,0.0,1.0,harm_watch
B6,peak_sample,1000_2000,late,cnn_inpaint,24,0.2179536233532854,0.49203222753234566,-0.24095280751271492,-0.003872266039931238,0.4166666666666667,0.5,1.0,harm_watch
B4,peak_trailing,1000_2000,late,cnn_inpaint,24,0.17997910443358475,0.4736198372947079,0.041799566483606776,0.002404305489186326,0.4166666666666667,0.4166666666666667,1.0,harm_watch
B2,peak_trailing,1000_2000,early,cnn_inpaint,24,0.028579433294123508,0.2561850498653443,0.3033094322499033,0.0012851310495360924,0.4166666666666667,0.125,1.0,harm_watch
B2,peak_trailing,2000_3000,late,cnn_inpaint,24,0.19987971922902947,0.23655882278437157,0.046586947155329184,0.014385313225853874,0.4166666666666667,0.5,1.0,harm_watch
B2,peak_trailing,3000_5000,central,cnn_inpaint,24,0.036396767898112956,0.2046544975593924,0.009777417954830801,-0.007958574086674608,0.4166666666666667,0.0,1.0,harm_watch
B4,peak_sample,1000_2000,central,cnn_inpaint,24,0.012191370699032398,0.12839941665881724,0.02214140615954506,-0.003037848265712184,0.4166666666666667,0.0,1.0,harm_watch
B6,peak_sample,3000_5000,early,cnn_inpaint,24,0.010511041169604819,0.10860897096664225,0.010753277569004176,-0.00580307984614109,0.4166666666666667,0.0,1.0,harm_watch
B2,leading_edge,ge7000,late,cnn_inpaint,24,0.10254974401211674,0.09869638870675089,-0.38195322111603713,-0.025994708534710725,0.4166666666666667,0.16666666666666666,1.0,harm_watch
B4,peak_sample,1000_2000,late,cnn_inpaint,24,0.14597319929651223,0.5076257424317805,0.057106679009666206,-0.0012403474299839679,0.4583333333333333,0.4166666666666667,1.0,harm_watch
B4,peak_trailing,1000_2000,central,cnn_inpaint,24,0.017651234248956225,0.25862916826866245,-0.005048825790560908,0.002374418539805523,0.4583333333333333,0.0,1.0,harm_watch
B2,peak_trailing,2000_3000,early,cnn_inpaint,24,0.028838762282962924,0.24001609819238787,0.15867422729481967,-0.0006695843997054363,0.4583333333333333,0.041666666666666664,1.0,harm_watch
B6,peak_trailing,2000_3000,central,cnn_inpaint,24,0.04012282594342991,0.23268015275086606,0.019198539377853725,0.0003768613562996903,0.4583333333333333,0.0,1.0,harm_watch
B6,peak_trailing,3000_5000,central,cnn_inpaint,24,0.04046067800160799,0.20730357127356566,0.018459342275455808,-0.009627800525297991,0.4583333333333333,0.0,1.0,harm_watch
B4,leading_edge,2000_3000,early,cnn_inpaint,24,0.025108671105633983,0.13624905952820288,-1.2323285836286744,-0.00635683374201973,0.4583333333333333,0.0,1.0,harm_watch
B2,peak_sample,3000_5000,early,cnn_inpaint,24,0.008813806528655833,0.10540817898901275,0.01365496496152933,-0.003184862694889823,0.4583333333333333,0.0,1.0,harm_watch
B8,peak_sample,3000_5000,central,cnn_inpaint,24,0.016028825468143524,0.10235246701090327,0.009612277536515671,-0.004037204959474072,0.4583333333333333,0.0,1.0,harm_watch
B4,trailing_sample,1000_2000,late,cnn_inpaint,24,0.14121650236050493,0.5123824393677878,0.05344257100945243,0.013390450137729604,0.5,0.4166666666666667,1.0,harm_watch
B2,peak_trailing,1000_2000,late,cnn_inpaint,24,0.16271331303160208,0.4635258173042137,-0.07591279274128848,0.0025081673138117044,0.5,0.5,1.0,harm_watch
B2,peak_sample,1000_2000,late,cnn_inpaint,24,0.1316970712812977,0.43455136451039966,-0.0675989493629249,0.002187054297889679,0.5,0.5416666666666666,1.0,harm_watch
B2,peak_trailing,3000_5000,late,cnn_inpaint,24,0.09979919554700802,0.3343219444202197,0.11503542752979322,-0.012241757029445369,0.5,0.20833333333333334,1.0,harm_watch
B2,peak_sample,2000_3000,late,cnn_inpaint,24,0.16337176805175532,0.2478886614687091,0.05811271054576947,-0.004860447229482173,0.5,0.5,1.0,harm_watch
B6,peak_sample,2000_3000,late,cnn_inpaint,24,0.0442126924902337,0.21890949574622098,0.03234042788862659,-0.012342710853434802,0.5,0.08333333333333333,1.0,harm_watch
B6,leading_edge,1000_2000,central,cnn_inpaint,24,0.03828891230804755,0.19467980603744603,-1.6644221835598494,0.0019627711093287703,0.5,0.0,1.0,harm_watch
B2,peak_sample,ge7000,late,cnn_inpaint,24,0.05734967822899803,0.15343082701090338,0.12851233458629874,-0.01096872487721838,0.5,0.125,1.0,harm_watch
B2,leading_edge,1000_2000,early,cnn_inpaint,24,0.03474994671625895,0.15160657151842424,0.3163668307477969,-0.002443396986447799,0.5,0.041666666666666664,1.0,harm_watch
B6,leading_edge,2000_3000,early,cnn_inpaint,24,0.025709113666898598,0.13268129576894774,0.09312689695464481,-0.005437283222743949,0.5,0.0,1.0,harm_watch
B6,peak_sample,1000_2000,central,cnn_inpaint,24,0.01679180883276337,0.12847671047583398,0.04407784290554153,-0.003916753618990826,0.5,0.0,1.0,harm_watch
B2,leading_edge,5000_7000,late,cnn_inpaint,24,0.09045463793791636,0.12285919441806847,-0.3195493034691971,-0.021244918213358437,0.5,0.125,1.0,harm_watch
B2,peak_sample,ge7000,central,cnn_inpaint,24,0.03246457124486016,0.11121532030056977,0.1359500490277615,0.0016430486929440713,0.5,0.16666666666666666,1.0,harm_watch
B2,peak_sample,5000_7000,central,cnn_inpaint,24,0.01063090196367406,0.11089368784929195,0.014566738728413173,0.00032212118964303205,0.5,0.0,1.0,harm_watch
B4,peak_sample,3000_5000,early,cnn_inpaint,24,0.010341138045006805,0.10108881741737268,0.019271853582510344,-0.0037335838856243364,0.5,0.0,1.0,harm_watch
B6,peak_trailing,1000_2000,late,cnn_inpaint,24,0.22465775581793482,0.48532809506769625,-0.2346613801907744,0.0042744075077298105,0.5416666666666666,0.5,1.0,harm_watch
B2,peak_trailing,5000_7000,late,cnn_inpaint,24,0.071756306976065,0.3539057642745146,0.07618083040630963,0.00891223587776005,0.5416666666666666,0.4166666666666667,1.0,harm_watch
B2,peak_sample,3000_5000,late,cnn_inpaint,24,0.06736095249972997,0.23323745437171617,0.07075823589036917,-0.014740442479859839,0.5416666666666666,0.20833333333333334,1.0,harm_watch
B2,peak_sample,ge7000,early,cnn_inpaint,24,0.01355002399278128,0.11831373094223628,0.010628951916599905,0.0016877176151082751,0.5416666666666666,0.041666666666666664,1.0,harm_watch
B6,peak_sample,3000_5000,central,cnn_inpaint,24,0.020671768365944896,0.1059904742001439,0.008787517715823725,-0.009145346448959535,0.5416666666666666,0.0,1.0,harm_watch
