method,roc_auc,roc_auc_ci_low,roc_auc_ci_high,average_precision,average_precision_ci_low,average_precision_ci_high,note,brier,brier_ci_low,brier_ci_high
traditional_span_q_template,0.9124552019021761,0.8840701589421043,0.9283725263800322,0.9606239382654218,0.9180198682992352,0.9774783348017363,Uses downstream span; overlaps weak-label definition.,,,
traditional_q_template_only,0.7169178521167816,0.6897266540137942,0.7394407950943994,0.8818900733465731,0.821744576350166,0.9104292841717244,No timing-span feature.,,,
rf_clean_timing,0.9936282210662959,0.9916587557842723,0.9953736768656275,0.997851533794181,0.9960352857492687,0.9986059772409809,"RF excludes timing spans, pair residuals, run, and sample.",0.02597740095089232,0.02346300483662774,0.029288476026291584
leaky_rf_control,1.0,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,RF with forbidden label-defining timing spans.,0.002643036353464681,0.0022625644000317593,0.0030763791831636836
