quantity,report_value,reproduced,delta,tolerance,pass
total_selected_pulses,640737,640737,0,0,True
sample_i_calib,248745,248745,0,0,True
sample_i_analysis,252266,252266,0,0,True
sample_ii_calib,14630,14630,0,0,True
sample_ii_analysis,125096,125096,0,0,True
