tier,method,run,pair_a,pair_b,cov_ns2
loose500,raw_pair_median,44,B2-B4,B2-B6,1521.374188319474
loose500,raw_pair_median,44,B2-B4,B2-B8,2095.3248133459247
loose500,raw_pair_median,44,B2-B4,B4-B6,-9.314686939930418
loose500,raw_pair_median,44,B2-B4,B4-B8,65.28110743036561
loose500,raw_pair_median,44,B2-B4,B6-B8,66.9321533247241
loose500,raw_pair_median,44,B2-B6,B2-B8,2548.1531640925746
loose500,raw_pair_median,44,B2-B6,B4-B6,25.91090689922362
loose500,raw_pair_median,44,B2-B6,B4-B8,68.64615647508914
loose500,raw_pair_median,44,B2-B6,B6-B8,45.61102553272784
loose500,raw_pair_median,44,B2-B8,B4-B6,1.7140031503650366
loose500,raw_pair_median,44,B2-B8,B4-B8,71.06936580887813
loose500,raw_pair_median,44,B2-B8,B6-B8,48.4886248899823
loose500,raw_pair_median,44,B4-B6,B4-B8,3.365049044723535
loose500,raw_pair_median,44,B4-B6,B6-B8,-1.5425511310309619
loose500,raw_pair_median,44,B4-B8,B6-B8,2.4232093337889795
loose500,raw_pair_median,45,B2-B4,B2-B6,1433.1815075407267
loose500,raw_pair_median,45,B2-B4,B2-B8,1341.5266575696116
loose500,raw_pair_median,45,B2-B4,B4-B6,9.26777762018952
loose500,raw_pair_median,45,B2-B4,B4-B8,-8.918240872959112
loose500,raw_pair_median,45,B2-B4,B6-B8,0.12203492719094318
loose500,raw_pair_median,45,B2-B6,B2-B8,1424.2515409199132
loose500,raw_pair_median,45,B2-B6,B4-B6,49.613663312367954
loose500,raw_pair_median,45,B2-B6,B4-B8,6.893871138673157
loose500,raw_pair_median,45,B2-B6,B6-B8,-3.168117691764301
loose500,raw_pair_median,45,B2-B8,B4-B6,6.771836211482218
loose500,raw_pair_median,45,B2-B8,B4-B8,41.58598777473368
loose500,raw_pair_median,45,B2-B8,B6-B8,26.492076943859683
loose500,raw_pair_median,45,B4-B6,B4-B8,5.585425844622141
loose500,raw_pair_median,45,B4-B6,B6-B8,-2.1814863683592396
loose500,raw_pair_median,45,B4-B8,B6-B8,30.161840423936003
loose500,raw_pair_median,47,B2-B4,B2-B6,1831.4773268450203
loose500,raw_pair_median,47,B2-B4,B2-B8,1905.2346648070882
loose500,raw_pair_median,47,B2-B4,B4-B6,12.943419778135235
loose500,raw_pair_median,47,B2-B4,B4-B8,-0.8024587164020345
loose500,raw_pair_median,47,B2-B4,B6-B8,-19.90541878066362
loose500,raw_pair_median,47,B2-B6,B2-B8,1927.5580890135848
loose500,raw_pair_median,47,B2-B6,B4-B6,18.098239601195395
loose500,raw_pair_median,47,B2-B6,B4-B8,2.4180054258327237
loose500,raw_pair_median,47,B2-B6,B6-B8,-20.71952527263615
loose500,raw_pair_median,47,B2-B8,B4-B6,22.323424206496338
loose500,raw_pair_median,47,B2-B8,B4-B8,2.970796686464382
loose500,raw_pair_median,47,B2-B8,B6-B8,-19.352627520031955
loose500,raw_pair_median,47,B4-B6,B4-B8,3.22046414223475
loose500,raw_pair_median,47,B4-B6,B6-B8,-0.8141064919725315
loose500,raw_pair_median,47,B4-B8,B6-B8,0.5527912606316636
loose500,raw_pair_median,48,B2-B4,B2-B6,1068.290642246134
loose500,raw_pair_median,48,B2-B4,B2-B8,960.2664705572402
loose500,raw_pair_median,48,B2-B4,B4-B6,1.4934131629874086
loose500,raw_pair_median,48,B2-B4,B4-B8,-1.3522744206193538
loose500,raw_pair_median,48,B2-B4,B6-B8,2.5559983234579624
loose500,raw_pair_median,48,B2-B6,B2-B8,950.0378268762865
loose500,raw_pair_median,48,B2-B6,B4-B6,5.772503790390891
loose500,raw_pair_median,48,B2-B6,B4-B8,3.964511812296096
loose500,raw_pair_median,48,B2-B6,B6-B8,1.9707907521685621
loose500,raw_pair_median,48,B2-B8,B4-B6,1.408513488838132
loose500,raw_pair_median,48,B2-B8,B4-B8,3.8236546016255155
loose500,raw_pair_median,48,B2-B8,B6-B8,3.985278732469701
loose500,raw_pair_median,48,B4-B6,B4-B8,3.2519254744927144
loose500,raw_pair_median,48,B4-B6,B6-B8,-0.5405611041948105
loose500,raw_pair_median,48,B4-B8,B6-B8,1.464662679388074
loose500,raw_pair_median,49,B2-B4,B2-B6,949.4361607706784
loose500,raw_pair_median,49,B2-B4,B2-B8,1248.276584731206
loose500,raw_pair_median,49,B2-B4,B4-B6,-44.6688744072785
loose500,raw_pair_median,49,B2-B4,B4-B8,-45.93706117407432
loose500,raw_pair_median,49,B2-B4,B6-B8,1.3547263908487883
loose500,raw_pair_median,49,B2-B6,B2-B8,1057.3045682696
loose500,raw_pair_median,49,B2-B6,B4-B6,109.16394092394545
loose500,raw_pair_median,49,B2-B6,B4-B8,18.52833909324067
loose500,raw_pair_median,49,B2-B6,B6-B8,1.1930234625855423
loose500,raw_pair_median,49,B2-B8,B4-B6,17.17361270239189
loose500,raw_pair_median,49,B2-B8,B4-B8,-9.390831259375235
loose500,raw_pair_median,49,B2-B8,B6-B8,2.561614435016289
loose500,raw_pair_median,49,B4-B6,B4-B8,10.760506972308582
loose500,raw_pair_median,49,B4-B6,B6-B8,-0.5859960156129256
loose500,raw_pair_median,49,B4-B8,B6-B8,0.7951586929346571
loose500,raw_pair_median,50,B2-B4,B2-B6,1656.050272932456
loose500,raw_pair_median,50,B2-B4,B2-B8,1646.1543868785989
loose500,raw_pair_median,50,B2-B4,B4-B6,-41.39462567505446
loose500,raw_pair_median,50,B2-B4,B4-B8,0.5039668603677399
loose500,raw_pair_median,50,B2-B4,B6-B8,3.471561577765733
loose500,raw_pair_median,50,B2-B6,B2-B8,1785.0383776278766
loose500,raw_pair_median,50,B2-B6,B4-B6,175.7251657564211
loose500,raw_pair_median,50,B2-B6,B4-B8,22.546697827080635
loose500,raw_pair_median,50,B2-B6,B6-B8,3.615037218254319
loose500,raw_pair_median,50,B2-B8,B4-B6,19.0751362493149
loose500,raw_pair_median,50,B2-B8,B4-B8,36.75367847070403
loose500,raw_pair_median,50,B2-B8,B6-B8,5.545841500217962
loose500,raw_pair_median,50,B4-B6,B4-B8,2.9580271027451506
loose500,raw_pair_median,50,B4-B6,B6-B8,-0.34824240355579594
loose500,raw_pair_median,50,B4-B8,B6-B8,1.7103590637684367
loose500,raw_pair_median,51,B2-B4,B2-B6,1202.8458411802462
loose500,raw_pair_median,51,B2-B4,B2-B8,1497.5881663950906
loose500,raw_pair_median,51,B2-B4,B4-B6,-86.82674018893428
loose500,raw_pair_median,51,B2-B4,B4-B8,-148.3762148127453
loose500,raw_pair_median,51,B2-B4,B6-B8,-6.499192985703508
loose500,raw_pair_median,51,B2-B6,B2-B8,1541.908251815449
loose500,raw_pair_median,51,B2-B6,B4-B6,171.8843573996279
loose500,raw_pair_median,51,B2-B6,B4-B8,346.97014316058517
loose500,raw_pair_median,51,B2-B6,B6-B8,-4.233135303014039
loose500,raw_pair_median,51,B2-B8,B4-B6,353.46933614628864
loose500,raw_pair_median,51,B2-B8,B4-B8,314.10108707839663
loose500,raw_pair_median,51,B2-B8,B6-B8,-2.08132329659233
loose500,raw_pair_median,51,B4-B6,B4-B8,456.9404566866708
loose500,raw_pair_median,51,B4-B6,B6-B8,3.689368634640033
loose500,raw_pair_median,51,B4-B8,B6-B8,6.077519687748567
loose500,raw_pair_median,52,B2-B4,B2-B6,1764.5566638413816
loose500,raw_pair_median,52,B2-B4,B2-B8,1161.38548599711
loose500,raw_pair_median,52,B2-B4,B4-B6,64.93135973864445
loose500,raw_pair_median,52,B2-B4,B4-B8,40.801327242100136
loose500,raw_pair_median,52,B2-B4,B6-B8,22.227562284915276
loose500,raw_pair_median,52,B2-B6,B2-B8,1172.5191635177832
loose500,raw_pair_median,52,B2-B6,B4-B6,210.84666113741358
loose500,raw_pair_median,52,B2-B6,B4-B8,44.78561759037809
loose500,raw_pair_median,52,B2-B6,B6-B8,21.238292519401174
loose500,raw_pair_median,52,B2-B8,B4-B6,22.558055305462815
loose500,raw_pair_median,52,B2-B8,B4-B8,46.49814284329936
loose500,raw_pair_median,52,B2-B8,B6-B8,22.964587910863333
loose500,raw_pair_median,52,B4-B6,B4-B8,4.0179631151259265
loose500,raw_pair_median,52,B4-B6,B6-B8,-0.12711078588776592
loose500,raw_pair_median,52,B4-B8,B6-B8,1.6087443761539293
loose500,raw_pair_median,53,B2-B4,B2-B6,2002.0385515339888
loose500,raw_pair_median,53,B2-B4,B2-B8,2006.765499042619
loose500,raw_pair_median,53,B2-B4,B4-B6,40.91658924505696
loose500,raw_pair_median,53,B2-B4,B4-B8,17.15658584222448
loose500,raw_pair_median,53,B2-B4,B6-B8,7.810275390118248
loose500,raw_pair_median,53,B2-B6,B2-B8,1937.7985660631182
loose500,raw_pair_median,53,B2-B6,B4-B6,107.63184791043923
loose500,raw_pair_median,53,B2-B6,B4-B8,33.03315520895251
loose500,raw_pair_median,53,B2-B6,B6-B8,8.383901039698847
loose500,raw_pair_median,53,B2-B8,B4-B6,25.222879818834258
loose500,raw_pair_median,53,B2-B8,B4-B8,34.32190870703645
loose500,raw_pair_median,53,B2-B8,B6-B8,10.519208378027486
loose500,raw_pair_median,53,B4-B6,B4-B8,3.1884646426877454
loose500,raw_pair_median,53,B4-B6,B6-B8,-0.5933555239036661
loose500,raw_pair_median,53,B4-B8,B6-B8,1.1327585830949052
loose500,raw_pair_median,54,B2-B4,B2-B6,2012.5567583178126
loose500,raw_pair_median,54,B2-B4,B2-B8,2071.5542646240756
loose500,raw_pair_median,54,B2-B4,B4-B6,-84.72402964493074
loose500,raw_pair_median,54,B2-B4,B4-B8,-84.40122615120747
loose500,raw_pair_median,54,B2-B4,B6-B8,32.67121317481675
loose500,raw_pair_median,54,B2-B6,B2-B8,2056.567058061262
loose500,raw_pair_median,54,B2-B6,B4-B6,94.2417466949535
loose500,raw_pair_median,54,B2-B6,B4-B8,49.4572310971942
loose500,raw_pair_median,54,B2-B6,B6-B8,31.776760313065914
loose500,raw_pair_median,54,B2-B8,B4-B6,16.78601792237744
loose500,raw_pair_median,54,B2-B8,B4-B8,216.65699688490815
loose500,raw_pair_median,54,B2-B8,B6-B8,42.0714073321691
loose500,raw_pair_median,54,B4-B6,B4-B8,2.229467425684049
loose500,raw_pair_median,54,B4-B6,B6-B8,-1.0651765573394123
loose500,raw_pair_median,54,B4-B8,B6-B8,10.191054622214805
loose500,raw_pair_median,55,B2-B4,B2-B6,1747.5950186317664
loose500,raw_pair_median,55,B2-B4,B2-B8,1729.1867973669825
loose500,raw_pair_median,55,B2-B4,B4-B6,11.148561551942352
loose500,raw_pair_median,55,B2-B4,B4-B8,4.0641108980250324
loose500,raw_pair_median,55,B2-B4,B6-B8,-1.4388939970867363
loose500,raw_pair_median,55,B2-B6,B2-B8,2004.6073059198673
loose500,raw_pair_median,55,B2-B6,B4-B6,16.489758160989297
loose500,raw_pair_median,55,B2-B6,B4-B8,5.795295937209014
loose500,raw_pair_median,55,B2-B6,B6-B8,-4.329025237297732
loose500,raw_pair_median,55,B2-B8,B4-B6,7.234189934295745
loose500,raw_pair_median,55,B2-B8,B4-B8,7.249234467310558
loose500,raw_pair_median,55,B2-B8,B6-B8,-2.2051243522232933
loose500,raw_pair_median,55,B4-B6,B4-B8,1.7311850391839734
loose500,raw_pair_median,55,B4-B6,B6-B8,-0.8286086632647292
loose500,raw_pair_median,55,B4-B8,B6-B8,1.4539385301015444
loose500,raw_pair_median,56,B2-B4,B2-B6,1773.457815076694
loose500,raw_pair_median,56,B2-B4,B2-B8,1725.4874568336347
loose500,raw_pair_median,56,B2-B4,B4-B6,-8.191701359866471
loose500,raw_pair_median,56,B2-B4,B4-B8,-9.084742936691354
loose500,raw_pair_median,56,B2-B4,B6-B8,-15.399390074197507
loose500,raw_pair_median,56,B2-B6,B2-B8,1751.9130103692846
loose500,raw_pair_median,56,B2-B6,B4-B6,57.04027045799458
loose500,raw_pair_median,56,B2-B6,B4-B8,-1.5461744805952653
loose500,raw_pair_median,56,B2-B6,B6-B8,-16.80589581752765
loose500,raw_pair_median,56,B2-B8,B4-B6,13.853215593602236
loose500,raw_pair_median,56,B2-B8,B4-B8,84.34703160789306
loose500,raw_pair_median,56,B2-B8,B6-B8,34.611289317375075
loose500,raw_pair_median,56,B4-B6,B4-B8,14.852761621941792
loose500,raw_pair_median,56,B4-B6,B6-B8,-2.902890482604269
loose500,raw_pair_median,56,B4-B8,B6-B8,58.15277963141807
loose500,raw_pair_median,57,B2-B4,B2-B6,1196.5879871416505
loose500,raw_pair_median,57,B2-B4,B2-B8,1786.465922581679
loose500,raw_pair_median,57,B2-B4,B4-B6,-27.717040455180506
loose500,raw_pair_median,57,B2-B4,B4-B8,-86.41677668389661
loose500,raw_pair_median,57,B2-B4,B6-B8,-0.8830924338610041
loose500,raw_pair_median,57,B2-B6,B2-B8,1810.8500238972958
loose500,raw_pair_median,57,B2-B6,B4-B6,22.228177204991372
loose500,raw_pair_median,57,B2-B6,B4-B8,37.57622604279435
loose500,raw_pair_median,57,B2-B6,B6-B8,-2.958398695152928
loose500,raw_pair_median,57,B2-B8,B4-B6,38.45931847665536
loose500,raw_pair_median,57,B2-B8,B4-B8,48.992046084111514
loose500,raw_pair_median,57,B2-B8,B6-B8,9.883056224740232
loose500,raw_pair_median,57,B4-B6,B4-B8,122.92691927592054
loose500,raw_pair_median,57,B4-B6,B6-B8,-2.096524902001301
loose500,raw_pair_median,57,B4-B8,B6-B8,10.776850427189329
loose500,raw_pair_median,58,B2-B4,B2-B6,941.3860441727273
loose500,raw_pair_median,58,B2-B4,B2-B8,479.53899674697243
loose500,raw_pair_median,58,B2-B4,B4-B6,14.181418376179568
loose500,raw_pair_median,58,B2-B4,B4-B8,-155.4541041948965
loose500,raw_pair_median,58,B2-B4,B6-B8,-25.525259362725354
loose500,raw_pair_median,58,B2-B6,B2-B8,568.9943530589135
loose500,raw_pair_median,58,B2-B6,B4-B6,152.90644800930636
loose500,raw_pair_median,58,B2-B6,B4-B8,26.68273846901914
loose500,raw_pair_median,58,B2-B6,B6-B8,-369.6794317273622
loose500,raw_pair_median,58,B2-B8,B4-B6,52.20799783174451
loose500,raw_pair_median,58,B2-B8,B4-B8,247.00009162641953
loose500,raw_pair_median,58,B2-B8,B6-B8,-26.94174571658468
loose500,raw_pair_median,58,B4-B6,B4-B8,35.55911442000182
loose500,raw_pair_median,58,B4-B6,B6-B8,-344.9146210597067
loose500,raw_pair_median,58,B4-B8,B6-B8,-2.0882645160903093
loose500,raw_pair_median,59,B2-B4,B2-B6,195.15757663948688
loose500,raw_pair_median,59,B2-B4,B2-B8,190.9561530358944
loose500,raw_pair_median,59,B2-B4,B4-B6,-2.79081137203558
loose500,raw_pair_median,59,B2-B4,B4-B8,-2.240622728344305
loose500,raw_pair_median,59,B2-B4,B6-B8,-1.3134773645314057
loose500,raw_pair_median,59,B2-B6,B2-B8,217.44796884653692
loose500,raw_pair_median,59,B2-B6,B4-B6,40.96292251812572
loose500,raw_pair_median,59,B2-B6,B4-B8,20.317159440756143
loose500,raw_pair_median,59,B2-B6,B6-B8,-3.492960860754753
loose500,raw_pair_median,59,B2-B8,B4-B6,21.630636805287534
loose500,raw_pair_median,59,B2-B8,B4-B8,109.63204903211205
loose500,raw_pair_median,59,B2-B8,B6-B8,57.865905427289974
loose500,raw_pair_median,59,B4-B6,B4-B8,20.197626935931147
loose500,raw_pair_median,59,B4-B6,B6-B8,-2.3987202057595187
loose500,raw_pair_median,59,B4-B8,B6-B8,59.57408941491169
loose500,raw_pair_median,60,B2-B4,B2-B6,90.03268215375117
loose500,raw_pair_median,60,B2-B4,B2-B8,86.097866075566
loose500,raw_pair_median,60,B2-B4,B4-B6,-3.4728499033911633
loose500,raw_pair_median,60,B2-B4,B4-B8,-4.977030780128337
loose500,raw_pair_median,60,B2-B4,B6-B8,-0.015595198765330227
loose500,raw_pair_median,60,B2-B6,B2-B8,119.35269411218006
loose500,raw_pair_median,60,B2-B6,B4-B6,46.281416022423315
loose500,raw_pair_median,60,B2-B6,B4-B8,42.033990676685285
loose500,raw_pair_median,60,B2-B6,B6-B8,-0.270793466226108
loose500,raw_pair_median,60,B2-B8,B4-B6,42.0495858754506
loose500,raw_pair_median,60,B2-B8,B4-B8,104.41225802934173
loose500,raw_pair_median,60,B2-B8,B6-B8,27.481643219293947
loose500,raw_pair_median,60,B4-B6,B4-B8,43.375629304727845
loose500,raw_pair_median,60,B4-B6,B6-B8,-0.36705628646296995
loose500,raw_pair_median,60,B4-B8,B6-B8,27.74318247695511
loose500,raw_pair_median,61,B2-B4,B2-B6,98.51371545285902
loose500,raw_pair_median,61,B2-B4,B2-B8,44.28798649817416
loose500,raw_pair_median,61,B2-B4,B4-B6,-5.252671404642802
loose500,raw_pair_median,61,B2-B4,B4-B8,-5.090564566738982
loose500,raw_pair_median,61,B2-B4,B6-B8,-0.6487112886853694
loose500,raw_pair_median,61,B2-B6,B2-B8,99.77063456700289
loose500,raw_pair_median,61,B2-B6,B4-B6,54.208367277682136
loose500,raw_pair_median,61,B2-B6,B4-B8,48.30099596533584
loose500,raw_pair_median,61,B2-B6,B6-B8,-5.5450726963072565
loose500,raw_pair_median,61,B2-B8,B4-B6,48.94970725402122
loose500,raw_pair_median,61,B2-B8,B4-B8,106.02940287691924
loose500,raw_pair_median,61,B2-B8,B6-B8,24.762568101536274
loose500,raw_pair_median,61,B4-B6,B4-B8,52.977056680205784
loose500,raw_pair_median,61,B4-B6,B6-B8,-0.48965707126925684
loose500,raw_pair_median,61,B4-B8,B6-B8,21.818001821655898
loose500,raw_pair_median,62,B2-B4,B2-B6,152.22451560443534
loose500,raw_pair_median,62,B2-B4,B2-B8,104.65855680678077
loose500,raw_pair_median,62,B2-B4,B4-B6,-1.8000636400378136
loose500,raw_pair_median,62,B2-B4,B4-B8,-5.989750324023259
loose500,raw_pair_median,62,B2-B4,B6-B8,0.506535648580009
loose500,raw_pair_median,62,B2-B6,B2-B8,118.60328256127708
loose500,raw_pair_median,62,B2-B6,B4-B6,32.193272461002046
loose500,raw_pair_median,62,B2-B6,B4-B8,7.734108741327667
loose500,raw_pair_median,62,B2-B6,B6-B8,-0.7641280358845771
loose500,raw_pair_median,62,B2-B8,B4-B6,7.227573092747655
loose500,raw_pair_median,62,B2-B8,B4-B8,29.90386634534505
loose500,raw_pair_median,62,B2-B8,B6-B8,21.31216913068896
loose500,raw_pair_median,62,B4-B6,B4-B8,13.676039246215566
