level,n,median_residual_ns,sigma68_ns,stave,amp_bin,q_bin,phase_bin,heldout_run
stave_amp_q_phase,43,-1.1733361351557932,1.0947644064660358,B6,3.0,2.0,2.0,58
stave_amp_q_phase,80,-0.9955318071631538,0.9417036010184261,B6,3.0,2.0,3.0,58
stave_amp_q_phase,175,-0.5209376206346121,1.4474421803250217,B8,0.0,1.0,3.0,58
stave_amp_q_phase,94,-1.2965049173081127,0.1392648915020006,B8,0.0,2.0,0.0,58
stave_amp_q_phase,165,-0.19358511559099867,1.2286795819828615,B8,1.0,1.0,3.0,58
stave_amp_q_phase,96,-1.192691846114407,0.11803411993037471,B8,1.0,2.0,0.0,58
stave_amp_q_phase,59,-0.7800367935126644,1.0505892997742468,B8,2.0,1.0,2.0,58
stave_amp_q_phase,490,-0.5106768343412789,1.1264542442718408,B8,2.0,1.0,3.0,58
stave_amp_q_phase,106,-1.0420477279112674,0.09618502839848725,B8,2.0,2.0,0.0,58
stave_amp_q_phase,84,-1.0271391328733728,0.08736714559755449,B8,2.0,2.0,3.0,58
stave_amp_q_phase,145,-0.8894213610535502,0.6832459788384777,B8,3.0,1.0,1.0,58
stave_amp_q_phase,357,-0.8914456553784049,1.2588165887530938,B8,3.0,1.0,2.0,58
stave_amp_q_phase,802,-0.5977375141593129,1.2735791869880497,B8,3.0,1.0,3.0,58
stave_amp_q_phase,392,-0.7354935340874214,0.2398804447213617,B8,3.0,2.0,0.0,58
stave_amp_q_phase,101,-1.0695612212629726,1.1873433173318624,B8,3.0,2.0,1.0,58
stave_amp_q_phase,165,-1.9585888274510665,1.4466110096635967,B8,3.0,2.0,2.0,58
stave_amp_q_phase,278,-0.7822640232390299,0.49293036120173434,B8,3.0,2.0,3.0,58
stave_amp_q,684,1.960510759768468,1.515327638270574,B4,0.0,0.0,,58
stave_amp_q,91,1.9985232613961443,1.0567460587694528,B4,0.0,1.0,,58
stave_amp_q,565,2.0822163738940844,0.2577052724145311,B4,0.0,2.0,,58
stave_amp_q,865,1.8915917634837527,1.2759012888651469,B4,1.0,0.0,,58
stave_amp_q,115,1.9694078378933213,0.5733219192373554,B4,1.0,1.0,,58
stave_amp_q,283,1.9876394144282514,0.1605967606706863,B4,1.0,2.0,,58
stave_amp_q,289,1.7794505858722616,1.2412625715589736,B4,2.0,0.0,,58
stave_amp_q,510,2.0317306176302274,1.1639768940745852,B4,2.0,1.0,,58
stave_amp_q,143,2.0484436373392896,0.17355778244697762,B4,2.0,2.0,,58
stave_amp_q,67,2.0834905485707296,1.3880457068393794,B4,3.0,1.0,,58
stave_amp_q,135,2.4923065941409703,4.413134641667988,B4,3.0,2.0,,58
stave_amp_q,648,-1.1905399929940046,1.448087503184107,B6,0.0,0.0,,58
stave_amp_q,64,-1.1745909788542583,0.7583992609700952,B6,0.0,1.0,,58
stave_amp_q,408,-1.129726700817649,0.13416038961413246,B6,0.0,2.0,,58
stave_amp_q,802,-1.2292528426881972,1.2644371367027827,B6,1.0,0.0,,58
stave_amp_q,80,-1.1577651627649317,0.20176781164986723,B6,1.0,1.0,,58
stave_amp_q,303,-1.1161568298121196,0.13374541922665484,B6,1.0,2.0,,58
stave_amp_q,454,-1.3145860387533546,1.0676606012347465,B6,2.0,0.0,,58
stave_amp_q,378,-1.118576859494084,1.0626756461775928,B6,2.0,1.0,,58
stave_amp_q,242,-1.099081652072094,0.16658346195621232,B6,2.0,2.0,,58
stave_amp_q,181,-1.1792284949816292,1.1065157505936716,B6,3.0,1.0,,58
stave_amp_q,187,-1.0107791906071242,0.9152948387578542,B6,3.0,2.0,,58
stave_amp_q,187,-0.6337643666940238,1.3741226358704761,B8,0.0,1.0,,58
stave_amp_q,163,-1.24798384657403,0.15924204585741242,B8,0.0,2.0,,58
stave_amp_q,205,-0.44272615509123625,1.2017246629997584,B8,1.0,1.0,,58
stave_amp_q,155,-1.1932022466081946,0.11076920603255647,B8,1.0,2.0,,58
stave_amp_q,571,-0.5605370836083665,1.110001525432547,B8,2.0,1.0,,58
stave_amp_q,223,-1.0440106180601134,0.09205566371950086,B8,2.0,2.0,,58
stave_amp_q,1306,-0.7325894339423868,1.2080985778012874,B8,3.0,1.0,,58
stave_amp_q,936,-0.8232149342792994,0.7514392356112196,B8,3.0,2.0,,58
stave_amp,1340,2.0611040373899385,0.8433907601765743,B4,0.0,,,58
stave_amp,1263,1.956372371937988,1.0359094936610675,B4,1.0,,,58
stave_amp,942,1.9869409144529904,1.0656851688777742,B4,2.0,,,58
stave_amp,202,2.226569979746838,2.475359813281032,B4,3.0,,,58
stave_amp,1120,-1.1369688679306549,0.919225314036188,B6,0.0,,,58
stave_amp,1185,-1.1432896353924988,0.992330266305448,B6,1.0,,,58
stave_amp,1074,-1.148597841344639,0.8871150526633614,B6,2.0,,,58
stave_amp,368,-1.0888783473899153,1.0395726709980253,B6,3.0,,,58
stave_amp,350,-1.192148528912032,0.8545568555455907,B8,0.0,,,58
stave_amp,361,-1.1334521328107598,0.8410629444117836,B8,1.0,,,58
stave_amp,794,-0.9825376175759608,0.855806225729506,B8,2.0,,,58
stave_amp,2242,-0.7968695342098897,1.0298816701151652,B8,3.0,,,58
stave,3747,2.022631414193299,1.025934533103115,B4,,,,58
stave,3747,-1.1395745063399403,0.9444327624308583,B6,,,,58
stave,3747,-0.8852754992244485,0.917909421585724,B8,,,,58
stave_amp_q_phase,80,1.7369571657636804,1.431241835966472,B4,0.0,0.0,2.0,59
stave_amp_q_phase,452,2.054860183384541,1.589833516294887,B4,0.0,0.0,3.0,59
stave_amp_q_phase,354,2.034375380759485,0.2745968995489524,B4,0.0,2.0,0.0,59
stave_amp_q_phase,56,2.0052276842735353,0.1728415998634113,B4,0.0,2.0,1.0,59
stave_amp_q_phase,78,1.9103700424845798,0.15548942709550606,B4,0.0,2.0,3.0,59
stave_amp_q_phase,103,1.69450625401209,1.180952045037296,B4,1.0,0.0,2.0,59
stave_amp_q_phase,611,1.8540160065387568,1.347491838093149,B4,1.0,0.0,3.0,59
stave_amp_q_phase,55,1.892296293201106,0.1654234445290298,B4,1.0,1.0,1.0,59
stave_amp_q_phase,91,1.9063634689739857,0.15931620997838392,B4,1.0,2.0,0.0,59
stave_amp_q_phase,97,1.9309294619843769,0.13626457833477368,B4,1.0,2.0,3.0,59
stave_amp_q_phase,43,1.9508452921609134,1.3372305770877115,B4,2.0,0.0,2.0,59
stave_amp_q_phase,181,1.818048478430093,1.3571382874344735,B4,2.0,0.0,3.0,59
stave_amp_q_phase,46,1.7894572795111685,0.6222219602176131,B4,2.0,1.0,1.0,59
stave_amp_q_phase,46,1.5339701660154077,0.871427923164353,B4,2.0,1.0,2.0,59
stave_amp_q_phase,298,2.085604644335561,1.2056936279622303,B4,2.0,1.0,3.0,59
stave_amp_q_phase,81,1.935065886043546,0.14291631822709983,B4,2.0,2.0,3.0,59
stave_amp_q_phase,46,6.855311186792605,6.9386556102486185,B4,3.0,2.0,3.0,59
stave_amp_q_phase,51,-1.2735728780851119,1.3508515272256432,B6,0.0,0.0,2.0,59
stave_amp_q_phase,447,-1.1269714260213703,1.4796072126141988,B6,0.0,0.0,3.0,59
stave_amp_q_phase,220,-1.1815931258274794,0.12506655906116826,B6,0.0,2.0,0.0,59
stave_amp_q_phase,55,-1.150369191466723,0.1344911187616865,B6,0.0,2.0,1.0,59
stave_amp_q_phase,80,-1.1595862037588205,0.23736198046955342,B6,0.0,2.0,3.0,59
stave_amp_q_phase,93,-1.181706727338792,1.10524380960369,B6,1.0,0.0,2.0,59
stave_amp_q_phase,566,-1.1835253625248185,1.3387431116208692,B6,1.0,0.0,3.0,59
stave_amp_q_phase,135,-1.1362271240281814,0.11499016279098939,B6,1.0,2.0,0.0,59
stave_amp_q_phase,42,-1.14984577844913,0.11301992301507369,B6,1.0,2.0,1.0,59
stave_amp_q_phase,68,-1.167051286820616,0.13643487343045646,B6,1.0,2.0,3.0,59
stave_amp_q_phase,54,-1.4861945704587463,1.051083302095188,B6,2.0,0.0,2.0,59
stave_amp_q_phase,315,-1.260206689293561,1.0705760852824289,B6,2.0,0.0,3.0,59
stave_amp_q_phase,59,-1.1485932653446156,0.15682548564387144,B6,2.0,1.0,1.0,59
stave_amp_q_phase,212,-1.1940967254231722,1.242702626878163,B6,2.0,1.0,3.0,59
stave_amp_q_phase,88,-1.1413647843386379,0.1477816266680041,B6,2.0,2.0,0.0,59
stave_amp_q_phase,87,-1.14604684011978,0.1776521329604912,B6,2.0,2.0,3.0,59
stave_amp_q_phase,92,-1.132218083546313,1.0857441078002683,B6,3.0,1.0,3.0,59
stave_amp_q_phase,66,-1.006648068961347,1.339501633929961,B6,3.0,2.0,3.0,59
stave_amp_q_phase,137,-0.3637764622802351,1.4419811843643613,B8,0.0,1.0,3.0,59
stave_amp_q_phase,83,-1.1467665669556482,0.14698707998631455,B8,0.0,2.0,0.0,59
stave_amp_q_phase,138,-0.08356198825057248,1.2520357246981306,B8,1.0,1.0,3.0,59
stave_amp_q_phase,73,-1.0700497879420752,0.11737173549041324,B8,1.0,2.0,0.0,59
stave_amp_q_phase,44,-0.6556784173317389,1.0402433108704447,B8,2.0,1.0,2.0,59
stave_amp_q_phase,394,-0.43286089893560487,1.1252798217683972,B8,2.0,1.0,3.0,59
stave_amp_q_phase,89,-0.9309982408874475,0.08991368446295978,B8,2.0,2.0,0.0,59
stave_amp_q_phase,70,-0.9186464242085641,0.07898589507319304,B8,2.0,2.0,3.0,59
stave_amp_q_phase,137,-0.8192181113472117,0.9650404553565897,B8,3.0,1.0,1.0,59
stave_amp_q_phase,349,-0.8909898609720699,1.2288900673157452,B8,3.0,1.0,2.0,59
stave_amp_q_phase,665,-0.5946996083306857,1.3233582277881968,B8,3.0,1.0,3.0,59
stave_amp_q_phase,325,-0.6362968083535705,0.23419861286688387,B8,3.0,2.0,0.0,59
stave_amp_q_phase,65,-0.9678337014968577,1.1652183614207918,B8,3.0,2.0,1.0,59
stave_amp_q_phase,86,-2.344401599386174,1.5100604750733728,B8,3.0,2.0,2.0,59
stave_amp_q_phase,202,-0.6431427613541629,0.3201365081053518,B8,3.0,2.0,3.0,59
stave_amp_q,543,1.968446946359812,1.5523148754103573,B4,0.0,0.0,,59
stave_amp_q,62,1.9611329965652864,0.8929235695591329,B4,0.0,1.0,,59
stave_amp_q,492,2.0112660196871843,0.26858276764543343,B4,0.0,2.0,,59
stave_amp_q,739,1.8219800142968623,1.3003643077992249,B4,1.0,0.0,,59
stave_amp_q,80,1.9122499441282272,0.21167378405643322,B4,1.0,1.0,,59
stave_amp_q,228,1.9119278784554226,0.15961841985777558,B4,1.0,2.0,,59
stave_amp_q,241,1.7900120926331624,1.368782418393419,B4,2.0,0.0,,59
stave_amp_q,395,1.954526947187766,1.1807888630895405,B4,2.0,1.0,,59
stave_amp_q,126,1.9503393229469879,0.15839007159432228,B4,2.0,2.0,,59
stave_amp_q,40,1.834386175249584,1.4317992688153764,B4,3.0,1.0,,59
stave_amp_q,111,2.323167920574029,4.125928873131138,B4,3.0,2.0,,59
stave_amp_q,498,-1.1577277227106073,1.4567275017905255,B6,0.0,0.0,,59
stave_amp_q,42,-1.2847568438708876,0.5281669548013225,B6,0.0,1.0,,59
stave_amp_q,356,-1.1707764197628947,0.1318816368728981,B6,0.0,2.0,,59
stave_amp_q,660,-1.183761371129986,1.2966431576236983,B6,1.0,0.0,,59
stave_amp_q,50,-1.182283613105085,0.18350756523355738,B6,1.0,1.0,,59
stave_amp_q,247,-1.1466293572032882,0.12157104617544601,B6,1.0,2.0,,59
stave_amp_q,372,-1.2829047177964696,1.0650153538619993,B6,2.0,0.0,,59
stave_amp_q,310,-1.1748887315217758,1.0955981658390732,B6,2.0,1.0,,59
stave_amp_q,212,-1.1475869602192503,0.16083649140034156,B6,2.0,2.0,,59
stave_amp_q,160,-1.1942088264458874,1.0014091655574524,B6,3.0,1.0,,59
stave_amp_q,150,-1.0130217239093895,1.0315854496496117,B6,3.0,2.0,,59
stave_amp_q,150,-0.532514025641678,1.3699878914584258,B8,0.0,1.0,,59
stave_amp_q,148,-1.0917225429491353,0.19104088328750024,B8,0.0,2.0,,59
stave_amp_q,166,-0.26637073796679545,1.219672900884393,B8,1.0,1.0,,59
stave_amp_q,121,-1.0604831615675465,0.10111598080436573,B8,1.0,2.0,,59
stave_amp_q,454,-0.5502055165100082,1.1072642286829864,B8,2.0,1.0,,59
stave_amp_q,185,-0.9309982408874475,0.08352609530621907,B8,2.0,2.0,,59
stave_amp_q,1154,-0.7360837429400782,1.2837183585398655,B8,3.0,1.0,,59
stave_amp_q,678,-0.7140765750831406,0.45077128477564377,B8,3.0,2.0,,59
stave_amp,1097,1.9993657265017077,0.7906383500193427,B4,0.0,,,59
stave_amp,1047,1.8864603578239496,0.994760059654096,B4,1.0,,,59
stave_amp,762,1.9261424097163307,1.0922967853927348,B4,2.0,,,59
stave_amp,151,2.1336352466908934,3.198413652118411,B4,3.0,,,59
stave_amp,896,-1.17126088667737,0.8774723430635559,B6,0.0,,,59
stave_amp,957,-1.1522942120288704,0.994093351140543,B6,1.0,,,59
stave_amp,894,-1.180250149496377,0.8806965989200428,B6,2.0,,,59
stave_amp,310,-1.0794130492578944,1.036592104477946,B6,3.0,,,59
stave_amp,298,-1.0382678132557572,0.8324368668321664,B8,0.0,,,59
stave_amp,288,-0.9960220974563754,0.8765827930655121,B8,1.0,,,59
stave_amp,639,-0.8868771096197747,0.8592545947535746,B8,2.0,,,59
stave_amp,1832,-0.7179486452400567,0.999674910352787,B8,3.0,,,59
stave,3057,1.954855778559768,1.0134378291383883,B4,,,,59
stave,3057,-1.1650064894391363,0.9353733169963862,B6,,,,59
stave,3057,-0.8008941482326719,0.9194429327754577,B8,,,,59
stave_amp_q_phase,75,1.6606929943539726,1.3212740586487168,B4,0.0,0.0,2.0,60
stave_amp_q_phase,466,1.9582243974628568,1.5143366473042774,B4,0.0,0.0,3.0,60
stave_amp_q_phase,40,1.8245808589175745,0.16254912939135058,B4,0.0,1.0,1.0,60
stave_amp_q_phase,50,1.650253680760592,2.2204382388455834,B4,0.0,1.0,3.0,60
stave_amp_q_phase,335,1.9361057731309472,0.268521369406182,B4,0.0,2.0,0.0,60
stave_amp_q_phase,47,1.874216297703235,0.21020079891693044,B4,0.0,2.0,1.0,60
stave_amp_q_phase,61,1.8076261103457085,0.16884206126581203,B4,0.0,2.0,3.0,60
stave_amp_q_phase,103,1.5715087852261647,1.02888148834686,B4,1.0,0.0,2.0,60
stave_amp_q_phase,550,1.871220872847541,1.3762081149205532,B4,1.0,0.0,3.0,60
stave_amp_q_phase,58,1.7856294346493726,0.15373497663861535,B4,1.0,1.0,1.0,60
stave_amp_q_phase,40,2.339634670749547,2.1474983201768483,B4,1.0,1.0,3.0,60
stave_amp_q_phase,111,1.785926394715382,0.14873066192711237,B4,1.0,2.0,0.0,60
stave_amp_q_phase,92,1.7879668664634636,0.14553931508759066,B4,1.0,2.0,3.0,60
stave_amp_q_phase,43,1.6188801859993802,1.1619107144187848,B4,2.0,0.0,2.0,60
stave_amp_q_phase,189,1.7927606251746013,1.3390501298849289,B4,2.0,0.0,3.0,60
stave_amp_q_phase,54,1.7252861662111947,0.48114102214365323,B4,2.0,1.0,1.0,60
stave_amp_q_phase,49,1.6384139906644464,0.9261770598354365,B4,2.0,1.0,2.0,60
stave_amp_q_phase,305,2.1915967121106874,1.3232134391741892,B4,2.0,1.0,3.0,60
stave_amp_q_phase,76,1.8322720415014615,0.1471521423776352,B4,2.0,2.0,3.0,60
stave_amp_q_phase,54,4.345658268046812,6.774775205854092,B4,3.0,2.0,3.0,60
stave_amp_q_phase,47,-1.1726836267782872,1.2656530132496615,B6,0.0,0.0,2.0,60
stave_amp_q_phase,480,-1.0141025083559185,1.4061460647721777,B6,0.0,0.0,3.0,60
stave_amp_q_phase,200,-1.1748359414409215,0.1337836303234925,B6,0.0,2.0,0.0,60
stave_amp_q_phase,59,-1.1529536740381445,0.16846500860780805,B6,0.0,2.0,1.0,60
stave_amp_q_phase,66,-1.1574313603016435,0.18032043273034903,B6,0.0,2.0,3.0,60
stave_amp_q_phase,75,-1.1213396523900556,1.1301599636713686,B6,1.0,0.0,2.0,60
stave_amp_q_phase,558,-1.1224378373464496,1.4045010273181326,B6,1.0,0.0,3.0,60
stave_amp_q_phase,140,-1.1447053632597068,0.11027521438263832,B6,1.0,2.0,0.0,60
stave_amp_q_phase,54,-1.1526493646167602,0.11628366979618665,B6,1.0,2.0,1.0,60
stave_amp_q_phase,59,-1.191693534458608,0.15379982823193417,B6,1.0,2.0,3.0,60
stave_amp_q_phase,67,-1.3862989437064641,1.0474949312775765,B6,2.0,0.0,2.0,60
stave_amp_q_phase,329,-1.208470561298455,1.2238596147956595,B6,2.0,0.0,3.0,60
stave_amp_q_phase,52,-1.1099558541126306,0.1807311938455941,B6,2.0,1.0,1.0,60
stave_amp_q_phase,192,-1.1795312412992303,1.1031830098480522,B6,2.0,1.0,3.0,60
stave_amp_q_phase,74,-1.1005691369908206,0.12840007391880198,B6,2.0,2.0,0.0,60
stave_amp_q_phase,83,-1.1344721566679397,0.1692085239956887,B6,2.0,2.0,3.0,60
stave_amp_q_phase,97,-1.2309769546195994,1.1025452753944476,B6,3.0,1.0,3.0,60
stave_amp_q_phase,64,-0.9938426405188139,1.0448737388411846,B6,3.0,2.0,3.0,60
stave_amp_q_phase,136,-0.4825673160435997,1.3822694853195212,B8,0.0,1.0,3.0,60
stave_amp_q_phase,73,-1.0679340868352938,0.14681452887214103,B8,0.0,2.0,0.0,60
stave_amp_q_phase,139,-0.23496402936271465,1.4023147103432467,B8,1.0,1.0,3.0,60
stave_amp_q_phase,76,-0.9806164969747222,0.12912764336954652,B8,1.0,2.0,0.0,60
stave_amp_q_phase,51,-0.8626575119871873,1.1497969167731021,B8,2.0,1.0,2.0,60
stave_amp_q_phase,375,-0.3657597623293185,1.1131414751379323,B8,2.0,1.0,3.0,60
stave_amp_q_phase,87,-0.8347576122079801,0.10718701577389678,B8,2.0,2.0,0.0,60
stave_amp_q_phase,71,-0.7961673904401465,0.09169835660625547,B8,2.0,2.0,3.0,60
stave_amp_q_phase,116,-0.7150128382266914,0.7803308896585107,B8,3.0,1.0,1.0,60
stave_amp_q_phase,255,-0.861010851702332,1.3566277530272293,B8,3.0,1.0,2.0,60
stave_amp_q_phase,688,-0.637381432154168,1.311636924683546,B8,3.0,1.0,3.0,60
stave_amp_q_phase,297,-0.5476766527570689,0.22791675802423242,B8,3.0,2.0,0.0,60
stave_amp_q_phase,82,-0.9828375946083021,1.312616841392609,B8,3.0,2.0,1.0,60
stave_amp_q_phase,139,-1.8276406647377854,1.64015861540631,B8,3.0,2.0,2.0,60
stave_amp_q_phase,250,-0.6085048098314942,0.6169241929395889,B8,3.0,2.0,3.0,60
stave_amp_q,547,1.908241704007935,1.4843944408984437,B4,0.0,0.0,,60
stave_amp_q,97,1.8150566451845904,1.2386123838516,B4,0.0,1.0,,60
stave_amp_q,446,1.9020136243531134,0.2711356101174317,B4,0.0,2.0,,60
stave_amp_q,667,1.8321527426609663,1.3272823203043875,B4,1.0,0.0,,60
stave_amp_q,104,1.8030985719911605,0.7374459023212568,B4,1.0,1.0,,60
stave_amp_q,241,1.7879297570852515,0.14672941671835182,B4,1.0,2.0,,60
stave_amp_q,237,1.7687149057022467,1.3458913693847703,B4,2.0,0.0,,60
stave_amp_q,409,1.932637949774815,1.2481602993929468,B4,2.0,1.0,,60
stave_amp_q,112,1.8533227621662292,0.15801654960089506,B4,2.0,2.0,,60
stave_amp_q,53,1.8735066817351935,1.2858077566587074,B4,3.0,1.0,,60
stave_amp_q,99,2.486480728491273,4.5965422046494115,B4,3.0,2.0,,60
stave_amp_q,527,-1.06032921241858,1.4006855313462965,B6,0.0,0.0,,60
stave_amp_q,55,-1.1072336614450222,0.5574119526202934,B6,0.0,1.0,,60
stave_amp_q,326,-1.1624150141392917,0.15312616813005775,B6,0.0,2.0,,60
stave_amp_q,633,-1.1213396523900556,1.363342724809717,B6,1.0,0.0,,60
stave_amp_q,65,-1.1699251763437388,0.19509276424485722,B6,1.0,1.0,,60
stave_amp_q,253,-1.1594670861295313,0.13417529930660776,B6,1.0,2.0,,60
stave_amp_q,396,-1.2450030690793028,1.1918800807045151,B6,2.0,0.0,,60
stave_amp_q,277,-1.1375906565695573,0.9580800546068651,B6,2.0,1.0,,60
stave_amp_q,201,-1.1241625325760864,0.14441185038020876,B6,2.0,2.0,,60
stave_amp_q,149,-1.2576529052655019,1.1201957475536721,B6,3.0,1.0,,60
stave_amp_q,130,-1.050469025870747,0.9221956404313338,B6,3.0,2.0,,60
stave_amp_q,141,-0.5154223455844686,1.3503608353618204,B8,0.0,1.0,,60
stave_amp_q,120,-0.9915611134228328,0.1888111011805273,B8,0.0,2.0,,60
stave_amp_q,167,-0.43626420821892964,1.2782088522915114,B8,1.0,1.0,,60
stave_amp_q,125,-0.9833401473649914,0.11315446347522196,B8,1.0,2.0,,60
stave_amp_q,441,-0.5356360520660033,1.1256697368146547,B8,2.0,1.0,,60
stave_amp_q,188,-0.8267145183835751,0.09824492865934586,B8,2.0,2.0,,60
stave_amp_q,1060,-0.7249639825346428,1.2604560927685482,B8,3.0,1.0,,60
stave_amp_q,768,-0.6255575359950889,0.8819768099331756,B8,3.0,2.0,,60
stave_amp,1090,1.8895969595291469,0.8557621092610604,B4,0.0,,,60
stave_amp,1012,1.7971641190969088,0.9901480531300842,B4,1.0,,,60
stave_amp,758,1.8589112606682683,1.1441930144388635,B4,2.0,,,60
stave_amp,152,2.2625777097649085,2.583530331571503,B4,3.0,,,60
stave_amp,908,-1.1495283276310921,0.9138738434733208,B6,0.0,,,60
stave_amp,951,-1.151545142713836,0.9578643989593161,B6,1.0,,,60
stave_amp,874,-1.1481825248764004,0.912293940780059,B6,2.0,,,60
stave_amp,279,-1.12272715105739,1.065542098078415,B6,3.0,,,60
stave_amp,261,-0.9528154297697071,0.8132978633304804,B8,0.0,,,60
stave_amp,293,-0.9241711160097452,0.8471936801372637,B8,1.0,,,60
stave_amp,630,-0.7959140453074554,0.8257318655588496,B8,2.0,,,60
stave_amp,1828,-0.6542208434652608,1.0627804132411909,B8,3.0,,,60
stave,3012,1.8577911959768834,1.0421842940580328,B4,,,,60
stave,3012,-1.1482334286578073,0.9415139759458394,B6,,,,60
stave,3012,-0.7513887640452275,0.9614890640762181,B8,,,,60
stave_amp_q_phase,66,1.6281391774608984,1.091525074059946,B4,0.0,0.0,2.0,61
stave_amp_q_phase,446,2.220030310861077,1.4222729117892563,B4,0.0,0.0,3.0,61
stave_amp_q_phase,329,2.220847169271515,0.2527067190107588,B4,0.0,2.0,0.0,61
stave_amp_q_phase,40,2.1725953226575,0.20113776296884844,B4,0.0,2.0,1.0,61
stave_amp_q_phase,49,2.0961062339938366,0.15909919852701704,B4,0.0,2.0,3.0,61
stave_amp_q_phase,99,1.6694695978733307,1.0049914601564889,B4,1.0,0.0,2.0,61
stave_amp_q_phase,543,2.016477730059158,1.2084971525226742,B4,1.0,0.0,3.0,61
stave_amp_q_phase,54,2.0778099859254304,0.17491359851281663,B4,1.0,1.0,1.0,61
stave_amp_q_phase,113,2.090341373571107,0.13327084782881005,B4,1.0,2.0,0.0,61
stave_amp_q_phase,90,2.114713636664355,0.12227975911619615,B4,1.0,2.0,3.0,61
stave_amp_q_phase,177,1.9943190018367503,1.1929302750935515,B4,2.0,0.0,3.0,61
stave_amp_q_phase,51,1.9175666940242735,0.5574516038782349,B4,2.0,1.0,1.0,61
stave_amp_q_phase,57,2.027097938714512,0.9681871283248533,B4,2.0,1.0,2.0,61
stave_amp_q_phase,277,2.1198365262594123,1.1232934966088473,B4,2.0,1.0,3.0,61
