heldout_run,method,family,baseline,n_events,n_pair_residuals,sigma68_ns,full_rms_ns,abs_residual_p95_ns,tail_frac_vs_traditional_p95,ci_low,ci_high,delta_vs_traditional_ns,delta_ci_low,delta_ci_high
58,ridge_stave_offset_guardrail,stave_offset_guardrail,analytic_timewalk,73,219,0.9998630082612985,2.5838555066844298,2.6210507940744225,0.0319634703196347,0.8785366964988477,1.2148255576491684,-0.1876203563126182,-0.37009842358389156,-0.02807843746776996
58,feature_gated_waveform_stave_onehot,ml,analytic_timewalk,73,219,1.0055260527332541,2.6091712877534614,2.6933664443584426,0.0319634703196347,0.944493260741483,1.1104441625874977,-0.18195731184066255,-0.3933012913315511,-0.08026432004887565
58,ridge_waveform_stave_onehot,ml,analytic_timewalk,73,219,1.0471050409353935,2.6810186520030546,2.593745004988851,0.0319634703196347,0.9598740609213262,1.1861160334738607,-0.1403783236385232,-0.330842684303058,-0.02761962627449186
58,feature_gated_waveform_amp_shape_stave,ml,analytic_timewalk,73,219,1.0574729575961892,2.73917317590268,2.6617089719248694,0.0273972602739726,0.928968526993704,1.2720434907238223,-0.13001040697772748,-0.33766245394569283,0.08569569851918256
58,hgb_waveform_amp_shape_stave,ml,analytic_timewalk,73,219,1.0576440894458223,2.3971990904238196,2.9590765118834126,0.0319634703196347,0.8584166776742519,1.3346350754534193,-0.12983927512809434,-0.36919011059439266,0.1086369368904832
58,hgb_waveform_stave_onehot,ml,analytic_timewalk,73,219,1.085629656210731,2.4994357741183064,2.4032364328889684,0.0228310502283105,0.9478301443916706,1.3255652787262229,-0.10185370836318564,-0.30421028346128304,0.11041254205283935
58,hgb_stave_offset_guardrail,stave_offset_guardrail,analytic_timewalk,73,219,1.0981221269756443,2.6287420162581636,2.7410874343021026,0.0319634703196347,0.9478267491836108,1.3156128231620448,-0.08936123759827241,-0.2987936747687168,0.09043410149181162
58,mlp_waveform_amp_shape_stave,ml,analytic_timewalk,73,219,1.100935062833025,2.9520629561747485,3.2478725242918522,0.0410958904109589,0.839286339788947,1.252878135407946,-0.08654830174089168,-0.3761292030053402,0.06759362634768956
58,feature_gated_waveform_stave_onehot_shuffled,shuffled_target_control,analytic_timewalk,73,219,1.1232613475642705,2.642815591644742,3.659996210876217,0.0502283105022831,1.0645840521476837,1.3508959149142072,-0.06422201700964614,-0.0972227385415475,-0.026755957765389488
58,cnn1d_waveform_stave_onehot_shuffled,shuffled_target_control,analytic_timewalk,73,219,1.1316437924907237,2.690228367152745,3.6489271135063075,0.0502283105022831,1.0656279042456098,1.3463855356323804,-0.05583957208319301,-0.08633980265631257,-0.02817008007965296
58,ridge_waveform_amp_shape_stave,ml,analytic_timewalk,73,219,1.1378302251608974,2.8760869870093235,2.8210319529910772,0.0365296803652968,1.0306186855421353,1.3362067914741413,-0.0496531394130193,-0.22334570694472597,0.1284493360309465
