threshold_quantile,threshold,train_efficiency,train_veto_fraction,train_tail_capture,train_post_veto_tail_fraction,train_utility,heldout_run,method,shuffled_proxy
0.9,0.9123323519790645,0.8999018645731109,0.10009813542688911,0.3014705882352941,0.011510965709438992,0.2664362408358829,59,traditional_quantile,False
0.95,0.9612365063788028,0.9499509322865555,0.050049067713444556,0.19117647058823528,0.012626262626262626,0.17365929688852969,59,traditional_quantile,False
0.7,0.7041762076109476,0.6999236724457529,0.30007632755424707,0.27205882352941174,0.015422963078361116,-inf,59,traditional_quantile,True
0.75,0.7540071965979718,0.7499727401591975,0.25002725984080254,0.20588235294117646,0.015702239022971794,-inf,59,traditional_quantile,True
0.8,0.8034020281321557,0.7999127685094319,0.2000872314905681,0.16911764705882354,0.015403489640130861,-inf,59,traditional_quantile,True
0.85,0.8555228437465925,0.8496347181332461,0.1503652818667539,0.14705882352941177,0.014887063655030801,-inf,59,traditional_quantile,True
0.9,0.9109148402573329,0.8999018645731109,0.10009813542688911,0.10294117647058823,0.014782503332121652,0.06790682907117704,59,traditional_quantile,True
0.95,0.9595463962490458,0.9499509322865555,0.050049067713444556,0.04411764705882353,0.014921946740128558,0.02660047335911794,59,traditional_quantile,True
0.7,0.46990693918109205,0.6999236724457529,0.30007632755424707,0.5808823529411765,0.008879887832995793,-inf,59,ridge,False
0.75,0.4717316256016716,0.7499727401591975,0.25002725984080254,0.5514705882352942,0.008868857225937773,-inf,59,ridge,False
0.8,0.4739899685725266,0.7999127685094319,0.2000872314905681,0.5147058823529411,0.008996728462377318,-inf,59,ridge,False
0.85,0.47795379507672275,0.8499618362228765,0.15003816377712353,0.49264705882352944,0.00885182809493265,-inf,59,ridge,False
0.9,0.4929933070440436,0.8999018645731109,0.10009813542688911,0.4632352941176471,0.00884526838725312,0.4282009467182359,59,ridge,False
0.95,0.544929155892065,0.9499509322865555,0.050049067713444556,0.38235294117647056,0.009641873278236915,0.364835767476765,59,ridge,False
0.7,0.5081009068357867,0.6999236724457529,0.30007632755424707,0.11764705882352941,0.018694500701043778,-inf,59,ridge,True
0.75,0.5090666125886021,0.7499727401591975,0.25002725984080254,0.11029411764705882,0.017592323349810993,-inf,59,ridge,True
0.8,0.5097110048641154,0.7999127685094319,0.2000872314905681,0.08823529411764706,0.016902944383860415,-inf,59,ridge,True
0.85,0.5103180479183842,0.8499618362228765,0.15003816377712353,0.07352941176470588,0.016164207825529187,-inf,59,ridge,True
0.9,0.5123252046456511,0.8999018645731109,0.10009813542688911,0.04411764705882353,0.015751847812916515,0.009083299659412347,59,ridge,True
0.95,0.54085828235849,0.9499509322865555,0.050049067713444556,0.029411764705882353,0.015151515151515152,0.01189459100617676,59,ridge,True
0.7,0.009582256871432972,0.6999236724457529,0.30007632755424707,1.0,0.0,-inf,59,gradient_boosted_trees,False
0.75,0.010488086825958802,0.7499727401591975,0.25002725984080254,0.9926470588235294,0.00014539110206455364,-inf,59,gradient_boosted_trees,False
0.8,0.011961829090894893,0.7995856504198016,0.20041434958019846,0.9852941176470589,0.0002727396699849993,-inf,59,gradient_boosted_trees,False
0.85,0.013966130335343312,0.8498527968596663,0.15014720314033367,0.9705882352941176,0.0005132152938157557,-inf,59,gradient_boosted_trees,False
0.9,0.01751081306171792,0.8999018645731109,0.10009813542688911,0.9558823529411765,0.0007270083605961468,0.9208480055417654,59,gradient_boosted_trees,False
0.95,0.028483947280934667,0.9499509322865555,0.050049067713444556,0.9117647058823529,0.0013774104683195593,0.8942475321826473,59,gradient_boosted_trees,False
0.7,0.013737526464093758,0.6999236724457529,0.30007632755424707,0.36764705882352944,0.013397725502414706,-inf,59,gradient_boosted_trees,True
0.75,0.014663144328007766,0.7499727401591975,0.25002725984080254,0.34558823529411764,0.012939808083745275,-inf,59,gradient_boosted_trees,True
0.8,0.016055717305210167,0.7999127685094319,0.2000872314905681,0.3088235294117647,0.012813522355507088,-inf,59,gradient_boosted_trees,True
0.85,0.018250533961412272,0.8499618362228765,0.15003816377712353,0.2426470588235294,0.013213598460551635,-inf,59,gradient_boosted_trees,True
0.9,0.02120710950084661,0.8999018645731109,0.10009813542688911,0.18382352941176472,0.013449654671028717,0.14878918201235353,59,gradient_boosted_trees,True
0.95,0.030669990909825025,0.9499509322865555,0.050049067713444556,0.15441176470588236,0.013200183654729108,0.13689459100617676,59,gradient_boosted_trees,True
0.7,0.010698064869410261,0.6999236724457529,0.30007632755424707,0.6470588235294118,0.00747780028041751,-inf,59,mlp,False
0.75,0.011343012550582954,0.7499727401591975,0.25002725984080254,0.625,0.007414946205292236,-inf,59,mlp,False
0.8,0.012636107835901121,0.7999127685094319,0.2000872314905681,0.5735294117647058,0.007906215921483098,-inf,59,mlp,False
0.85,0.016482390892015045,0.8499618362228765,0.15003816377712353,0.5294117647058824,0.00821039127645927,-inf,59,mlp,False
0.9,0.028287139389477852,0.8999018645731109,0.10009813542688911,0.45588235294117646,0.008966436447352477,0.42084800554176527,59,mlp,False
0.95,0.05008039506041222,0.9499509322865555,0.050049067713444556,0.4117647058823529,0.009182736455463728,0.39424753218264735,59,mlp,False
0.7,0.1981262879664061,0.6999236724457529,0.30007632755424707,0.25735294117647056,0.01573453809004518,-inf,59,mlp,True
0.75,0.20189686074195048,0.7499727401591975,0.25002725984080254,0.25735294117647056,0.014684501308519919,-inf,59,mlp,True
0.8,0.20543672726596568,0.7999127685094319,0.2000872314905681,0.22794117647058823,0.01431297709923664,-inf,59,mlp,True
0.85,0.2106945367660245,0.8499618362228765,0.15003816377712353,0.17647058823529413,0.01436818473380372,-inf,59,mlp,True
0.9,0.2192473524403476,0.8999018645731109,0.10009813542688911,0.1323529411764706,0.01429783109172422,0.0973185937770594,59,mlp,True
0.95,0.2605680634796595,0.9499509322865555,0.050049067713444556,0.09558823529411764,0.014118457300275482,0.07807106159441204,59,mlp,True
0.7,0.37802615881236756,0.6999236724457529,0.30007632755424707,0.6691176470588235,0.007010437762891416,-inf,59,cnn1d,False
0.75,0.38207671926626774,0.7499727401591975,0.25002725984080254,0.6323529411764706,0.007269555103227682,-inf,59,cnn1d,False
0.8,0.38831158306487845,0.7999127685094319,0.2000872314905681,0.5808823529411765,0.007769901853871319,-inf,59,cnn1d,False
0.85,0.3977657824268869,0.8499618362228765,0.15003816377712353,0.5735294117647058,0.007440667094291213,-inf,59,cnn1d,False
0.9,0.4159825936830866,0.8999018645731109,0.10009813542688911,0.5147058823529411,0.007997091966557615,0.47967153495352993,59,cnn1d,False
0.95,0.5201851968843021,0.9499509322865555,0.050049067713444556,0.4632352941176471,0.008379247015610653,0.4457181204179415,59,cnn1d,False
0.7,0.5190231518486162,0.6999236724457529,0.30007632755424707,0.3161764705882353,0.014488238043308926,-inf,59,cnn1d,True
0.75,0.5222278363167163,0.7499727401591975,0.25002725984080254,0.27941176470588236,0.014248328002326258,-inf,59,cnn1d,True
0.8,0.5257657395376426,0.7999127685094319,0.2000872314905681,0.25735294117647056,0.01376772082878953,-inf,59,cnn1d,True
0.85,0.530578050227425,0.8499618362228765,0.15003816377712353,0.2426470588235294,0.013213598460551635,-inf,59,cnn1d,True
0.9,0.5385826545607583,0.8999018645731109,0.10009813542688911,0.22058823529411764,0.012843814370531928,0.18555388789470645,59,cnn1d,True
0.95,0.5563172683554292,0.9499509322865555,0.050049067713444556,0.15441176470588236,0.013200183654729108,0.13689459100617676,59,cnn1d,True
0.7,0.38157677386376787,0.6999236724457529,0.30007632755424707,0.7867647058823529,0.004517837669418913,-inf,59,siamese_cnn_meta,False
0.75,0.40188702592032,0.7499727401591975,0.25002725984080254,0.7279411764705882,0.005379470776388485,-inf,59,siamese_cnn_meta,False
0.8,0.4289812353325179,0.7999127685094319,0.2000872314905681,0.6838235294117647,0.005861504907306434,-inf,59,siamese_cnn_meta,False
0.85,0.462161433704146,0.8499618362228765,0.15003816377712353,0.6323529411764706,0.006414368184733804,-inf,59,siamese_cnn_meta,False
0.9,0.5064152283382742,0.8999018645731109,0.10009813542688911,0.5882352941176471,0.006785411365564037,0.5532009467182359,59,siamese_cnn_meta,False
0.95,0.6202267748193577,0.9499509322865555,0.050049067713444556,0.5147058823529411,0.007575757575757576,0.49718870865323556,59,siamese_cnn_meta,False
0.7,0.5232537767570742,0.6999236724457529,0.30007632755424707,0.25,0.01589032559588721,-inf,59,siamese_cnn_meta,True
0.75,0.5327098172915231,0.7499727401591975,0.25002725984080254,0.22058823529411764,0.015411456818842687,-inf,59,siamese_cnn_meta,True
0.8,0.5436668309607844,0.7999127685094319,0.2000872314905681,0.19117647058823528,0.014994547437295528,-inf,59,siamese_cnn_meta,True
0.85,0.5590121172589213,0.8499618362228765,0.15003816377712353,0.16911764705882354,0.014496472097498396,-inf,59,siamese_cnn_meta,True
0.9,0.577398039060074,0.8999018645731109,0.10009813542688911,0.10294117647058823,0.014782503332121652,0.06790682907117704,59,siamese_cnn_meta,True
0.95,0.6030036278213076,0.9499509322865555,0.050049067713444556,0.04411764705882353,0.014921946740128558,0.02660047335911794,59,siamese_cnn_meta,True
0.7,0.7080566622399291,0.699867197875166,0.300132802124834,0.6335877862595419,0.007590132827324478,-inf,60,traditional_quantile,False
0.75,0.7527667109340416,0.749667994687915,0.250332005312085,0.6030534351145038,0.007676409802184824,-inf,60,traditional_quantile,False
0.8,0.8014608233731739,0.799800796812749,0.20019920318725098,0.5343511450381679,0.0084405700844057,-inf,60,traditional_quantile,False
0.85,0.8562693669765382,0.849933598937583,0.150066401062417,0.4198473282442748,0.009895833333333333,-inf,60,traditional_quantile,False
0.9,0.9119079238601151,0.8999557326250553,0.10004426737494466,0.3053435114503817,0.01119035907525824,0.27032801786915106,60,traditional_quantile,False
0.95,0.9612107127047367,0.9499778663125277,0.05002213368747233,0.19083969465648856,0.012348555452003728,0.17333194786587325,60,traditional_quantile,False
0.7,0.7143094289508631,0.6999778663125277,0.3000221336874723,0.2748091603053435,0.015019762845849802,-inf,60,traditional_quantile,True
0.75,0.7612881806108898,0.7498893315626383,0.2501106684373617,0.22137404580152673,0.015053128689492325,-inf,60,traditional_quantile,True
0.8,0.8104249667994687,0.7996901283753873,0.20030987162461267,0.1984732824427481,0.014530860780514807,-inf,60,traditional_quantile,True
0.85,0.8658421868083223,0.849933598937583,0.150066401062417,0.16030534351145037,0.014322916666666666,-inf,60,traditional_quantile,True
0.9,0.9190460380699425,0.8999557326250553,0.10004426737494466,0.12213740458015267,0.014141662567634038,0.08712191099892204,60,traditional_quantile,True
0.95,0.9648351040283312,0.9499778663125277,0.05002213368747233,0.061068702290076333,0.014328984156570364,0.04356095549946102,60,traditional_quantile,True
0.7,0.4655265868941145,0.6999778663125277,0.3000221336874723,0.6564885496183206,0.0071146245059288534,-inf,60,ridge,False
0.75,0.4675679562382626,0.75,0.25,0.6259541984732825,0.007230337907628745,-inf,60,ridge,False
0.8,0.46976254857715094,0.7999114652501107,0.20008853474988933,0.6030534351145038,0.007194244604316547,-inf,60,ridge,False
0.85,0.4731056113019873,0.849933598937583,0.150066401062417,0.5648854961832062,0.007421875,-inf,60,ridge,False
0.9,0.48467813836344475,0.8999557326250553,0.10004426737494466,0.5343511450381679,0.00750122970978849,0.4993356514569373,60,ridge,False
0.95,0.5408482905492219,0.9499778663125277,0.05002213368747233,0.44274809160305345,0.008504193849021435,0.4252403448124381,60,ridge,False
0.7,0.5097325749547965,0.6999778663125277,0.3000221336874723,0.19083969465648856,0.01675889328063241,-inf,60,ridge,True
0.75,0.5240025126413009,0.75,0.25,0.15267175572519084,0.01637892872952634,-inf,60,ridge,True
0.8,0.5258278049936722,0.7999114652501107,0.20008853474988933,0.12213740458015267,0.015910348644161593,-inf,60,ridge,True
0.85,0.5265922144640013,0.849933598937583,0.150066401062417,0.0916030534351145,0.015494791666666667,-inf,60,ridge,True
0.9,0.5271929178836616,0.8999557326250553,0.10004426737494466,0.061068702290076333,0.015125430398425972,0.026053208708845706,60,ridge,True
0.95,0.5279020432627823,0.9499778663125277,0.05002213368747233,0.03816793893129771,0.014678471575023298,0.020660192140682397,60,ridge,True
0.7,0.00784093288463019,0.6999778663125277,0.3000221336874723,0.9923664122137404,0.00015810276679841898,-inf,60,gradient_boosted_trees,False
0.75,0.008352319020182594,0.75,0.25,0.9923664122137404,0.00014755791648221928,-inf,60,gradient_boosted_trees,False
0.8,0.009265211594586445,0.7999114652501107,0.20008853474988933,0.9847328244274809,0.0002767017155506364,-inf,60,gradient_boosted_trees,False
0.85,0.011277275203098451,0.849933598937583,0.150066401062417,0.9847328244274809,0.00026041666666666666,-inf,60,gradient_boosted_trees,False
0.9,0.015321286106114678,0.8998450641876936,0.10015493581230633,0.9694656488549618,0.0004919444102816382,0.9344114213206546,60,gradient_boosted_trees,False
0.95,0.026806200749094948,0.9497565294378043,0.05024347056219566,0.9389312977099237,0.0009321836401771149,0.9213460830131552,60,gradient_boosted_trees,False
0.7,0.013879696539652358,0.6910137228862329,0.30898627711376714,0.2824427480916031,0.015054452274183215,-inf,60,gradient_boosted_trees,True
0.75,0.0141957673091405,0.749667994687915,0.250332005312085,0.25190839694656486,0.01446708001180986,-inf,60,gradient_boosted_trees,True
0.8,0.014817407224292775,0.7999114652501107,0.20008853474988933,0.22137404580152673,0.014111787493082457,-inf,60,gradient_boosted_trees,True
0.85,0.017022090119390543,0.849933598937583,0.150066401062417,0.183206106870229,0.013932291666666667,-inf,60,gradient_boosted_trees,True
0.9,0.020945241046082277,0.8996237273129704,0.10037627268702966,0.13740458015267176,0.013900848812892115,0.10227288471221138,60,gradient_boosted_trees,True
0.95,0.031881342200131405,0.9499778663125277,0.05002213368747233,0.07633587786259542,0.014095992544268406,0.05882813107198011,60,gradient_boosted_trees,True
0.7,0.00873671254868185,0.6999778663125277,0.3000221336874723,0.6564885496183206,0.0071146245059288534,-inf,60,mlp,False
0.75,0.009816000107404403,0.75,0.25,0.6183206106870229,0.007377895824110963,-inf,60,mlp,False
0.8,0.013640500631419748,0.7999114652501107,0.20008853474988933,0.5801526717557252,0.0076092971776425015,-inf,60,mlp,False
0.85,0.02331219365018291,0.849933598937583,0.150066401062417,0.5419847328244275,0.0078125,-inf,60,mlp,False
0.9,0.039579234844552835,0.8999557326250553,0.10004426737494466,0.5190839694656488,0.007747171667486473,0.4840684758844182,60,mlp,False
0.95,0.06196018399169792,0.9499778663125277,0.05002213368747233,0.48091603053435117,0.007921714818266543,0.4634082837437359,60,mlp,False
0.7,0.18989021320266636,0.6999778663125277,0.3000221336874723,0.22137404580152673,0.016126482213438736,-inf,60,mlp,True
0.75,0.19090510279605133,0.75,0.25,0.19083969465648856,0.015641139147115242,-inf,60,mlp,True
0.8,0.192164203481253,0.7999114652501107,0.20008853474988933,0.183206106870229,0.014803541781959048,-inf,60,mlp,True
0.85,0.19408019804915339,0.849933598937583,0.150066401062417,0.13740458015267176,0.014713541666666666,-inf,60,mlp,True
0.9,0.19771310727610877,0.8999557326250553,0.10004426737494466,0.12213740458015267,0.014141662567634038,0.08712191099892204,60,mlp,True
0.95,0.21484621570131612,0.9499778663125277,0.05002213368747233,0.061068702290076333,0.014328984156570364,0.04356095549946102,60,mlp,True
0.7,0.3490167489593633,0.6999778663125277,0.3000221336874723,0.732824427480916,0.005533596837944664,-inf,60,cnn1d,False
0.75,0.3538542529147882,0.75,0.25,0.7022900763358778,0.005754758742806552,-inf,60,cnn1d,False
0.8,0.36119093246989525,0.7999114652501107,0.20008853474988933,0.6641221374045801,0.006087437742114001,-inf,60,cnn1d,False
0.85,0.3718865534353675,0.849933598937583,0.150066401062417,0.6564885496183206,0.005859375,-inf,60,cnn1d,False
0.9,0.3894336880198094,0.8999557326250553,0.10004426737494466,0.5954198473282443,0.0065174618789965565,0.5604043537470136,60,cnn1d,False
0.95,0.448775154045671,0.9499778663125277,0.05002213368747233,0.5419847328244275,0.006989748369058714,0.5244769860338122,60,cnn1d,False
0.7,0.5049773514768023,0.6999778663125277,0.3000221336874723,0.4580152671755725,0.011225296442687747,-inf,60,cnn1d,True
0.75,0.5072316047749299,0.75,0.25,0.42748091603053434,0.011066843736166445,-inf,60,cnn1d,True
0.8,0.5101375915708706,0.7999114652501107,0.20008853474988933,0.3969465648854962,0.010929717764250139,-inf,60,cnn1d,True
0.85,0.5144268599824999,0.849933598937583,0.150066401062417,0.3816793893129771,0.010546875,-inf,60,cnn1d,True
0.9,0.5274463447460658,0.8999557326250553,0.10004426737494466,0.33587786259541985,0.010698475159862272,0.3008623690141892,60,cnn1d,True
0.95,0.6044376737369738,0.9499778663125277,0.05002213368747233,0.22137404580152673,0.011882572227399813,0.2038662990109114,60,cnn1d,True
0.7,0.36409326255805924,0.6999778663125277,0.3000221336874723,0.7022900763358778,0.0061660079051383395,-inf,60,siamese_cnn_meta,False
0.75,0.37265890968882215,0.75,0.25,0.6870229007633588,0.00604987457577099,-inf,60,siamese_cnn_meta,False
0.8,0.38213802306995864,0.7999114652501107,0.20008853474988933,0.648854961832061,0.0063641394576646375,-inf,60,siamese_cnn_meta,False
0.85,0.39698903630608223,0.849933598937583,0.150066401062417,0.5954198473282443,0.0069010416666666664,-inf,60,siamese_cnn_meta,False
0.9,0.42367798199606077,0.8999557326250553,0.10004426737494466,0.5801526717557252,0.00676340383669454,0.5451371781744945,60,siamese_cnn_meta,False
0.95,0.5317913500333871,0.9499778663125277,0.05002213368747233,0.549618320610687,0.006873252562907735,0.5321105738200718,60,siamese_cnn_meta,False
0.7,0.5099741305091301,0.6999778663125277,0.3000221336874723,0.3969465648854962,0.0124901185770751,-inf,60,siamese_cnn_meta,True
0.75,0.5153108598612686,0.75,0.25,0.366412213740458,0.0122473070680242,-inf,60,siamese_cnn_meta,True
0.8,0.5208293521299496,0.7999114652501107,0.20008853474988933,0.3435114503816794,0.011898173768677366,-inf,60,siamese_cnn_meta,True
