stave,n_train_pulses,template_cfd20_sample,template_peak_sample,template_area
B2,1100,4.054603434604938,8,9.001312905108769
B4,1100,4.461478890455611,8,8.81959967271747
B6,1068,5.307113318411225,9,8.242173680330435
B8,951,5.2765010353027115,9,9.088625012373866
