stratum,value,method,detection_ap,detection_auc,time_rms_ns,time_sigma68_ns,charge_fractional_bias,charge_fractional_res68,failure_rate,n_events,n_positive
true_sep_sample,0.5,traditional,1.0,,18.069687075305037,7.408008233537265,0.0025863635765667166,0.14671531328512274,0.2,70,70
true_sep_sample,0.5,ridge,0.9999999999999998,,10.394217180301538,8.868736564915636,-0.015055609557520984,0.08764872131772145,0.4714285714285714,70,70
true_sep_sample,0.5,gradient_boosted_trees,0.9999999999999998,,7.517324272617583,5.696950981645248,0.014119848549818377,0.049443357670664434,0.44285714285714284,70,70
true_sep_sample,0.5,mlp,0.9999999999999998,,10.312718751529564,8.268887373724619,0.02036441713140856,0.0881524472088207,0.5,70,70
true_sep_sample,0.5,one_d_cnn,0.9999999999999998,,10.258624924753612,8.711331376296094,0.021113872630440452,0.09969448424795248,0.45714285714285713,70,70
true_sep_sample,0.5,template_residual_fusion_new,0.9999999999999998,,7.8841967779409075,5.0851995048054865,-0.0004728807175809446,0.04688924016709924,0.45714285714285713,70,70
true_sep_sample,0.75,traditional,1.0,,17.249646202038,6.699088400732062,-0.011793653673885005,0.08310972791416771,0.25,64,64
true_sep_sample,0.75,ridge,1.0,,10.242707403608796,9.476882908765845,-0.008478224911714292,0.10253688354659285,0.40625,64,64
true_sep_sample,0.75,gradient_boosted_trees,1.0,,6.972615328471807,5.077109769523096,0.005048441050410991,0.07239125841873459,0.421875,64,64
true_sep_sample,0.75,mlp,1.0,,9.384411907550856,8.249445491665433,0.01036988822864698,0.09739680281646834,0.453125,64,64
true_sep_sample,0.75,one_d_cnn,1.0,,9.186416240139764,8.633461142239357,0.007358137062476277,0.07902732444804919,0.5625,64,64
true_sep_sample,0.75,template_residual_fusion_new,1.0,,6.988842981947627,3.9371404704155255,0.0044987575414463694,0.05513341801788433,0.46875,64,64
true_sep_sample,1.0,traditional,1.0,,13.42184766291609,5.832021008713863,-0.02217626283889764,0.09015210677815805,0.1896551724137931,58,58
true_sep_sample,1.0,ridge,1.0,,8.9794004059705,7.118770403550933,-0.010705265740351648,0.07256411195969131,0.3793103448275862,58,58
true_sep_sample,1.0,gradient_boosted_trees,1.0,,7.916432411363021,4.070666328820878,0.013451025665959116,0.035638742054035194,0.43103448275862066,58,58
true_sep_sample,1.0,mlp,1.0,,12.55288364205113,6.206424583741347,0.020147375307120352,0.08174567056666855,0.41379310344827586,58,58
true_sep_sample,1.0,one_d_cnn,1.0,,9.564749927463946,8.526686763537905,0.0043632500439942665,0.08798433503989789,0.4482758620689655,58,58
true_sep_sample,1.0,template_residual_fusion_new,1.0,,6.603229049347432,3.4728489361675488,0.0025620357375587426,0.03926998176386702,0.3793103448275862,58,58
true_sep_sample,1.5,traditional,1.0,,15.252091423915612,7.9150400160906855,0.00267434072395641,0.0926393294173794,0.21818181818181817,55,55
true_sep_sample,1.5,ridge,1.0,,7.8408211960570044,7.5986206935039,-0.011195404879650952,0.07104638026689411,0.4,55,55
true_sep_sample,1.5,gradient_boosted_trees,1.0,,5.989257452154393,3.3151504092007813,0.004284713870127234,0.038388333590241804,0.4,55,55
true_sep_sample,1.5,mlp,1.0,,7.621608636834237,7.076864774651435,-0.025057645121984898,0.049289034624653505,0.38181818181818183,55,55
true_sep_sample,1.5,one_d_cnn,1.0,,6.968146952337184,5.468648268902806,-0.01908632818501306,0.06081463948003112,0.2545454545454545,55,55
true_sep_sample,1.5,template_residual_fusion_new,1.0,,4.451066088330422,3.7960827751045505,-0.005894304160332052,0.04512862067391955,0.38181818181818183,55,55
true_sep_sample,2.0,traditional,0.9999999999999998,,12.562240206920075,6.478360659748214,-0.025071353749287997,0.08060478609227381,0.1282051282051282,78,78
true_sep_sample,2.0,ridge,0.9999999999999998,,7.123866913003353,5.740918630946796,-0.013328598013191379,0.07940023828921552,0.24358974358974358,78,78
true_sep_sample,2.0,gradient_boosted_trees,0.9999999999999998,,5.528785151166502,4.243262106920154,-0.020244145148594885,0.06412490410257596,0.23076923076923078,78,78
true_sep_sample,2.0,mlp,0.9999999999999998,,8.02369303339539,6.479018969453348,-0.04086157132912432,0.08008971441659021,0.23076923076923078,78,78
true_sep_sample,2.0,one_d_cnn,0.9999999999999998,,6.951568173193297,5.46110145648503,-0.006033638748829663,0.06893691109828332,0.1794871794871795,78,78
true_sep_sample,2.0,template_residual_fusion_new,0.9999999999999998,,5.4641587792039035,3.999615885692486,-0.008100993395814354,0.04657061947848057,0.20512820512820512,78,78
true_sep_sample,3.0,traditional,1.0,,11.221492001582725,6.613788471450674,-0.005917844171910749,0.0867916400908795,0.09523809523809523,63,63
true_sep_sample,3.0,ridge,0.9999999999999996,,7.057025772392884,6.022734175215653,-0.029214569885718505,0.06371334416903678,0.23809523809523808,63,63
true_sep_sample,3.0,gradient_boosted_trees,0.9999999999999996,,7.431586184365349,5.787255740241042,-0.0018828226138941984,0.05795970479170347,0.15873015873015872,63,63
true_sep_sample,3.0,mlp,0.9999999999999996,,9.010002208523213,6.838664252583585,-0.01775970286577755,0.06979308734645948,0.2222222222222222,63,63
true_sep_sample,3.0,one_d_cnn,0.9999999999999996,,7.807322296227471,7.837574842430373,-0.00799564377470259,0.07857843158808353,0.14285714285714285,63,63
true_sep_sample,3.0,template_residual_fusion_new,0.9999999999999996,,6.777585830064667,4.520055641506779,-0.0023388314214087594,0.06535068229535249,0.20634920634920634,63,63
true_sep_sample,4.0,traditional,1.0000000000000002,,9.646055534324889,6.777608770965648,-0.028345306230523566,0.08228996458677974,0.08433734939759036,83,83
true_sep_sample,4.0,ridge,1.0,,8.029150811893894,7.997767111814077,-0.03509767660397794,0.06579388593511099,0.12048192771084337,83,83
true_sep_sample,4.0,gradient_boosted_trees,1.0,,6.166541733515155,4.261688669577185,-0.009445562399611956,0.06839549789871793,0.060240963855421686,83,83
true_sep_sample,4.0,mlp,1.0,,8.712062488417828,6.732953815919633,-0.0379711758768911,0.07694639283194213,0.0963855421686747,83,83
true_sep_sample,4.0,one_d_cnn,1.0,,6.6925600899007796,6.151133695878974,-0.010921569721529537,0.07202172425262542,0.03614457831325301,83,83
true_sep_sample,4.0,template_residual_fusion_new,1.0,,5.450874098670544,4.360203361533613,-0.0010246809415661298,0.07040007244462332,0.07228915662650602,83,83
true_sep_sample,5.0,traditional,0.9999999999999998,,14.091692750959968,8.442671132601287,-0.045696470858304736,0.1043457614814022,0.1016949152542373,59,59
true_sep_sample,5.0,ridge,0.9999999999999999,,9.04903916375049,8.281524816731304,-0.013230222871275583,0.08457806360045214,0.23728813559322035,59,59
true_sep_sample,5.0,gradient_boosted_trees,0.9999999999999999,,6.693467943900323,5.101381358674306,-0.017389851112558873,0.06627307107504045,0.13559322033898305,59,59
true_sep_sample,5.0,mlp,0.9999999999999999,,9.433898140938577,7.990834851905338,-0.010434847187493459,0.06853358325268497,0.1864406779661017,59,59
true_sep_sample,5.0,one_d_cnn,0.9999999999999999,,9.379149161035608,8.622312621426854,-0.009122390747070313,0.08426048825162649,0.1016949152542373,59,59
true_sep_sample,5.0,template_residual_fusion_new,0.9999999999999999,,7.185828075052371,4.910434291450633,-0.009363593159463578,0.06960704134249325,0.13559322033898305,59,59
true_sep_sample,6.0,traditional,1.0,,11.078839905037544,3.9437301275868153,-0.06067224863673364,0.06988257320069531,0.1,70,70
true_sep_sample,6.0,ridge,0.9999999999999998,,9.682972719757384,8.130857150956661,-0.03501421330854186,0.0834522911152026,0.12857142857142856,70,70
