method,detection_ap,detection_auc,time_rms_ns,time_sigma68_ns,charge_fractional_bias,charge_fractional_res68,failure_rate,n_events,n_positive,detection_ap_ci_low,detection_ap_ci_high,time_rms_ns_ci_low,time_rms_ns_ci_high,time_sigma68_ns_ci_low,time_sigma68_ns_ci_high,charge_fractional_bias_ci_low,charge_fractional_bias_ci_high,charge_fractional_res68_ci_low,charge_fractional_res68_ci_high,failure_rate_ci_low,failure_rate_ci_high,winner_score
template_residual_fusion_new,0.9020798072496112,0.8844305555555556,6.505225033555828,4.163441615509355,-0.0039392988696587425,0.05456440595312188,0.25666666666666665,1200,600,0.9017522929206356,0.9026429102834672,5.805100199890651,7.100147653500017,3.7919865881622616,4.4805078035516965,-0.006344504693529959,-0.0007824598336320806,0.05272671897484518,0.05854535192092564,0.23333333333333334,0.28,11.81151229595056
gradient_boosted_trees,0.8944376232260933,0.8792472222222223,6.87990097751879,4.78871281904385,-0.004374203712681785,0.06377884871260477,0.25,1200,600,0.8943774997165721,0.8947622809482452,6.307830101677384,7.412470188900854,4.713701237806558,5.006191505255044,-0.008754648448485636,-0.0015432507329261069,0.061817701011072035,0.06660127025659715,0.24666666666666667,0.25333333333333335,12.180240791771501
one_d_cnn,0.885989338995367,0.8755305555555556,8.491815396428263,6.8246991256521685,-0.009122390747070313,0.08030838461941751,0.23833333333333334,1200,600,0.8812141672494339,0.8938201110326063,8.400577867565463,8.584876121322306,6.5877578082307675,7.2181314722880305,-0.013590592693791526,-0.0018413464175992978,0.07698986344973155,0.0845978794580867,0.22666666666666666,0.25,13.818495137837836
ridge,0.843945738058407,0.8446916666666665,8.681793003247135,7.515101813937136,-0.021358354236955333,0.07747251474840487,0.2833333333333333,1200,600,0.8404980784401154,0.8504632109799874,8.50463155458296,8.853818910001788,7.427726339140341,7.515101813937136,-0.024235813439073682,-0.020743575907057603,0.07624966230275193,0.07942359548629487,0.28,0.2866666666666667,14.882330014123635
mlp,0.8678357981370631,0.8621944444444444,9.628333290245775,7.5377164234612195,-0.017924183631652407,0.07823720383085672,0.28,1200,600,0.8599947051980723,0.87901126925233,9.131746959354347,10.08375117459862,7.2983073826991145,7.9595151963810995,-0.03057487261950529,-0.007399735709054387,0.07535735924506345,0.07983935532699699,0.26666666666666666,0.29333333333333333,15.750573205269276
traditional,0.7787048639738462,0.7341361111111111,13.582702640080006,6.47783388473958,-0.02217626283889764,0.0917031492957772,0.14833333333333334,1200,600,0.7730765454867501,0.7834790122497405,12.6643279375581,14.514149277234365,6.345198666379073,6.625729511840359,-0.02454699390030394,-0.018042550047396827,0.09011396956499546,0.09728202237496204,0.11333333333333333,0.18333333333333332,17.530550534340517
