method,reference_method,delta_bias_ns,delta_bias_ns_ci_low,delta_bias_ns_ci_high,delta_sigma68_ns,delta_sigma68_ns_ci_low,delta_sigma68_ns_ci_high,delta_rms_ns,delta_rms_ns_ci_low,delta_rms_ns_ci_high,delta_calibration_slope_pred_vs_target,delta_calibration_slope_pred_vs_target_ci_low,delta_calibration_slope_pred_vs_target_ci_high,delta_tail_fraction_abs_gt_5ns,delta_tail_fraction_abs_gt_5ns_ci_low,delta_tail_fraction_abs_gt_5ns_ci_high,delta_tail_fraction_abs_gt_10ns,delta_tail_fraction_abs_gt_10ns_ci_low,delta_tail_fraction_abs_gt_10ns_ci_high
gradient_boosted_trees,traditional_cfd_template_curvature,-0.03256076654156531,-0.1110178286783276,0.06627617477925124,-0.7258836842782521,-0.7520082634554973,-0.5979232709075019,-0.4487150414694856,-0.7380038112925646,-0.1993753455862521,0.17048858681455203,0.11653291022755205,0.21953570646779383,-0.006249999999999999,-0.009583333333333333,-0.0030208333333333337,0.004270833333333335,0.0017161458333333332,0.006408854166666665
amplitude_warped_derivative_cnn_new,traditional_cfd_template_curvature,-0.15774695849386988,-0.22891957932839843,-0.06488512547900653,-0.715878161624185,-0.9106275258968405,-0.5574601775369603,0.10594532170868032,-0.007261467359381733,0.21811008955904795,-0.06388957929561646,-0.0868437531927301,-0.04754230425602156,-0.0259375,-0.03234635416666667,-0.018645833333333334,-0.0040625,-0.005833333333333333,-0.002395833333333333
compact_waveform_transformer,traditional_cfd_template_curvature,-0.12949215149847804,-0.20500509239682252,-0.03376289439420982,-0.7146350060255446,-0.9030196316107538,-0.5552423208221418,0.10386226164039769,-0.006596396841579331,0.21120402291718599,-0.06322967111974429,-0.08559842261226659,-0.046961330514667665,-0.025416666666666664,-0.031825520833333336,-0.018333333333333337,-0.0040625,-0.005833333333333333,-0.002395833333333333
1d_cnn,traditional_cfd_template_curvature,-0.14351105219094096,-0.2268896366090413,-0.042782482219538384,-0.7088069681675353,-0.9000200987437145,-0.5647527632085502,0.09266784188979571,-0.02307581814804378,0.20843052608924317,-0.06159663706267753,-0.08510229821756056,-0.0446670228080424,-0.0259375,-0.03234635416666667,-0.018645833333333334,-0.0040625,-0.005833333333333333,-0.002395833333333333
mlp,traditional_cfd_template_curvature,-0.14711054990882894,-0.21838370078322444,-0.06610783730865401,-0.3549509641768447,-0.42471975532629347,-0.28753952656246945,-0.36952523950400273,-0.8139406621202417,0.12965908121664374,0.1992735476225586,0.14129746496115517,0.2530500013238422,-0.004062499999999997,-0.0069296875000000036,-0.000570312500000002,0.005833333333333333,0.0030703125,0.008541666666666666
ridge,traditional_cfd_template_curvature,-0.08110848665006967,-0.13808779694334025,-0.003428393751602868,0.22648457377405196,0.010247410161342497,0.32752193938357704,-0.14800904650044533,-0.275746573994099,-0.009392721884274927,0.047490126898811644,0.018980835191880364,0.07383066935852152,0.0072916666666666685,0.005515625,0.009013020833333328,0.002916666666666668,0.0008333333333333352,0.004583333333333335
