method,n,bias_ns,sigma68_ns,rms_ns,calibration_slope_pred_vs_target,tail_fraction_abs_gt_5ns,tail_fraction_abs_gt_10ns,bias_ns_ci_low,bias_ns_ci_high,sigma68_ns_ci_low,sigma68_ns_ci_high,rms_ns_ci_low,rms_ns_ci_high,calibration_slope_pred_vs_target_ci_low,calibration_slope_pred_vs_target_ci_high,tail_fraction_abs_gt_5ns_ci_low,tail_fraction_abs_gt_5ns_ci_high,tail_fraction_abs_gt_10ns_ci_low,tail_fraction_abs_gt_10ns_ci_high
gradient_boosted_trees,9600,0.12297035948045704,0.05613986821411985,5.253946949436219,0.2572777492763836,0.042604166666666665,0.0253125,0.12297035948045704,0.12297035948045704,0.0,0.47423061476323647,4.640599756703241,5.822393479217535,0.20518823217174467,0.31125786258198873,0.0346875,0.050992187499999994,0.021354166666666667,0.029380208333333328
amplitude_warped_derivative_cnn_new,9600,-0.002215832471847534,0.06614539086818695,5.808607312614385,0.022899583166215074,0.022916666666666665,0.016979166666666667,-0.011862281709909439,0.011137768626213074,0.04240499436855316,0.29502542763523615,5.105672862612276,6.486770842424018,0.012812089154345828,0.034228037248725515,0.018333333333333333,0.028645833333333332,0.014479166666666666,0.020158854166666663
compact_waveform_transformer,9600,0.02603897452354431,0.06738854646682739,5.806524252546103,0.023559491342087253,0.0234375,0.016979166666666667,0.021850966662168504,0.029748661816120146,0.04454324227571488,0.31206594302357055,5.1066192950995335,6.486206969048037,0.013141947116756234,0.035628278134516196,0.018541666666666668,0.029533854166666665,0.014479166666666666,0.020158854166666663
1d_cnn,9600,0.01202007383108139,0.07321658432483671,5.795329832795501,0.025192525399154002,0.022916666666666665,0.016979166666666667,0.005868400633335114,0.01562502458691597,0.033957730039954184,0.30783179999798954,5.096118424252607,6.472857646999539,0.014607309808959027,0.037062254004881307,0.018333333333333333,0.028645833333333332,0.014479166666666666,0.020158854166666663
mlp,9600,0.008420576113193412,0.4270725883155273,5.333136751401702,0.28606271008439016,0.04479166666666667,0.026875,-0.01157791506069063,0.025263551604444857,0.3010628783371552,0.8156414540803584,4.634248287444162,5.924920360524507,0.23207930153590356,0.3390851335080295,0.03765364583333333,0.0515625,0.022653645833333333,0.031145833333333334
traditional_cfd_template_curvature,9600,0.15553112602202235,0.782023552492372,5.702661990905705,0.08678916246183153,0.048854166666666664,0.021041666666666667,0.05669418470120576,0.23398818815878464,0.5989830675689398,1.2047132926880952,4.986051689530808,6.364234682736424,0.0707235357057784,0.11128790288719305,0.038640625,0.0578671875,0.018174479166666667,0.0240625
ridge,9600,0.07442263937195268,1.008508126266424,5.55465294440526,0.13427928936064318,0.05614583333333333,0.023958333333333335,-0.046144114512057154,0.20521413008783776,0.8710676662861314,1.2343602068057025,4.892789864750933,6.212381422744274,0.10487352275123311,0.1680677386186341,0.0449453125,0.06588802083333332,0.019736979166666665,0.0284375
