stave,method,n,bias_ns,sigma68_ns,rms_ns,calibration_slope_pred_vs_target,tail_fraction_abs_gt_5ns,tail_fraction_abs_gt_10ns
B2,1d_cnn,8031.0,0.011814288794994354,0.03431413918733597,5.46014279236279,0.01388328313204143,0.016062756817332834,0.013198854439048686
B2,amplitude_warped_derivative_cnn_new,8031.0,-0.0030452758073806763,0.042708733677864076,5.478857609599139,0.010600282387989565,0.016187274312040843,0.013198854439048686
B2,compact_waveform_transformer,8031.0,0.025387436151504517,0.04567562937736511,5.486452840216591,0.008899894588648741,0.016187274312040843,0.013198854439048686
B2,gradient_boosted_trees,8031.0,0.12297035948045704,0.003464409148124681,4.69865235651397,0.26829208066192184,0.024654463952185283,0.016062756817332834
B2,mlp,8031.0,0.021569995395608388,0.2944410840103331,4.95759274093052,0.29222846314475115,0.02652222637280538,0.01656082679616486
B2,ridge,8031.0,0.1446899465715373,0.848089103677155,5.195002934166532,0.12385220297659028,0.041588843232474165,0.01867762420620097
B2,traditional_cfd_template_curvature,8031.0,0.2059389046921856,0.6033340987101297,5.427090126994116,0.05495404604243715,0.0346158635288258,0.015315651849084797
B4,1d_cnn,953.0,-0.1179930749578384,1.1919873197439739,8.707812734453471,0.012231438136159999,0.07869884575026233,0.05141657922350472
B4,amplitude_warped_derivative_cnn_new,953.0,-0.04965396288995905,1.182841772046118,8.699688532993099,0.014256920691023026,0.07869884575026233,0.05141657922350472
B4,compact_waveform_transformer,953.0,0.0019031460621938834,1.1822411398307984,8.646048967272193,0.02169952983097816,0.080797481636936,0.05141657922350472
B4,gradient_boosted_trees,953.0,-0.7891799454715567,1.7203206549650687,8.691577902443987,0.19602125068581028,0.17733473242392445,0.10283315844700944
B4,mlp,953.0,-1.0024933541170495,2.236161143270224,8.180766275636692,0.22275042142954146,0.1731374606505771,0.11962224554039874
B4,ridge,953.0,-0.9899592355358638,2.136684783806203,8.366009289887486,0.09699898058185427,0.15634837355718784,0.06925498426023086
B4,traditional_cfd_template_curvature,953.0,-1.4566067889857846,1.7732765897979013,8.129466245933465,0.11475739412529289,0.14795383001049317,0.06820566631689402
B6,1d_cnn,438.0,0.43996306204756386,1.4735406061226937,3.907603411028235,0.0627477041664676,0.02511415525114155,0.01141552511415525
B6,amplitude_warped_derivative_cnn_new,438.0,0.5448679989945622,1.4401037900778786,3.919792771158651,0.06744433199742562,0.0228310502283105,0.01141552511415525
B6,compact_waveform_transformer,438.0,0.41711540145973136,1.4453427527316784,3.9200162160809406,0.0709369275332068,0.02968036529680365,0.01141552511415525
B6,gradient_boosted_trees,438.0,0.977128070607571,1.7355537609501082,5.184433309396534,0.07194187854478783,0.06621004566210045,0.0273972602739726
B6,mlp,438.0,0.7287438702354607,1.8851665452179258,4.312383135342949,0.140674453438482,0.091324200913242,0.0182648401826484
B6,ridge,438.0,0.36830580744219066,2.0252070755368927,4.369480628977697,0.11602057134918001,0.0776255707762557,0.02054794520547945
B6,traditional_cfd_template_curvature,438.0,0.7943459721663046,2.0895725652364403,4.3365517206417055,0.06675405573846684,0.06621004566210045,0.01598173515981735
B8,1d_cnn,178.0,0.22423083149072465,1.2680622977933198,4.76674753530234,0.045299487799470045,0.028089887640449437,0.016853932584269662
B8,amplitude_warped_derivative_cnn_new,178.0,-0.019848018282194957,1.290570925800067,4.724098337915179,0.04909244379144176,0.028089887640449437,0.016853932584269662
B8,compact_waveform_transformer,178.0,0.18184827099921064,1.2541264909064669,4.715048324134771,0.05201411116402736,0.028089887640449437,0.016853932584269662
B8,gradient_boosted_trees,178.0,-0.22830503373178185,1.5949457920063663,4.698335543276133,0.11175146648187498,0.07303370786516854,0.02247191011235955
B8,mlp,178.0,-0.8590732201487636,1.4457677975464196,4.58259070461207,0.13838036995418782,0.06741573033707865,0.016853932584269662
B8,ridge,178.0,-1.5954592932720197,1.7167461218129771,4.9695260565179735,0.13980828718433433,0.12359550561797752,0.028089887640449437
B8,traditional_cfd_template_curvature,178.0,-1.6566768016127273,1.9553908968852425,4.992647728007857,0.1477593310882261,0.11797752808988764,0.03932584269662921
