method,n_events,pid_macro_f1,pid_auc,pid_boundary_threshold,pid_positive_rate,pid_truth_rate,pid_macro_f1_ci_low,pid_macro_f1_ci_high,pid_auc_ci_low,pid_auc_ci_high
analytic_clipped_template_sideband_traditional,780,0.47058193119708497,0.7055702917771882,0.075,0.29743589743589743,0.03333333333333333,0.42827302212477075,0.5044257398859625,0.3983965968586387,0.8266952759256632
tiny_sequence_transformer,780,0.41210730069546747,0.9849520506019179,8.304330910348511,0.4846153846153846,0.03333333333333333,0.39622110411315575,0.42656641604010026,0.9775140267190624,0.9921388045802578
gradient_boosted_trees,780,0.39174546887312844,0.9866863905325444,8.339639192807628,0.5205128205128206,0.03333333333333333,0.3713053085705267,0.40754928833261783,0.982473544973545,0.9937852113285687
saturation_residual_fusion_new,780,0.39028083587758144,0.9870944705162212,8.339391942654306,0.5230769230769231,0.03333333333333333,0.370786875818664,0.4063123710293969,0.982119329945417,0.9935554025081332
ridge,780,0.3858766233766234,0.9888288104468476,8.35389601957999,0.5307692307692308,0.03333333333333333,0.36672071581509075,0.40413531856684376,0.9851308112177677,0.9937554525001149
mlp,780,0.36207003988035896,0.9731687410732504,8.398513761715407,0.5717948717948718,0.03333333333333333,0.34640316205533594,0.3778667011716902,0.9606712915731483,0.9883675257863562
1d_cnn,780,0.36207003988035896,0.9726586410936544,8.391007295737353,0.5717948717948718,0.03333333333333333,0.3386034474428043,0.38166575147526277,0.9635141093474426,0.9893651832460733
