event_id,method,source_run,stave,pid_proxy_class,pid_true,pid_score,pid_pred,true_energy_adc,pred_energy_adc
heldout:58:29,analytic_clipped_template_sideband_traditional,58,B4,other,0,0.0,False,6252.0,0.0
heldout:58:30,analytic_clipped_template_sideband_traditional,58,B8,other,0,8.369077250285113,True,3820.5,3999.110442257002
heldout:58:31,analytic_clipped_template_sideband_traditional,58,B2,other,0,0.075,False,8341.25,0.0
heldout:58:32,analytic_clipped_template_sideband_traditional,58,B2,other,0,8.40214889367988,True,4466.25,4455.633296394686
heldout:58:33,analytic_clipped_template_sideband_traditional,58,B8,other,0,0.075,False,3161.25,0.0
heldout:58:34,analytic_clipped_template_sideband_traditional,58,B8,other,0,8.992411120555769,True,6304.5,7459.749225711154
heldout:58:35,analytic_clipped_template_sideband_traditional,58,B8,other,0,8.578680404015383,True,5159.0,5316.084490518521
heldout:58:36,analytic_clipped_template_sideband_traditional,58,B2,other,0,0.075,False,4481.25,0.0
heldout:58:37,analytic_clipped_template_sideband_traditional,58,B6,other,0,0.075,False,3855.625,0.0
heldout:58:38,analytic_clipped_template_sideband_traditional,58,B6,other,0,0.075,False,6072.5,0.0
heldout:58:39,analytic_clipped_template_sideband_traditional,58,B2,inner_high_charge,1,9.258657961192117,True,9106.25,10494.039135270817
heldout:58:40,analytic_clipped_template_sideband_traditional,58,B4,other,0,8.72391376376669,True,6154.0,6147.19464327834
heldout:58:41,analytic_clipped_template_sideband_traditional,58,B2,inner_high_charge,1,9.176533994756932,True,10381.25,9666.586730194738
heldout:58:42,analytic_clipped_template_sideband_traditional,58,B8,other,0,8.69683694178341,True,5433.75,5550.5749529123605
heldout:58:43,analytic_clipped_template_sideband_traditional,58,B6,other,0,8.834423179894918,True,5883.5,6369.4359224790815
heldout:58:44,analytic_clipped_template_sideband_traditional,58,B2,other,0,8.456052972743748,True,5434.625,4702.456640193712
heldout:58:45,analytic_clipped_template_sideband_traditional,58,B6,other,0,0.0,False,3878.25,0.0
heldout:58:46,analytic_clipped_template_sideband_traditional,58,B6,other,0,0.0,False,3654.0,0.0
heldout:58:47,analytic_clipped_template_sideband_traditional,58,B6,other,0,0.0,False,2624.375,0.0
heldout:58:48,analytic_clipped_template_sideband_traditional,58,B4,other,0,0.075,False,3878.0,0.0
heldout:58:49,analytic_clipped_template_sideband_traditional,58,B8,other,0,8.553724971767279,True,4453.125,4810.311426435533
heldout:58:50,analytic_clipped_template_sideband_traditional,58,B4,inner_high_charge,1,0.11099999999999999,False,11485.0,0.0
heldout:58:51,analytic_clipped_template_sideband_traditional,58,B4,other,0,8.88340230798339,True,6908.25,7210.28405457604
heldout:58:52,analytic_clipped_template_sideband_traditional,58,B2,inner_high_charge,1,9.201763299995266,True,9168.75,9913.596061623648
heldout:58:53,analytic_clipped_template_sideband_traditional,58,B8,other,0,8.775154704753865,True,5625.75,6002.840968157307
heldout:58:54,analytic_clipped_template_sideband_traditional,58,B2,other,0,8.3656483776241,True,3896.0,4295.896846807764
heldout:58:55,analytic_clipped_template_sideband_traditional,58,B2,other,0,8.834829262207132,True,5434.625,6868.380882825129
heldout:58:56,analytic_clipped_template_sideband_traditional,58,B4,other,0,0.075,False,5189.25,0.0
heldout:58:57,analytic_clipped_template_sideband_traditional,58,B4,other,0,0.075,False,3775.625,0.0
heldout:58:58,analytic_clipped_template_sideband_traditional,58,B4,other,0,0.0,False,4275.625,0.0
heldout:58:59,analytic_clipped_template_sideband_traditional,58,B2,other,0,0.0,False,8139.75,0.0
heldout:58:60,analytic_clipped_template_sideband_traditional,58,B8,other,0,8.87794853071276,True,5110.625,6652.834145356933
heldout:58:61,analytic_clipped_template_sideband_traditional,58,B6,other,0,8.463997465657362,True,4693.0,4739.9720412450515
heldout:58:62,analytic_clipped_template_sideband_traditional,58,B8,other,0,8.254719910681128,False,3532.0,3566.8552027272003
heldout:58:63,analytic_clipped_template_sideband_traditional,58,B8,other,0,8.350616432816938,True,3810.0,4231.78916923957
heldout:58:64,analytic_clipped_template_sideband_traditional,58,B8,other,0,9.082634709277263,True,7307.125,8800.123909301528
heldout:58:65,analytic_clipped_template_sideband_traditional,58,B4,other,0,0.0,False,6074.0,0.0
heldout:58:66,analytic_clipped_template_sideband_traditional,58,B4,other,0,0.0,False,6465.0,0.0
heldout:58:67,analytic_clipped_template_sideband_traditional,58,B8,other,0,8.327415468912664,True,3828.125,4134.714843898593
heldout:58:68,analytic_clipped_template_sideband_traditional,58,B4,other,0,0.075,False,4422.0,0.0
heldout:58:69,analytic_clipped_template_sideband_traditional,58,B2,inner_high_charge,1,9.51041107663431,True,12156.0,13257.724620319008
heldout:58:70,analytic_clipped_template_sideband_traditional,58,B8,other,0,9.215313524256137,True,9089.0,9322.687875937318
heldout:58:71,analytic_clipped_template_sideband_traditional,58,B6,other,0,8.51042316909834,True,5275.0,4965.264213276523
heldout:58:72,analytic_clipped_template_sideband_traditional,58,B6,other,0,8.534857461124966,True,4943.75,4720.384968767028
heldout:58:73,analytic_clipped_template_sideband_traditional,58,B4,other,0,0.075,False,4706.625,0.0
heldout:58:74,analytic_clipped_template_sideband_traditional,58,B4,other,0,0.075,False,5497.5,0.0
heldout:58:75,analytic_clipped_template_sideband_traditional,58,B4,other,0,0.0,False,7144.5,0.0
heldout:58:76,analytic_clipped_template_sideband_traditional,58,B6,other,0,0.075,False,5065.0,0.0
heldout:58:77,analytic_clipped_template_sideband_traditional,58,B6,other,0,9.019325026561537,True,7613.0,8260.199109013449
heldout:58:78,analytic_clipped_template_sideband_traditional,58,B2,other,0,0.075,False,3183.0,0.0
heldout:58:79,analytic_clipped_template_sideband_traditional,58,B6,other,0,0.075,False,2532.5,0.0
heldout:58:80,analytic_clipped_template_sideband_traditional,58,B4,other,0,8.329212291831018,True,4939.5,4142.1526713421645
heldout:58:81,analytic_clipped_template_sideband_traditional,58,B4,other,0,8.278123992791501,False,2943.5,3651.3423949815956
heldout:58:82,analytic_clipped_template_sideband_traditional,58,B6,other,0,0.075,False,2420.5,0.0
heldout:58:83,analytic_clipped_template_sideband_traditional,58,B6,other,0,0.075,False,1682.5,0.0
heldout:58:84,analytic_clipped_template_sideband_traditional,58,B2,other,0,0.075,False,1632.0,0.0
heldout:58:85,analytic_clipped_template_sideband_traditional,58,B8,other,0,0.0,False,3112.5,0.0
heldout:58:86,analytic_clipped_template_sideband_traditional,58,B6,other,0,8.342350536566233,True,4045.0,4196.945578260138
heldout:58:87,analytic_clipped_template_sideband_traditional,58,B6,other,0,0.075,False,2949.5,0.0
heldout:58:88,analytic_clipped_template_sideband_traditional,58,B2,other,0,0.075,False,4707.0,0.0
heldout:58:89,analytic_clipped_template_sideband_traditional,58,B4,other,0,0.075,False,2218.5,0.0
heldout:58:90,analytic_clipped_template_sideband_traditional,58,B6,other,0,7.674912267829128,False,2099.5,2152.634734356514
heldout:58:91,analytic_clipped_template_sideband_traditional,58,B2,other,0,0.075,False,4900.5,0.0
heldout:58:92,analytic_clipped_template_sideband_traditional,58,B2,other,0,8.265485880242153,False,3253.0,3886.3613110702154
heldout:58:93,analytic_clipped_template_sideband_traditional,58,B6,other,0,0.075,False,3356.5,0.0
heldout:58:94,analytic_clipped_template_sideband_traditional,58,B8,other,0,8.046566924752078,False,2362.5,2896.3938072328683
heldout:58:95,analytic_clipped_template_sideband_traditional,58,B2,other,0,0.0,False,3183.0,0.0
heldout:58:96,analytic_clipped_template_sideband_traditional,58,B2,inner_high_charge,1,9.172069031047627,True,9432.5,9623.517529049828
heldout:58:97,analytic_clipped_template_sideband_traditional,58,B6,other,0,0.075,False,2532.5,0.0
heldout:58:98,analytic_clipped_template_sideband_traditional,58,B8,other,0,8.165575239106962,False,3688.0,3516.744299274743
heldout:58:99,analytic_clipped_template_sideband_traditional,58,B6,other,0,0.075,False,2646.5,0.0
heldout:58:100,analytic_clipped_template_sideband_traditional,58,B8,other,0,8.059341862901563,False,2547.0,2933.6452698649746
heldout:58:101,analytic_clipped_template_sideband_traditional,58,B4,other,0,0.075,False,4763.0,0.0
heldout:58:102,analytic_clipped_template_sideband_traditional,58,B2,other,0,0.0,False,8305.0,0.0
heldout:58:103,analytic_clipped_template_sideband_traditional,58,B4,other,0,0.075,False,4129.0,0.0
heldout:58:104,analytic_clipped_template_sideband_traditional,58,B6,other,0,0.075,False,5436.5,0.0
heldout:58:105,analytic_clipped_template_sideband_traditional,58,B2,other,0,0.0,False,2977.5,0.0
heldout:58:106,analytic_clipped_template_sideband_traditional,58,B8,other,0,8.212037515040707,False,3265.0,3684.0431531403137
heldout:58:107,analytic_clipped_template_sideband_traditional,58,B4,other,0,0.075,False,3459.5,0.0
heldout:58:108,analytic_clipped_template_sideband_traditional,58,B4,other,0,0.075,False,6074.5,0.0
heldout:58:109,analytic_clipped_template_sideband_traditional,58,B4,other,0,0.0,False,3843.0,0.0
heldout:58:110,analytic_clipped_template_sideband_traditional,58,B2,inner_high_charge,1,0.075,False,9201.0,0.0
heldout:58:111,analytic_clipped_template_sideband_traditional,58,B8,other,0,8.22958238253852,False,3048.0,3478.2860112538647
heldout:58:112,analytic_clipped_template_sideband_traditional,58,B8,other,0,7.7944570372778275,False,2094.0,2250.736639537654
heldout:58:113,analytic_clipped_template_sideband_traditional,58,B2,other,0,0.075,False,7505.0,0.0
heldout:58:114,analytic_clipped_template_sideband_traditional,58,B8,other,0,8.582559746351764,True,3562.5,4951.064039615351
heldout:58:115,analytic_clipped_template_sideband_traditional,58,B2,other,0,8.760027001447346,True,5365.0,6373.283690553172
heldout:58:116,analytic_clipped_template_sideband_traditional,58,B2,other,0,0.075,False,3105.5,0.0
heldout:58:117,analytic_clipped_template_sideband_traditional,58,B2,other,0,0.075,False,1632.0,0.0
heldout:58:118,analytic_clipped_template_sideband_traditional,58,B8,other,0,8.360691381433561,True,3699.0,4274.649849655388
heldout:58:119,analytic_clipped_template_sideband_traditional,58,B6,other,0,0.075,False,1682.5,0.0
heldout:58:120,analytic_clipped_template_sideband_traditional,58,B6,other,0,8.560439907197845,True,4045.0,4842.727787079344
heldout:58:121,analytic_clipped_template_sideband_traditional,58,B6,other,0,8.097172650090355,False,3266.5,3284.1666167041494
heldout:58:122,analytic_clipped_template_sideband_traditional,58,B2,other,0,0.075,False,6600.5,0.0
heldout:58:123,analytic_clipped_template_sideband_traditional,58,B6,other,0,0.075,False,3297.5,0.0
heldout:58:124,analytic_clipped_template_sideband_traditional,58,B6,other,0,7.797371672586171,False,2346.5,2257.309204314142
heldout:58:125,analytic_clipped_template_sideband_traditional,58,B4,other,0,0.0,False,3178.5,0.0
heldout:58:126,analytic_clipped_template_sideband_traditional,58,B2,other,0,0.075,False,1632.0,0.0
heldout:58:127,analytic_clipped_template_sideband_traditional,58,B2,other,0,8.981803004700716,True,7616.0,7955.965636362748
heldout:58:128,analytic_clipped_template_sideband_traditional,58,B6,other,0,7.416698929270395,False,1682.5,1542.3318993585267
heldout:58:129,analytic_clipped_template_sideband_traditional,58,B8,other,0,8.24794495532019,False,3381.5,3542.764840703705
heldout:58:130,analytic_clipped_template_sideband_traditional,58,B2,other,0,0.075,False,8253.5,0.0
heldout:58:131,analytic_clipped_template_sideband_traditional,58,B6,other,0,0.0,False,3561.0,0.0
heldout:58:132,analytic_clipped_template_sideband_traditional,58,B4,other,0,0.075,False,3519.5,0.0
heldout:58:133,analytic_clipped_template_sideband_traditional,58,B2,other,0,0.075,False,2832.5,0.0
heldout:58:134,analytic_clipped_template_sideband_traditional,58,B6,other,0,7.520586595400743,False,1878.0,1844.6496261588204
heldout:58:135,analytic_clipped_template_sideband_traditional,58,B2,other,0,0.075,False,5365.0,0.0
heldout:58:136,analytic_clipped_template_sideband_traditional,58,B8,other,0,8.372282095538676,True,3185.5,4011.9507418178887
heldout:58:137,analytic_clipped_template_sideband_traditional,58,B6,other,0,0.075,False,3356.5,0.0
heldout:58:138,analytic_clipped_template_sideband_traditional,58,B2,other,0,0.075,False,3105.5,0.0
heldout:58:139,analytic_clipped_template_sideband_traditional,58,B8,other,0,8.74445599786148,True,5431.0,6274.7984432743215
heldout:58:140,analytic_clipped_template_sideband_traditional,58,B8,other,0,8.461643169893575,True,4086.0,4728.823519460338
heldout:58:141,analytic_clipped_template_sideband_traditional,58,B8,other,0,0.0,False,2753.0,0.0
heldout:58:142,analytic_clipped_template_sideband_traditional,58,B2,other,0,0.075,False,3491.5,0.0
heldout:58:143,analytic_clipped_template_sideband_traditional,58,B6,other,0,0.075,False,3470.0,0.0
heldout:58:144,analytic_clipped_template_sideband_traditional,58,B8,other,0,8.801689844249795,True,4856.5,6164.286239280376
heldout:58:145,analytic_clipped_template_sideband_traditional,58,B4,other,0,0.075,False,3176.5,0.0
heldout:58:146,analytic_clipped_template_sideband_traditional,58,B6,other,0,0.0,False,2115.5,0.0
heldout:58:147,analytic_clipped_template_sideband_traditional,58,B6,other,0,0.0,False,3223.0,0.0
heldout:58:148,analytic_clipped_template_sideband_traditional,58,B4,other,0,0.075,False,3933.5,0.0
heldout:58:149,analytic_clipped_template_sideband_traditional,58,B6,other,0,0.075,False,3042.5,0.0
heldout:58:150,analytic_clipped_template_sideband_traditional,58,B6,other,0,0.0,False,1918.0,0.0
heldout:58:151,analytic_clipped_template_sideband_traditional,58,B4,other,0,8.633999507840404,True,5098.0,5618.508636515493
heldout:58:152,analytic_clipped_template_sideband_traditional,58,B8,other,0,8.151372872359577,False,3185.5,3216.541611840392
heldout:58:153,analytic_clipped_template_sideband_traditional,58,B4,other,0,0.075,False,2453.5,0.0
heldout:58:154,analytic_clipped_template_sideband_traditional,58,B6,other,0,0.075,False,1682.5,0.0
heldout:58:155,analytic_clipped_template_sideband_traditional,58,B6,other,0,8.252278269166121,False,3328.0,3558.1544057807723
heldout:60:156,analytic_clipped_template_sideband_traditional,60,B4,other,0,0.075,False,6466.25,0.0
heldout:60:157,analytic_clipped_template_sideband_traditional,60,B4,other,0,0.0,False,3440.0,0.0
heldout:60:158,analytic_clipped_template_sideband_traditional,60,B4,other,0,0.0,False,4471.0,0.0
heldout:60:159,analytic_clipped_template_sideband_traditional,60,B2,other,0,8.694509175001587,True,4783.75,5969.04160277614
heldout:60:160,analytic_clipped_template_sideband_traditional,60,B4,other,0,0.0,False,5644.0,0.0
heldout:60:161,analytic_clipped_template_sideband_traditional,60,B2,other,0,8.011013125541593,False,2818.75,3012.969095672871
heldout:60:162,analytic_clipped_template_sideband_traditional,60,B2,inner_high_charge,1,9.325903482507803,True,10494.0,11224.053542225423
heldout:60:163,analytic_clipped_template_sideband_traditional,60,B4,other,0,0.0,False,4883.75,0.0
heldout:60:164,analytic_clipped_template_sideband_traditional,60,B2,other,0,0.075,False,7372.0,0.0
heldout:60:165,analytic_clipped_template_sideband_traditional,60,B8,other,0,9.364614261218554,True,9265.5,10824.007667868342
heldout:60:166,analytic_clipped_template_sideband_traditional,60,B2,other,0,0.075,False,3692.0,0.0
heldout:60:167,analytic_clipped_template_sideband_traditional,60,B6,other,0,8.132310615239387,False,2975.0,3401.6527100554276
heldout:60:168,analytic_clipped_template_sideband_traditional,60,B6,other,0,0.075,False,6540.625,0.0
heldout:60:169,analytic_clipped_template_sideband_traditional,60,B8,other,0,8.810629767809848,True,5614.0,6704.140619365276
heldout:60:170,analytic_clipped_template_sideband_traditional,60,B6,other,0,0.075,False,3371.25,0.0
heldout:60:171,analytic_clipped_template_sideband_traditional,60,B8,other,0,9.115741549648535,True,6702.0,8439.033439840267
heldout:60:172,analytic_clipped_template_sideband_traditional,60,B4,other,0,0.0,False,6137.0,0.0
heldout:60:173,analytic_clipped_template_sideband_traditional,60,B6,other,0,8.839391236514443,True,7209.0,6899.7904121791225
heldout:60:174,analytic_clipped_template_sideband_traditional,60,B6,other,0,0.0,False,6992.25,0.0
heldout:60:175,analytic_clipped_template_sideband_traditional,60,B2,other,0,8.688396777131976,True,5011.5,5932.661630900313
heldout:60:176,analytic_clipped_template_sideband_traditional,60,B2,other,0,0.0,False,6697.25,0.0
heldout:60:177,analytic_clipped_template_sideband_traditional,60,B8,other,0,8.922489697135914,True,7123.0,7497.735588680727
heldout:60:178,analytic_clipped_template_sideband_traditional,60,B4,other,0,0.075,False,7308.0,0.0
heldout:60:179,analytic_clipped_template_sideband_traditional,60,B4,other,0,8.08167907501952,False,3328.125,3233.659916130566
heldout:60:180,analytic_clipped_template_sideband_traditional,60,B4,other,0,0.075,False,3002.0,0.0
heldout:60:181,analytic_clipped_template_sideband_traditional,60,B6,other,0,0.0,False,8843.0,0.0
heldout:60:182,analytic_clipped_template_sideband_traditional,60,B2,other,0,8.608132190205696,True,4997.25,5475.01097280532
heldout:60:183,analytic_clipped_template_sideband_traditional,60,B6,other,0,0.075,False,5151.75,0.0
heldout:60:184,analytic_clipped_template_sideband_traditional,60,B6,other,0,0.075,False,4624.5,0.0
heldout:60:185,analytic_clipped_template_sideband_traditional,60,B8,other,0,9.211571677091538,True,7720.0,9287.865251993968
heldout:60:186,analytic_clipped_template_sideband_traditional,60,B4,other,0,0.075,False,7390.0,0.0
heldout:60:187,analytic_clipped_template_sideband_traditional,60,B6,other,0,0.075,False,3705.625,0.0
heldout:60:188,analytic_clipped_template_sideband_traditional,60,B4,other,0,0.075,False,5331.0,0.0
heldout:60:189,analytic_clipped_template_sideband_traditional,60,B8,other,0,9.109628469098952,True,7527.0,9040.934909086176
heldout:60:190,analytic_clipped_template_sideband_traditional,60,B6,other,0,0.0,False,2954.25,0.0
heldout:60:191,analytic_clipped_template_sideband_traditional,60,B6,other,0,8.763992263346164,True,5379.5,5936.196096859614
heldout:60:192,analytic_clipped_template_sideband_traditional,60,B8,other,0,0.075,False,5568.75,0.0
heldout:60:193,analytic_clipped_template_sideband_traditional,60,B4,other,0,0.0,False,8648.5,0.0
heldout:60:194,analytic_clipped_template_sideband_traditional,60,B6,other,0,0.075,False,3495.625,0.0
heldout:60:195,analytic_clipped_template_sideband_traditional,60,B4,other,0,0.0,False,2440.5,0.0
heldout:60:196,analytic_clipped_template_sideband_traditional,60,B2,other,0,0.0,False,6074.0,0.0
heldout:60:197,analytic_clipped_template_sideband_traditional,60,B4,other,0,8.493062164553272,True,4928.125,4879.788992420459
heldout:60:198,analytic_clipped_template_sideband_traditional,60,B8,other,0,0.075,False,4720.0,0.0
heldout:60:199,analytic_clipped_template_sideband_traditional,60,B2,inner_high_charge,1,0.075,False,10559.375,0.0
heldout:60:200,analytic_clipped_template_sideband_traditional,60,B8,other,0,9.030863241251865,True,7167.0,7752.217839356432
heldout:60:201,analytic_clipped_template_sideband_traditional,60,B6,other,0,0.075,False,8347.0,0.0
heldout:60:202,analytic_clipped_template_sideband_traditional,60,B2,other,0,8.468173683610646,True,3679.375,4759.812774576577
heldout:60:203,analytic_clipped_template_sideband_traditional,60,B8,other,0,9.10382150802395,True,6755.0,8339.025125715307
heldout:60:204,analytic_clipped_template_sideband_traditional,60,B6,other,0,0.075,False,5466.75,0.0
heldout:60:205,analytic_clipped_template_sideband_traditional,60,B6,other,0,0.075,False,3801.25,0.0
heldout:60:206,analytic_clipped_template_sideband_traditional,60,B4,other,0,0.0,False,3136.0,0.0
heldout:60:207,analytic_clipped_template_sideband_traditional,60,B2,other,0,0.0,False,5676.75,0.0
heldout:60:208,analytic_clipped_template_sideband_traditional,60,B6,other,0,8.610215790304574,True,5424.0,5486.4326848176715
heldout:60:209,analytic_clipped_template_sideband_traditional,60,B8,other,0,8.357891618352376,True,3705.625,4262.695785141163
heldout:60:210,analytic_clipped_template_sideband_traditional,60,B2,other,0,8.55487881632997,True,4905.75,5191.023664909791
heldout:60:211,analytic_clipped_template_sideband_traditional,60,B6,other,0,8.35795286445451,True,4348.0,4262.956927885595
heldout:60:212,analytic_clipped_template_sideband_traditional,60,B2,other,0,0.075,False,3977.75,0.0
heldout:60:213,analytic_clipped_template_sideband_traditional,60,B4,other,0,0.075,False,2744.0,0.0
heldout:60:214,analytic_clipped_template_sideband_traditional,60,B8,other,0,8.98907985661463,True,6564.25,7434.936852070368
heldout:60:215,analytic_clipped_template_sideband_traditional,60,B8,other,0,8.807179121325534,True,4743.75,6198.222260597187
heldout:60:216,analytic_clipped_template_sideband_traditional,60,B8,other,0,9.122161652536807,True,9359.0,9154.972270769575
heldout:60:217,analytic_clipped_template_sideband_traditional,60,B8,other,0,8.854517882238717,True,5385.625,6498.742776397101
heldout:60:218,analytic_clipped_template_sideband_traditional,60,B4,inner_high_charge,1,0.0,False,9153.0,0.0
heldout:60:219,analytic_clipped_template_sideband_traditional,60,B4,other,0,8.297686867333358,False,3609.0,4013.5753998773152
heldout:60:220,analytic_clipped_template_sideband_traditional,60,B4,other,0,0.075,False,7308.0,0.0
heldout:60:221,analytic_clipped_template_sideband_traditional,60,B4,inner_high_charge,1,0.075,False,9573.375,0.0
heldout:60:222,analytic_clipped_template_sideband_traditional,60,B8,other,0,8.669745291231473,True,5075.625,5402.19266029903
heldout:60:223,analytic_clipped_template_sideband_traditional,60,B8,other,0,8.593804186796337,True,5385.625,5397.1100837153335
heldout:60:224,analytic_clipped_template_sideband_traditional,60,B2,other,0,0.0,False,5707.625,0.0
heldout:60:225,analytic_clipped_template_sideband_traditional,60,B6,other,0,0.0,False,4673.375,0.0
heldout:60:226,analytic_clipped_template_sideband_traditional,60,B4,other,0,0.075,False,6864.75,0.0
heldout:60:227,analytic_clipped_template_sideband_traditional,60,B6,other,0,8.68622678242423,True,5889.625,5919.799576905412
heldout:60:228,analytic_clipped_template_sideband_traditional,60,B6,other,0,9.333566230241308,True,8843.0,10493.07645950641
heldout:60:229,analytic_clipped_template_sideband_traditional,60,B8,other,0,8.957349869805295,True,6159.0,7202.698616226538
heldout:60:230,analytic_clipped_template_sideband_traditional,60,B2,other,0,9.135477404570716,True,8937.25,9277.706261364954
heldout:60:231,analytic_clipped_template_sideband_traditional,60,B6,other,0,0.075,False,4698.0,0.0
heldout:60:232,analytic_clipped_template_sideband_traditional,60,B6,other,0,0.0,False,4525.0,0.0
heldout:60:233,analytic_clipped_template_sideband_traditional,60,B4,inner_high_charge,1,9.269078179769362,True,10657.0,10603.971501970296
heldout:60:234,analytic_clipped_template_sideband_traditional,60,B6,other,0,0.075,False,3176.0,0.0
heldout:60:235,analytic_clipped_template_sideband_traditional,60,B8,other,0,8.44426269614086,True,3293.5,4311.455300312038
heldout:60:236,analytic_clipped_template_sideband_traditional,60,B6,other,0,0.075,False,3193.5,0.0
heldout:60:237,analytic_clipped_template_sideband_traditional,60,B4,other,0,0.075,False,2433.5,0.0
heldout:60:238,analytic_clipped_template_sideband_traditional,60,B2,other,0,0.0,False,2246.5,0.0
heldout:60:239,analytic_clipped_template_sideband_traditional,60,B8,other,0,8.429156846824993,True,3077.5,4246.801554656203
heldout:60:240,analytic_clipped_template_sideband_traditional,60,B4,other,0,0.075,False,4637.5,0.0
heldout:60:241,analytic_clipped_template_sideband_traditional,60,B2,other,0,8.152331980220042,False,2932.0,3470.4650214349576
heldout:60:242,analytic_clipped_template_sideband_traditional,60,B8,other,0,0.075,False,3903.0,0.0
heldout:60:243,analytic_clipped_template_sideband_traditional,60,B4,other,0,7.686226139282028,False,2743.0,2177.139038786487
heldout:60:244,analytic_clipped_template_sideband_traditional,60,B4,other,0,0.075,False,2338.5,0.0
heldout:60:245,analytic_clipped_template_sideband_traditional,60,B4,other,0,0.0,False,2546.0,0.0
heldout:60:246,analytic_clipped_template_sideband_traditional,60,B2,other,0,0.075,False,2899.0,0.0
heldout:60:247,analytic_clipped_template_sideband_traditional,60,B6,other,0,0.0,False,3836.0,0.0
heldout:60:248,analytic_clipped_template_sideband_traditional,60,B8,other,0,0.075,False,3763.5,0.0
heldout:60:249,analytic_clipped_template_sideband_traditional,60,B6,other,0,8.237598793641167,False,3616.0,3779.4517559970936
heldout:60:250,analytic_clipped_template_sideband_traditional,60,B2,other,0,8.367190510389358,True,3553.5,4302.528344234656
heldout:60:251,analytic_clipped_template_sideband_traditional,60,B4,other,0,0.075,False,4412.5,0.0
heldout:60:252,analytic_clipped_template_sideband_traditional,60,B8,other,0,8.242380829323437,False,2964.5,3523.1016416159855
heldout:60:253,analytic_clipped_template_sideband_traditional,60,B4,other,0,0.075,False,1525.0,0.0
heldout:60:254,analytic_clipped_template_sideband_traditional,60,B8,other,0,0.075,False,3195.0,0.0
heldout:60:255,analytic_clipped_template_sideband_traditional,60,B8,other,0,0.0,False,3763.5,0.0
heldout:60:256,analytic_clipped_template_sideband_traditional,60,B4,other,0,0.0,False,1568.0,0.0
