method,n_events,pileup_auc,pileup_miss_rate,false_split_rate
ridge,780,0.8493293885601577,0.30512820512820515,0.13333333333333333
mlp,780,0.8492833662064431,0.38461538461538464,0.09230769230769231
gradient_boosted_trees,780,0.8393228139381985,0.35384615384615387,0.14615384615384616
saturation_residual_fusion_new,780,0.8377317554240631,0.32564102564102565,0.13846153846153847
1d_cnn,780,0.8161604207758053,0.26666666666666666,0.21794871794871795
tiny_sequence_transformer,780,0.7968704799474031,0.5948717948717949,0.06923076923076923
analytic_clipped_template_sideband_traditional,780,0.6225641025641024,0.5846153846153846,0.19743589743589743
