run,event_id,pair,method,family,residual_ns
60,60:499069:11871:110057,B6-B8,cfd10,traditional,0.8015393927999241
60,60:499140:11935:110128,B4-B6,cfd10,traditional,-6.5585322400604085
60,60:499140:11935:110128,B4-B8,cfd10,traditional,-6.366305609048844
60,60:499140:11935:110128,B6-B8,cfd10,traditional,0.19222663101156456
60,60:499153:11948:110141,B4-B6,cfd10,traditional,-6.45909539842873
60,60:499153:11948:110141,B4-B8,cfd10,traditional,-5.528089886964892
60,60:499153:11948:110141,B6-B8,cfd10,traditional,0.9310055114638374
60,60:499170:11964:110158,B4-B6,cfd10,traditional,-3.3747705157956247
60,60:499170:11964:110158,B4-B8,cfd10,traditional,-3.8774566102308654
60,60:499170:11964:110158,B6-B8,cfd10,traditional,-0.5026860944352407
60,60:499204:11996:110192,B4-B6,cfd10,traditional,-4.153814169570275
60,60:499204:11996:110192,B4-B8,cfd10,traditional,-4.1320207409398435
60,60:499204:11996:110192,B6-B8,cfd10,traditional,0.021793428630431322
60,60:499286:12073:110274,B4-B6,cfd10,traditional,-3.3487343496627773
60,60:499286:12073:110274,B4-B8,cfd10,traditional,-2.0897014578426365
60,60:499286:12073:110274,B6-B8,cfd10,traditional,1.2590328918201408
60,60:499347:12130:110335,B4-B6,cfd10,traditional,-6.023548113483471
60,60:499347:12130:110335,B4-B8,cfd10,traditional,-4.333867408713388
60,60:499347:12130:110335,B6-B8,cfd10,traditional,1.6896807047700833
60,60:499413:12193:110401,B4-B6,cfd10,traditional,-6.212365855957771
60,60:499413:12193:110401,B4-B8,cfd10,traditional,-5.727626465111179
60,60:499413:12193:110401,B6-B8,cfd10,traditional,0.4847393908465918
60,60:499437:12215:110425,B4-B6,cfd10,traditional,-3.1887348134443485
60,60:499437:12215:110425,B4-B8,cfd10,traditional,-1.6633467128603812
60,60:499437:12215:110425,B6-B8,cfd10,traditional,1.5253881005839673
60,60:499522:12295:110510,B4-B6,cfd10,traditional,-7.680721887550206
60,60:499522:12295:110510,B4-B8,cfd10,traditional,-3.1865132345237797
60,60:499522:12295:110510,B6-B8,cfd10,traditional,4.494208653026426
60,60:499653:12414:110641,B4-B6,cfd10,traditional,-3.1732675512592508
60,60:499653:12414:110641,B4-B8,cfd10,traditional,-2.3210671750588716
60,60:499653:12414:110641,B6-B8,cfd10,traditional,0.8522003762003791
60,60:499705:12458:110693,B4-B6,cfd10,traditional,-0.4772227227486727
60,60:499705:12458:110693,B4-B8,cfd10,traditional,-0.5990731263637539
60,60:499705:12458:110693,B6-B8,cfd10,traditional,-0.12185040361508115
60,60:499853:12596:110841,B4-B6,cfd10,traditional,-4.876707481005269
60,60:499853:12596:110841,B4-B8,cfd10,traditional,-4.070740637503945
60,60:499853:12596:110841,B6-B8,cfd10,traditional,0.8059668435013236
60,60:499863:12606:110851,B4-B6,cfd10,traditional,-6.082732352821889
60,60:499863:12606:110851,B4-B8,cfd10,traditional,-6.123947214369778
60,60:499863:12606:110851,B6-B8,cfd10,traditional,-0.041214861547889114
60,60:499870:12612:110858,B4-B6,cfd10,traditional,-3.829406747274774
60,60:499870:12612:110858,B4-B8,cfd10,traditional,-3.1083401771336554
60,60:499870:12612:110858,B6-B8,cfd10,traditional,0.7210665701411187
60,60:499872:12614:110860,B4-B6,cfd10,traditional,-6.712582005472392
60,60:499872:12614:110860,B4-B8,cfd10,traditional,-6.181936996800609
60,60:499872:12614:110860,B6-B8,cfd10,traditional,0.5306450086717831
60,60:499928:12666:110916,B4-B6,cfd10,traditional,-4.322167915106128
60,60:499928:12666:110916,B4-B8,cfd10,traditional,-5.769250000000007
60,60:499928:12666:110916,B6-B8,cfd10,traditional,-1.4470820848938786
60,60:499929:12667:110917,B4-B6,cfd10,traditional,-1.758970281031793
60,60:499929:12667:110917,B4-B8,cfd10,traditional,-0.04712080636885574
60,60:499929:12667:110917,B6-B8,cfd10,traditional,1.7118494746629374
60,60:499946:12679:110934,B4-B6,cfd10,traditional,-3.517184456488181
60,60:499946:12679:110934,B4-B8,cfd10,traditional,-1.4413981427111224
60,60:499946:12679:110934,B6-B8,cfd10,traditional,2.0757863137770585
60,60:499971:12700:110959,B4-B6,cfd10,traditional,-2.200747398942518
60,60:499971:12700:110959,B4-B8,cfd10,traditional,-2.6287342657342627
60,60:499971:12700:110959,B6-B8,cfd10,traditional,-0.4279868667917448
60,60:499993:12722:110981,B4-B6,cfd10,traditional,-2.53990114160797
60,60:499993:12722:110981,B4-B8,cfd10,traditional,-2.371950422137097
60,60:499993:12722:110981,B6-B8,cfd10,traditional,0.16795071947087337
60,60:500096:12821:111084,B4-B6,cfd10,traditional,-5.3072005558128765
60,60:500096:12821:111084,B4-B8,cfd10,traditional,-3.6594166208421584
60,60:500096:12821:111084,B6-B8,cfd10,traditional,1.6477839349707182
60,60:500155:12875:111143,B4-B6,cfd10,traditional,-2.850593808558152
60,60:500155:12875:111143,B4-B8,cfd10,traditional,-2.827370922193005
60,60:500155:12875:111143,B6-B8,cfd10,traditional,0.023222886365147133
60,60:500164:12884:111152,B4-B6,cfd10,traditional,-7.667566616469841
60,60:500164:12884:111152,B4-B8,cfd10,traditional,-7.487039589442812
60,60:500164:12884:111152,B6-B8,cfd10,traditional,0.18052702702702916
60,60:500221:12937:111209,B4-B6,cfd10,traditional,-6.315031244442949
60,60:500221:12937:111209,B4-B8,cfd10,traditional,-4.136267050606413
60,60:500221:12937:111209,B6-B8,cfd10,traditional,2.1787641938365354
60,60:500231:12947:111219,B4-B6,cfd10,traditional,-2.439768753254043
60,60:500231:12947:111219,B4-B8,cfd10,traditional,-1.6982229506818811
60,60:500231:12947:111219,B6-B8,cfd10,traditional,0.741545802572162
60,60:500233:12949:111221,B4-B6,cfd10,traditional,-3.506529416683591
60,60:500233:12949:111221,B4-B8,cfd10,traditional,-3.8464989275412336
60,60:500233:12949:111221,B6-B8,cfd10,traditional,-0.3399695108576424
60,60:500271:12984:111259,B4-B6,cfd10,traditional,-4.081352790578606
60,60:500271:12984:111259,B4-B8,cfd10,traditional,-4.998144927536231
60,60:500271:12984:111259,B6-B8,cfd10,traditional,-0.9167921369576248
60,60:500289:13001:111277,B4-B6,cfd10,traditional,-0.26920523981315014
60,60:500289:13001:111277,B4-B8,cfd10,traditional,0.6689584996432814
60,60:500289:13001:111277,B6-B8,cfd10,traditional,0.9381637394564315
60,60:500337:13048:111325,B4-B6,cfd10,traditional,-7.069369619975909
60,60:500337:13048:111325,B4-B8,cfd10,traditional,-7.453851566787357
60,60:500337:13048:111325,B6-B8,cfd10,traditional,-0.384481946811448
60,60:500350:13061:111338,B4-B6,cfd10,traditional,-7.883961290796009
60,60:500350:13061:111338,B4-B8,cfd10,traditional,-5.467491758241756
60,60:500350:13061:111338,B6-B8,cfd10,traditional,2.4164695325542525
60,60:500354:13065:111342,B4-B6,cfd10,traditional,-5.062586601307196
60,60:500354:13065:111342,B4-B8,cfd10,traditional,-4.583734955532485
60,60:500354:13065:111342,B6-B8,cfd10,traditional,0.47885164577471073
60,60:500385:13095:111373,B4-B6,cfd10,traditional,-4.30380852434871
60,60:500385:13095:111373,B4-B8,cfd10,traditional,-3.7023968650613313
60,60:500385:13095:111373,B6-B8,cfd10,traditional,0.601411659287379
60,60:500395:13104:111383,B4-B6,cfd10,traditional,-6.1499077639672635
60,60:500395:13104:111383,B4-B8,cfd10,traditional,-5.210643764664212
60,60:500395:13104:111383,B6-B8,cfd10,traditional,0.9392639993030514
60,60:500403:13112:111391,B4-B6,cfd10,traditional,-2.4809487814662283
60,60:500403:13112:111391,B4-B8,cfd10,traditional,-2.4368834768003396
60,60:500403:13112:111391,B6-B8,cfd10,traditional,0.04406530466588876
60,60:500419:13127:111407,B4-B6,cfd10,traditional,-6.267761499342896
60,60:500419:13127:111407,B4-B8,cfd10,traditional,-6.310729636809427
60,60:500419:13127:111407,B6-B8,cfd10,traditional,-0.04296813746653072
60,60:500425:13133:111413,B4-B6,cfd10,traditional,-0.111334787866042
60,60:500425:13133:111413,B4-B8,cfd10,traditional,0.5703563377041618
60,60:500425:13133:111413,B6-B8,cfd10,traditional,0.6816911255702038
60,60:500459:13165:111447,B4-B6,cfd10,traditional,-5.891980120450754
60,60:500459:13165:111447,B4-B8,cfd10,traditional,-4.143560893867843
60,60:500459:13165:111447,B6-B8,cfd10,traditional,1.7484192265829108
60,60:500524:13226:111512,B4-B6,cfd10,traditional,-5.491789705983777
60,60:500524:13226:111512,B4-B8,cfd10,traditional,-7.11334917656869
60,60:500524:13226:111512,B6-B8,cfd10,traditional,-1.6215594705849128
60,60:500570:13264:111558,B4-B6,cfd10,traditional,-6.51400156201187
60,60:500570:13264:111558,B4-B8,cfd10,traditional,-4.552792663476865
60,60:500570:13264:111558,B6-B8,cfd10,traditional,1.9612088985350056
60,60:500662:13348:111650,B4-B6,cfd10,traditional,-0.9552556228551126
60,60:500662:13348:111650,B4-B8,cfd10,traditional,-0.41330456146360817
60,60:500662:13348:111650,B6-B8,cfd10,traditional,0.5419510613915044
60,60:500663:13349:111651,B4-B6,cfd10,traditional,-4.2383384115549845
60,60:500663:13349:111651,B4-B8,cfd10,traditional,-5.098228323599365
60,60:500663:13349:111651,B6-B8,cfd10,traditional,-0.8598899120443804
60,60:500673:13359:111661,B4-B6,cfd10,traditional,-6.693499781228198
60,60:500673:13359:111661,B4-B8,cfd10,traditional,-6.680985304177895
60,60:500673:13359:111661,B6-B8,cfd10,traditional,0.01251447705030273
60,60:500703:13387:111691,B4-B6,cfd10,traditional,-5.4206105133582625
60,60:500703:13387:111691,B4-B8,cfd10,traditional,-4.198928443614584
60,60:500703:13387:111691,B6-B8,cfd10,traditional,1.2216820697436788
60,60:500740:13421:111728,B4-B6,cfd10,traditional,-5.0528754013282295
60,60:500740:13421:111728,B4-B8,cfd10,traditional,-5.084192878160074
60,60:500740:13421:111728,B6-B8,cfd10,traditional,-0.031317476831844715
60,60:500790:13469:111778,B4-B6,cfd10,traditional,-0.3269478020723948
60,60:500790:13469:111778,B4-B8,cfd10,traditional,0.31538570298469004
60,60:500790:13469:111778,B6-B8,cfd10,traditional,0.6423335050570849
60,60:500797:13476:111785,B4-B6,cfd10,traditional,-5.307157541599565
60,60:500797:13476:111785,B4-B8,cfd10,traditional,-4.772231868342864
60,60:500797:13476:111785,B6-B8,cfd10,traditional,0.5349256732567014
60,60:500840:13518:111828,B4-B6,cfd10,traditional,-5.608323378496614
60,60:500840:13518:111828,B4-B8,cfd10,traditional,-6.12804540584947
60,60:500840:13518:111828,B6-B8,cfd10,traditional,-0.5197220273528558
60,60:500862:13539:111850,B4-B6,cfd10,traditional,-7.496683262985613
60,60:500862:13539:111850,B4-B8,cfd10,traditional,-6.767836540206211
60,60:500862:13539:111850,B6-B8,cfd10,traditional,0.7288467227794015
60,60:500871:13548:111859,B4-B6,cfd10,traditional,-3.3503725490196103
60,60:500871:13548:111859,B4-B8,cfd10,traditional,-4.443147058823527
60,60:500871:13548:111859,B6-B8,cfd10,traditional,-1.0927745098039168
60,60:500910:13585:111898,B4-B6,cfd10,traditional,0.1951317715058707
60,60:500910:13585:111898,B4-B8,cfd10,traditional,0.50883177003751
60,60:500910:13585:111898,B6-B8,cfd10,traditional,0.3136999985316393
60,60:500938:13610:111926,B4-B6,cfd10,traditional,-3.8008712186689806
60,60:500938:13610:111926,B4-B8,cfd10,traditional,-3.4501277758264095
60,60:500938:13610:111926,B6-B8,cfd10,traditional,0.3507434428425711
60,60:500939:13611:111927,B4-B6,cfd10,traditional,-4.768455709275159
60,60:500939:13611:111927,B4-B8,cfd10,traditional,-5.720788505332266
60,60:500939:13611:111927,B6-B8,cfd10,traditional,-0.9523327960571066
60,60:500969:13636:111957,B4-B6,cfd10,traditional,-4.70380191848183
60,60:500969:13636:111957,B4-B8,cfd10,traditional,-5.447072389115242
60,60:500969:13636:111957,B6-B8,cfd10,traditional,-0.7432704706334121
60,60:500971:13638:111959,B4-B6,cfd10,traditional,-5.030064944191135
60,60:500971:13638:111959,B4-B8,cfd10,traditional,-5.018428091140656
60,60:500971:13638:111959,B6-B8,cfd10,traditional,0.011636853050479345
60,60:501138:13786:112126,B4-B6,cfd10,traditional,-3.9856362921669515
60,60:501138:13786:112126,B4-B8,cfd10,traditional,-5.017349131559492
60,60:501138:13786:112126,B6-B8,cfd10,traditional,-1.03171283939254
60,60:501185:13831:112173,B4-B6,cfd10,traditional,-1.1512350181275295
60,60:501185:13831:112173,B4-B8,cfd10,traditional,-2.402646464646459
60,60:501185:13831:112173,B6-B8,cfd10,traditional,-1.2514114465189294
60,60:501194:13839:112182,B4-B6,cfd10,traditional,-6.589438702753256
60,60:501194:13839:112182,B4-B8,cfd10,traditional,-2.9652816254262717
60,60:501194:13839:112182,B6-B8,cfd10,traditional,3.6241570773269842
60,60:501253:13893:112241,B4-B6,cfd10,traditional,-3.36988890797441
60,60:501253:13893:112241,B4-B8,cfd10,traditional,-1.6930371625037957
60,60:501253:13893:112241,B6-B8,cfd10,traditional,1.6768517454706142
60,60:501260:13899:112248,B4-B6,cfd10,traditional,-4.752991804261029
60,60:501260:13899:112248,B4-B8,cfd10,traditional,-3.5012802153406426
60,60:501260:13899:112248,B6-B8,cfd10,traditional,1.2517115889203865
60,60:501269:13906:112257,B4-B6,cfd10,traditional,-2.825241062692861
60,60:501269:13906:112257,B4-B8,cfd10,traditional,-3.1750550161812257
60,60:501269:13906:112257,B6-B8,cfd10,traditional,-0.34981395348836486
60,60:501283:13917:112271,B4-B6,cfd10,traditional,-4.890666256731571
60,60:501283:13917:112271,B4-B8,cfd10,traditional,-5.3282239167972065
60,60:501283:13917:112271,B6-B8,cfd10,traditional,-0.4375576600656359
60,60:501293:13927:112281,B4-B6,cfd10,traditional,-6.24304910862584
60,60:501293:13927:112281,B4-B8,cfd10,traditional,-1.5540571675762003
60,60:501293:13927:112281,B6-B8,cfd10,traditional,4.68899194104964
60,60:501295:13929:112283,B4-B6,cfd10,traditional,-1.3102926098702206
60,60:501295:13929:112283,B4-B8,cfd10,traditional,-1.1348212218139473
60,60:501295:13929:112283,B6-B8,cfd10,traditional,0.17547138805627327
60,60:501341:13972:112329,B4-B6,cfd10,traditional,-5.182679245283019
60,60:501341:13972:112329,B4-B8,cfd10,traditional,-2.7306851800011103
60,60:501341:13972:112329,B6-B8,cfd10,traditional,2.4519940652819088
60,60:501357:13986:112345,B4-B6,cfd10,traditional,-5.003251785845791
60,60:501357:13986:112345,B4-B8,cfd10,traditional,-4.770881396119044
60,60:501357:13986:112345,B6-B8,cfd10,traditional,0.2323703897267464
60,60:501367:13995:112355,B4-B6,cfd10,traditional,-2.7218186309711925
60,60:501367:13995:112355,B4-B8,cfd10,traditional,-2.8921419245017574
60,60:501367:13995:112355,B6-B8,cfd10,traditional,-0.17032329353056497
60,60:501374:14002:112362,B4-B6,cfd10,traditional,-3.70521310219506
60,60:501374:14002:112362,B4-B8,cfd10,traditional,-2.8943243773770106
60,60:501374:14002:112362,B6-B8,cfd10,traditional,0.8108887248180494
60,60:501486:14111:112474,B4-B6,cfd10,traditional,-5.158882892823115
60,60:501486:14111:112474,B4-B8,cfd10,traditional,-5.367101267142935
60,60:501486:14111:112474,B6-B8,cfd10,traditional,-0.20821837431982004
60,60:501495:14120:112483,B4-B6,cfd10,traditional,-3.3729075487380946
60,60:501495:14120:112483,B4-B8,cfd10,traditional,-6.473509245679647
60,60:501495:14120:112483,B6-B8,cfd10,traditional,-3.1006016969415526
60,60:465477:13319:76465,B4-B6,cfd20,traditional,-4.400085480832782
60,60:465477:13319:76465,B4-B8,cfd20,traditional,-4.3658748764857656
60,60:465477:13319:76465,B6-B8,cfd20,traditional,0.034210604347016726
60,60:465548:13385:76536,B4-B6,cfd20,traditional,-5.266622622622627
60,60:465548:13385:76536,B4-B8,cfd20,traditional,-1.7673008550240468
60,60:465548:13385:76536,B6-B8,cfd20,traditional,3.4993217675985804
60,60:465636:13469:76624,B4-B6,cfd20,traditional,-6.091486879362932
60,60:465636:13469:76624,B4-B8,cfd20,traditional,-2.185431685829471
60,60:465636:13469:76624,B6-B8,cfd20,traditional,3.9060551935334615
60,60:465694:13524:76682,B4-B6,cfd20,traditional,-4.630270247994307
60,60:465694:13524:76682,B4-B8,cfd20,traditional,-4.965814214370138
60,60:465694:13524:76682,B6-B8,cfd20,traditional,-0.3355439663758304
60,60:465738:13566:76726,B4-B6,cfd20,traditional,-1.4010979094899945
60,60:465738:13566:76726,B4-B8,cfd20,traditional,-1.9478914335271256
60,60:465738:13566:76726,B6-B8,cfd20,traditional,-0.5467935240371311
60,60:465743:13571:76731,B4-B6,cfd20,traditional,-4.991153700189756
60,60:465743:13571:76731,B4-B8,cfd20,traditional,-7.106413326755792
60,60:465743:13571:76731,B6-B8,cfd20,traditional,-2.1152596265660364
60,60:465791:13618:76779,B4-B6,cfd20,traditional,-5.361170320358994
60,60:465791:13618:76779,B4-B8,cfd20,traditional,-4.798108265351587
60,60:465791:13618:76779,B6-B8,cfd20,traditional,0.563062055007407
60,60:465796:13623:76784,B4-B6,cfd20,traditional,-2.8838788859728055
60,60:465796:13623:76784,B4-B8,cfd20,traditional,-2.5743936749459273
60,60:465796:13623:76784,B6-B8,cfd20,traditional,0.3094852110268782
60,60:465834:13656:76822,B4-B6,cfd20,traditional,-3.389410628019313
60,60:465834:13656:76822,B4-B8,cfd20,traditional,-3.8983577429004512
60,60:465834:13656:76822,B6-B8,cfd20,traditional,-0.5089471148811384
60,60:465901:13718:76889,B4-B6,cfd20,traditional,-4.120566610416994
60,60:465901:13718:76889,B4-B8,cfd20,traditional,-4.793535144515651
60,60:465901:13718:76889,B6-B8,cfd20,traditional,-0.6729685340986578
60,60:465954:13768:76942,B4-B6,cfd20,traditional,-5.955125078566944
60,60:465954:13768:76942,B4-B8,cfd20,traditional,-5.268591733795077
60,60:465954:13768:76942,B6-B8,cfd20,traditional,0.6865333447718669
60,60:466009:13821:76997,B4-B6,cfd20,traditional,-6.385897121597161
60,60:466009:13821:76997,B4-B8,cfd20,traditional,-6.566454447288436
60,60:466009:13821:76997,B6-B8,cfd20,traditional,-0.18055732569127514
60,60:466060:13868:77048,B4-B6,cfd20,traditional,-5.492710408309797
60,60:466060:13868:77048,B4-B8,cfd20,traditional,-5.800087619584453
60,60:466060:13868:77048,B6-B8,cfd20,traditional,-0.30737721127465534
60,60:466157:13952:77145,B4-B6,cfd20,traditional,-6.801720674276012
60,60:466157:13952:77145,B4-B8,cfd20,traditional,-4.86525307835543
60,60:466157:13952:77145,B6-B8,cfd20,traditional,1.9364675959205826
60,60:466169:13963:77157,B4-B6,cfd20,traditional,-4.694026368477296
60,60:466169:13963:77157,B4-B8,cfd20,traditional,-2.3679718637259093
60,60:466169:13963:77157,B6-B8,cfd20,traditional,2.3260545047513865
60,60:466172:13966:77160,B4-B6,cfd20,traditional,-2.8917195400318683
60,60:466172:13966:77160,B4-B8,cfd20,traditional,-1.2647412521245478
60,60:466172:13966:77160,B6-B8,cfd20,traditional,1.6269782879073205
60,60:466235:14025:77223,B4-B6,cfd20,traditional,-3.495603786576929
60,60:466235:14025:77223,B4-B8,cfd20,traditional,-1.1230306643232346
60,60:466235:14025:77223,B6-B8,cfd20,traditional,2.3725731222536943
60,60:466244:14032:77232,B4-B6,cfd20,traditional,-0.4997987920084377
60,60:466244:14032:77232,B4-B8,cfd20,traditional,0.07897817231445359
60,60:466244:14032:77232,B6-B8,cfd20,traditional,0.5787769643228913
60,60:466247:14035:77235,B4-B6,cfd20,traditional,-2.7843306861233543
60,60:466247:14035:77235,B4-B8,cfd20,traditional,-2.7195894432296797
60,60:466247:14035:77235,B6-B8,cfd20,traditional,0.06474124289367467
60,60:466270:14055:77258,B4-B6,cfd20,traditional,-4.179381419923953
60,60:466270:14055:77258,B4-B8,cfd20,traditional,-2.013735405983482
60,60:466270:14055:77258,B6-B8,cfd20,traditional,2.1656460139404707
60,60:466352:14133:77340,B4-B6,cfd20,traditional,-5.576698746911148
60,60:466352:14133:77340,B4-B8,cfd20,traditional,-2.784560402684555
60,60:466352:14133:77340,B6-B8,cfd20,traditional,2.7921383442265935
60,60:466367:14146:77355,B4-B6,cfd20,traditional,-4.877338496755648
60,60:466367:14146:77355,B4-B8,cfd20,traditional,-3.760273970336378
60,60:466367:14146:77355,B6-B8,cfd20,traditional,1.11706452641927
60,60:466403:14178:77391,B4-B6,cfd20,traditional,-5.809379770312496
60,60:466403:14178:77391,B4-B8,cfd20,traditional,-5.333914604743022
60,60:466403:14178:77391,B6-B8,cfd20,traditional,0.4754651655694744
60,60:466506:14274:77494,B4-B6,cfd20,traditional,-4.331278202367116
60,60:466506:14274:77494,B4-B8,cfd20,traditional,-2.7092716297786694
60,60:466506:14274:77494,B6-B8,cfd20,traditional,1.6220065725884467
60,60:466589:14350:77577,B4-B6,cfd20,traditional,-3.4561296000567765
60,60:466589:14350:77577,B4-B8,cfd20,traditional,-3.8709699975649485
60,60:466589:14350:77577,B6-B8,cfd20,traditional,-0.41484039750817203
60,60:466590:14351:77578,B4-B6,cfd20,traditional,-3.314210062543367
60,60:466590:14351:77578,B4-B8,cfd20,traditional,-2.225943018513533
60,60:466590:14351:77578,B6-B8,cfd20,traditional,1.088267044029834
60,60:466616:14375:77604,B4-B6,cfd20,traditional,-1.4239701115710908
60,60:466616:14375:77604,B4-B8,cfd20,traditional,1.2721437744743334
60,60:466616:14375:77604,B6-B8,cfd20,traditional,2.696113886045424
60,60:466693:14447:77681,B4-B6,cfd20,traditional,-4.429065177812838
60,60:466693:14447:77681,B4-B8,cfd20,traditional,-2.0780395670183154
60,60:466693:14447:77681,B6-B8,cfd20,traditional,2.3510256107945224
60,60:466719:14471:77707,B4-B6,cfd20,traditional,-4.675645357226756
60,60:466719:14471:77707,B4-B8,cfd20,traditional,-4.162150522059271
60,60:466719:14471:77707,B6-B8,cfd20,traditional,0.5134948351674851
60,60:466739:14491:77727,B4-B6,cfd20,traditional,-4.535482396078869
60,60:466739:14491:77727,B4-B8,cfd20,traditional,-2.0860084149967264
60,60:466739:14491:77727,B6-B8,cfd20,traditional,2.449473981082143
60,60:466767:14517:77755,B4-B6,cfd20,traditional,-6.589153654368715
60,60:466767:14517:77755,B4-B8,cfd20,traditional,-5.9551117526765225
60,60:466767:14517:77755,B6-B8,cfd20,traditional,0.6340419016921928
60,60:466802:14550:77790,B4-B6,cfd20,traditional,-0.6180978509807602
60,60:466802:14550:77790,B4-B8,cfd20,traditional,-0.1943784722263402
60,60:466802:14550:77790,B6-B8,cfd20,traditional,0.42371937875442
60,60:466856:14602:77844,B4-B6,cfd20,traditional,-5.127676487626687
60,60:466856:14602:77844,B4-B8,cfd20,traditional,-4.295752014838129
60,60:466856:14602:77844,B6-B8,cfd20,traditional,0.8319244727885575
60,60:466904:14646:77892,B4-B6,cfd20,traditional,-4.823005697902744
60,60:466904:14646:77892,B4-B8,cfd20,traditional,-4.846056745350374
60,60:466904:14646:77892,B6-B8,cfd20,traditional,-0.023051047447630424
60,60:466910:14652:77898,B4-B6,cfd20,traditional,-2.1641899451899533
60,60:466910:14652:77898,B4-B8,cfd20,traditional,-6.476482652613086
60,60:466910:14652:77898,B6-B8,cfd20,traditional,-4.312292707423133
60,60:466916:14657:77904,B4-B6,cfd20,traditional,-4.253679935780454
60,60:466916:14657:77904,B4-B8,cfd20,traditional,-2.915228349189821
60,60:466916:14657:77904,B6-B8,cfd20,traditional,1.338451586590633
60,60:467008:14744:77996,B4-B6,cfd20,traditional,-5.460583762835917
60,60:467008:14744:77996,B4-B8,cfd20,traditional,-4.670634476916554
60,60:467008:14744:77996,B6-B8,cfd20,traditional,0.7899492859193629
60,60:467056:14791:78044,B4-B6,cfd20,traditional,-2.982927904626507
60,60:467056:14791:78044,B4-B8,cfd20,traditional,-5.11524378029609
60,60:467056:14791:78044,B6-B8,cfd20,traditional,-2.1323158756695832
60,60:467105:14834:78093,B4-B6,cfd20,traditional,-0.6863072752149826
60,60:467105:14834:78093,B4-B8,cfd20,traditional,0.019773624771826093
60,60:467105:14834:78093,B6-B8,cfd20,traditional,0.7060808999868087
60,60:467142:14868:78130,B4-B6,cfd20,traditional,-4.655643767887462
60,60:467142:14868:78130,B4-B8,cfd20,traditional,-4.172509013649496
60,60:467142:14868:78130,B6-B8,cfd20,traditional,0.48313475423796604
60,60:467166:14891:78154,B4-B6,cfd20,traditional,-4.936497247288813
60,60:467166:14891:78154,B4-B8,cfd20,traditional,-6.076184684425911
60,60:467166:14891:78154,B6-B8,cfd20,traditional,-1.1396874371370984
60,60:467202:14926:78190,B4-B6,cfd20,traditional,-3.1003538337434726
60,60:467202:14926:78190,B4-B8,cfd20,traditional,-0.3335868461533238
60,60:467202:14926:78190,B6-B8,cfd20,traditional,2.766766987590149
60,60:467341:15048:78329,B4-B6,cfd20,traditional,-6.365350401860184
60,60:467341:15048:78329,B4-B8,cfd20,traditional,-5.333658884473458
60,60:467341:15048:78329,B6-B8,cfd20,traditional,1.0316915173867258
60,60:467375:15082:78363,B4-B6,cfd20,traditional,-3.8129201689888284
60,60:467375:15082:78363,B4-B8,cfd20,traditional,-4.501938555764102
60,60:467375:15082:78363,B6-B8,cfd20,traditional,-0.6890183867752739
60,60:467382:15089:78370,B4-B6,cfd20,traditional,-5.956092103797751
60,60:467382:15089:78370,B4-B8,cfd20,traditional,-7.3437836620270005
60,60:467382:15089:78370,B6-B8,cfd20,traditional,-1.3876915582292497
60,60:467403:15109:78391,B4-B6,cfd20,traditional,-3.3642320849973615
60,60:467403:15109:78391,B4-B8,cfd20,traditional,-2.1287250035278085
60,60:467403:15109:78391,B6-B8,cfd20,traditional,1.235507081469553
60,60:467464:15163:78452,B4-B6,cfd20,traditional,-7.301317485429941
60,60:467464:15163:78452,B4-B8,cfd20,traditional,-4.54286561631141
60,60:467464:15163:78452,B6-B8,cfd20,traditional,2.758451869118531
60,60:467467:15166:78455,B4-B6,cfd20,traditional,-2.9535115078648033
60,60:467467:15166:78455,B4-B8,cfd20,traditional,-2.6974529361144093
60,60:467467:15166:78455,B6-B8,cfd20,traditional,0.25605857175039404
60,60:467472:15171:78460,B4-B6,cfd20,traditional,-4.946437417654813
60,60:467472:15171:78460,B4-B8,cfd20,traditional,-4.810791084875305
60,60:467472:15171:78460,B6-B8,cfd20,traditional,0.13564633277950833
60,60:467511:15209:78499,B4-B6,cfd20,traditional,-1.7480348771087364
60,60:467511:15209:78499,B4-B8,cfd20,traditional,-2.0955452976704017
60,60:467511:15209:78499,B6-B8,cfd20,traditional,-0.34751042056166526
60,60:467560:15254:78548,B4-B6,cfd20,traditional,-5.842442178197373
60,60:467560:15254:78548,B4-B8,cfd20,traditional,-7.53333350996887
60,60:467560:15254:78548,B6-B8,cfd20,traditional,-1.6908913317714962
60,60:467617:15304:78605,B4-B6,cfd20,traditional,-3.1806456795338605
60,60:467617:15304:78605,B4-B8,cfd20,traditional,-1.6652515673508006
60,60:467617:15304:78605,B6-B8,cfd20,traditional,1.5153941121830599
60,60:467635:15322:78623,B4-B6,cfd20,traditional,-5.480903089307255
60,60:467635:15322:78623,B4-B8,cfd20,traditional,-3.6595989442138475
60,60:467635:15322:78623,B6-B8,cfd20,traditional,1.821304145093407
60,60:467639:15326:78627,B4-B6,cfd20,traditional,-2.84084252766748
60,60:467639:15326:78627,B4-B8,cfd20,traditional,-2.888789896088536
60,60:467639:15326:78627,B6-B8,cfd20,traditional,-0.04794736842105607
60,60:467661:15347:78649,B4-B6,cfd20,traditional,-4.530285714285725
60,60:467661:15347:78649,B4-B8,cfd20,traditional,-2.9200777934936326
60,60:467661:15347:78649,B6-B8,cfd20,traditional,1.6102079207920923
60,60:467662:15348:78650,B4-B6,cfd20,traditional,-4.953350687949097
