stave,bin,n_train_pulses,amp_low_adc,amp_high_adc,seed_cfd20_median_samples,seed_iqr_samples,aligned_cfd20_sigma68_samples,table,method,base_method,fold,heldout_runs,sigma68_ns,n_pair_residuals,heldout_run,n,pred_mean_ns,target_mean_ns,feature,coefficient,train_pulses,heldout_pulses,model,mask,n_features,feature_set_sha256,alpha,max_iter,hidden,channels
B4,0.0,936.0,,1932.875,3.8914038594530074,3.3600724744480175,0.0465089365857525,alignment,,,,,,,58,,,,,,,,,,,,,,,
B4,1.0,935.0,1932.875,2369.0,5.012723214285714,2.079938626251459,0.004879570318360073,alignment,,,,,,,58,,,,,,,,,,,,,,,
B4,2.0,936.0,2369.0,2709.5,5.060227970786977,1.359400894756748,0.0123034268717646,alignment,,,,,,,58,,,,,,,,,,,,,,,
B4,3.0,937.0,2709.5,,4.956291390728477,1.3749547078076407,0.023072755699364633,alignment,,,,,,,58,,,,,,,,,,,,,,,
B6,0.0,936.0,,2046.375,5.338145735615775,3.5153820529093243,0.0557596816902036,alignment,,,,,,,58,,,,,,,,,,,,,,,
B6,1.0,935.0,2046.375,2467.5,5.366585365853658,2.3503159676554404,0.05874446743688148,alignment,,,,,,,58,,,,,,,,,,,,,,,
B6,2.0,937.0,2467.5,2821.75,5.426477541371159,1.7787749260566734,0.06915006983911473,alignment,,,,,,,58,,,,,,,,,,,,,,,
B6,3.0,936.0,2821.75,,5.344482693016564,1.6551811157502947,0.06749376637962756,alignment,,,,,,,58,,,,,,,,,,,,,,,
B8,0.0,935.0,,2806.0,5.237220259128386,3.433818698162229,0.0400041224608817,alignment,,,,,,,58,,,,,,,,,,,,,,,
B8,1.0,938.0,2806.0,3346.5,5.394426679623059,2.0777514336643987,0.07211712089232902,alignment,,,,,,,58,,,,,,,,,,,,,,,
B8,2.0,935.0,3346.5,4106.5,5.383889980353635,1.5928250455827073,0.08203124611149268,alignment,,,,,,,58,,,,,,,,,,,,,,,
B8,3.0,939.0,4106.5,,5.213811986613933,1.7449338368227552,0.06355465029889187,alignment,,,,,,,58,,,,,,,,,,,,,,,
,,,,,,,,timewalk_cv,template_phase_timewalk,template_phase,0.0,61 65,2.131083261149378,2997.0,58,,,,,,,,,,,,,,,
,,,,,,,,timewalk_cv,template_phase_timewalk,template_phase,1.0,60 63,1.5087906967673157,3534.0,58,,,,,,,,,,,,,,,
,,,,,,,,timewalk_cv,template_phase_timewalk,template_phase,2.0,59 62,1.570433340188207,4710.0,58,,,,,,,,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,58,37.0,-7.009221531026958,-7.978179209002421,,,,,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,58,36.0,-3.237381508687647,-3.5543417635042625,,,,,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,58,37.0,1.1843134760039566,1.2642338254968843,,,,,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,58,36.0,2.251094206030853,2.7140998752489347,,,,,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,58,36.0,3.046635234794926,2.825882856170132,,,,,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,58,37.0,4.506232195610653,4.781970387696534,,,,,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,58,37.0,-4.355214341803575,-4.918571127897551,,,,,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,58,36.0,-3.3800366986324915,-4.00131776212554,,,,,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,58,37.0,1.2690645655496153,1.3914069849090447,,,,,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,58,36.0,2.3921306075390656,2.47848395882992,,,,,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,58,36.0,2.587541759151488,2.9246006472135395,,,,,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,58,37.0,3.003963925222401,2.163282889446754,,,,,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,58,,,,intercept,0.0,11241.0,219.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,58,,,,B4_intercept,-66.71553638402145,11241.0,219.0,,,,,,,,
