heldout_run,method,family,baseline,n_events,n_pair_residuals,sigma68_ns,full_rms_ns,abs_residual_p95_ns,tail_frac_vs_traditional_p95,ci_low,ci_high,delta_vs_traditional_ns,delta_ci_low,delta_ci_high
58,hgb_full,ml,s02b_global_template_timewalk,73,219,1.0754998154527233,2.6341806215666215,3.202734290970919,0.0365296803652968,0.9268967362923173,1.2905245908187695,-0.5293449179923204,-0.7734133006463432,-0.11258360946773598
58,hgb_only_samples_0_3,ml,s02b_global_template_timewalk,73,219,1.0760851550784845,2.5633347639242654,2.474231018347013,0.0273972602739726,0.9116666520721863,1.3190541918707288,-0.5287595783665593,-0.7734875567775196,-0.20096387320143236
58,mlp_no_samples_0_3,ml,s02b_global_template_timewalk,73,219,1.11341580421497,2.6554043174820348,3.1763266266982657,0.0410958904109589,0.9235410901126763,1.3287473752503933,-0.49142892923007375,-0.7020301616053116,-0.1833605742691658
58,hgb_no_samples_0_3,ml,s02b_global_template_timewalk,73,219,1.1586351953172003,2.587319765983092,3.0868321106559398,0.0319634703196347,0.9284902568391485,1.3882311919067727,-0.4462095381278435,-0.7780965642548457,-0.054881403048726025
58,hgb_run_family_control,run_family_control,s02b_global_template_timewalk,73,219,1.15995265057236,2.6276805300087798,2.5621473777644828,0.0228310502283105,1.0153017265597628,1.3359969333156265,-0.44489208287268367,-0.7006835312684387,-0.12819247105493226
58,mlp_only_samples_0_3,ml,s02b_global_template_timewalk,73,219,1.2089108294043656,2.650483149938449,3.2452750180936287,0.0365296803652968,1.0223561023953063,1.4039611287239693,-0.3959339040406782,-0.6699018614145323,-0.07902440055467232
58,early_late_gated_no_samples_0_3,ml,s02b_global_template_timewalk,73,219,1.299958718806139,2.8038578747261895,3.4045876626861964,0.0365296803652968,1.1669408914551467,1.514505503272136,-0.30488601463890475,-0.5409821521705764,0.0008076895947330348
58,ridge_run_family_control,run_family_control,s02b_global_template_timewalk,73,219,1.314159763981532,2.775827370757238,3.5275443192494094,0.0502283105022831,1.171954967580093,1.5380653473925203,-0.29068496946351186,-0.5430068032341963,0.039155470524700045
58,ridge_only_samples_0_3,ml,s02b_global_template_timewalk,73,219,1.3345892875330623,2.89358038584059,3.4772465172955322,0.045662100456621,1.1957956416126447,1.5732865460905645,-0.2702554459119815,-0.5123758706955462,0.0354421130734003
58,ridge_no_samples_0_3,ml,s02b_global_template_timewalk,73,219,1.3439789276940155,2.6559574860132282,3.2086200751489287,0.0365296803652968,1.1800775677837496,1.5157325891639521,-0.26086580575102825,-0.5233357138373893,0.03663771585776432
