n_estimators,max_depth,min_samples_leaf,roc_auc,average_precision,brier
500,7,8,0.8231496147547586,0.8357305376580653,0.17661708717657268
400,5,15,0.7961421783135119,0.8106353599043669,0.1881360700147979
300,4,20,0.7792945970212474,0.794539546489622,0.19354862744515944
