file,sha256,bytes
configs/s05i_1781042380_555_680a7339_covariance_coverage_calibration.yaml,65b46bc3eb3885115013aa35b44ba2166f9040ca05f3a7141e1cd5e5789083b3,1740
configs/s05h_1781040960_767_247d3910_saturation_covariance_support_frontier.yaml,f1560fa8d8b8ac5825a0d03f312960d14fdd93e34b1b3ea4477ab442d466ce9e,1861
reports/1781040960.767.247d3910__s05h_saturation_covariance_support_frontier/heldout_pair_residuals.csv,dceda1792a4d6b8b861713a6af46d2d42eb11e9c985659810299a06b206bc5c6,18659608
reports/1781040960.767.247d3910__s05h_saturation_covariance_support_frontier/support_summary.csv,7761510343b371758b0302193f906086e6f799a8019bc4306ebe2a6d06aa6cd3,1412
