method,residual_column,nominal_coverage,topology,n_runs,n_pair_rows,coverage,coverage_ci_low,coverage_ci_high,coverage_error,abs_coverage_error,mean_interval_width_ns,interval_width_ci_low_ns,interval_width_ci_high_ns
pair_median,resid_pair_median,0.68,downstream_only,21,21528,0.6791155704199182,0.6714454043561268,0.688548909703424,-0.0008844295800818358,0.0008844295800818358,3.460191226549257,3.445025058549081,3.4712685897809537
pair_median,resid_pair_median,0.95,B2_containing,21,43956,0.9491309491309491,0.9095813397068848,0.9706121219789112,-0.0008690508690508691,0.0008690508690508691,143.0266841804566,137.6537953975259,145.69561180723858
pair_median,resid_pair_median,0.95,all,21,65484,0.9500641378046546,0.9102629133907469,0.96861035232016,6.413780465464036e-05,6.413780465464036e-05,99.51625795256352,93.32372018795978,102.29819730022636
pair_median,resid_pair_median,0.95,downstream_only,21,21528,0.9496934225195095,0.9409604990913659,0.9572493864109989,-0.0003065774804904553,0.0003065774804904553,7.354228149144459,7.316557529846969,7.384118891629219
pool_label_control,resid_pool_label_control,0.68,B2_containing,21,43956,0.7026344526344527,0.514986757588631,0.7778263911250719,0.02263445263445263,0.02263445263445263,11.744683421442991,10.34967083067157,12.643988948445484
pool_label_control,resid_pool_label_control,0.68,all,21,65484,0.6958646386903671,0.5617756660143345,0.7735430861029591,0.015864638690367028,0.015864638690367028,14.943088068130786,14.546637123660826,15.13460079896674
pool_label_control,resid_pool_label_control,0.68,downstream_only,21,21528,0.6994147157190636,0.5329921034523596,0.7613725868353876,0.019414715719063502,0.019414715719063502,5.5770815751133505,5.354873235309661,5.676713103426851
pool_label_control,resid_pool_label_control,0.95,B2_containing,21,43956,0.9488806988806989,0.8977833830528963,0.9670390813086891,-0.0011193011193010305,0.0011193011193010305,125.34231652906949,120.31390315155689,127.7667795688124
pool_label_control,resid_pool_label_control,0.95,all,21,65484,0.9510720175920836,0.9146218708713989,0.9689585726518833,0.0010720175920836406,0.0010720175920836406,87.36171347706542,83.26783992290137,89.48064646025365
pool_label_control,resid_pool_label_control,0.95,downstream_only,21,21528,0.9463024897807506,0.8943561530281448,0.973369897340719,-0.003697510219249356,0.003697510219249356,32.33009679860092,31.951127305491486,32.502955937439395
ridge,resid_ridge,0.68,B2_containing,21,43956,0.6853671853671853,0.6352776517638398,0.7110329902209744,0.005367185367185279,0.005367185367185279,14.986738135767652,14.824318947386248,15.077655019191901
ridge,resid_ridge,0.68,all,21,65484,0.6846099810640767,0.6298799399441304,0.7135807857418872,0.004609981064076618,0.004609981064076618,14.331793506658443,14.127879270859292,14.412600485552119
ridge,resid_ridge,0.68,downstream_only,21,21528,0.6845968041620215,0.6062763900689276,0.7199869693000369,0.004596804162021462,0.004596804162021462,12.964636299651847,12.711995791567764,13.15622146569831
ridge,resid_ridge,0.95,B2_containing,21,43956,0.9508827008827009,0.9287958923537926,0.9602961206032514,0.0008827008827009264,0.0008827008827009264,43.192873309118006,42.49149210829927,43.52411395086726
ridge,resid_ridge,0.95,all,21,65484,0.951010933968603,0.9283975033857371,0.9595578796805342,0.0010109339686030783,0.0010109339686030783,39.62459900567711,39.06900291423011,39.85452213346061
ridge,resid_ridge,0.95,downstream_only,21,21528,0.9509011519881085,0.9236445077699239,0.9601642624708753,0.0009011519881085839,0.0009011519881085839,32.26749952739614,31.85980064873042,32.44945566210846
support_gated_cnn_new,resid_support_gated_cnn_new,0.68,B2_containing,21,43956,0.6463281463281463,0.523784670174478,0.7067936720671782,-0.03367185367185377,0.03367185367185377,10.62399597915404,10.486812947027586,10.692184467668515
support_gated_cnn_new,resid_support_gated_cnn_new,0.68,all,21,65484,0.6561450125221429,0.5370717008204591,0.7226877499917699,-0.023854987477857192,0.023854987477857192,9.817176727489416,9.643224049311003,9.992213478074593
support_gated_cnn_new,resid_support_gated_cnn_new,0.68,downstream_only,21,21528,0.6495261984392419,0.5942140855544928,0.6998498731669828,-0.030473801560758185,0.030473801560758185,6.882568299950424,6.734534854553602,7.0025168780263956
support_gated_cnn_new,resid_support_gated_cnn_new,0.95,B2_containing,21,43956,0.9488124488124489,0.9062708731454999,0.9686060750450332,-0.0011875511875510947,0.0011875511875510947,140.16292118003352,134.5973271528964,142.61032559879467
support_gated_cnn_new,resid_support_gated_cnn_new,0.95,all,21,65484,0.9502626595809663,0.8985188681635684,0.9690725020405099,0.00026265958096638453,0.00026265958096638453,96.66523757391946,90.24656532617348,99.34765905319597
support_gated_cnn_new,resid_support_gated_cnn_new,0.95,downstream_only,21,21528,0.9374767744332961,0.8882411093336656,0.9737765096785083,-0.012523225566703822,0.012523225566703822,14.281665539479773,14.03900062535181,14.435632388264127
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.68,B2_containing,21,43956,0.6846619346619347,0.633337319018548,0.7122774944070511,0.0046619346619346524,0.0046619346619346524,16.11071156958655,15.857243754837612,16.238251298576678
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.68,all,21,65484,0.6844114592877649,0.6265752325385584,0.7085838740259098,0.004411459287764874,0.004411459287764874,15.697324310630293,15.513318114702042,15.779505322613606
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.68,downstream_only,21,21528,0.6825065031586771,0.6351883269362713,0.7090235427154391,0.0025065031586770647,0.0025065031586770647,14.739799915388687,14.577329457168412,14.886319927770938
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.95,B2_containing,21,43956,0.951041951041951,0.9255761101648414,0.9618456401398933,0.0010419510419510392,0.0010419510419510392,46.14742843196343,45.19859929116123,46.502353700094595
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.95,all,21,65484,0.951682853826889,0.9280594426858395,0.959777390331699,0.0016828538268890414,0.0016828538268890414,40.65758322160906,39.98311704724826,40.95024868219733
traditional_s05d_static_priors,resid_traditional_s05d_static_priors,0.95,downstream_only,21,21528,0.9493682645856559,0.9312008710500689,0.9590099770987544,-0.0006317354143440257,0.0006317354143440257,31.84044561174132,31.453655565509532,32.179777720513464
waveform_only_mlp,resid_waveform_only_mlp,0.68,B2_containing,21,43956,0.6896669396669397,0.5356157084170802,0.7532404633949106,0.009666939666939656,0.009666939666939656,8.558870708371108,8.105537910014055,8.81377245456961
waveform_only_mlp,resid_waveform_only_mlp,0.68,all,21,65484,0.6895577545660009,0.5596582520113735,0.7330332113719874,0.009557754566000831,0.009557754566000831,7.907276861041486,7.647172895033177,8.053741929001541
waveform_only_mlp,resid_waveform_only_mlp,0.68,downstream_only,21,21528,0.6824136008918618,0.6343410367559537,0.707285258563504,0.0024136008918617113,0.0024136008918617113,5.963821461073865,5.9105786363956385,6.001606984239191
waveform_only_mlp,resid_waveform_only_mlp,0.95,B2_containing,21,43956,0.948994448994449,0.9063669697689298,0.9675678392019466,-0.0010055510055509975,0.0010055510055509975,134.0505422783253,129.11493174153057,136.56122475221974
waveform_only_mlp,resid_waveform_only_mlp,0.95,all,21,65484,0.9503695559220573,0.9083712392445816,0.9696516888943304,0.0003695559220573408,0.0003695559220573408,93.19418885215569,87.5371040499329,95.75958703956746
waveform_only_mlp,resid_waveform_only_mlp,0.95,downstream_only,21,21528,0.9506224451876626,0.9348467704359701,0.9580116929854847,0.0006224451876626347,0.0006224451876626347,12.890987171927682,12.759674425857526,12.976542690930858
