method,residual_column,nominal_coverage,topology,n_runs,n_pair_rows,coverage,coverage_ci_low,coverage_ci_high,coverage_error,abs_coverage_error,mean_interval_width_ns,interval_width_ci_low_ns,interval_width_ci_high_ns
cnn_1d,resid_cnn_1d,0.68,B2_containing,21,43956,0.6538811538811539,0.5108727744384844,0.7453581223988142,-0.026118846118846184,0.026118846118846184,12.221991269944752,11.690182751507443,12.66582093816153
cnn_1d,resid_cnn_1d,0.68,all,21,65484,0.6535489585242197,0.5015312623615823,0.7533747427845173,-0.026451041475780368,0.026451041475780368,11.366971420835327,10.7322996603233,11.835074489384596
cnn_1d,resid_cnn_1d,0.68,downstream_only,21,21528,0.6301560758082497,0.5141052195696104,0.7424780187178034,-0.04984392419175032,0.04984392419175032,8.525859125098142,8.175410299149926,8.849258563879374
cnn_1d,resid_cnn_1d,0.95,B2_containing,21,43956,0.9487669487669488,0.9053510352831576,0.9685203304246764,-0.0012330512330511745,0.0012330512330511745,140.1341814925664,134.71792255237898,142.67605814825163
cnn_1d,resid_cnn_1d,0.95,all,21,65484,0.9505375358866288,0.9141495754060207,0.9696622294471839,0.0005375358866288593,0.0005375358866288593,97.28963809537296,92.07056992060633,99.8612182575912
cnn_1d,resid_cnn_1d,0.95,downstream_only,21,21528,0.9008732813080639,0.8059906869315063,0.9759340160567569,-0.04912671869193608,0.04912671869193608,16.84952543218846,15.886845823678433,17.6273183974188
extra_trees_s05e_dynamic,resid_extra_trees_s05e_dynamic,0.68,B2_containing,21,43956,0.6901446901446902,0.606440344546462,0.7389873816751608,0.010144690144690105,0.010144690144690105,5.615924100741135,5.395710270202108,5.802106645833062
extra_trees_s05e_dynamic,resid_extra_trees_s05e_dynamic,0.68,all,21,65484,0.6908863233767027,0.6043587616842305,0.7312584770638231,0.0108863233767027,0.0108863233767027,4.480893356457416,4.37346106563331,4.547208432406674
extra_trees_s05e_dynamic,resid_extra_trees_s05e_dynamic,0.68,downstream_only,21,21528,0.6858509847640283,0.6258917341556234,0.7090419532643034,0.005850984764028233,0.005850984764028233,3.3358914787966936,3.2748996990231576,3.3635154698330707
extra_trees_s05e_dynamic,resid_extra_trees_s05e_dynamic,0.95,B2_containing,21,43956,0.9496996996996997,0.9193940730824501,0.9660610419179066,-0.0003003003003002602,0.0003003003003002602,43.4608414080203,41.96300697444168,44.77096947444488
extra_trees_s05e_dynamic,resid_extra_trees_s05e_dynamic,0.95,all,21,65484,0.9503084722985767,0.9211665088473859,0.9616109696107205,0.0003084722985767785,0.0003084722985767785,34.123058924577364,32.250428468008145,35.16875016066942
extra_trees_s05e_dynamic,resid_extra_trees_s05e_dynamic,0.95,downstream_only,21,21528,0.9509011519881085,0.9298508587427373,0.9617539025484598,0.0009011519881085839,0.0009011519881085839,11.582623477120551,11.405820338639845,11.6662951807995
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,B2_containing,21,43956,0.6923741923741924,0.5673386228458775,0.7500191760344711,0.01237419237419235,0.01237419237419235,8.229230413344055,7.926466778392706,8.402014419423745
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,all,21,65484,0.6864883024861035,0.5956131896693779,0.7228615423680304,0.006488302486103437,0.006488302486103437,7.807219626029889,7.653741623004212,7.899173096933381
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,downstream_only,21,21528,0.6753530286138982,0.6654471014299845,0.6913246692142241,-0.004646971386101817,0.004646971386101817,6.406077113704881,6.379493670461311,6.443054198913005
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,B2_containing,21,43956,0.9499271999271999,0.9143464042092526,0.9652808743535738,-7.280007280008327e-05,7.280007280008327e-05,72.20414281490315,70.93334710569268,72.82971218848895
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,all,21,65484,0.9503542850161871,0.9163722769237318,0.9662275279423321,0.00035428501618717245,0.00035428501618717245,58.79558930125482,57.19388707407197,59.476212991985896
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,downstream_only,21,21528,0.9485785953177257,0.9369968762828074,0.9638983065429544,-0.001421404682274252,0.001421404682274252,12.904304447762316,12.766214399817546,13.04697295645951
ml_shuffled_target_control,resid_ml_shuffled_target_control,0.68,B2_containing,21,43956,0.6876876876876877,0.6060427510702967,0.7547586106043231,0.007687687687687683,0.007687687687687683,10.631169768603895,10.309490797035087,10.92086650361599
ml_shuffled_target_control,resid_ml_shuffled_target_control,0.68,all,21,65484,0.6861218007452202,0.6300528760226658,0.7237749405886025,0.006121800745220174,0.006121800745220174,10.092676825720913,9.939102971653286,10.23666732976011
ml_shuffled_target_control,resid_ml_shuffled_target_control,0.68,downstream_only,21,21528,0.679022668153103,0.6354410458556647,0.7318595722813289,-0.0009773318468970782,0.0009773318468970782,7.786211649606259,7.6432753341567405,7.971171509513991
ml_shuffled_target_control,resid_ml_shuffled_target_control,0.95,B2_containing,21,43956,0.948948948948949,0.9122127111129738,0.9698308235609183,-0.0010510510510509663,0.0010510510510509663,142.56435436643412,137.44648272274787,144.85651645397135
ml_shuffled_target_control,resid_ml_shuffled_target_control,0.95,all,21,65484,0.9497129069696414,0.9030964408021965,0.9690885292505239,-0.00028709303035856504,0.00028709303035856504,98.60785065833437,93.32059865912332,101.23879221092439
ml_shuffled_target_control,resid_ml_shuffled_target_control,0.95,downstream_only,21,21528,0.9437476774433297,0.9168921771069024,0.9699678483554085,-0.006252322556670298,0.006252322556670298,16.952111264702715,16.623384107481996,17.30682908679261
mlp,resid_mlp,0.68,B2_containing,21,43956,0.678997178997179,0.5709350974775039,0.7217100719931968,-0.0010028210028210083,0.0010028210028210083,9.311237495429777,9.073584456117526,9.416168773549005
mlp,resid_mlp,0.68,all,21,65484,0.6703927676989799,0.6013697717162138,0.7059640767219557,-0.009607232301020119,0.009607232301020119,8.591704077777939,8.460165660201897,8.690225166069842
mlp,resid_mlp,0.68,downstream_only,21,21528,0.643859160163508,0.5634792823306873,0.7275415509422138,-0.03614083983649208,0.03614083983649208,5.969205621686726,5.822483307656818,6.122841113186581
mlp,resid_mlp,0.95,B2_containing,21,43956,0.948971698971699,0.9112339333470302,0.9668293045663087,-0.001028301028300982,0.001028301028300982,131.43900276394675,126.8824075827117,133.8608695051145
mlp,resid_mlp,0.95,all,21,65484,0.9510872884979537,0.9012301704968833,0.9701910290914122,0.0010872884979536979,0.0010872884979536979,89.30383715914724,84.24510334559712,91.62294214927765
mlp,resid_mlp,0.95,downstream_only,21,21528,0.9340393905611297,0.9106120234964946,0.9619333782754356,-0.015960609438870232,0.015960609438870232,11.436118420237714,11.286727506548388,11.61875154532363
pair_median,resid_pair_median,0.68,B2_containing,21,43956,0.693056693056693,0.5865999317058063,0.7394957894029394,0.013056693056692992,0.013056693056692992,4.9401014722966465,4.728551674512188,5.089731736813424
pair_median,resid_pair_median,0.68,all,21,65484,0.689130169201637,0.6113828821795616,0.7303449256173645,0.009130169201637006,0.009130169201637006,4.1985621497865555,4.072514726922835,4.274278887419901
