method,residual_column,nominal_coverage,heldout_run,topology,n_train_rows,n_test_rows,interval_center_ns,half_width_ns,interval_width_ns,coverage,coverage_error,abs_coverage_error
ridge,resid_ridge,0.95,56,downstream_only,21068,460,1.084035228444829,15.54929858445286,31.09859716890572,0.8326086956521739,-0.11739130434782608,0.11739130434782608
ridge,resid_ridge,0.95,56,all,63815,1669,0.4081863781400573,19.048426179783,38.096852359566,0.8609946075494308,-0.08900539245056915,0.08900539245056915
ridge,resid_ridge,0.95,57,B2_containing,43082,874,0.01578386512026975,21.012485822297258,42.024971644594515,0.9153318077803204,-0.03466819221967954,0.03466819221967954
ridge,resid_ridge,0.95,57,downstream_only,21181,347,1.0174757284405804,15.656208697990518,31.312417395981036,0.8559077809798271,-0.09409221902017284,0.09409221902017284
ridge,resid_ridge,0.95,57,all,64263,1221,0.3721115233597432,19.299962498593864,38.59992499718773,0.9099099099099099,-0.040090090090090014,0.040090090090090014
ridge,resid_ridge,0.95,58,B2_containing,43102,854,0.061256717507713596,20.98466280590669,41.96932561181338,0.9074941451990632,-0.042505854800936715,0.042505854800936715
ridge,resid_ridge,0.95,58,downstream_only,21175,353,1.0479204489658454,15.766309087049947,31.532618174099895,0.8980169971671388,-0.05198300283286117,0.05198300283286117
ridge,resid_ridge,0.95,58,all,64277,1207,0.4152397478187166,19.270086344709846,38.54017268941969,0.8980944490472246,-0.05190555095277538,0.05190555095277538
ridge,resid_ridge,0.95,59,B2_containing,36522,7434,-0.1483023912316453,21.65481210694794,43.30962421389588,0.9650255582458972,0.015025558245897241,0.015025558245897241
ridge,resid_ridge,0.95,59,downstream_only,17775,3753,0.8725970005575006,16.460487095009892,32.920974190019784,0.9776179056754596,0.02761790567545963,0.02761790567545963
ridge,resid_ridge,0.95,59,all,54297,11187,0.2171973794422355,19.88319862947216,39.76639725894432,0.9668365066595155,0.016836506659515527,0.016836506659515527
ridge,resid_ridge,0.95,60,B2_containing,37132,6824,0.17535553357658054,21.94514085781721,43.89028171563442,0.97552754982415,0.025527549824150064,0.025527549824150064
ridge,resid_ridge,0.95,60,downstream_only,17828,3700,1.0109153793579932,16.088248288370465,32.17649657674093,0.9597297297297297,0.009729729729729741,0.009729729729729741
ridge,resid_ridge,0.95,60,all,54960,10524,0.4700318998064271,20.03059210415165,40.0611842083033,0.9708285822881034,0.02082858228810347,0.02082858228810347
ridge,resid_ridge,0.95,61,B2_containing,36346,7610,-0.22051288913807626,22.16996326730857,44.33992653461714,0.9793692509855453,0.029369250985545325,0.029369250985545325
ridge,resid_ridge,0.95,61,downstream_only,17283,4245,0.707472678196813,16.098760785060595,32.19752157012119,0.9632508833922262,0.013250883392226243,0.013250883392226243
ridge,resid_ridge,0.95,61,all,53629,11855,0.095012480739812,20.203098489272918,40.406196978545836,0.9754533951919021,0.02545339519190215,0.02545339519190215
ridge,resid_ridge,0.95,62,B2_containing,36853,7103,-0.166436194770978,21.930041695219636,43.86008339043927,0.9742362382092074,0.024236238209207395,0.024236238209207395
ridge,resid_ridge,0.95,62,downstream_only,17695,3833,0.759338704984514,16.367980905192965,32.73596181038593,0.9746934516044874,0.024693451604487437,0.024693451604487437
ridge,resid_ridge,0.95,62,all,54548,10936,0.16805852800524462,20.14491173691532,40.28982347383064,0.9753108997805413,0.02531089978054135,0.02531089978054135
ridge,resid_ridge,0.95,63,B2_containing,39956,4000,0.13416056530946335,21.02763888607162,42.05527777214324,0.94225,-0.007749999999999924,0.007749999999999924
ridge,resid_ridge,0.95,63,downstream_only,19712,1816,0.9978490825868367,16.134401559549122,32.268803119098244,0.974669603524229,0.02466960352422909,0.02466960352422909
ridge,resid_ridge,0.95,63,all,59668,5816,0.4365400179669699,19.381822303030933,38.76364460606187,0.9460110041265475,-0.003988995873452472,0.003988995873452472
ridge,resid_ridge,0.95,65,B2_containing,42840,1116,0.0313835752274165,21.017591823982787,42.035183647965574,0.9238351254480287,-0.02616487455197125,0.02616487455197125
ridge,resid_ridge,0.95,65,downstream_only,21130,398,1.0164898283876875,15.751670230155563,31.503340460311126,0.914572864321608,-0.03542713567839195,0.03542713567839195
ridge,resid_ridge,0.95,65,all,63970,1514,0.38086662163963536,19.309271340056704,38.61854268011341,0.9200792602377807,-0.029920739762219206,0.029920739762219206
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,44,B2_containing,43832,124,-3.885383757109495,3.996500046254646,7.993000092509292,0.4112903225806452,-0.26870967741935486,0.26870967741935486
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,44,downstream_only,21483,45,-0.5498132802118199,3.2112681491037556,6.422536298207511,0.6,-0.08000000000000007,0.08000000000000007
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,44,all,65315,169,-2.55859561228913,3.848237626615466,7.696475253230932,0.44970414201183434,-0.2302958579881657,0.2302958579881657
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,45,B2_containing,42663,1293,-3.895026288355626,3.9559040314303013,7.911808062860603,0.5158546017014695,-0.1641453982985306,0.1641453982985306
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,45,downstream_only,21034,494,-0.5556446385900191,3.2150520814837655,6.430104162967531,0.6983805668016194,0.01838056680161937,0.01838056680161937
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,45,all,63697,1787,-2.577412160295784,3.824318672911101,7.648637345822202,0.5411303861219922,-0.1388696138780079,0.1388696138780079
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,46,B2_containing,43946,10,-3.8813870651898954,4.001534685102578,8.003069370205155,0.4,-0.28,0.28
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,46,downstream_only,21525,3,-0.5493990808727975,3.211505659535044,6.423011319070088,0.0,-0.68,0.68
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,46,all,65471,13,-2.552878718229513,3.851643446670584,7.703286893341168,0.5384615384615384,-0.1415384615384616,0.1415384615384616
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,47,B2_containing,43844,112,-3.883184837710856,3.9978879522955726,7.995775904591145,0.5089285714285714,-0.17107142857142865,0.17107142857142865
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,47,downstream_only,21484,44,-0.5494006712534316,3.212574808667185,6.42514961733437,0.75,0.06999999999999995,0.06999999999999995
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,47,all,65328,156,-2.558239459125042,3.8499399682023854,7.699879936404771,0.5641025641025641,-0.11589743589743595,0.11589743589743595
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,48,B2_containing,43164,792,-3.8881176333650087,3.987017019125782,7.974034038251564,0.5820707070707071,-0.09792929292929298,0.09792929292929298
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,48,downstream_only,21222,306,-0.5516730250539492,3.215318555482758,6.430637110965516,0.7124183006535948,0.032418300653594745,0.032418300653594745
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,48,all,64386,1098,-2.563095159904777,3.8437540809695427,7.6875081619390855,0.6174863387978142,-0.06251366120218582,0.06251366120218582
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,49,B2_containing,43092,864,-3.890761319399383,3.985045351209585,7.97009070241917,0.5798611111111112,-0.10013888888888889,0.10013888888888889
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,49,downstream_only,21206,322,-0.5551594349416797,3.2182496097919198,6.4364992195838395,0.7360248447204969,0.05602484472049685,0.05602484472049685
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,49,all,64298,1186,-2.569056747854872,3.839997657500773,7.679995315001546,0.6020236087689713,-0.07797639123102873,0.07797639123102873
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,50,B2_containing,43002,954,-3.922418483938239,3.9227279450639276,7.845455890127855,0.27672955974842767,-0.4032704402515724,0.4032704402515724
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,50,downstream_only,21193,335,-0.5666995396069123,3.213327556478265,6.42665511295653,0.7283582089552239,0.0483582089552238,0.0483582089552238
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,50,all,64195,1289,-2.619581394885481,3.808952667562832,7.617905335125664,0.3809154383242824,-0.2990845616757177,0.2990845616757177
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,51,B2_containing,43514,442,-3.8914664882777776,3.9766168581695642,7.9532337163391285,0.41855203619909503,-0.261447963800905,0.261447963800905
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,51,downstream_only,21354,174,-0.5489226505858069,3.211568787880826,6.423137575761652,0.6609195402298851,-0.019080459770114966,0.019080459770114966
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,51,all,64868,616,-2.5756264121636834,3.8362654974674633,7.6725309949349265,0.4707792207792208,-0.20922077922077925,0.20922077922077925
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,52,B2_containing,43739,217,-3.887370692600504,3.9882008119436536,7.976401623887307,0.3548387096774194,-0.3251612903225807,0.3251612903225807
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,52,downstream_only,21433,95,-0.5443427518938027,3.2100052336881566,6.420010467376313,0.6421052631578947,-0.037894736842105314,0.037894736842105314
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,52,all,65172,312,-2.565044294127596,3.8433401110609346,7.686680222121869,0.4391025641025641,-0.24089743589743595,0.24089743589743595
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,53,B2_containing,43143,813,-3.912220429220664,3.933379073949708,7.866758147899416,0.28044280442804426,-0.3995571955719558,0.3995571955719558
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,53,downstream_only,21221,307,-0.5493990808727975,3.214672242593634,6.429344485187268,0.7100977198697068,0.030097719869706774,0.030097719869706774
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,53,all,64364,1120,-2.6041179785889934,3.8141792460311073,7.6283584920622145,0.39107142857142857,-0.2889285714285715,0.2889285714285715
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,54,B2_containing,43184,772,-3.9125551460128407,3.940546080944563,7.881092161889126,0.3018134715025907,-0.37818652849740936,0.37818652849740936
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,54,downstream_only,21247,281,-0.5554394444045099,3.2211081170680838,6.4422162341361675,0.7758007117437722,0.09580071174377214,0.09580071174377214
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,54,all,64431,1053,-2.604294719446429,3.8181814689049545,7.636362937809909,0.4017094017094017,-0.2782905982905983,0.2782905982905983
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,55,B2_containing,43417,539,-3.895026288355626,3.9666942796237024,7.933388559247405,0.37105751391465674,-0.3089424860853433,0.3089424860853433
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,55,downstream_only,21311,217,-0.5496615845324704,3.212289972857519,6.424579945715038,0.6912442396313364,0.011244239631336361,0.011244239631336361
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,55,all,64728,756,-2.580155503349258,3.832864551407968,7.665729102815936,0.455026455026455,-0.22497354497354505,0.22497354497354505
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,56,B2_containing,42747,1209,-3.922006657306042,3.9117350315027415,7.823470063005483,0.3333333333333333,-0.34666666666666673,0.34666666666666673
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,56,downstream_only,21068,460,-0.5660708165740009,3.2210081210872854,6.442016242174571,0.7369565217391304,0.05695652173913035,0.05695652173913035
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,56,all,63815,1669,-2.621023683291644,3.8067565902601275,7.613513180520255,0.43678849610545234,-0.2432115038945477,0.2432115038945477
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,57,B2_containing,43082,874,-3.8970853428667076,3.9824476972973297,7.9648953945946595,0.5606407322654462,-0.11935926773455385,0.11935926773455385
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,57,downstream_only,21181,347,-0.5557186372086398,3.2172704770537304,6.434540954107461,0.7204610951008645,0.040461095100864486,0.040461095100864486
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,57,all,64263,1221,-2.579916576570323,3.838933740380804,7.677867480761608,0.5888615888615889,-0.09113841113841115,0.09113841113841115
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,58,B2_containing,43102,854,-3.8867718136055824,3.9828368549226094,7.965673709845219,0.5749414519906323,-0.10505854800936776,0.10505854800936776
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,58,downstream_only,21175,353,-0.5558387949599286,3.211700670426112,6.423401340852224,0.6827195467422096,0.002719546742209533,0.002719546742209533
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,58,all,64277,1207,-2.562445584888847,3.841130564745309,7.682261129490618,0.6006628003314002,-0.07933719966859987,0.07933719966859987
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,59,B2_containing,36522,7434,-3.810430485402973,3.967012034317003,7.934024068634006,0.6735270379338176,-0.006472962066182419,0.006472962066182419
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,59,downstream_only,17775,3753,-0.5785927109547484,3.2015152693958124,6.403030538791625,0.6741273647748468,-0.005872635225153244,0.005872635225153244
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,59,all,54297,11187,-2.500641458783041,3.83111452083146,7.66222904166292,0.6652364351479396,-0.014763564852060429,0.014763564852060429
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,60,B2_containing,37132,6824,-3.722761846275483,4.258926295445698,8.517852590891396,0.8486225087924971,0.16862250879249707,0.16862250879249707
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,60,downstream_only,17828,3700,-0.5123593937830828,3.179537214111907,6.359074428223814,0.6524324324324324,-0.02756756756756762,0.02756756756756762
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,60,all,54960,10524,-2.3323708935593177,3.9414173311760368,7.8828346623520735,0.758361839604713,0.07836183960471299,0.07836183960471299
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,61,B2_containing,36346,7610,-3.80070220776421,4.381979007073109,8.763958014146217,0.8743758212877792,0.1943758212877792,0.1943758212877792
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,61,downstream_only,17283,4245,-0.3560567823847234,3.2379409984192247,6.475881996838449,0.6852767962308598,0.005276796230859748,0.005276796230859748
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,61,all,53629,11855,-2.3406276466893035,4.066770326219768,8.133540652439535,0.8436102910164488,0.16361029101644875,0.16361029101644875
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,62,B2_containing,36853,7103,-3.91248284549392,4.177210990912316,8.354421981824633,0.765592003378854,0.08559200337885398,0.08559200337885398
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,62,downstream_only,17695,3833,-0.6373089616556107,3.179866645708415,6.35973329141683,0.6530133055048265,-0.026986694495173547,0.026986694495173547
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,62,all,54548,10936,-2.5542436818024963,3.915089315008396,7.830178630016792,0.7386613021214338,0.05866130212143372,0.05866130212143372
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,63,B2_containing,39956,4000,-3.885383757109495,3.9459926941201777,7.8919853882403554,0.62125,-0.05875000000000008,0.05875000000000008
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,63,downstream_only,19712,1816,-0.5922250644462421,3.1897478536588535,6.379495707317707,0.6437224669603524,-0.03627753303964765,0.03627753303964765
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,63,all,59668,5816,-2.5435345720947065,3.8149805626683495,7.629961125336699,0.625515818431912,-0.0544841815680881,0.0544841815680881
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,65,B2_containing,42840,1116,-3.861871638873975,3.9901399408232976,7.980279881646595,0.6693548387096774,-0.010645161290322669,0.010645161290322669
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,65,downstream_only,21130,398,-0.5511964709023414,3.227027123574103,6.454054247148206,0.7989949748743719,0.11899497487437183,0.11899497487437183
gradient_boosted_trees,resid_gradient_boosted_trees,0.68,65,all,63970,1514,-2.539432712617542,3.8454699989411862,7.6909399978823725,0.6525759577278731,-0.027424042272126914,0.027424042272126914
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,44,B2_containing,43832,124,-3.885383757109495,34.789568562770484,69.57913712554097,0.8225806451612904,-0.1274193548387096,0.1274193548387096
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,44,downstream_only,21483,45,-0.5498132802118199,6.44753566671876,12.89507133343752,0.9111111111111111,-0.03888888888888886,0.03888888888888886
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,44,all,65315,169,-2.55859561228913,28.090740092493373,56.18148018498675,0.8520710059171598,-0.09792899408284017,0.09792899408284017
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,45,B2_containing,42663,1293,-3.895026288355626,33.98908709140442,67.97817418280884,0.843000773395205,-0.106999226604795,0.106999226604795
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,45,downstream_only,21034,494,-0.5556446385900191,6.438995479012477,12.877990958024954,0.9412955465587044,-0.008704453441295557,0.008704453441295557
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,45,all,63697,1787,-2.577412160295784,27.41707849096919,54.83415698193838,0.859541130386122,-0.09045886961387795,0.09045886961387795
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,46,B2_containing,43946,10,-3.8813870651898954,34.90451301300999,69.80902602601998,1.0,0.050000000000000044,0.050000000000000044
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,46,downstream_only,21525,3,-0.5493990808727975,6.449097278611715,12.89819455722343,1.0,0.050000000000000044,0.050000000000000044
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,46,all,65471,13,-2.552878718229513,28.182936708324682,56.365873416649364,0.9230769230769231,-0.026923076923076827,0.026923076923076827
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,47,B2_containing,43844,112,-3.883184837710856,34.854012574392264,69.70802514878453,0.9017857142857143,-0.048214285714285654,0.048214285714285654
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,47,downstream_only,21484,44,-0.5494006712534316,6.448252823899583,12.896505647799167,0.9318181818181818,-0.018181818181818188,0.018181818181818188
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,47,all,65328,156,-2.558239459125042,28.116916413107337,56.23383282621467,0.8974358974358975,-0.05256410256410249,0.05256410256410249
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,48,B2_containing,43164,792,-3.8881176333650087,34.59660376320562,69.19320752641124,0.8914141414141414,-0.05858585858585852,0.05858585858585852
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,48,downstream_only,21222,306,-0.5516730250539492,6.46314876604369,12.92629753208738,0.9869281045751634,0.03692810457516349,0.03692810457516349
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,48,all,64386,1098,-2.563095159904777,27.912547016880335,55.82509403376067,0.9016393442622951,-0.04836065573770487,0.04836065573770487
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,49,B2_containing,43092,864,-3.890761319399383,34.59497474119662,69.18994948239325,0.8946759259259259,-0.055324074074074026,0.055324074074074026
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,49,downstream_only,21206,322,-0.5551594349416797,6.455833767883138,12.911667535766275,0.9751552795031055,0.025155279503105588,0.025155279503105588
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,49,all,64298,1186,-2.569056747854872,27.86942321911837,55.73884643823674,0.897133220910624,-0.05286677908937598,0.05286677908937598
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,50,B2_containing,43002,954,-3.922418483938239,33.94652539119029,67.89305078238058,0.789308176100629,-0.16069182389937098,0.16069182389937098
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,50,downstream_only,21193,335,-0.5666995396069123,6.440413932133118,12.880827864266235,0.9641791044776119,0.014179104477611948,0.014179104477611948
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,50,all,64195,1289,-2.619581394885481,27.142411602806934,54.28482320561387,0.7757951900698216,-0.1742048099301784,0.1742048099301784
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,51,B2_containing,43514,442,-3.8914664882777776,34.56711675047547,69.13423350095094,0.8280542986425339,-0.12194570135746607,0.12194570135746607
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,51,downstream_only,21354,174,-0.5489226505858069,6.445078883665928,12.890157767331855,0.9195402298850575,-0.030459770114942497,0.030459770114942497
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,51,all,64868,616,-2.5756264121636834,27.786411345465456,55.57282269093091,0.8198051948051948,-0.1301948051948052,0.1301948051948052
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,52,B2_containing,43739,217,-3.887370692600504,34.71424112463415,69.4284822492683,0.8110599078341014,-0.13894009216589853,0.13894009216589853
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,52,downstream_only,21433,95,-0.5443427518938027,6.452328430580954,12.904656861161907,0.9368421052631579,-0.013157894736842035,0.013157894736842035
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,52,all,65172,312,-2.565044294127596,27.95074955054792,55.90149910109584,0.8076923076923077,-0.14230769230769225,0.14230769230769225
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,53,B2_containing,43143,813,-3.912220429220664,34.107466982947855,68.21493396589571,0.7933579335793358,-0.15664206642066414,0.15664206642066414
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,53,downstream_only,21221,307,-0.5493990808727975,6.462734108617199,12.925468217234398,0.9804560260586319,0.030456026058631958,0.030456026058631958
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,53,all,64364,1120,-2.6041179785889934,27.387892352188302,54.775784704376605,0.7910714285714285,-0.15892857142857142,0.15892857142857142
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,54,B2_containing,43184,772,-3.9125551460128407,34.00032988416993,68.00065976833986,0.7681347150259067,-0.18186528497409327,0.18186528497409327
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,54,downstream_only,21247,281,-0.5554394444045099,6.451714015602117,12.903428031204234,0.9679715302491103,0.017971530249110357,0.017971530249110357
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,54,all,64431,1053,-2.604294719446429,27.284645160024162,54.569290320048324,0.7568850902184235,-0.19311490978157642,0.19311490978157642
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,55,B2_containing,43417,539,-3.895026288355626,34.40545135503976,68.81090271007952,0.7959183673469388,-0.15408163265306118,0.15408163265306118
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,55,downstream_only,21311,217,-0.5496615845324704,6.4574652166297595,12.914930433259519,0.9769585253456221,0.026958525345622153,0.026958525345622153
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,55,all,64728,756,-2.580155503349258,27.68572102554766,55.37144205109532,0.8121693121693122,-0.13783068783068775,0.13783068783068775
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,56,B2_containing,42747,1209,-3.922006657306042,34.02237626909725,68.0447525381945,0.8362282878411911,-0.11377171215880888,0.11377171215880888
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,56,downstream_only,21068,460,-0.5660708165740009,6.449003959870153,12.898007919740307,0.9739130434782609,0.023913043478260954,0.023913043478260954
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,56,all,63815,1669,-2.621023683291644,27.099955498080032,54.199910996160064,0.8082684242061114,-0.1417315757938885,0.1417315757938885
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,57,B2_containing,43082,874,-3.8970853428667076,34.534337693144565,69.06867538628913,0.8844393592677345,-0.06556064073226542,0.06556064073226542
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,57,downstream_only,21181,347,-0.5557186372086398,6.446621865594771,12.893243731189543,0.9596541786743515,0.009654178674351588,0.009654178674351588
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,57,all,64263,1221,-2.579916576570323,27.88681365407207,55.77362730814414,0.9000819000819,-0.04991809991809992,0.04991809991809992
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,58,B2_containing,43102,854,-3.8867718136055824,34.601110961396074,69.20222192279215,0.8969555035128806,-0.0530444964871194,0.0530444964871194
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,58,downstream_only,21175,353,-0.5558387949599286,6.44492987603843,12.88985975207686,0.9575070821529745,0.007507082152974576,0.007507082152974576
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,58,all,64277,1207,-2.562445584888847,27.86288369991834,55.72576739983668,0.8980944490472246,-0.05190555095277538,0.05190555095277538
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,59,B2_containing,36522,7434,-3.810430485402973,36.644496243916585,73.28899248783317,0.9810330912025828,0.031033091202582797,0.031033091202582797
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,59,downstream_only,17775,3753,-0.5785927109547484,6.403295413649026,12.806590827298052,0.9459099387156941,-0.00409006128430589,0.00409006128430589
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,59,all,54297,11187,-2.500641458783041,29.778268493296476,59.55653698659295,0.9767587378206847,0.02675873782068472,0.02675873782068472
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,60,B2_containing,37132,6824,-3.722761846275483,36.79891605782392,73.59783211564783,0.9884232121922626,0.038423212192262635,0.038423212192262635
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,60,downstream_only,17828,3700,-0.5123593937830828,6.297131596723337,12.594263193446674,0.9056756756756756,-0.044324324324324316,0.044324324324324316
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,60,all,54960,10524,-2.3323708935593177,30.14524045960677,60.29048091921354,0.9877423033067275,0.037742303306727565,0.037742303306727565
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,61,B2_containing,36346,7610,-3.80070220776421,37.2351027977252,74.4702055954504,0.9893561103810775,0.03935611038107756,0.03935611038107756
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,61,downstream_only,17283,4245,-0.3560567823847234,6.657298585005407,13.314597170010813,0.9528857479387515,0.002885747938751515,0.002885747938751515
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,61,all,53629,11855,-2.3406276466893035,30.454167882834685,60.90833576566937,0.9886967524251371,0.03869675242513715,0.03869675242513715
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,62,B2_containing,36853,7103,-3.91248284549392,36.87494981788781,73.74989963577562,0.9852175137265944,0.03521751372659443,0.03521751372659443
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,62,downstream_only,17695,3833,-0.6373089616556107,6.422551739069581,12.845103478139162,0.9608661622749805,0.010866162274980495,0.010866162274980495
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,62,all,54548,10936,-2.5542436818024963,30.180837338825636,60.36167467765127,0.9832662765179224,0.033266276517922466,0.033266276517922466
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,63,B2_containing,39956,4000,-3.885383757109495,35.22231593901076,70.44463187802153,0.962,0.01200000000000001,0.01200000000000001
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,63,downstream_only,19712,1816,-0.5922250644462421,6.452982399974011,12.905964799948022,0.9658590308370044,0.015859030837004462,0.015859030837004462
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,63,all,59668,5816,-2.5435345720947065,28.35177655367938,56.70355310735876,0.954092159559835,0.004092159559834996,0.004092159559834996
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,65,B2_containing,42840,1116,-3.861871638873975,34.77708006038472,69.55416012076944,0.9390681003584229,-0.010931899641577036,0.010931899641577036
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,65,downstream_only,21130,398,-0.5511964709023414,6.470149343364583,12.940298686729166,0.9949748743718593,0.04497487437185932,0.04497487437185932
gradient_boosted_trees,resid_gradient_boosted_trees,0.95,65,all,63970,1514,-2.539432712617542,28.042759111647197,56.08551822329439,0.9352708058124174,-0.014729194187582562,0.014729194187582562
