b2_signed_cov_ns2,downstream_signed_cov_ns2,b2_minus_downstream_cov_ns2,b2_mean_abs_cov_ns2,downstream_mean_abs_cov_ns2,b2_minus_downstream_abs_cov_ns2,inferred_correlated_fraction,method,axis,stratum,n_b2_pair_rows,n_downstream_pair_rows,n_b2_runs,n_downstream_runs,control_mode,delta_ci_low_ns2,delta_ci_high_ns2,interval_excludes_zero
1138.337576057601,15.41098393711453,1122.9265921204865,1138.337576057601,15.988215009997242,1122.3493610476037,0.9864618508066059,pair_median,saturation_boundary,mild,5545,21528,21,21,fallback_same_runs_downstream,909.1014570146175,1418.8757624524617,True
1204.3866575373634,15.41098393711453,1188.975673600249,1204.3866575373634,15.988215009997242,1188.3984425273661,0.9872042887218415,pair_median,saturation_boundary,moderate,3014,21525,20,20,fallback_same_runs_downstream,966.6735312379311,1467.6736151559164,True
530.6979005462334,15.41098393711453,515.2869166091189,530.6979005462334,15.988215009997242,514.7096855362362,0.9709609103008464,pair_median,saturation_boundary,none,31980,21528,21,21,same_axis_stratum_downstream,363.9857314921519,801.0749899489325,True
76.36245324537322,2.6072719865578047,73.75518125881541,76.36245324537322,3.105361949104751,73.25709129626847,0.9658566235662972,pair_median,two_pulse_score,not_pileup_like,36026,18061,21,21,same_axis_stratum_downstream,53.49816945357327,91.99324259372437,True
1508.7576165303642,61.10511920401816,1447.652497326346,1508.7576165303642,62.4309806962704,1446.3266358340938,0.9594997111964615,pair_median,two_pulse_score,pileup_like,7930,3467,21,20,same_axis_stratum_downstream,1229.1382088804824,1668.4269020887882,True
1041.840074907271,15.41098393711453,1026.4290909701565,1041.840074907271,15.988215009997242,1025.8518598972737,0.9852079178865469,pair_median,topology,all,43956,21528,21,21,same_axis_stratum_downstream,734.0717946313464,1306.9514899286635,True
9.45523505511052,50.09461268943243,-40.63937763432191,9.621832266037819,50.795961367135384,-41.17412910109756,-4.2980822155612595,traditional_s05d_static_priors,anomaly_taxon,baseline_contamination,3181,21525,20,20,fallback_same_runs_downstream,-36.39173407942815,-12.985111723254045,True
22.8784932828173,13.698858604791594,9.179634678025705,24.33583021736165,16.623329186903163,7.712501030458487,0.40123423184165685,traditional_s05d_static_priors,anomaly_taxon,common_support,19947,13322,21,21,same_axis_stratum_downstream,-3.4992645484224174,16.72737418908095,False
132.08256760008052,50.09461268943243,81.98795491064809,132.08256760008052,50.795961367135384,81.28660623294513,0.6207325947727723,traditional_s05d_static_priors,anomaly_taxon,saturation_boundary,11976,21528,21,21,fallback_same_runs_downstream,62.607034958325904,98.56115645755436,True
387.4760827135791,47.18402172024062,340.2920609933385,387.4760827135791,49.41805464478635,338.05802806879274,0.8782272665972035,traditional_s05d_static_priors,anomaly_taxon,timing_tail_high_q_shift,8846,8205,21,20,same_axis_stratum_downstream,225.684176439997,430.6565627521521,True
274.0907181907704,47.18402172024062,226.9066964705298,274.0907181907704,49.41805464478635,224.67266354598405,0.8278525371756661,traditional_s05d_static_priors,timing_tail_atom,high,13623,8205,21,20,same_axis_stratum_downstream,167.50457268888096,312.2664682017374,True
36.21424674490312,12.88146451792162,23.3327822269815,36.21424674490312,16.91821092862276,19.296035816280362,0.6442984273935067,traditional_s05d_static_priors,timing_tail_atom,low,14897,6931,21,21,same_axis_stratum_downstream,15.592738839002342,38.301849263807874,True
35.79429221110666,20.54507439002066,15.249217821085999,35.79429221110666,22.25913100082019,13.535161210286468,0.42602372834052854,traditional_s05d_static_priors,timing_tail_atom,mid,15436,6392,21,20,same_axis_stratum_downstream,5.442102199500797,28.849733122684277,True
132.24212525478782,50.09461268943243,82.14751256535538,132.24212525478782,50.795961367135384,81.44616388765243,0.6211902024947322,traditional_s05d_static_priors,baseline_contamination,low_baseline,6608,21528,21,21,fallback_same_runs_downstream,40.7672509694559,133.79890981371543,True
156.52372247812045,50.09461268943243,106.42910978868801,156.52372247812045,50.795961367135384,105.72776111098506,0.6799551410078758,traditional_s05d_static_priors,baseline_contamination,nominal_baseline,37348,21528,21,21,same_axis_stratum_downstream,67.77817726790217,134.9675523640482,True
105.62360265675322,50.09461268943243,55.52898996732079,106.5546049942538,50.795961367135384,55.75864362711841,0.5257252031799585,traditional_s05d_static_priors,saturation_boundary,deep,3417,21528,21,21,fallback_same_runs_downstream,22.23920338796949,75.23938832422651,True
169.32585042802526,50.09461268943243,119.23123773859282,170.22494646737476,50.795961367135384,119.42898510023937,0.7041525994831723,traditional_s05d_static_priors,saturation_boundary,mild,5545,21528,21,21,fallback_same_runs_downstream,73.76747300167392,212.40823897118653,True
134.68410705441173,50.09461268943243,84.58949436497929,149.18711350509233,50.795961367135384,98.39115213795694,0.6280584711513553,traditional_s05d_static_priors,saturation_boundary,moderate,3014,21525,20,20,fallback_same_runs_downstream,48.78646926490819,127.12132672828723,True
183.9248730457127,50.09461268943243,133.83026035628026,183.9248730457127,50.795961367135384,133.1289116785773,0.7276354640898302,traditional_s05d_static_priors,saturation_boundary,none,31980,21528,21,21,same_axis_stratum_downstream,83.93411770606603,170.52362480267712,True
38.45060077286946,15.994094052720065,22.45650672014939,38.45060077286946,18.50599947630586,19.944601296563597,0.584035262616614,traditional_s05d_static_priors,two_pulse_score,not_pileup_like,36026,18061,21,21,same_axis_stratum_downstream,16.585897831914533,29.3319593554788,True
333.7425851359129,43.36434195054192,290.378243185371,333.7425851359129,54.032253706609005,279.7103314293039,0.8700665007047803,traditional_s05d_static_priors,two_pulse_score,pileup_like,7930,3467,21,20,same_axis_stratum_downstream,221.39632830064951,368.4639441463976,True
155.18189119262325,50.09461268943243,105.08727850319082,155.18189119262325,50.795961367135384,104.38592982548786,0.6771877678223982,traditional_s05d_static_priors,topology,all,43956,21528,21,21,same_axis_stratum_downstream,70.5996823579812,152.16981068149386,True
14.99673405568954,54.88188228632376,-39.885148230634215,14.99673405568954,55.60781736928014,-40.6110833135906,-2.6595889533363017,ridge,anomaly_taxon,baseline_contamination,3181,21525,20,20,fallback_same_runs_downstream,-25.17112194277915,-5.606803186489875,True
29.654293475950787,13.384297975421797,16.269995500528992,29.654293475950787,15.122174036776611,14.532119439174176,0.5486556445434698,ridge,anomaly_taxon,common_support,19947,13322,21,21,same_axis_stratum_downstream,6.747787879461829,27.448662129717878,True
123.71608693218778,54.88188228632376,68.83420464586402,123.71608693218778,55.60781736928014,68.10826956290764,0.556388472613056,ridge,anomaly_taxon,saturation_boundary,11976,21528,21,21,fallback_same_runs_downstream,47.8927927744539,85.09678154105573,True
336.0767594435525,52.29100332063926,283.7857561229132,336.0767594435525,54.45382196753811,281.6229374760144,0.8444075591325675,ridge,anomaly_taxon,timing_tail_high_q_shift,8846,8205,21,20,same_axis_stratum_downstream,174.58493852434282,418.9616393940304,True
231.84109301010983,52.29100332063926,179.55008968947055,231.84109301010983,54.45382196753811,177.3872710425717,0.7744532574371574,ridge,timing_tail_atom,high,13623,8205,21,20,same_axis_stratum_downstream,139.7456313458933,254.12109705194925,True
46.097641040114844,12.984608592987147,33.113032447127694,46.097641040114844,15.577624621419302,30.52001641869554,0.718323794883826,ridge,timing_tail_atom,low,14897,6931,21,21,same_axis_stratum_downstream,22.683290412232925,43.431021613329364,True
35.14899982275936,13.877069112311364,21.271930710447993,35.14899982275936,16.737414204752337,18.41158561800702,0.6051930586279212,ridge,timing_tail_atom,mid,15436,6392,21,20,same_axis_stratum_downstream,14.494442415834472,30.60520631670804,True
118.26908932081665,54.88188228632376,63.38720703449289,118.26908932081665,55.60781736928014,62.661271951536506,0.5359575134847686,ridge,baseline_contamination,low_baseline,6608,21528,21,21,fallback_same_runs_downstream,34.56230846046143,126.56768940382247,True
137.84963406008183,54.88188228632376,82.96775177375807,137.84963406008183,55.60781736928014,82.24181669080168,0.6018713966088335,ridge,baseline_contamination,nominal_baseline,37348,21528,21,21,same_axis_stratum_downstream,46.27235046327204,123.39202086814366,True
102.72978404680913,54.88188228632376,47.84790176048537,104.95459658175099,55.60781736928014,49.34677921247085,0.46576464853350935,ridge,saturation_boundary,deep,3417,21528,21,21,fallback_same_runs_downstream,20.98052513656234,57.80226427258143,True
156.92446589939328,54.88188228632376,102.04258361306952,156.92446589939328,55.60781736928014,101.31664853011314,0.6502656104529335,ridge,saturation_boundary,mild,5545,21528,21,21,fallback_same_runs_downstream,52.37235424254094,194.0415018761587,True
147.9874315744775,54.88188228632376,93.10554928815375,149.79043772902776,55.60781736928014,94.18262035974762,0.6291449773644906,ridge,saturation_boundary,moderate,3014,21525,20,20,fallback_same_runs_downstream,60.67354111203235,122.85254319078885,True
164.99432421622208,54.88188228632376,110.11244192989832,164.99432421622208,55.60781736928014,109.38650684694194,0.6673710895994093,ridge,saturation_boundary,none,31980,21528,21,21,same_axis_stratum_downstream,48.50668468260452,172.38939375566528,True
45.731030309150775,14.502375309503451,31.228654999647325,45.731030309150775,16.128424043891016,29.60260626525976,0.6828766985684658,ridge,two_pulse_score,not_pileup_like,36026,18061,21,21,same_axis_stratum_downstream,25.686038924309443,41.24256291673828,True
285.1901267709007,55.97745526795838,229.2126715029423,285.1901267709007,62.361236702391324,222.82889006850937,0.8037188176821904,ridge,two_pulse_score,pileup_like,7930,3467,21,20,same_axis_stratum_downstream,186.42130503390743,287.4810631101866,True
135.9149241024824,54.88188228632376,81.03304181615863,135.9149241024824,55.60781736928014,80.30710673320225,0.5962041501421743,ridge,topology,all,43956,21528,21,21,same_axis_stratum_downstream,55.12065425320895,105.95138915526408,True
13.128891189554327,12.671892034419797,0.4569991551345307,13.128891189554327,13.117108952677006,0.011782236877321495,0.034808663468711705,gradient_boosted_trees,anomaly_taxon,baseline_contamination,3181,21525,20,20,fallback_same_runs_downstream,-8.38005199260791,15.120147990360437,False
20.982717808577583,3.542734812890666,17.43998299568692,21.07237027348213,3.7545505078391908,17.317819765642938,0.8311593929246658,gradient_boosted_trees,anomaly_taxon,common_support,19947,13322,21,21,same_axis_stratum_downstream,9.172831330755653,31.17738083038269,True
279.54726858721705,12.671892034419797,266.87537655279726,279.54726858721705,13.117108952677006,266.43015963454,0.9546699486692848,gradient_boosted_trees,anomaly_taxon,saturation_boundary,11976,21528,21,21,fallback_same_runs_downstream,236.7014255586117,317.91881660133004,True
483.22768201328245,20.690859076959086,462.53682293632335,483.22768201328245,22.107286636673777,461.12039537660866,0.9571819664991991,gradient_boosted_trees,anomaly_taxon,timing_tail_high_q_shift,8846,8205,21,20,same_axis_stratum_downstream,348.6284078963616,622.3015382732231,True
375.46820307132907,20.690859076959086,354.77734399436997,375.46820307132907,22.107286636673777,353.3609164346553,0.9448931789490883,gradient_boosted_trees,timing_tail_atom,high,13623,8205,21,20,same_axis_stratum_downstream,269.9307331679925,417.1366967344804,True
23.249939528895393,4.696583087736812,18.55335644115858,23.31542930238316,4.7982583231939255,18.51717097918923,0.7979959009398788,gradient_boosted_trees,timing_tail_atom,low,14897,6931,21,21,same_axis_stratum_downstream,9.47139171311825,29.216012475796628,True
49.25584690368803,1.7282673186758999,47.527579585012134,49.25584690368803,2.1990288429779787,47.05681806071005,0.9649124433479898,gradient_boosted_trees,timing_tail_atom,mid,15436,6392,21,20,same_axis_stratum_downstream,32.60958466350583,61.56119662429329,True
199.70713870238777,12.671892034419797,187.03524666796798,199.70713870238777,13.117108952677006,186.59002974971077,0.9365476261051239,gradient_boosted_trees,baseline_contamination,low_baseline,6608,21528,21,21,fallback_same_runs_downstream,129.44526898268452,279.1561725014337,True
283.85099630163,12.671892034419797,271.1791042672102,283.85099630163,13.117108952677006,270.733887348953,0.9553572395393174,gradient_boosted_trees,baseline_contamination,nominal_baseline,37348,21528,21,21,same_axis_stratum_downstream,218.65117615859734,320.3300817274612,True
257.74810429290187,12.671892034419797,245.0762122584821,257.99397504536773,13.117108952677006,244.87686609269073,0.9508361387596489,gradient_boosted_trees,saturation_boundary,deep,3417,21528,21,21,fallback_same_runs_downstream,202.9281507335368,278.6588762122226,True
304.1069294078609,12.671892034419797,291.4350373734411,304.1069294078609,13.117108952677006,290.98982045518386,0.9583308014089197,gradient_boosted_trees,saturation_boundary,mild,5545,21528,21,21,fallback_same_runs_downstream,196.71912086197278,439.61955849740934,True
238.4838099804179,12.671892034419797,225.81191794599812,245.62414743424986,13.117108952677006,232.50703848157286,0.9468647702522855,gradient_boosted_trees,saturation_boundary,moderate,3014,21525,20,20,fallback_same_runs_downstream,175.6721156030755,282.24618793825994,True
252.58008714659854,12.671892034419797,239.90819511217876,252.58008714659854,13.117108952677006,239.46297819392154,0.9498302016695996,gradient_boosted_trees,saturation_boundary,none,31980,21528,21,21,same_axis_stratum_downstream,184.6899891642118,337.8533793807775,True
58.15340544050961,3.9430623016047726,54.21034313890483,58.15340544050961,4.174057016423763,53.97934842408584,0.9321955047733448,gradient_boosted_trees,two_pulse_score,not_pileup_like,36026,18061,21,21,same_axis_stratum_downstream,39.82287042260048,68.90781133747848,True
435.797467728107,31.25760404807177,404.53986368003524,435.797467728107,34.454343975769255,401.34312375233776,0.9282749296111713,gradient_boosted_trees,two_pulse_score,pileup_like,7930,3467,21,20,same_axis_stratum_downstream,326.9375947651763,456.57408321499867,True
279.52898588297114,12.671892034419797,266.85709384855136,279.52898588297114,13.117108952677006,266.4118769302941,0.9546669838392894,gradient_boosted_trees,topology,all,43956,21528,21,21,same_axis_stratum_downstream,220.88138070930117,341.0444404504877,True
12.6674664929938,15.952186176892976,-3.2847196838991763,12.72967717228842,16.177447173460102,-3.4477700011716816,-0.25930360153041726,extra_trees_s05e_dynamic,anomaly_taxon,baseline_contamination,3181,21525,20,20,fallback_same_runs_downstream,-10.179481944104728,24.65844909589693,False
15.073032703226998,1.3875471862312976,13.685485516995701,15.23515059755704,1.6774197887062232,13.557730808850817,0.9079450556798543,extra_trees_s05e_dynamic,anomaly_taxon,common_support,19947,13322,21,21,same_axis_stratum_downstream,8.442674541450765,18.738180035339063,True
85.09866977969199,15.952186176892976,69.14648360279901,86.32146899598341,16.177447173460102,70.14402182252331,0.8125448233422349,extra_trees_s05e_dynamic,anomaly_taxon,saturation_boundary,11976,21528,21,21,fallback_same_runs_downstream,49.96227972536254,82.35170515186113,True
331.36573496808467,25.060642610727875,306.3050923573568,331.38075298067463,25.85243296668057,305.52832001399406,0.9243716535352046,extra_trees_s05e_dynamic,anomaly_taxon,timing_tail_high_q_shift,8846,8205,21,20,same_axis_stratum_downstream,229.7946832592837,459.6887055478629,True
214.51470416976147,25.060642610727875,189.4540615590336,215.78798563100463,25.85243296668057,189.93555266432406,0.8831751757637298,extra_trees_s05e_dynamic,timing_tail_atom,high,13623,8205,21,20,same_axis_stratum_downstream,103.36060074858904,256.62118475650357,True
13.33364456485983,1.2014081869769528,12.132236377882876,13.33364456485983,1.4120142441381534,11.921630320721675,0.909896489205719,extra_trees_s05e_dynamic,timing_tail_atom,low,14897,6931,21,21,same_axis_stratum_downstream,8.391624606732629,17.577656453624943,True
34.15291886220475,2.518877396347097,31.634041465857653,34.15291886220475,2.790882970280729,31.36203589192402,0.9262470828186048,extra_trees_s05e_dynamic,timing_tail_atom,mid,15436,6392,21,20,same_axis_stratum_downstream,20.985373897250152,47.78813068264578,True
60.6827966892857,15.952186176892976,44.73061051239273,60.947479646524414,16.177447173460102,44.77003247306431,0.7371217701357273,extra_trees_s05e_dynamic,baseline_contamination,low_baseline,6608,21528,21,21,fallback_same_runs_downstream,7.995508917673521,75.98324788501098,True
123.10541440221438,15.952186176892976,107.1532282253214,124.162956710566,16.177447173460102,107.98550953710588,0.8704184843992854,extra_trees_s05e_dynamic,baseline_contamination,nominal_baseline,37348,21528,21,21,same_axis_stratum_downstream,77.95638834694779,145.52216214663997,True
83.68335372046083,15.952186176892976,67.73116754356785,85.42472476858843,16.177447173460102,69.24727759512834,0.8093744398655401,extra_trees_s05e_dynamic,saturation_boundary,deep,3417,21528,21,21,fallback_same_runs_downstream,42.67211427841047,88.93158938316435,True
117.74962538102837,15.952186176892976,101.79743920413539,118.35016751584126,16.177447173460102,102.17272034238115,0.8645245271458573,extra_trees_s05e_dynamic,saturation_boundary,mild,5545,21528,21,21,fallback_same_runs_downstream,54.73642986800326,159.06582096827057,True
67.75429292974695,15.952186176892976,51.80210675285397,86.03352027603121,16.177447173460102,69.85607310257112,0.7645582960561115,extra_trees_s05e_dynamic,saturation_boundary,moderate,3014,21525,20,20,fallback_same_runs_downstream,16.628745751723983,93.92690750329646,True
163.30582460535425,15.952186176892976,147.35363842846127,163.30582460535425,16.177447173460102,147.12837743189414,0.9023171021888342,extra_trees_s05e_dynamic,saturation_boundary,none,31980,21528,21,21,same_axis_stratum_downstream,118.67652700126246,242.16501279949026,True
35.51460946947206,2.1231821672012776,33.391427302270785,35.51460946947206,2.3930037007333316,33.12160576873873,0.9402166545284317,extra_trees_s05e_dynamic,two_pulse_score,not_pileup_like,36026,18061,21,21,same_axis_stratum_downstream,24.53810282294901,44.514923223648424,True
254.99433437145748,32.6200725725833,222.3742617988742,256.9245096229163,35.02610072672275,221.89840889619353,0.8720753045239636,extra_trees_s05e_dynamic,two_pulse_score,pileup_like,7930,3467,21,20,same_axis_stratum_downstream,152.75136190801604,288.68018422325804,True
118.09288177635531,15.952186176892976,102.14069559946233,118.79796189867517,16.177447173460102,102.62051472521506,0.8649183089027899,extra_trees_s05e_dynamic,topology,all,43956,21528,21,21,same_axis_stratum_downstream,70.60593687894215,130.61332885679408,True
12.923021347429449,16.400366714722217,-3.4773453672927683,12.923021347429449,16.607951629742715,-3.6849302823132657,-0.26908145346246415,mlp,anomaly_taxon,baseline_contamination,3181,21525,20,20,fallback_same_runs_downstream,-16.142197972796247,23.095466391463866,False
26.70371261697107,1.638349653035644,25.065362963935428,27.176088757601924,2.172848024936901,25.003240732665024,0.9386471208503637,mlp,anomaly_taxon,common_support,19947,13322,21,21,same_axis_stratum_downstream,13.5149740490454,33.70216056446883,True
1129.0314884695727,16.400366714722217,1112.6311217548505,1129.0314884695727,16.607951629742715,1112.42353683983,0.9854739510082635,mlp,anomaly_taxon,saturation_boundary,11976,21528,21,21,fallback_same_runs_downstream,918.0641374491831,1280.1863982962163,True
964.7025984290013,33.100886734959026,931.6017116940424,964.7025984290013,33.46416202556315,931.2384364034382,0.9656879884133586,mlp,anomaly_taxon,timing_tail_high_q_shift,8846,8205,21,20,same_axis_stratum_downstream,714.3238092946981,1421.8585720604715,True
1206.1623557442972,33.100886734959026,1173.0614690093382,1206.1623557442972,33.46416202556315,1172.698193718734,0.9725568563988775,mlp,timing_tail_atom,high,13623,8205,21,20,same_axis_stratum_downstream,882.3803820688398,1300.86272248419,True
27.691997050013136,1.47692097690462,26.215076073108516,27.7104717470556,2.0223681534021845,25.688103593653416,0.9466661442207571,mlp,timing_tail_atom,low,14897,6931,21,21,same_axis_stratum_downstream,16.27274289934969,34.99932677528398,True
59.65926714183686,2.7751202586991948,56.88414688313766,59.65926714183686,3.024558026979828,56.63470911485703,0.9534838359294375,mlp,timing_tail_atom,mid,15436,6392,21,20,same_axis_stratum_downstream,34.95163511342383,86.88289552741287,True
759.6269748339573,16.400366714722217,743.2266081192352,759.6269748339573,16.607951629742715,743.0190232042146,0.9784099732394218,mlp,baseline_contamination,low_baseline,6608,21528,21,21,fallback_same_runs_downstream,579.8982775452182,1061.1757170521864,True
894.4204791617216,16.400366714722217,878.0201124469994,894.4204791617216,16.607951629742715,877.8125275319788,0.981663694988186,mlp,baseline_contamination,nominal_baseline,37348,21528,21,21,same_axis_stratum_downstream,612.2382424073792,1086.4057055378114,True
1001.3940500032967,16.400366714722217,984.9936832885745,1001.3940500032967,16.607951629742715,984.786098373554,0.9836224643888506,mlp,saturation_boundary,deep,3417,21528,21,21,fallback_same_runs_downstream,775.9949138357395,1146.0708217056797,True
993.9125687969665,16.400366714722217,977.5122020822444,993.9125687969665,16.607951629742715,977.3046171672238,0.9834991857135148,mlp,saturation_boundary,mild,5545,21528,21,21,fallback_same_runs_downstream,897.4639322981624,1355.757659307897,True
1034.3142933124957,16.400366714722217,1017.9139265977735,1034.3142933124957,16.607951629742715,1017.706341682753,0.9841437299854009,mlp,saturation_boundary,moderate,3014,21525,20,20,fallback_same_runs_downstream,834.5722698728773,1318.6940274209812,True
490.8390704188504,16.400366714722217,474.43870370412816,490.8390704188504,16.607951629742715,474.23111878910765,0.9665870797515626,mlp,saturation_boundary,none,31980,21528,21,21,same_axis_stratum_downstream,391.0259906063632,858.4286442333485,True
67.7762813633352,2.5943558721236495,65.18192549121156,67.7762813633352,3.066201984131848,64.71007937920335,0.9617217731640393,mlp,two_pulse_score,not_pileup_like,36026,18061,21,21,same_axis_stratum_downstream,53.55931565029979,76.48495044490866,True
1357.1720232977304,60.800020225775356,1296.372003071955,1357.1720232977304,62.12603332505462,1295.045989972676,0.9552009478665496,mlp,two_pulse_score,pileup_like,7930,3467,21,20,same_axis_stratum_downstream,1023.0799645223799,1452.2066660329326,True
913.8763342372308,16.400366714722217,897.4759675225087,913.8763342372308,16.607951629742715,897.2683826074881,0.9820540634434847,mlp,topology,all,43956,21528,21,21,same_axis_stratum_downstream,703.5920768441325,1160.3365589262373,True
13.938737558105469,16.90388010332846,-2.9651425452229923,13.938737558105469,17.207402302704466,-3.268664744598997,-0.21272676473478347,cnn_1d,anomaly_taxon,baseline_contamination,3181,21525,20,20,fallback_same_runs_downstream,-16.792403530933857,20.20629117284343,False
29.83384283573357,2.9033474918325015,26.930495343901068,30.10494247054309,3.3388286466860286,26.76611382385706,0.9026827516717019,cnn_1d,anomaly_taxon,common_support,19947,13322,21,21,same_axis_stratum_downstream,11.439443866128897,41.132112599925634,True
1270.8427851255549,16.90388010332846,1253.9389050222264,1270.8427851255549,17.207402302704466,1253.6353828228505,0.986698685076409,cnn_1d,anomaly_taxon,saturation_boundary,11976,21528,21,21,fallback_same_runs_downstream,1046.9730897568643,1519.9456462053004,True
1029.6009792664765,32.802717768031485,996.7982614984451,1029.6009792664765,33.49373547543346,996.1072437910431,0.9681403588102633,cnn_1d,anomaly_taxon,timing_tail_high_q_shift,8846,8205,21,20,same_axis_stratum_downstream,883.911251095607,1806.3144545120538,True
1333.8766462317835,32.802717768031485,1301.073928463752,1333.8766462317835,33.49373547543346,1300.3829107563502,0.9754079825441884,cnn_1d,timing_tail_atom,high,13623,8205,21,20,same_axis_stratum_downstream,1035.267076809555,1507.547920108669,True
29.578939278720238,3.2094133689239777,26.36952590979626,29.578939278720238,3.5291913750121946,26.049747903708045,0.8914966713754707,cnn_1d,timing_tail_atom,low,14897,6931,21,21,same_axis_stratum_downstream,16.398888027561444,31.95462528674075,True
65.67651585501994,2.7085956641923667,62.96792019082758,65.67651585501994,3.097719990360177,62.57879586465977,0.9587585360013379,cnn_1d,timing_tail_atom,mid,15436,6392,21,20,same_axis_stratum_downstream,45.94758209693337,95.87953898754893,True
865.0280427761845,16.90388010332846,848.1241626728561,865.0280427761845,17.207402302704466,847.82064047348,0.9804585755982224,cnn_1d,baseline_contamination,low_baseline,6608,21528,21,21,fallback_same_runs_downstream,673.231563302775,1222.5287977398787,True
1014.1227044481708,16.90388010332846,997.2188243448423,1014.1227044481708,17.207402302704466,996.9153021454663,0.983331523858815,cnn_1d,baseline_contamination,nominal_baseline,37348,21528,21,21,same_axis_stratum_downstream,759.01594866666,1291.038642255698,True
1134.2704804286652,16.90388010332846,1117.3666003253368,1134.2704804286652,17.207402302704466,1117.0630781259608,0.9850971347707647,cnn_1d,saturation_boundary,deep,3417,21528,21,21,fallback_same_runs_downstream,867.696826009342,1396.8955860383503,True
1142.1398531217737,16.90388010332846,1125.2359730184453,1142.1398531217737,17.207402302704466,1124.9324508190693,0.9851998158919631,cnn_1d,saturation_boundary,mild,5545,21528,21,21,fallback_same_runs_downstream,873.1999113697179,1520.712586255383,True
1202.041658707107,16.90388010332846,1185.1377786037785,1202.041658707107,17.207402302704466,1184.8342564044026,0.9859373591747977,cnn_1d,saturation_boundary,moderate,3014,21525,20,20,fallback_same_runs_downstream,1017.4327454035185,1516.1825542129086,True
536.7834156946661,16.90388010332846,519.8795355913377,536.7834156946661,17.207402302704466,519.5760133919616,0.9685089374800213,cnn_1d,saturation_boundary,none,31980,21528,21,21,same_axis_stratum_downstream,382.2493864396162,828.1654522602216,True
77.19829021044987,3.7299351898458553,73.46835502060401,77.19829021044987,4.124471897771702,73.07381831267817,0.9516837072469131,cnn_1d,two_pulse_score,not_pileup_like,36026,18061,21,21,same_axis_stratum_downstream,56.74700956357905,94.99741078067227,True
1494.1973346143297,62.12725823469548,1432.0700763796342,1494.1973346143297,63.09141711860695,1431.105917495723,0.9584209817569168,cnn_1d,two_pulse_score,pileup_like,7930,3467,21,20,same_axis_stratum_downstream,1067.91069404119,1624.4616581765183,True
1031.4855702291763,16.90388010332846,1014.5816901258479,1031.4855702291763,17.207402302704466,1014.2781679264718,0.9836121022036471,cnn_1d,topology,all,43956,21528,21,21,same_axis_stratum_downstream,648.3299629774734,1285.4365465975754,True
