method,axis,stratum,nominal_coverage,heldout_run,n_train_rows,n_train_runs,n_test_rows,calibration_mode,interval_center_ns,half_width_ns,interval_width_ns,coverage,coverage_error,abs_coverage_error
pair_median,anomaly_taxon,baseline_contamination,0.68,48,3160,19,21,same_axis_stratum,-0.2959141037201753,1.2577221017154323,2.5154442034308646,0.5714285714285714,-0.10857142857142865,0.10857142857142865
pair_median,anomaly_taxon,baseline_contamination,0.68,49,3161,19,20,same_axis_stratum,-0.2958535244502656,1.2573650027785672,2.5147300055571344,0.55,-0.13,0.13
pair_median,anomaly_taxon,baseline_contamination,0.68,56,3158,19,23,same_axis_stratum,-0.29579549928530635,1.2622626577147769,2.5245253154295537,0.8695652173913043,0.18956521739130427,0.18956521739130427
pair_median,anomaly_taxon,baseline_contamination,0.68,57,3159,19,22,same_axis_stratum,-0.2912666939521865,1.2609461322457542,2.5218922644915085,0.6363636363636364,-0.043636363636363695,0.043636363636363695
pair_median,anomaly_taxon,baseline_contamination,0.68,58,3149,19,32,same_axis_stratum,-0.2940228468165458,1.2570146712435653,2.5140293424871305,0.5625,-0.11750000000000005,0.11750000000000005
pair_median,anomaly_taxon,baseline_contamination,0.68,59,2954,19,227,same_axis_stratum,-0.27969120726525165,1.2634560912905224,2.5269121825810448,0.6651982378854625,-0.014801762114537542,0.014801762114537542
pair_median,anomaly_taxon,baseline_contamination,0.68,60,2443,19,738,same_axis_stratum,-0.1965995578212798,1.3002152502601656,2.600430500520331,0.7168021680216802,0.036802168021680126,0.036802168021680126
pair_median,anomaly_taxon,baseline_contamination,0.68,61,2510,19,671,same_axis_stratum,-0.37776580065292353,1.2315466813707736,2.463093362741547,0.6318926974664679,-0.048107302533532126,0.048107302533532126
pair_median,anomaly_taxon,baseline_contamination,0.68,62,2245,19,936,same_axis_stratum,-0.2837095742583031,1.2920069910946033,2.5840139821892065,0.7264957264957265,0.04649572649572642,0.04649572649572642
pair_median,anomaly_taxon,baseline_contamination,0.68,63,2853,19,328,same_axis_stratum,-0.3025106976274115,1.2522927127619259,2.5045854255238518,0.6524390243902439,-0.027560975609756122,0.027560975609756122
pair_median,anomaly_taxon,baseline_contamination,0.68,65,3080,19,101,same_axis_stratum,-0.2959141037201753,1.2515893635034183,2.5031787270068366,0.5544554455445545,-0.12554455445544555,0.12554455445544555
pair_median,anomaly_taxon,baseline_contamination,0.95,48,3160,19,21,same_axis_stratum,-0.2959141037201753,2.723168825662099,5.446337651324198,0.9047619047619048,-0.04523809523809519,0.04523809523809519
pair_median,anomaly_taxon,baseline_contamination,0.95,49,3161,19,20,same_axis_stratum,-0.2958535244502656,2.7228928039280906,5.445785607856181,0.9,-0.04999999999999993,0.04999999999999993
pair_median,anomaly_taxon,baseline_contamination,0.95,56,3158,19,23,same_axis_stratum,-0.29579549928530635,2.730445012408573,5.460890024817146,0.9565217391304348,0.006521739130434856,0.006521739130434856
pair_median,anomaly_taxon,baseline_contamination,0.95,57,3159,19,22,same_axis_stratum,-0.2912666939521865,2.727755184192138,5.455510368384276,0.9090909090909091,-0.040909090909090895,0.040909090909090895
pair_median,anomaly_taxon,baseline_contamination,0.95,58,3149,19,32,same_axis_stratum,-0.2940228468165458,2.718386110661922,5.436772221323844,0.90625,-0.043749999999999956,0.043749999999999956
pair_median,anomaly_taxon,baseline_contamination,0.95,59,2954,19,227,same_axis_stratum,-0.27969120726525165,2.70269698525929,5.40539397051858,0.933920704845815,-0.016079295154184936,0.016079295154184936
pair_median,anomaly_taxon,baseline_contamination,0.95,60,2443,19,738,same_axis_stratum,-0.1965995578212798,2.8054399732986974,5.610879946597395,0.9701897018970189,0.020189701897018963,0.020189701897018963
pair_median,anomaly_taxon,baseline_contamination,0.95,61,2510,19,671,same_axis_stratum,-0.37776580065292353,2.746219259693526,5.492438519387052,0.9567809239940388,0.0067809239940388455,0.0067809239940388455
pair_median,anomaly_taxon,baseline_contamination,0.95,62,2245,19,936,same_axis_stratum,-0.2837095742583031,2.761156020319364,5.522312040638728,0.9572649572649573,0.00726495726495735,0.00726495726495735
pair_median,anomaly_taxon,baseline_contamination,0.95,63,2853,19,328,same_axis_stratum,-0.3025106976274115,2.6856592400525625,5.371318480105125,0.926829268292683,-0.023170731707316983,0.023170731707316983
pair_median,anomaly_taxon,baseline_contamination,0.95,65,3080,19,101,same_axis_stratum,-0.2959141037201753,2.6866249173088996,5.373249834617799,0.8811881188118812,-0.06881188118811876,0.06881188118811876
pair_median,anomaly_taxon,common_support,0.68,44,33218,20,51,same_axis_stratum,-0.3401680519406244,1.6122381938474897,3.2244763876949794,0.5098039215686274,-0.17019607843137263,0.17019607843137263
pair_median,anomaly_taxon,common_support,0.68,45,32782,20,487,same_axis_stratum,-0.3401680519406244,1.612471863679192,3.224943727358384,0.6673511293634496,-0.012648870636550402,0.012648870636550402
pair_median,anomaly_taxon,common_support,0.68,47,33220,20,49,same_axis_stratum,-0.3401680519406244,1.6128200951815093,3.2256401903630185,0.5918367346938775,-0.0881632653061225,0.0881632653061225
