method,method_class,axis,stratum,n_pair_rows,n_runs,support_loss_fraction,sigma68_ns,sigma68_ci_low_ns,sigma68_ci_high_ns,full_rms_ns,full_rms_ci_low_ns,full_rms_ci_high_ns,tail_fraction_abs_gt_5ns
pair_median,traditional,anomaly_taxon,baseline_contamination,3181,20,0.9514232484270967,1.2678574066161943,1.1541012426783375,1.6511616004886216,2.228812583092271,1.7633488833265938,2.955975385084814,0.00817353033637221
pair_median,traditional,anomaly_taxon,common_support,33269,21,0.49195223260643817,1.6165940027577288,1.6494483903516006,1.7849388583097163,5.362159842859151,5.0019432031595015,6.662054842866269,0.036851122666746824
pair_median,traditional,anomaly_taxon,saturation_boundary,11976,21,0.8171156312992487,30.77506129901783,23.95426293833667,36.33084560616592,39.7327473064126,33.94207371144198,41.3099852339803,0.5574482297929192
pair_median,traditional,anomaly_taxon,timing_tail_high_q_shift,17051,21,0.7396157840083073,1.7654316807441934,2.2256061291049125,8.382857251865635,20.666062869495043,23.99830167868306,30.260034147739788,0.08996539792387544
pair_median,traditional,timing_tail_atom,high,21828,21,0.6666666666666667,19.43238560706272,24.480933924558837,37.32102497293596,34.30960479959679,33.99730152109229,42.266643339091324,0.24619754443833608
pair_median,traditional,timing_tail_atom,low,21828,21,0.6666666666666667,2.019139067202732,2.5489644262036864,3.4889457617906245,5.163518377499089,5.718378124842226,8.13736699722614,0.07000183250870441
pair_median,traditional,timing_tail_atom,mid,21828,21,0.6666666666666667,1.6757273506635613,3.038874473954654,4.844798409997204,7.508201354205638,7.062822421024496,8.853399783813936,0.10376580538757559
pair_median,traditional,baseline_contamination,low_baseline,6608,21,0.8990898540101399,1.9125998171285432,16.219649990607056,30.578508319192625,22.30914855574119,27.006481358803335,39.061353136804826,0.13498789346246973
pair_median,traditional,baseline_contamination,nominal_baseline,58876,21,0.10091014598986014,2.1199763272306313,12.124336793790865,19.96743974583251,20.489209937557916,25.605551230886842,35.3947229843126,0.14253685712344588
pair_median,traditional,saturation_boundary,deep,3417,21,0.9478193146417445,38.94489415815636,20.314274990018514,34.25724259693551,42.61477724876909,29.79306125322447,36.916597594702935,0.8188469417617793
pair_median,traditional,saturation_boundary,mild,5545,21,0.9153228269500947,15.93606847032574,24.22472805619212,34.37172013415146,30.07380043593641,33.18594761825001,42.66307442094549,0.3345356176735798
