method,mean_abs_coverage_error_95,worst_abs_coverage_error_95,mean_interval_width_ns,mean_abs_cov_delta_ns2,winner_score
extra_trees_s05e_dynamic,0.0009421397977691958,0.004068914956011693,35.07213288939362,93.46506668878015,0.3516634686917054
ridge,0.0009351436498834911,0.0023158947017660747,43.47867246852955,93.50766128329562,0.43572186833517906
traditional_s05d_static_priors,0.0011316280921220834,0.00568581477139507,46.18188602694131,108.81193862811124,0.4629504883615352
gradient_boosted_trees,0.0010543804947621676,0.003648783738753658,54.883736778835114,205.82422547364675,0.5498917482831133
mlp,0.00415935466124665,0.019894196857967228,98.64502900945516,651.1063599031884,0.9906096447557983
pair_median,0.0014999362684914568,0.004298020527859214,104.4455363197464,735.0337691679096,1.0459552994659556
support_gated_cnn_new,0.004949899635245849,0.04297851875601155,104.12972542574376,724.172374106313,1.0462471538926836
cnn_1d,0.010189065131845169,0.049140534262485436,104.86765460549597,731.3030323287337,1.058865611186805
