method,axis,stratum,nominal_coverage,n_runs,n_pair_rows,coverage,coverage_ci_low,coverage_ci_high,coverage_error,abs_coverage_error,mean_interval_width_ns,interval_width_ci_low_ns,interval_width_ci_high_ns,fallback_fraction
extra_trees_s05e_dynamic,anomaly_taxon,baseline_contamination,0.68,11,3119,0.6835524206476434,0.6207053777663103,0.7141280977134743,0.003552420647643384,0.003552420647643384,2.3954128099168,2.350453805821205,2.423761281521879,0.0
extra_trees_s05e_dynamic,anomaly_taxon,baseline_contamination,0.95,11,3119,0.9535107406219943,0.9457356512652475,0.9620632349999796,0.0035107406219943016,0.0035107406219943016,5.288693483191299,5.227535196816128,5.352058739646554,0.0
extra_trees_s05e_dynamic,anomaly_taxon,common_support,0.68,20,33264,0.6802849927849928,0.6693746815158659,0.6911634588857475,0.0002849927849927214,0.0002849927849927214,2.7631345907027445,2.7515406819961123,2.7771885340742766,0.0
extra_trees_s05e_dynamic,anomaly_taxon,common_support,0.95,20,33264,0.9512686387686388,0.9284599201081828,0.9693254187675582,0.0012686387686388079,0.0012686387686388079,9.696336743861169,8.936396796808518,10.31963471192982,0.0
extra_trees_s05e_dynamic,anomaly_taxon,saturation_boundary,0.68,20,11970,0.6774436090225564,0.6405001630238931,0.7286661475398305,-0.0025563909774436455,0.0025563909774436455,15.49139685182613,15.326252938285085,15.726310206231782,0.0
extra_trees_s05e_dynamic,anomaly_taxon,saturation_boundary,0.95,20,11970,0.9495405179615706,0.9388663577893751,0.9580970266325836,-0.00045948203842938184,0.00045948203842938184,50.541626954441284,50.32534673139715,50.74257049161538,0.0
extra_trees_s05e_dynamic,anomaly_taxon,timing_tail_high_q_shift,0.68,20,17049,0.6871370754882984,0.6295726558202102,0.7354568358754695,0.007137075488298339,0.007137075488298339,5.749744186452132,5.650404221614874,5.863507229367622,0.0
extra_trees_s05e_dynamic,anomaly_taxon,timing_tail_high_q_shift,0.95,20,17049,0.9507302481083935,0.9284328097918214,0.9636143227126701,0.0007302481083935053,0.0007302481083935053,47.97342653229699,45.32828120943404,49.54791936142241,0.0
extra_trees_s05e_dynamic,baseline_contamination,low_baseline,0.68,18,6590,0.6954476479514415,0.5023184621854629,0.7573944289821203,0.01544764795144149,0.01544764795144149,4.390876838116268,4.079230934281522,4.5080678018596325,0.0
extra_trees_s05e_dynamic,baseline_contamination,low_baseline,0.95,18,6590,0.9509863429438543,0.9216923855409556,0.9660216599663357,0.000986342943854357,0.000986342943854357,28.34184041276873,27.165259808797867,28.863387001605133,0.0
extra_trees_s05e_dynamic,baseline_contamination,nominal_baseline,0.68,20,58865,0.6911577337976726,0.5931811216580258,0.7441895342624503,0.011157733797672598,0.011157733797672598,4.497155104973463,4.350043095737235,4.579499659936412,0.0
extra_trees_s05e_dynamic,baseline_contamination,nominal_baseline,0.95,20,58865,0.9498853308417565,0.9156062348581998,0.9664883709043632,-0.00011466915824343005,0.00011466915824343005,34.95412565289938,33.25666910676261,36.27606831791894,0.0
extra_trees_s05e_dynamic,saturation_boundary,deep,0.68,20,3412,0.6735052754982415,0.6287862498541253,0.7212445574162679,-0.006494724501758586,0.006494724501758586,17.039386680589132,16.84781186886721,17.189114173313218,0.0
extra_trees_s05e_dynamic,saturation_boundary,deep,0.95,20,3412,0.9492966002344666,0.9374607198858517,0.9602709441578349,-0.0007033997655333524,0.0007033997655333524,44.28474041055768,43.82666074749227,44.6428162270548,0.0
extra_trees_s05e_dynamic,saturation_boundary,mild,0.68,19,5527,0.6795730052469694,0.5988982063903246,0.7398319830845631,-0.0004269947530306517,0.0004269947530306517,11.858733743168553,11.200272519453927,12.409442684344182,0.0
extra_trees_s05e_dynamic,saturation_boundary,mild,0.95,19,5527,0.9498823955129365,0.930251324655997,0.9670719805249408,-0.00011760448706343851,0.00011760448706343851,54.31184662819777,53.04608962553465,55.3691941866019,0.0
extra_trees_s05e_dynamic,saturation_boundary,moderate,0.68,19,3001,0.6774408530489837,0.6541837124032162,0.7016988548713249,-0.0025591469510163334,0.0025591469510163334,18.253452124932434,18.150151144209016,18.359214075538386,0.0
extra_trees_s05e_dynamic,saturation_boundary,moderate,0.95,19,3001,0.9500166611129623,0.9322950030047451,0.96112173122151,1.666111296239059e-05,1.666111296239059e-05,50.64125378977347,50.37597163935876,50.902722202003055,0.0
extra_trees_s05e_dynamic,saturation_boundary,none,0.68,20,53501,0.6866787536681558,0.6480044198367204,0.7099679891835273,0.006678753668155735,0.006678753668155735,3.4741025884531873,3.4410500079412416,3.495947835540193,0.0
extra_trees_s05e_dynamic,saturation_boundary,none,0.95,20,53501,0.9508981140539429,0.933923668074242,0.9632022010913673,0.0008981140539429111,0.0008981140539429111,21.13409679633724,20.1936401426555,21.994900893096244,0.0
extra_trees_s05e_dynamic,timing_tail_atom,high,0.68,20,21825,0.6836197021764032,0.5588758164388885,0.7453601321060254,0.0036197021764031723,0.0036197021764031723,9.263509492249232,8.7957066437815,9.510409789414696,0.0
extra_trees_s05e_dynamic,timing_tail_atom,high,0.95,20,21825,0.9505612829324169,0.9388799447989102,0.9635988674839568,0.0005612829324169732,0.0005612829324169732,54.71857530746563,53.819582927848046,55.819827593316276,0.0
extra_trees_s05e_dynamic,timing_tail_atom,low,0.68,20,21822,0.685363394739254,0.6301575943488373,0.7134244613697538,0.005363394739253957,0.005363394739253957,3.21027045990279,3.1592159951943213,3.24224163318308,0.0
extra_trees_s05e_dynamic,timing_tail_atom,low,0.95,20,21822,0.9500045825313903,0.9338194734479062,0.963475835180297,4.582531390351363e-06,4.582531390351363e-06,14.105854349651526,13.71804984289083,14.480526390111772,0.0
extra_trees_s05e_dynamic,timing_tail_atom,mid,0.68,20,21824,0.6874541788856305,0.6128145212755544,0.735914890841184,0.007454178885630491,0.007454178885630491,3.1827192612558552,3.100823410691687,3.2542580647999104,0.0
extra_trees_s05e_dynamic,timing_tail_atom,mid,0.95,20,21824,0.9459310850439883,0.9050597346339655,0.981959396020108,-0.004068914956011693,0.004068914956011693,26.95785636475107,22.370328689677223,30.755429216440966,0.0
extra_trees_s05e_dynamic,topology,B2_containing,0.68,20,43946,0.6901879579483912,0.5427714069569286,0.7519226276601914,0.010187957948391113,0.010187957948391113,5.615999107448233,5.208814173586269,5.8255169599941805,0.0
extra_trees_s05e_dynamic,topology,B2_containing,0.95,20,43946,0.9496882537659855,0.9226683243591565,0.9644184896942046,-0.0003117462340144206,0.0003117462340144206,43.4610367295538,41.28119960403351,44.69970853028385,0.0
extra_trees_s05e_dynamic,topology,downstream_only,0.68,20,21525,0.6859001161440186,0.6097608794861675,0.7181913282879077,0.00590011614401853,0.00590011614401853,3.335898928441282,3.281555351936391,3.3679822402947,0.0
extra_trees_s05e_dynamic,topology,downstream_only,0.95,20,21525,0.9508943089430895,0.9385281988367756,0.9657949301966405,0.0008943089430895057,0.0008943089430895057,11.582674096529672,11.476820625908548,11.704312266657407,0.0
extra_trees_s05e_dynamic,two_pulse_score,not_pileup_like,0.68,20,54077,0.6859478151524678,0.6301073339362273,0.7187601727556738,0.005947815152467784,0.005947815152467784,3.314550192125465,3.257043539834257,3.3497358783561553,0.0
extra_trees_s05e_dynamic,two_pulse_score,not_pileup_like,0.95,20,54077,0.9488322207223033,0.9216124506935975,0.96873672103238,-0.0011677792776966234,0.0011677792776966234,20.15427225647782,18.249087743251057,21.62343046943561,0.0
extra_trees_s05e_dynamic,two_pulse_score,pileup_like,0.68,20,11394,0.6787783043707214,0.6633839034532791,0.6984028430136571,-0.0012216956292786518,0.0012216956292786518,14.939386156414498,14.867365610805736,15.038956075847617,0.0
extra_trees_s05e_dynamic,two_pulse_score,pileup_like,0.95,20,11394,0.9497981393715991,0.9395166982479872,0.9585359593172221,-0.00020186062840088503,0.00020186062840088503,78.07800261093695,77.37883479636737,78.59175588349933,0.0
gradient_boosted_trees,anomaly_taxon,baseline_contamination,0.68,11,3119,0.6819493427380571,0.6629882752938921,0.7066208173617315,0.001949342738057025,0.001949342738057025,5.6016348967127785,5.545345668754139,5.687800633470065,0.0
gradient_boosted_trees,anomaly_taxon,baseline_contamination,0.95,11,3119,0.9503045848028214,0.9282280731101058,0.9678359756309092,0.0003045848028214726,0.0003045848028214726,10.224241723241407,10.06229113521705,10.353019902407356,0.0
gradient_boosted_trees,anomaly_taxon,common_support,0.68,20,33264,0.6822991822991823,0.6473975431304011,0.7430042286170957,0.0022991822991822453,0.0022991822991822453,6.765949412368177,6.680713901785107,6.895930881485915,0.0
gradient_boosted_trees,anomaly_taxon,common_support,0.95,20,33264,0.9497053872053872,0.9237466890648838,0.9672836501278101,-0.00029461279461273637,0.00029461279461273637,12.93609468949671,12.567457212375459,13.219861486452485,0.0
gradient_boosted_trees,anomaly_taxon,saturation_boundary,0.68,20,11970,0.681203007518797,0.5980167476218007,0.7671080065193446,0.0012030075187969835,0.0012030075187969835,32.048400199707196,31.28514340550884,32.803089302195225,0.0
gradient_boosted_trees,anomaly_taxon,saturation_boundary,0.95,20,11970,0.9485380116959065,0.923905286864418,0.9641657244168463,-0.0014619883040934978,0.0014619883040934978,91.28097048317167,90.48516813081277,91.65416365711582,0.0
gradient_boosted_trees,anomaly_taxon,timing_tail_high_q_shift,0.68,20,17049,0.6800985395037832,0.6394200801495825,0.7047935550191047,9.853950378313492e-05,9.853950378313492e-05,7.97720299981135,7.883961822754576,8.108278740027666,0.0
gradient_boosted_trees,anomaly_taxon,timing_tail_high_q_shift,0.95,20,17049,0.9510821749076193,0.922847625561448,0.9617489086414334,0.0010821749076193043,0.0010821749076193043,64.7597598840243,61.252208219877055,66.4553957860269,0.0
gradient_boosted_trees,baseline_contamination,low_baseline,0.68,18,6590,0.6931714719271623,0.6135398617547534,0.7313190720537803,0.013171471927162282,0.013171471927162282,6.879062206981337,6.748753166714924,6.963268772627223,0.0
gradient_boosted_trees,baseline_contamination,low_baseline,0.95,18,6590,0.9499241274658573,0.8913921419631682,0.9638611547829016,-7.587253414265138e-05,7.587253414265138e-05,65.26089140821091,62.978547415149094,66.15409098012516,0.0
gradient_boosted_trees,baseline_contamination,nominal_baseline,0.68,20,58865,0.6847872250063705,0.5464424063190413,0.7441132875687503,0.00478722500637041,0.00478722500637041,7.908276232006573,7.764164558595899,8.06813730075601,0.0
gradient_boosted_trees,baseline_contamination,nominal_baseline,0.95,20,58865,0.9504799116622781,0.9158110115135197,0.9682269840165811,0.00047991166227812077,0.00047991166227812077,58.04343699420074,56.85768370029447,58.825602702184234,0.0
gradient_boosted_trees,saturation_boundary,deep,0.68,20,3412,0.6699882766705745,0.5928777840420731,0.7543821596108745,-0.01001172332942557,0.01001172332942557,33.51548827937691,33.01294871357942,34.14255686375249,0.0
gradient_boosted_trees,saturation_boundary,deep,0.95,20,3412,0.9487104337631888,0.936847368436587,0.9626898725567745,-0.0012895662368112015,0.0012895662368112015,78.55282757868889,78.02018609771474,78.82168559046208,0.0
gradient_boosted_trees,saturation_boundary,mild,0.68,19,5527,0.6723358060430613,0.5584371375600615,0.7667504016911382,-0.007664193956938736,0.007664193956938736,13.626680689375801,12.10421222363581,15.244374512633291,0.0
gradient_boosted_trees,saturation_boundary,mild,0.95,19,5527,0.9500633254930342,0.9340327602297507,0.9681400400501544,6.332549303422752e-05,6.332549303422752e-05,90.72258432192426,90.12315549377819,91.26543896722272,0.0
gradient_boosted_trees,saturation_boundary,moderate,0.68,19,3001,0.6671109630123292,0.5514321969548537,0.7584084188145881,-0.012889036987670854,0.012889036987670854,38.11227091907255,37.80302835677892,38.46213603039651,0.0
gradient_boosted_trees,saturation_boundary,moderate,0.95,19,3001,0.9463512162612463,0.9226409338085492,0.9681473400643338,-0.003648783738753658,0.003648783738753658,90.00384813533522,89.72877625399013,90.4616342719374,0.0
gradient_boosted_trees,saturation_boundary,none,0.68,20,53501,0.679987289957197,0.6453453280445209,0.7261142018231909,-1.2710042803010246e-05,1.2710042803010246e-05,6.948639368714054,6.887024804434349,7.050563402339017,0.0
gradient_boosted_trees,saturation_boundary,none,0.95,20,53501,0.9508607315751108,0.928533587840067,0.9611978119928009,0.0008607315751107958,0.0008607315751107958,16.20643537163759,14.448952920575678,17.31350411518531,0.0
gradient_boosted_trees,timing_tail_atom,high,0.68,20,21825,0.6905383734249714,0.5716114411468902,0.7543212697421419,0.010538373424971326,0.010538373424971326,11.78646395186462,11.355070491036633,12.125473743935464,0.0
gradient_boosted_trees,timing_tail_atom,high,0.95,20,21825,0.9493241695303551,0.9337980024521033,0.9644194702749921,-0.0006758304696448114,0.0006758304696448114,88.94043840134584,87.83904643926194,89.84711104535819,0.0
gradient_boosted_trees,timing_tail_atom,low,0.68,20,21822,0.683301255613601,0.620600650583139,0.7353503124297481,0.0033012556136009508,0.0033012556136009508,7.128681313813766,6.970122766697713,7.280534385283499,0.0
gradient_boosted_trees,timing_tail_atom,low,0.95,20,21822,0.9502337091009073,0.919677522918843,0.9640203158176933,0.0002337091009073644,0.0002337091009073644,16.19841786010231,15.810822327309863,16.455276127523508,0.0
gradient_boosted_trees,timing_tail_atom,mid,0.68,20,21824,0.6833760997067448,0.5966335735006378,0.7369130651151945,0.003376099706744795,0.003376099706744795,6.962430062264622,6.782715956160088,7.108962381246391,0.0
gradient_boosted_trees,timing_tail_atom,mid,0.95,20,21824,0.9464351173020528,0.8989791493591902,0.9678957801107315,-0.0035648826979471915,0.0035648826979471915,30.378580025198495,25.546297872653632,32.900355931078956,0.0
gradient_boosted_trees,topology,B2_containing,0.68,20,43946,0.6924407227051381,0.5242185767771058,0.7593236129040386,0.012440722705138074,0.012440722705138074,8.229281876740757,7.915685038441733,8.425410953395568,0.0
gradient_boosted_trees,topology,B2_containing,0.95,20,43946,0.9499158057616165,0.9066044542079785,0.9708210704669548,-8.419423838346152e-05,8.419423838346152e-05,72.20468782850823,70.52161206405054,73.41202294508386,0.0
gradient_boosted_trees,topology,downstream_only,0.68,20,21525,0.6754471544715447,0.6665755062648574,0.6971671144675283,-0.004552845528455363,0.004552845528455363,6.406074753536886,6.3801797088405685,6.431930430626033,0.0
gradient_boosted_trees,topology,downstream_only,0.95,20,21525,0.9485714285714286,0.9366119382580335,0.9626303372843075,-0.0014285714285713347,0.0014285714285713347,12.904305299315007,12.752883176158088,13.0577362020847,0.0
gradient_boosted_trees,two_pulse_score,not_pileup_like,0.68,20,54077,0.6848937625977772,0.6270434034646448,0.7486934944324172,0.004893762597777185,0.004893762597777185,7.433765580767972,7.33638762346774,7.587971618545511,0.0
gradient_boosted_trees,two_pulse_score,not_pileup_like,0.95,20,54077,0.9476857074172014,0.9142516803565365,0.9716768096683984,-0.0023142925827985827,0.0023142925827985827,24.564482871690696,21.712374286632617,26.738277075748574,0.0
gradient_boosted_trees,two_pulse_score,pileup_like,0.68,20,11394,0.6765841671054941,0.6106964412884873,0.7642505173493188,-0.003415832894505977,0.003415832894505977,31.97396511547,30.564536893728675,33.92317244954228,0.0
gradient_boosted_trees,two_pulse_score,pileup_like,0.95,20,11394,0.9500614358434264,0.9354281772082579,0.9606281232932173,6.143584342643837e-05,6.143584342643837e-05,109.84152236410473,109.16665627395898,110.34094140273827,0.0
ml_shuffled_target_control,anomaly_taxon,baseline_contamination,0.68,11,3119,0.6819493427380571,0.6048065504846267,0.7376950535076283,0.001949342738057025,0.001949342738057025,6.746675510267454,6.535485026554526,6.911028490863404,0.0
ml_shuffled_target_control,anomaly_taxon,baseline_contamination,0.95,11,3119,0.9477396601474831,0.9186368522543705,0.9695698720625641,-0.002260339852516835,0.002260339852516835,13.63202436331889,13.378422470608156,13.948610708723843,0.0
ml_shuffled_target_control,anomaly_taxon,common_support,0.68,20,33264,0.6761363636363636,0.6324879143618594,0.6991366088300031,-0.0038636363636364024,0.0038636363636364024,8.128971625211609,7.981833424850505,8.216761818268544,0.0
ml_shuffled_target_control,anomaly_taxon,common_support,0.95,20,33264,0.9479016354016354,0.9246730755153653,0.9713008121372909,-0.002098364598364544,0.002098364598364544,17.01219527275375,16.503065335263763,17.7684183900857,0.0
ml_shuffled_target_control,anomaly_taxon,saturation_boundary,0.68,20,11970,0.6837092731829574,0.5851190174034467,0.783775329608665,0.003709273182957329,0.003709273182957329,41.083317434393436,39.40747205494875,43.16127777445423,0.0
ml_shuffled_target_control,anomaly_taxon,saturation_boundary,0.95,20,11970,0.9485380116959065,0.9209888471272073,0.9682353269319629,-0.0014619883040934978,0.0014619883040934978,201.75734501523308,200.1983018480322,203.27346528486387,0.0
ml_shuffled_target_control,anomaly_taxon,timing_tail_high_q_shift,0.68,20,17049,0.6800985395037832,0.6151947272250857,0.7305896686159844,9.853950378313492e-05,9.853950378313492e-05,9.576357079861026,9.490734124373219,9.708124965102618,0.0
ml_shuffled_target_control,anomaly_taxon,timing_tail_high_q_shift,0.95,20,17049,0.9519619919056836,0.9145379913275101,0.9670156245523275,0.001961991905683691,0.001961991905683691,92.55178485511166,84.84657578618614,96.31656211843925,0.0
ml_shuffled_target_control,baseline_contamination,low_baseline,0.68,18,6590,0.6987860394537178,0.5090419662117519,0.7492141975335287,0.018786039453717707,0.018786039453717707,9.095582754276908,8.665445675915466,9.289321003596976,0.0
ml_shuffled_target_control,baseline_contamination,low_baseline,0.95,18,6590,0.9499241274658573,0.8904854578915908,0.9683585213424997,-7.587253414265138e-05,7.587253414265138e-05,133.5909510763766,119.62557424971048,137.3634502485609,0.0
ml_shuffled_target_control,baseline_contamination,nominal_baseline,0.68,20,58865,0.6855346980378832,0.6290678392834532,0.7312538623340287,0.005534698037883201,0.005534698037883201,10.187297078649802,10.061870723818002,10.340107432411763,0.0
ml_shuffled_target_control,baseline_contamination,nominal_baseline,0.95,20,58865,0.9502930434043999,0.9083717351366135,0.9698488570179287,0.0002930434043999508,0.0002930434043999508,95.21590548001535,87.365293817886,98.30417799885733,0.0
ml_shuffled_target_control,saturation_boundary,deep,0.68,20,3412,0.6691090269636577,0.5934399513364323,0.8074852236684831,-0.010890973036342344,0.010890973036342344,50.67468269894534,48.43945388827718,54.81145359057713,0.0
ml_shuffled_target_control,saturation_boundary,deep,0.95,20,3412,0.9481242672919109,0.9371257152381683,0.9680456278827705,-0.0018757327080890507,0.0018757327080890507,197.54472031294404,196.79621822239747,197.92300516256006,0.0
ml_shuffled_target_control,saturation_boundary,mild,0.68,19,5527,0.6869911344309753,0.5474622693271395,0.7637421362974586,0.00699113443097521,0.00699113443097521,15.408964587215403,13.854498543921206,16.750983204280427,0.0
ml_shuffled_target_control,saturation_boundary,mild,0.95,19,5527,0.9506061154333273,0.898009825327511,0.9691074570095075,0.0006061154333273366,0.0006061154333273366,173.1487910239694,168.3844125000986,175.99727030305905,0.0
ml_shuffled_target_control,saturation_boundary,moderate,0.68,19,3001,0.6721092969010329,0.5516809050342442,0.7589194844452546,-0.007890703098967111,0.007890703098967111,63.02059135306801,59.66214646880817,65.64460814545832,0.0
ml_shuffled_target_control,saturation_boundary,moderate,0.95,19,3001,0.9453515494835055,0.9183866854822738,0.9700953650958924,-0.004648450516494429,0.004648450516494429,204.14034413670703,203.1046923894718,205.24705271496467,0.0
ml_shuffled_target_control,saturation_boundary,none,0.68,20,53501,0.6783237696491654,0.6283249841775682,0.6917216302394282,-0.00167623035083464,0.00167623035083464,8.659923358830614,8.561026285292,8.717844604550987,0.0
ml_shuffled_target_control,saturation_boundary,none,0.95,20,53501,0.949178520027663,0.9139012889667836,0.9698138564085005,-0.000821479972336947,0.000821479972336947,21.488269954195037,19.50559055119718,22.727374323005265,0.0
ml_shuffled_target_control,timing_tail_atom,high,0.68,20,21825,0.6922336769759451,0.5972983713290863,0.7747488840226163,0.012233676975945018,0.012233676975945018,15.417240701661996,14.624027016254372,16.16666084040588,0.0
ml_shuffled_target_control,timing_tail_atom,high,0.95,20,21825,0.9487743413516609,0.8997388607449861,0.9620127194036653,-0.001225658648339012,0.001225658648339012,189.0174846786849,186.0164605951707,190.00803459777418,0.0
ml_shuffled_target_control,timing_tail_atom,low,0.68,20,21822,0.6806892127211072,0.6143770567186285,0.708045748131355,0.0006892127211071131,0.0006892127211071131,8.087124620988714,7.913815099913346,8.154604122693295,0.0
ml_shuffled_target_control,timing_tail_atom,low,0.95,20,21822,0.9505544862982311,0.9270074654472145,0.9676783542147885,0.0005544862982311827,0.0005544862982311827,17.621953339550736,17.310424608062643,17.879045819571356,0.0
ml_shuffled_target_control,timing_tail_atom,mid,0.68,20,21824,0.6790230938416423,0.6253431693933185,0.7377839799707652,-0.000976906158357771,0.000976906158357771,9.16490864329117,8.959688456353357,9.380748814763601,0.0
