heldout_run,train_runs,traditional_base_method,analytic_candidate,analytic_alpha,mlp_hidden,mlp_weight_decay,mlp_n_features
58,"[59, 60, 61, 62, 63, 65]",template_phase,amp_only,100.0,32,0.001,21
59,"[58, 60, 61, 62, 63, 65]",template_phase,amp_only,100.0,32,0.001,21
60,"[58, 59, 61, 62, 63, 65]",template_phase,amp_only,100.0,32,0.001,21
61,"[58, 59, 60, 62, 63, 65]",template_phase,amp_only,100.0,32,0.001,21
62,"[58, 59, 60, 61, 63, 65]",template_phase,amp_only,100.0,32,0.001,21
63,"[58, 59, 60, 61, 62, 65]",template_phase,amp_only,100.0,32,0.001,21
65,"[58, 59, 60, 61, 62, 63]",template_phase,amp_only,100.0,32,0.001,21
