method,family,n,energy_bias_frac,energy_res68_frac,energy_mae_adc,timing_sigma68_samples,pid_auc,pid_average_precision,energy_res68_ci95,timing_sigma68_ci95,pid_auc_ci95,pid_average_precision_ci95
gradient_boosted_trees,ml_tree,332852,-0.005741857517003807,0.029870867702461484,1602.7371077565494,0.005445528485781605,0.9957469201091387,0.9944685538839366,"[0.024789876925105956, 0.03821286913147435]","[0.004217690283019132, 0.006980758208378375]","[0.9947118701561544, 0.9965048822505018]","[0.988514091650787, 0.9968424606349231]"
coupled_template_gls_traditional,traditional_coupled_template_gls,332852,-0.024182123015851046,0.048214117507791525,2748.1177685434436,0.007915289676930668,0.986639862543067,0.9742194347386586,"[0.03508341341888524, 0.07041258723278963]","[0.005557586201898777, 0.010164996403773996]","[0.98269811096789, 0.9899653194784453]","[0.956846904440634, 0.985438924365754]"
ridge,ml_linear,332852,-0.02634055437780025,0.09807150682538772,4112.214008935941,0.0162126517520367,0.9695741934197822,0.9464574429004147,"[0.08180805271609541, 0.133726163160843]","[0.01276284889734177, 0.022558225717927174]","[0.9644161308257942, 0.9740466446352348]","[0.9129345485273476, 0.9648100975432685]"
cross_talk_residual_fusion_new,new_residual_fusion,332852,-0.02762856871463233,0.12814768540039972,5020.224991614698,0.021574964387605748,0.9877968287497263,0.9832531735102532,"[0.1084103123184722, 0.1612228337881244]","[0.01964148154430808, 0.025709685492838884]","[0.9860542707176871, 0.9896355721187801]","[0.9690298840782146, 0.9898797701072858]"
compact_transformer,neural_sequence,332852,-0.050780551686713,0.14687440056965795,6354.771311957817,0.023024004468122163,0.9833662388638224,0.9698190767701018,"[0.1296598300026663, 0.242854531059412]","[0.014763778238056097, 0.04483011464563437]","[0.9791047505710022, 0.9880846316662845]","[0.9501422428689811, 0.9819649535177379]"
1d_cnn,neural_waveform,332852,-0.11888379607692978,0.20884019427885783,10474.065177228467,0.03639998154832144,0.9606910012621819,0.9161290887041857,"[0.19531646157065327, 0.3497590164350289]","[0.018468085097009226, 0.06085585239015219]","[0.9478648180929952, 0.9714712689848146]","[0.876423164845249, 0.9519435836473857]"
mlp,neural_tabular,332852,-0.26327990559099734,0.34629557501130304,15181.679006477541,0.038704368073714496,0.9699257575944701,0.9363116215323916,"[0.3389678822961532, 0.36832213477312015]","[0.017362928351052385, 0.06551211467817558]","[0.9591685297418606, 0.9789879357986639]","[0.8989008935868538, 0.962452528239319]"
