ablation,kept_features,baseline_res68,ablated_res68,delta_res68,delta_res68_ci95
neighboring_channel_terms,26,0.035635311830807835,0.035060508128988935,-0.0005748037018189003,"[-0.005377345454069009, 0.009119353924809143]"
timing_skew_terms,22,0.035635311830807835,0.0396592558051498,0.004023943974341963,"[-0.002412258775123864, 0.014840211152764926]"
pileup_shoulder_terms,27,0.035635311830807835,0.032637192098449265,-0.00299811973235857,"[-0.0068796636849819985, 0.005670445796977144]"
saturation_onset_terms,26,0.035635311830807835,0.03606832860362117,0.0004330167728133355,"[-0.0052148347706554585, 0.010913608704450057]"
pedestal_state_terms,27,0.035635311830807835,0.03631941741900548,0.0006841055881976477,"[-0.005478419426117641, 0.01181348550748553]"
