# knob: coupling
# channel: cli  target: --coupling  unit: frac
# rationale: Fibre-end->sensor coupling in [0,1]; 0.5 = poor air gap, 1.0 = contact.
# base_cli: --particle proton --energy 10 --hit-x 0 --hit-y 0 --theta 0 --phi 0
# default_nevents: 60
# columns: label,seed,nevents,cli_args,env_vars
label,seed,nevents,cli_args,env_vars
coupling=0.5,1000,60,--coupling 0.5,
coupling=0.7,1001,60,--coupling 0.7,
coupling=0.85,1002,60,--coupling 0.85,
coupling=0.95,1003,60,--coupling 0.95,
coupling=1,1004,60,--coupling 1,
