stave,bin_index,n_bins,shrink_strength,log_amp_center,shared_raw_target_ns,shared_fitted_target_ns,raw_stave_target_ns,shrunk_target_ns,fitted_target_ns,n_train_pulses,heldout_run
__shared__,0,6,320.0,7.405039620622619,-0.4660873920389683,1.0519962811577372,,,1.0519962811577372,1874,58
__shared__,1,6,320.0,7.669261797055426,1.1428031039120512,1.0519962811577372,,,1.0519962811577372,1876,58
__shared__,2,6,320.0,7.818229125534727,1.0339126079610281,1.0519962811577372,,,1.0519962811577372,1871,58
__shared__,3,6,320.0,7.927324360309794,1.5339126079610423,1.0519962811577372,,,1.0519962811577372,1874,58
__shared__,4,6,320.0,8.048948002430302,1.5339126079610423,1.0519962811577372,,,1.0519962811577372,1872,58
__shared__,5,6,320.0,8.334411512574912,1.5339126079610423,1.0519962811577372,,,1.0519962811577372,1874,58
B4,0,6,320.0,7.405039620622619,-0.4660873920389683,1.0519962811577372,-4.1767157118730935,-2.831709411415002,-2.3901219185751943,924,58
B4,1,6,320.0,7.669261797055426,1.1428031039120512,1.0519962811577372,-4.1767157118730935,-2.723033837181638,-2.3901219185751943,831,58
B4,2,6,320.0,7.818229125534727,1.0339126079610281,1.0519962811577372,-4.1767157118730935,-2.7454173048843287,-2.3901219185751943,849,58
B4,3,6,320.0,7.927324360309794,1.5339126079610423,1.0519962811577372,-4.1767157118730935,-2.5538371107384035,-2.3901219185751943,711,58
B4,4,6,320.0,8.048948002430302,1.5339126079610423,1.0519962811577372,-4.1767157118730935,-1.7015857743437062,-2.3901219185751943,356,58
B4,5,6,320.0,8.334411512574912,1.5339126079610423,1.0519962811577372,-3.0517157118730935,0.2644151915861636,-2.3901219185751943,76,58
B6,0,6,320.0,7.405039620622619,-0.4660873920389683,1.0519962811577372,2.6428031039120583,2.1485718580078035,2.1750620472982303,710,58
B6,1,6,320.0,7.669261797055426,1.1428031039120512,1.0519962811577372,2.6428031039120583,2.1950826260920207,2.1750620472982303,817,58
B6,2,6,320.0,7.818229125534727,1.0339126079610281,1.0519962811577372,2.6428031039120583,2.179179986169451,2.1750620472982303,778,58
B6,3,6,320.0,7.927324360309794,1.5339126079610423,1.0519962811577372,2.6428031039120583,2.164814199422497,2.164814199422497,745,58
B6,4,6,320.0,8.048948002430302,1.5339126079610423,1.0519962811577372,2.6428031039120583,2.0815482160604786,2.0815482160604786,587,58
B6,5,6,320.0,8.334411512574912,1.5339126079610423,1.0519962811577372,2.642803103912051,1.4589468637227943,1.4589468637227943,110,58
B8,0,6,320.0,7.405039620622619,-0.4660873920389683,1.0519962811577372,1.5339126079610423,1.2585318497877251,1.3706376216433531,240,58
B8,1,6,320.0,7.669261797055426,1.1428031039120512,1.0519962811577372,1.5339126079610423,1.2525016142072876,1.3706376216433531,228,58
B8,2,6,320.0,7.818229125534727,1.0339126079610281,1.0519962811577372,1.5339126079610423,1.260484904810231,1.3706376216433531,244,58
B8,3,6,320.0,7.927324360309794,1.5339126079610423,1.0519962811577372,1.5339126079610423,1.3249515990490401,1.3706376216433531,418,58
B8,4,6,320.0,8.048948002430302,1.5339126079610423,1.0519962811577372,1.5339126079610423,1.4104432528152797,1.3706376216433531,929,58
B8,5,6,320.0,8.334411512574912,1.5339126079610423,1.0519962811577372,1.5339126079610423,1.4571131933310335,1.3706376216433531,1688,58
__shared__,0,10,80.0,7.3112183286411785,-1.853631061835891,0.8786309539351348,,,0.8786309539351348,918,59
__shared__,1,10,80.0,7.5608614100048985,0.8733267450525162,0.8786309539351348,,,0.8786309539351348,918,59
__shared__,2,10,80.0,7.687538766201629,0.8733267450525162,0.8786309539351348,,,0.8786309539351348,917,59
__shared__,3,10,80.0,7.784889295655098,0.6233267450525091,0.8786309539351348,,,0.8786309539351348,920,59
__shared__,4,10,80.0,7.860956364876389,1.1233267450525233,0.8786309539351348,,,0.8786309539351348,913,59
__shared__,5,10,80.0,7.92135419332329,1.4803043167833891,0.8786309539351348,,,0.8786309539351348,917,59
__shared__,6,10,80.0,7.984973674962574,1.4803043167833891,0.8786309539351348,,,0.8786309539351348,919,59
__shared__,7,10,80.0,8.05816906621351,1.4803043167833891,0.8786309539351348,,,0.8786309539351348,915,59
__shared__,8,10,80.0,8.187021067343505,1.4803043167833891,0.8786309539351348,,,0.8786309539351348,917,59
__shared__,9,10,80.0,8.446878017501211,1.2303043167833891,0.8786309539351348,,,0.8786309539351348,917,59
B4,0,10,80.0,7.3112183286411785,-1.853631061835891,0.8786309539351348,-4.103631061835898,-3.3789384049964752,-3.0414558965217093,470,59
B4,1,10,80.0,7.5608614100048985,0.8733267450525162,0.8786309539351348,-4.103631061835898,-3.3127958212373216,-3.0414558965217093,424,59
B4,2,10,80.0,7.687538766201629,0.8733267450525162,0.8786309539351348,-4.103631061835898,-3.293507156832478,-3.0414558965217093,412,59
B4,3,10,80.0,7.784889295655098,0.6233267450525091,0.8786309539351348,-4.103631061835898,-3.3311873384605444,-3.0414558965217093,436,59
B4,4,10,80.0,7.860956364876389,1.1233267450525233,0.8786309539351348,-4.103631061835898,-3.2766996069361416,-3.0414558965217093,402,59
B4,5,10,80.0,7.92135419332329,1.4803043167833891,0.8786309539351348,-4.103631061835898,-3.2178955923654926,-3.0414558965217093,370,59
B4,6,10,80.0,7.984973674962574,1.4803043167833891,0.8786309539351348,-4.103631061835898,-2.9745065256838226,-3.0414558965217093,273,59
B4,7,10,80.0,8.05816906621351,1.4803043167833891,0.8786309539351348,-4.103631061835898,-2.6163886690684257,-3.0414558965217093,188,59
B4,8,10,80.0,8.187021067343505,1.4803043167833891,0.8786309539351348,-4.103631061835898,-0.914983371742437,-3.0414558965217093,45,59
B4,9,10,80.0,8.446878017501211,1.2303043167833891,0.8786309539351348,-1.103631061835891,0.2517617694605369,-3.0414558965217093,37,59
B6,0,10,80.0,7.3112183286411785,-1.853631061835891,0.8786309539351348,2.623326745052509,2.2607925546904575,2.314074906154304,305,59
B6,1,10,80.0,7.5608614100048985,0.8733267450525162,0.8786309539351348,2.623326745052509,2.326357248692105,2.314074906154304,390,59
B6,2,10,80.0,7.687538766201629,0.8733267450525162,0.8786309539351348,2.623326745052509,2.3282407761531645,2.314074906154304,393,59
B6,3,10,80.0,7.784889295655098,0.6233267450525091,0.8786309539351348,2.623326745052509,2.3244495217347576,2.314074906154304,387,59
