split_name,endpoint,method,stratum_axis,stratum,n,metric,value
particle_heldout,energy_scale,1d_cnn,tail_amplitude_bin,tail_high,1748,sigma68,0.16841318878461237
particle_heldout,energy_scale,1d_cnn,tail_amplitude_bin,tail_mid,65,sigma68,0.2666736059199903
particle_heldout,energy_scale,1d_cnn,pedestal_history_bin,pedestal_memory,512,sigma68,0.14687134932082188
particle_heldout,energy_scale,1d_cnn,pedestal_history_bin,pedestal_mid,722,sigma68,0.1472209002848799
particle_heldout,energy_scale,1d_cnn,pedestal_history_bin,pedestal_quiet,579,sigma68,0.2535665746810445
particle_heldout,energy_scale,1d_cnn,pulse_shape_bin,low_harmonic,810,sigma68,0.16935151441985577
particle_heldout,energy_scale,1d_cnn,pulse_shape_bin,mid_harmonic,992,sigma68,0.14430198890239343
particle_heldout,energy_scale,1d_cnn,timing_residual_bin,timing_core,586,sigma68,0.1594970516026099
particle_heldout,energy_scale,1d_cnn,timing_residual_bin,timing_mid,507,sigma68,0.21157604841164945
particle_heldout,energy_scale,1d_cnn,timing_residual_bin,timing_tail,720,sigma68,0.16540825688700347
particle_heldout,energy_scale,1d_cnn,pileup_flag,pileup_proxy,765,sigma68,0.16587281625844394
particle_heldout,energy_scale,1d_cnn,pileup_flag,single_proxy,1048,sigma68,0.1808756573489791
particle_heldout,energy_scale,1d_cnn,saturation_flag,linear_proxy,1758,sigma68,0.1646626118638476
particle_heldout,energy_scale,1d_cnn,saturation_flag,saturation_proxy,55,sigma68,0.31147916837753054
particle_heldout,energy_scale,1d_cnn,energy_bin,energy_high,1695,sigma68,0.15861657715327593
particle_heldout,energy_scale,1d_cnn,energy_bin,energy_mid,102,sigma68,0.09336045935851937
particle_heldout,energy_scale,gradient_boosted_trees,tail_amplitude_bin,tail_high,1748,sigma68,0.09835236180052542
particle_heldout,energy_scale,gradient_boosted_trees,tail_amplitude_bin,tail_mid,65,sigma68,0.12866194006167644
particle_heldout,energy_scale,gradient_boosted_trees,pedestal_history_bin,pedestal_memory,512,sigma68,0.08286415357519727
particle_heldout,energy_scale,gradient_boosted_trees,pedestal_history_bin,pedestal_mid,722,sigma68,0.08585654244365666
particle_heldout,energy_scale,gradient_boosted_trees,pedestal_history_bin,pedestal_quiet,579,sigma68,0.15213914847889962
particle_heldout,energy_scale,gradient_boosted_trees,pulse_shape_bin,low_harmonic,810,sigma68,0.09752046625165249
particle_heldout,energy_scale,gradient_boosted_trees,pulse_shape_bin,mid_harmonic,992,sigma68,0.08969292080552345
particle_heldout,energy_scale,gradient_boosted_trees,timing_residual_bin,timing_core,586,sigma68,0.1056110607803614
particle_heldout,energy_scale,gradient_boosted_trees,timing_residual_bin,timing_mid,507,sigma68,0.09062305099967868
particle_heldout,energy_scale,gradient_boosted_trees,timing_residual_bin,timing_tail,720,sigma68,0.0785964558602773
particle_heldout,energy_scale,gradient_boosted_trees,pileup_flag,pileup_proxy,765,sigma68,0.07987858663493927
particle_heldout,energy_scale,gradient_boosted_trees,pileup_flag,single_proxy,1048,sigma68,0.09595665670035966
particle_heldout,energy_scale,gradient_boosted_trees,saturation_flag,linear_proxy,1758,sigma68,0.09623326540048956
particle_heldout,energy_scale,gradient_boosted_trees,saturation_flag,saturation_proxy,55,sigma68,0.22602417544480802
particle_heldout,energy_scale,gradient_boosted_trees,energy_bin,energy_high,1695,sigma68,0.09165055785950069
particle_heldout,energy_scale,gradient_boosted_trees,energy_bin,energy_mid,102,sigma68,0.11465775644035119
particle_heldout,energy_scale,mlp,tail_amplitude_bin,tail_high,1748,sigma68,0.11748706936836245
particle_heldout,energy_scale,mlp,tail_amplitude_bin,tail_mid,65,sigma68,0.1417001876235008
particle_heldout,energy_scale,mlp,pedestal_history_bin,pedestal_memory,512,sigma68,0.110631565451622
particle_heldout,energy_scale,mlp,pedestal_history_bin,pedestal_mid,722,sigma68,0.10064272880554198
particle_heldout,energy_scale,mlp,pedestal_history_bin,pedestal_quiet,579,sigma68,0.170031127333641
particle_heldout,energy_scale,mlp,pulse_shape_bin,low_harmonic,810,sigma68,0.12279334902763367
particle_heldout,energy_scale,mlp,pulse_shape_bin,mid_harmonic,992,sigma68,0.11555997550487516
particle_heldout,energy_scale,mlp,timing_residual_bin,timing_core,586,sigma68,0.1328792467713356
particle_heldout,energy_scale,mlp,timing_residual_bin,timing_mid,507,sigma68,0.12197084963321685
particle_heldout,energy_scale,mlp,timing_residual_bin,timing_tail,720,sigma68,0.10507116317749021
particle_heldout,energy_scale,mlp,pileup_flag,pileup_proxy,765,sigma68,0.10662380576133727
particle_heldout,energy_scale,mlp,pileup_flag,single_proxy,1048,sigma68,0.12749739736318588
particle_heldout,energy_scale,mlp,saturation_flag,linear_proxy,1758,sigma68,0.11565126776695252
particle_heldout,energy_scale,mlp,saturation_flag,saturation_proxy,55,sigma68,0.2518681687116623
particle_heldout,energy_scale,mlp,energy_bin,energy_high,1695,sigma68,0.11850389778614046
particle_heldout,energy_scale,mlp,energy_bin,energy_mid,102,sigma68,0.12790894359350208
particle_heldout,energy_scale,ridge,tail_amplitude_bin,tail_high,1748,sigma68,0.08548217296600343
particle_heldout,energy_scale,ridge,tail_amplitude_bin,tail_mid,65,sigma68,0.1406049644947052
particle_heldout,energy_scale,ridge,pedestal_history_bin,pedestal_memory,512,sigma68,0.06755516946315765
particle_heldout,energy_scale,ridge,pedestal_history_bin,pedestal_mid,722,sigma68,0.07383496284484861
particle_heldout,energy_scale,ridge,pedestal_history_bin,pedestal_quiet,579,sigma68,0.169962093681097
particle_heldout,energy_scale,ridge,pulse_shape_bin,low_harmonic,810,sigma68,0.08355390727519989
particle_heldout,energy_scale,ridge,pulse_shape_bin,mid_harmonic,992,sigma68,0.09434495449066163
particle_heldout,energy_scale,ridge,timing_residual_bin,timing_core,586,sigma68,0.11948007345199582
particle_heldout,energy_scale,ridge,timing_residual_bin,timing_mid,507,sigma68,0.09880033433437346
particle_heldout,energy_scale,ridge,timing_residual_bin,timing_tail,720,sigma68,0.060448890328407265
particle_heldout,energy_scale,ridge,pileup_flag,pileup_proxy,765,sigma68,0.06211320877075195
particle_heldout,energy_scale,ridge,pileup_flag,single_proxy,1048,sigma68,0.10758897721767424
particle_heldout,energy_scale,ridge,saturation_flag,linear_proxy,1758,sigma68,0.08519635379314422
particle_heldout,energy_scale,ridge,saturation_flag,saturation_proxy,55,sigma68,0.20496087312698363
particle_heldout,energy_scale,ridge,energy_bin,energy_high,1695,sigma68,0.08439083695411682
particle_heldout,energy_scale,ridge,energy_bin,energy_mid,102,sigma68,0.11029154002666475
particle_heldout,energy_scale,spectral_transformer_new,tail_amplitude_bin,tail_high,1748,sigma68,0.29546994207363075
particle_heldout,energy_scale,spectral_transformer_new,tail_amplitude_bin,tail_mid,65,sigma68,0.28172086196371965
particle_heldout,energy_scale,spectral_transformer_new,pedestal_history_bin,pedestal_memory,512,sigma68,0.27508722109338246
particle_heldout,energy_scale,spectral_transformer_new,pedestal_history_bin,pedestal_mid,722,sigma68,0.2678204737327339
particle_heldout,energy_scale,spectral_transformer_new,pedestal_history_bin,pedestal_quiet,579,sigma68,0.3718751742823896
particle_heldout,energy_scale,spectral_transformer_new,pulse_shape_bin,low_harmonic,810,sigma68,0.2518364778758514
particle_heldout,energy_scale,spectral_transformer_new,pulse_shape_bin,mid_harmonic,992,sigma68,0.202039028123488
particle_heldout,energy_scale,spectral_transformer_new,timing_residual_bin,timing_core,586,sigma68,0.1731916608263967
particle_heldout,energy_scale,spectral_transformer_new,timing_residual_bin,timing_mid,507,sigma68,0.25157176819432336
particle_heldout,energy_scale,spectral_transformer_new,timing_residual_bin,timing_tail,720,sigma68,0.20613565333707057
particle_heldout,energy_scale,spectral_transformer_new,pileup_flag,pileup_proxy,765,sigma68,0.21967794910661365
particle_heldout,energy_scale,spectral_transformer_new,pileup_flag,single_proxy,1048,sigma68,0.19379053849934408
particle_heldout,energy_scale,spectral_transformer_new,saturation_flag,linear_proxy,1758,sigma68,0.290682829523237
particle_heldout,energy_scale,spectral_transformer_new,saturation_flag,saturation_proxy,55,sigma68,0.3595172206741775
particle_heldout,energy_scale,spectral_transformer_new,energy_bin,energy_high,1695,sigma68,0.2821557524723963
particle_heldout,energy_scale,spectral_transformer_new,energy_bin,energy_mid,102,sigma68,0.11748770288407599
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,tail_amplitude_bin,tail_high,1748,sigma68,0.1177418207226816
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,tail_amplitude_bin,tail_mid,65,sigma68,0.23720488947489904
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,pedestal_history_bin,pedestal_memory,512,sigma68,0.10668500347842653
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,pedestal_history_bin,pedestal_mid,722,sigma68,0.09804063000372748
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,pedestal_history_bin,pedestal_quiet,579,sigma68,0.20401003554266695
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,pulse_shape_bin,low_harmonic,810,sigma68,0.11880943736931228
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,pulse_shape_bin,mid_harmonic,992,sigma68,0.11980399678914788
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,timing_residual_bin,timing_core,586,sigma68,0.12780037418327933
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,timing_residual_bin,timing_mid,507,sigma68,0.19808233257980248
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,timing_residual_bin,timing_tail,720,sigma68,0.07260878962238543
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,pileup_flag,pileup_proxy,765,sigma68,0.07501683311995135
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,pileup_flag,single_proxy,1048,sigma68,0.1559213363037311
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,saturation_flag,linear_proxy,1758,sigma68,0.1172037096866991
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,saturation_flag,saturation_proxy,55,sigma68,0.23322545146287058
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,energy_bin,energy_high,1695,sigma68,0.10813108134455895
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,energy_bin,energy_mid,102,sigma68,0.12008831293725583
particle_heldout,pedestal_noise_color,1d_cnn,tail_amplitude_bin,tail_high,1748,auc,0.5046090684453544
particle_heldout,pedestal_noise_color,1d_cnn,tail_amplitude_bin,tail_mid,65,auc,0.3817204301075269
particle_heldout,pedestal_noise_color,1d_cnn,pedestal_history_bin,pedestal_memory,512,auc,0.44083686440677966
particle_heldout,pedestal_noise_color,1d_cnn,pedestal_history_bin,pedestal_mid,722,auc,0.6067857142857143
particle_heldout,pedestal_noise_color,1d_cnn,pedestal_history_bin,pedestal_quiet,579,auc,0.334009009009009
particle_heldout,pedestal_noise_color,1d_cnn,pulse_shape_bin,low_harmonic,810,auc,0.523320711768697
particle_heldout,pedestal_noise_color,1d_cnn,pulse_shape_bin,mid_harmonic,992,auc,0.44740180032733223
particle_heldout,pedestal_noise_color,1d_cnn,timing_residual_bin,timing_core,586,auc,0.5411871270247229
particle_heldout,pedestal_noise_color,1d_cnn,timing_residual_bin,timing_mid,507,auc,0.3610056925996205
particle_heldout,pedestal_noise_color,1d_cnn,timing_residual_bin,timing_tail,720,auc,0.5590802639982969
particle_heldout,pedestal_noise_color,1d_cnn,pileup_flag,pileup_proxy,765,auc,0.5604195804195804
particle_heldout,pedestal_noise_color,1d_cnn,pileup_flag,single_proxy,1048,auc,0.4565707571138211
particle_heldout,pedestal_noise_color,1d_cnn,saturation_flag,linear_proxy,1758,auc,0.5111650485436893
particle_heldout,pedestal_noise_color,1d_cnn,saturation_flag,saturation_proxy,55,auc,0.3284313725490196
particle_heldout,pedestal_noise_color,1d_cnn,energy_bin,energy_high,1695,auc,0.5051612435333366
particle_heldout,pedestal_noise_color,1d_cnn,energy_bin,energy_mid,102,auc,0.6236702127659575
particle_heldout,pedestal_noise_color,gradient_boosted_trees,tail_amplitude_bin,tail_high,1748,auc,0.7747279961696577
particle_heldout,pedestal_noise_color,gradient_boosted_trees,tail_amplitude_bin,tail_mid,65,auc,0.7473118279569892
particle_heldout,pedestal_noise_color,gradient_boosted_trees,pedestal_history_bin,pedestal_memory,512,auc,0.9183792372881356
particle_heldout,pedestal_noise_color,gradient_boosted_trees,pedestal_history_bin,pedestal_mid,722,auc,0.6711458333333333
particle_heldout,pedestal_noise_color,gradient_boosted_trees,pedestal_history_bin,pedestal_quiet,579,auc,0.7466966966966967
particle_heldout,pedestal_noise_color,gradient_boosted_trees,pulse_shape_bin,low_harmonic,810,auc,0.8148679113134452
particle_heldout,pedestal_noise_color,gradient_boosted_trees,pulse_shape_bin,mid_harmonic,992,auc,0.7305851063829787
particle_heldout,pedestal_noise_color,gradient_boosted_trees,timing_residual_bin,timing_core,586,auc,0.7631074168797954
particle_heldout,pedestal_noise_color,gradient_boosted_trees,timing_residual_bin,timing_mid,507,auc,0.7855109785849825
particle_heldout,pedestal_noise_color,gradient_boosted_trees,timing_residual_bin,timing_tail,720,auc,0.801666717357584
particle_heldout,pedestal_noise_color,gradient_boosted_trees,pileup_flag,pileup_proxy,765,auc,0.7924755244755245
particle_heldout,pedestal_noise_color,gradient_boosted_trees,pileup_flag,single_proxy,1048,auc,0.7741599974593496
particle_heldout,pedestal_noise_color,gradient_boosted_trees,saturation_flag,linear_proxy,1758,auc,0.7728651809355692
particle_heldout,pedestal_noise_color,gradient_boosted_trees,saturation_flag,saturation_proxy,55,auc,0.7450980392156863
particle_heldout,pedestal_noise_color,gradient_boosted_trees,energy_bin,energy_high,1695,auc,0.7703065319344389
particle_heldout,pedestal_noise_color,gradient_boosted_trees,energy_bin,energy_mid,102,auc,0.8696808510638298
particle_heldout,pedestal_noise_color,mlp,tail_amplitude_bin,tail_high,1748,auc,0.5314544844172211
particle_heldout,pedestal_noise_color,mlp,tail_amplitude_bin,tail_mid,65,auc,0.5
particle_heldout,pedestal_noise_color,mlp,pedestal_history_bin,pedestal_memory,512,auc,0.5665254237288135
particle_heldout,pedestal_noise_color,mlp,pedestal_history_bin,pedestal_mid,722,auc,0.51
particle_heldout,pedestal_noise_color,mlp,pedestal_history_bin,pedestal_quiet,579,auc,0.514527027027027
particle_heldout,pedestal_noise_color,mlp,pulse_shape_bin,low_harmonic,810,auc,0.5562279760992799
particle_heldout,pedestal_noise_color,mlp,pulse_shape_bin,mid_harmonic,992,auc,0.49946808510638296
particle_heldout,pedestal_noise_color,mlp,timing_residual_bin,timing_core,586,auc,0.5092710997442454
particle_heldout,pedestal_noise_color,mlp,timing_residual_bin,timing_mid,507,auc,0.5291068040119273
particle_heldout,pedestal_noise_color,mlp,timing_residual_bin,timing_tail,720,auc,0.5465494692660968
particle_heldout,pedestal_noise_color,mlp,pileup_flag,pileup_proxy,765,auc,0.5444055944055944
particle_heldout,pedestal_noise_color,mlp,pileup_flag,single_proxy,1048,auc,0.5198805894308943
particle_heldout,pedestal_noise_color,mlp,saturation_flag,linear_proxy,1758,auc,0.5330262577228597
particle_heldout,pedestal_noise_color,mlp,saturation_flag,saturation_proxy,55,auc,0.4607843137254902
particle_heldout,pedestal_noise_color,mlp,energy_bin,energy_high,1695,auc,0.5289398298119228
