split_name,endpoint,method,auc,ece,n,positives
particle_heldout,pedestal_noise_color,1d_cnn,0.5040013217269188,0.3858736367807757,1813,114
particle_heldout,pedestal_noise_color,gradient_boosted_trees,0.7734245118387493,0.018028413397810562,1813,114
particle_heldout,pedestal_noise_color,mlp,0.5306733579091932,0.4400520393317651,1813,114
particle_heldout,pedestal_noise_color,ridge,0.57402187045011,0.27742169285916635,1813,114
particle_heldout,pedestal_noise_color,spectral_transformer_new,0.5133308550953605,0.34621358678535047,1813,114
particle_heldout,pedestal_noise_color,traditional_dE_E_tail_pedestal_likelihood,0.5655029274186054,0.27767828520939797,1813,114
particle_heldout,pid_separation,1d_cnn,0.799300042464278,0.24144400503227592,1813,574
particle_heldout,pid_separation,gradient_boosted_trees,0.9796016794481331,0.14314267303513162,1813,574
particle_heldout,pid_separation,mlp,0.8440766550522648,0.29975536805802244,1813,574
particle_heldout,pid_separation,ridge,0.9285362760234313,0.20674372073094843,1813,574
particle_heldout,pid_separation,spectral_transformer_new,0.8320186280382348,0.16826087753127594,1813,574
particle_heldout,pid_separation,traditional_dE_E_tail_pedestal_likelihood,0.921380623353103,0.2059895203035775,1813,574
particle_heldout,pileup_sideband,1d_cnn,0.9706842788005787,0.346813724614524,1813,765
particle_heldout,pileup_sideband,gradient_boosted_trees,0.9993252008182407,0.021090557021729774,1813,765
particle_heldout,pileup_sideband,mlp,0.9682825674799183,0.35938767146505013,1813,765
particle_heldout,pileup_sideband,ridge,0.9986977997305793,0.2656017667888432,1813,765
particle_heldout,pileup_sideband,spectral_transformer_new,0.9923689068502719,0.19675754581911936,1813,765
particle_heldout,pileup_sideband,traditional_dE_E_tail_pedestal_likelihood,0.9986965524123136,0.26584026866193283,1813,765
particle_heldout,pulse_shape_harmonics,1d_cnn,0.7832243308877382,0.26938536779537614,1813,1115
particle_heldout,pulse_shape_harmonics,gradient_boosted_trees,0.9999736595268994,0.0024764151773996046,1813,1115
particle_heldout,pulse_shape_harmonics,mlp,0.9142733241677053,0.27668358614580485,1813,1115
particle_heldout,pulse_shape_harmonics,ridge,0.8728063525511712,0.1843464046300207,1813,1115
particle_heldout,pulse_shape_harmonics,spectral_transformer_new,0.827282305626582,0.1527773446108768,1813,1115
particle_heldout,pulse_shape_harmonics,traditional_dE_E_tail_pedestal_likelihood,0.8791113623806648,0.18409744867055997,1813,1115
particle_heldout,saturation_clipping,1d_cnn,0.6841658909918296,0.3849918359566719,1813,55
particle_heldout,saturation_clipping,gradient_boosted_trees,0.9999896576688385,0.003418903272638472,1813,55
particle_heldout,saturation_clipping,mlp,0.7710207880856345,0.4783132328567677,1813,55
particle_heldout,saturation_clipping,ridge,0.9313269210880132,0.3879738252853276,1813,55
particle_heldout,saturation_clipping,spectral_transformer_new,0.5362085013962148,0.39708572176146745,1813,55
particle_heldout,saturation_clipping,traditional_dE_E_tail_pedestal_likelihood,0.9246664598200433,0.3808969203492542,1813,55
run_heldout,pedestal_noise_color,1d_cnn,0.6790337676654337,0.2896544659620339,4106,861
run_heldout,pedestal_noise_color,gradient_boosted_trees,0.9384540497397049,0.009933712770028724,4106,861
run_heldout,pedestal_noise_color,mlp,0.8585884833094424,0.4016935139443319,4106,861
run_heldout,pedestal_noise_color,ridge,0.8917186988290751,0.30014188103771816,4106,861
run_heldout,pedestal_noise_color,spectral_transformer_new,0.7441227368470031,0.25565510834629535,4106,861
run_heldout,pedestal_noise_color,traditional_dE_E_tail_pedestal_likelihood,0.8916489050428694,0.301257741775906,4106,861
run_heldout,pid_separation,1d_cnn,0.7246889841588373,0.17291952652654136,4106,2375
run_heldout,pid_separation,gradient_boosted_trees,0.99937802912828,0.006396080090153469,4106,2375
run_heldout,pid_separation,mlp,0.9816797105415185,0.34855336338730103,4106,2375
run_heldout,pid_separation,ridge,0.9920968104837484,0.2656476683354761,4106,2375
run_heldout,pid_separation,spectral_transformer_new,0.7568661862628843,0.139260726259952,4106,2375
run_heldout,pid_separation,traditional_dE_E_tail_pedestal_likelihood,0.9925901061145064,0.2695023388375739,4106,2375
run_heldout,pileup_sideband,1d_cnn,0.9478160993987284,0.3506267645280427,4106,675
run_heldout,pileup_sideband,gradient_boosted_trees,0.9999192547254335,0.002179140392534205,4106,675
run_heldout,pileup_sideband,mlp,0.9797448103889375,0.4524239818497703,4106,675
run_heldout,pileup_sideband,ridge,0.998752118483975,0.2707383096785766,4106,675
run_heldout,pileup_sideband,spectral_transformer_new,0.9686535617517837,0.18193875895076517,4106,675
run_heldout,pileup_sideband,traditional_dE_E_tail_pedestal_likelihood,0.9986955536124875,0.2702260957060994,4106,675
run_heldout,pulse_shape_harmonics,1d_cnn,0.7900718390804599,0.3020108360423311,4106,800
run_heldout,pulse_shape_harmonics,gradient_boosted_trees,0.9999935722928011,0.0007420348951376987,4106,800
run_heldout,pulse_shape_harmonics,mlp,0.9795152752571084,0.4417172479149381,4106,800
run_heldout,pulse_shape_harmonics,ridge,0.9890978523895948,0.27743216530082343,4106,800
run_heldout,pulse_shape_harmonics,spectral_transformer_new,0.8674141712038718,0.281910112360166,4106,800
run_heldout,pulse_shape_harmonics,traditional_dE_E_tail_pedestal_likelihood,0.9889870689655172,0.2760585955787875,4106,800
run_heldout,saturation_clipping,1d_cnn,0.7847276083327723,0.39716337490555115,4106,267
run_heldout,saturation_clipping,gradient_boosted_trees,0.9974351544809675,0.004157723980988962,4106,267
run_heldout,saturation_clipping,mlp,0.8190525388458487,0.46429845490662425,4106,267
run_heldout,saturation_clipping,ridge,0.9088265222002061,0.31679978379518486,4106,267
run_heldout,saturation_clipping,spectral_transformer_new,0.7706272993610813,0.39422096000438983,4106,267
run_heldout,saturation_clipping,traditional_dE_E_tail_pedestal_likelihood,0.9051875439628569,0.31711288895370526,4106,267
