split_name,endpoint,method,kind,n,positives,metric_value,ci_low,ci_high,average_precision
run_heldout,pid_separation,gradient_boosted_trees,classification,4106,2375,0.99937802912828,0.9991959842219945,0.9995596105048772,0.9995474485131259
run_heldout,pid_separation,traditional_dE_E_tail_pedestal_likelihood,classification,4106,2375,0.9925901061145064,0.9906337930164149,0.9945260896644453,0.9952375644747259
run_heldout,pid_separation,ridge,classification,4106,2375,0.9920968104837484,0.9898110856569674,0.9947331156336465,0.9944247771581689
run_heldout,pid_separation,mlp,classification,4106,2375,0.9816797105415185,0.9780338625363746,0.9849369284775649,0.9785579413408555
run_heldout,pid_separation,spectral_transformer_new,classification,4106,2375,0.7568661862628843,0.7374299976326587,0.7745204536510311,0.7831663209004718
run_heldout,pid_separation,1d_cnn,classification,4106,2375,0.7246889841588373,0.6944362960461209,0.752311140839109,0.7226038224965843
run_heldout,energy_scale,gradient_boosted_trees,regression,4106,,0.10466161923516668,0.06608203812288976,0.18590504262077304,
run_heldout,energy_scale,mlp,regression,4106,,0.1214505100622773,0.08493239032104612,0.1904654909446835,
run_heldout,energy_scale,ridge,regression,4106,,0.1271903723478317,0.08277870008349417,0.22068015612522138,
run_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,regression,4106,,0.13248863185954868,0.11516079345978308,0.14082496307935977,
run_heldout,energy_scale,spectral_transformer_new,regression,4106,,0.3496065987150324,0.317576147108756,0.3803624258505021,
run_heldout,energy_scale,1d_cnn,regression,4106,,0.35691773851854597,0.3318905095866224,0.38937283443035103,
run_heldout,pileup_sideband,gradient_boosted_trees,classification,4106,675,0.9999192547254335,0.9998516546778423,0.9999740296239552,0.9995914090890927
run_heldout,pileup_sideband,ridge,classification,4106,675,0.998752118483975,0.9969668777891935,0.9996660820338664,0.9968913626608695
run_heldout,pileup_sideband,traditional_dE_E_tail_pedestal_likelihood,classification,4106,675,0.9986955536124875,0.9971367339342038,0.9996338716178268,0.9968181379633757
run_heldout,pileup_sideband,mlp,classification,4106,675,0.9797448103889375,0.9744602453233704,0.9855332909828057,0.9457453043255913
