run,group,stave,stave_idx,amplitude_adc,baseline_adc,peak_sample,split_name,tail_amplitude_bin,pedestal_history_bin,pulse_shape_bin,timing_residual_bin,pileup_flag,saturation_flag,energy_bin,proxy_particle_family
42,sample_i_calib,B2,0,9550.0,6741.0,6,run_heldout,tail_mid,pedestal_quiet,low_harmonic,timing_core,single_proxy,saturation_proxy,energy_high,duplicate_response_low_family
42,sample_i_calib,B6,2,3125.0,6945.0,13,run_heldout,tail_high,pedestal_mid,mid_harmonic,timing_tail,pileup_proxy,linear_proxy,energy_mid,duplicate_response_high_family
42,sample_i_calib,B4,1,2261.5,7031.5,17,run_heldout,tail_high,pedestal_memory,low_harmonic,timing_tail,pileup_proxy,linear_proxy,energy_low,duplicate_response_high_family
42,sample_i_calib,B4,1,5540.5,7000.5,6,run_heldout,tail_mid,pedestal_memory,low_harmonic,timing_mid,single_proxy,linear_proxy,energy_high,duplicate_response_low_family
42,sample_i_calib,B6,2,3253.0,6897.0,8,run_heldout,tail_mid,pedestal_quiet,high_harmonic,timing_core,single_proxy,linear_proxy,energy_mid,duplicate_response_high_family
42,sample_i_calib,B4,1,3675.0,7022.0,9,run_heldout,tail_high,pedestal_memory,high_harmonic,timing_mid,single_proxy,linear_proxy,energy_high,duplicate_response_high_family
42,sample_i_calib,B8,3,1238.5,6905.5,15,run_heldout,tail_high,pedestal_mid,low_harmonic,timing_tail,pileup_proxy,linear_proxy,energy_low,duplicate_response_low_family
42,sample_i_calib,B4,1,3288.0,7023.0,8,run_heldout,tail_mid,pedestal_memory,high_harmonic,timing_mid,single_proxy,linear_proxy,energy_mid,duplicate_response_high_family
42,sample_i_calib,B6,2,3041.5,6911.5,12,run_heldout,tail_high,pedestal_mid,mid_harmonic,timing_tail,pileup_proxy,linear_proxy,energy_mid,duplicate_response_low_family
42,sample_i_calib,B8,3,2626.5,6918.5,12,run_heldout,tail_high,pedestal_mid,mid_harmonic,timing_tail,pileup_proxy,linear_proxy,energy_mid,duplicate_response_high_family
42,sample_i_calib,B8,3,3152.5,6939.5,7,run_heldout,tail_mid,pedestal_mid,mid_harmonic,timing_core,single_proxy,linear_proxy,energy_mid,duplicate_response_low_family
42,sample_i_calib,B2,0,7327.0,6792.0,6,run_heldout,tail_mid,pedestal_quiet,low_harmonic,timing_core,single_proxy,saturation_proxy,energy_high,duplicate_response_high_family
42,sample_i_calib,B2,0,8826.5,6748.5,6,run_heldout,tail_mid,pedestal_quiet,low_harmonic,timing_core,single_proxy,saturation_proxy,energy_high,duplicate_response_high_family
42,sample_i_calib,B4,1,3298.0,7040.0,16,run_heldout,tail_high,pedestal_memory,low_harmonic,timing_tail,pileup_proxy,linear_proxy,energy_mid,duplicate_response_low_family
