split_name,method,joint_loss,pid_separation,energy_scale,pileup_sideband,saturation_clipping,pedestal_noise_color,pulse_shape_harmonics,mean_joint_loss
particle_heldout,gradient_boosted_trees,0.05654106418039671,0.9796016794481331,0.0989603612925596,0.9993252008182407,0.9999896576688385,0.7734245118387493,0.9999736595268994,0.04223675886696029
run_heldout,gradient_boosted_trees,0.027932453553523858,0.99937802912828,0.10466161923516668,0.9999192547254335,0.9974351544809675,0.9384540497397049,0.9999935722928011,0.04223675886696029
particle_heldout,ridge,0.1246758312029134,0.9285362760234313,0.08853660196065902,0.9986977997305793,0.9313269210880132,0.57402187045011,0.8728063525511712,0.08809250071100837
run_heldout,ridge,0.05150917021910335,0.9920968104837484,0.1271903723478317,0.998752118483975,0.9088265222002061,0.8917186988290751,0.9890978523895948,0.08809250071100837
particle_heldout,traditional_dE_E_tail_pedestal_likelihood,0.13392697880812815,0.921380623353103,0.12099273635175926,0.9986965524123136,0.9246664598200433,0.5655029274186054,0.8791113623806648,0.09330847517260309
run_heldout,traditional_dE_E_tail_pedestal_likelihood,0.052689971537078016,0.9925901061145064,0.13248863185954868,0.9986955536124875,0.9051875439628569,0.8916489050428694,0.9889870689655172,0.09330847517260309
particle_heldout,mlp,0.17821856521924576,0.8440766550522648,0.11904166102409364,0.9682825674799183,0.7710207880856345,0.5306733579091932,0.9142733241677053,0.12454714716177184
run_heldout,mlp,0.07087572910429792,0.9816797105415185,0.1214505100622773,0.9797448103889375,0.8190525388458487,0.8585884833094424,0.9795152752571084,0.12454714716177184
particle_heldout,spectral_transformer_new,0.2501026858698992,0.8320186280382348,0.2974033484923313,0.9923689068502719,0.5362085013962148,0.5133308550953605,0.827282305626582,0.2380770585354077
run_heldout,spectral_transformer_new,0.2260514312009162,0.7568661862628843,0.3496065987150324,0.9686535617517837,0.7706272993610813,0.7441227368470031,0.8674141712038718,0.2380770585354077
particle_heldout,1d_cnn,0.23336527806244875,0.799300042464278,0.17124389358664474,0.9706842788005787,0.6841658909918296,0.5040013217269188,0.7832243308877382,0.24614353033210362
run_heldout,1d_cnn,0.25892178260175847,0.7246889841588373,0.35691773851854597,0.9478160993987284,0.7847276083327723,0.6790337676654337,0.7900718390804599,0.24614353033210362
