split_name,method,stratum_axis,stratum,n,pid_auc,pid_auc_ci_low,pid_auc_ci_high,boundary_migration_abs,calibration_error_ece,timing_conditioned_confusion
particle_heldout,gradient_boosted_trees,pileup_flag,pileup_proxy,765,0.9860655310725635,,,0.03137254901960784,0.03562259813458488,0.04183006535947712
particle_heldout,gradient_boosted_trees,pileup_flag,single_proxy,1048,0.9699045745920747,,,0.24427480916030536,0.22269605942927084,0.24618320610687022
particle_heldout,gradient_boosted_trees,saturation_flag,linear_proxy,1758,0.9834931302270012,,,0.15699658703071673,0.1462902873348309,0.15927189988623436
particle_heldout,gradient_boosted_trees,saturation_flag,saturation_proxy,55,0.8798076923076923,,,0.07272727272727275,0.14635543914657345,0.18181818181818182
particle_heldout,gradient_boosted_trees,pulse_shape_bin,low_harmonic,810,0.9730518496058217,,,0.06790123456790123,0.06940397630734806,0.07777777777777778
particle_heldout,gradient_boosted_trees,pulse_shape_bin,mid_harmonic,992,0.962666427139515,,,0.22681451612903225,0.20532321157827638,0.2288306451612903
particle_heldout,gradient_boosted_trees,energy_bin,energy_high,1695,0.9785404066239382,,,0.16047197640117994,0.1495619812434747,0.1663716814159292
particle_heldout,gradient_boosted_trees,energy_bin,energy_mid,102,0.9923240938166311,,,0.06862745098039214,0.05762540485676547,0.06862745098039216
particle_heldout,mlp,all_heldout,all,1813,0.8440766550522648,0.8199670744010762,0.8612427315155813,0.6833976833976834,0.29975536805802244,0.6833976833976834
particle_heldout,mlp,timing_residual_bin,timing_core,586,0.7042780121894046,,,0.4607508532423208,0.1417335965719665,0.46075085324232085
particle_heldout,mlp,timing_residual_bin,timing_mid,507,0.6955334793491865,,,0.5364891518737673,0.21513799373365283,0.5364891518737672
particle_heldout,mlp,timing_residual_bin,timing_tail,720,0.9271099744245525,,,0.9680555555555556,0.48795226649313933,0.9680555555555556
particle_heldout,mlp,pedestal_history_bin,pedestal_memory,512,0.8452862060854877,,,0.767578125,0.37227654344172106,0.767578125
particle_heldout,mlp,pedestal_history_bin,pedestal_mid,722,0.8556701030927836,,,0.6717451523545707,0.29239485338436555,0.6717451523545707
particle_heldout,mlp,pedestal_history_bin,pedestal_quiet,579,0.8330643726651249,,,0.6234887737478412,0.24480450415115984,0.6234887737478411
particle_heldout,mlp,pileup_flag,pileup_proxy,765,0.8379043600562589,,,0.9294117647058824,0.4511584544592946,0.9294117647058824
particle_heldout,mlp,pileup_flag,single_proxy,1048,0.6960227272727273,,,0.5038167938931297,0.18923689372884958,0.5038167938931297
particle_heldout,mlp,saturation_flag,linear_proxy,1758,0.8540412186379928,,,0.68259385665529,0.30114609665771586,0.6825938566552902
particle_heldout,mlp,saturation_flag,saturation_proxy,55,0.49118589743589747,,,0.7090909090909091,0.2553026248169101,0.7090909090909091
particle_heldout,mlp,pulse_shape_bin,low_harmonic,810,0.7111127956337174,,,0.9580246913580247,0.4936818794182106,0.9580246913580247
particle_heldout,mlp,pulse_shape_bin,mid_harmonic,992,0.7321814254859611,,,0.4667338709677419,0.14771422943096174,0.46673387096774194
particle_heldout,mlp,energy_bin,energy_high,1695,0.8433911072327707,,,0.704424778761062,0.31770482527524146,0.7044247787610619
particle_heldout,mlp,energy_bin,energy_mid,102,0.8422174840085288,,,0.3431372549019608,0.21245692747793754,0.3431372549019608
particle_heldout,ridge,all_heldout,all,1813,0.9285362760234313,0.9170765723288498,0.940247336631756,0.09983452840595702,0.20674372073094843,0.16381687810259238
particle_heldout,ridge,timing_residual_bin,timing_core,586,0.9295475855602437,,,0.03242320819112621,0.251433670802808,0.1552901023890785
particle_heldout,ridge,timing_residual_bin,timing_mid,507,0.8422246558197747,,,0.20907297830374755,0.16016528442397251,0.2879684418145957
particle_heldout,ridge,timing_residual_bin,timing_tail,720,0.9201547002682302,,,0.07777777777777778,0.2681696596878177,0.08333333333333333
particle_heldout,ridge,pedestal_history_bin,pedestal_memory,512,0.9144054568392244,,,0.130859375,0.22593621486997015,0.193359375
particle_heldout,ridge,pedestal_history_bin,pedestal_mid,722,0.9488016007655836,,,0.13019390581717455,0.21703465910387698,0.16066481994459833
particle_heldout,ridge,pedestal_history_bin,pedestal_quiet,579,0.9212940608401738,,,0.03454231433506044,0.22060552249839094,0.14162348877374784
particle_heldout,ridge,pileup_flag,pileup_proxy,765,0.8590665208105434,,,0.05359477124183007,0.2406083613149458,0.09281045751633987
particle_heldout,ridge,pileup_flag,single_proxy,1048,0.8973630536130537,,,0.13358778625954199,0.18349419145335982,0.21564885496183206
particle_heldout,ridge,saturation_flag,linear_proxy,1758,0.940318100358423,,,0.10750853242320818,0.2100446388661707,0.15870307167235495
particle_heldout,ridge,saturation_flag,saturation_proxy,55,0.4983974358974359,,,0.14545454545454545,0.2266788424156268,0.32727272727272727
particle_heldout,ridge,pulse_shape_bin,low_harmonic,810,0.7407519708914494,,,0.04691358024691358,0.29267663834469126,0.08395061728395062
particle_heldout,ridge,pulse_shape_bin,mid_harmonic,992,0.869606045883059,,,0.1441532258064515,0.14606236501828718,0.23084677419354838
particle_heldout,ridge,energy_bin,energy_high,1695,0.9303536979642054,,,0.1091445427728614,0.21558449558499168,0.168141592920354
particle_heldout,ridge,energy_bin,energy_mid,102,0.944136460554371,,,0.039215686274509776,0.27557094292311995,0.09803921568627451
particle_heldout,spectral_transformer_new,all_heldout,all,1813,0.8320186280382348,0.8086294363568696,0.8597400276446725,0.3199117484831771,0.16826087753127594,0.35741864313292887
particle_heldout,spectral_transformer_new,timing_residual_bin,timing_core,586,0.722304266291608,,,0.44197952218430037,0.09831573083333908,0.4726962457337884
particle_heldout,spectral_transformer_new,timing_residual_bin,timing_mid,507,0.6696652065081351,,,0.5029585798816569,0.15670020828587727,0.534516765285996
particle_heldout,spectral_transformer_new,timing_residual_bin,timing_tail,720,0.27240970619424865,,,0.09166666666666667,0.26495656795961453,0.1388888888888889
particle_heldout,spectral_transformer_new,pedestal_history_bin,pedestal_memory,512,0.8207069087176856,,,0.3203125,0.2174826105829299,0.359375
particle_heldout,spectral_transformer_new,pedestal_history_bin,pedestal_mid,722,0.9094175475227282,,,0.2894736842105263,0.15781545303539593,0.29778393351800553
particle_heldout,spectral_transformer_new,pedestal_history_bin,pedestal_quiet,579,0.7503113166789499,,,0.35751295336787564,0.1377601334269208,0.43005181347150256
particle_heldout,spectral_transformer_new,pileup_flag,pileup_proxy,765,0.5496952648851383,,,0.0718954248366013,0.24443687874624265,0.15816993464052287
particle_heldout,spectral_transformer_new,pileup_flag,single_proxy,1048,0.7127513111888111,,,0.5009541984732824,0.12074473935668288,0.5028625954198473
particle_heldout,spectral_transformer_new,saturation_flag,linear_proxy,1758,0.8448924731182798,,,0.3236632536973834,0.1693258466273629,0.3441410693970421
particle_heldout,spectral_transformer_new,saturation_flag,saturation_proxy,55,0.1842948717948718,,,0.2,0.48123670277286007,0.7818181818181819
particle_heldout,spectral_transformer_new,pulse_shape_bin,low_harmonic,810,0.25189508793208004,,,0.32962962962962966,0.3241433068507441,0.41358024691358025
particle_heldout,spectral_transformer_new,pulse_shape_bin,mid_harmonic,992,0.8431083547342678,,,0.315524193548387,0.19506055293749808,0.3155241935483871
particle_heldout,spectral_transformer_new,energy_bin,energy_high,1695,0.847664804394561,,,0.32566371681415934,0.18465878894549903,0.36106194690265486
particle_heldout,spectral_transformer_new,energy_bin,energy_mid,102,0.753091684434968,,,0.20588235294117652,0.12506336360305295,0.28431372549019607
particle_heldout,traditional_dE_E_tail_pedestal_likelihood,all_heldout,all,1813,0.921380623353103,0.9092173737137542,0.9325721321235281,0.10755653612796473,0.20598952030357748,0.16271373414230558
particle_heldout,traditional_dE_E_tail_pedestal_likelihood,timing_residual_bin,timing_core,586,0.9227379278012189,,,0.04948805460750849,0.28284083589129744,0.1348122866894198
particle_heldout,traditional_dE_E_tail_pedestal_likelihood,timing_residual_bin,timing_mid,507,0.8340738423028785,,,0.21104536489151876,0.1626663749529917,0.30177514792899407
particle_heldout,traditional_dE_E_tail_pedestal_likelihood,timing_residual_bin,timing_tail,720,0.9236479321314952,,,0.08194444444444444,0.2754443510442282,0.0875
particle_heldout,traditional_dE_E_tail_pedestal_likelihood,pedestal_history_bin,pedestal_memory,512,0.9171210468920392,,,0.14453125,0.2211284929188909,0.1875
particle_heldout,traditional_dE_E_tail_pedestal_likelihood,pedestal_history_bin,pedestal_mid,722,0.9463917525773196,,,0.13850415512465375,0.2213395653335608,0.16066481994459833
particle_heldout,traditional_dE_E_tail_pedestal_likelihood,pedestal_history_bin,pedestal_quiet,579,0.9050547663218887,,,0.03626943005181349,0.22738290293789137,0.14335060449050085
particle_heldout,traditional_dE_E_tail_pedestal_likelihood,pileup_flag,pileup_proxy,765,0.7950981924258999,,,0.05359477124183007,0.24727555555351327,0.09803921568627451
particle_heldout,traditional_dE_E_tail_pedestal_likelihood,pileup_flag,single_proxy,1048,0.8877367424242424,,,0.14694656488549623,0.1899190548616817,0.2099236641221374
particle_heldout,traditional_dE_E_tail_pedestal_likelihood,saturation_flag,linear_proxy,1758,0.9374253285543609,,,0.1166097838452787,0.21020231331741268,0.15642775881683732
particle_heldout,traditional_dE_E_tail_pedestal_likelihood,saturation_flag,saturation_proxy,55,0.38301282051282054,,,0.18181818181818182,0.26257545355689405,0.36363636363636365
particle_heldout,traditional_dE_E_tail_pedestal_likelihood,pulse_shape_bin,low_harmonic,810,0.6608550636749546,,,0.040740740740740744,0.2998103250820575,0.08271604938271605
particle_heldout,traditional_dE_E_tail_pedestal_likelihood,pulse_shape_bin,mid_harmonic,992,0.8590518807644726,,,0.16330645161290314,0.14707221829816106,0.22983870967741934
particle_heldout,traditional_dE_E_tail_pedestal_likelihood,energy_bin,energy_high,1695,0.9235833191238964,,,0.11740412979351034,0.2142915330280793,0.16696165191740414
particle_heldout,traditional_dE_E_tail_pedestal_likelihood,energy_bin,energy_mid,102,0.9437100213219617,,,0.039215686274509776,0.288516715893894,0.09803921568627451
run_heldout,1d_cnn,all_heldout,all,4106,0.7246889841588373,0.6969507446379315,0.7490268267307125,0.20871894788114953,0.17291952652654136,0.2730150998538724
run_heldout,1d_cnn,timing_residual_bin,timing_core,1448,0.7027736780497735,,,0.1595303867403315,0.2826433233383382,0.17610497237569062
run_heldout,1d_cnn,timing_residual_bin,timing_mid,1324,0.5453299729864328,,,0.23489425981873113,0.19337264848629965,0.25302114803625375
run_heldout,1d_cnn,timing_residual_bin,timing_tail,1334,0.4099642506160004,,,0.2361319340329835,0.3397479109699477,0.3980509745127436
run_heldout,1d_cnn,pedestal_history_bin,pedestal_memory,1412,0.6387131770183648,,,0.23583569405099147,0.14530281327725364,0.32082152974504247
run_heldout,1d_cnn,pedestal_history_bin,pedestal_mid,1388,0.7738800771110093,,,0.14337175792507195,0.22445457416836614,0.21109510086455333
run_heldout,1d_cnn,pedestal_history_bin,pedestal_quiet,1306,0.6299870577161683,,,0.2488514548238897,0.1754181727649415,0.2871362940275651
run_heldout,1d_cnn,pileup_flag,pileup_proxy,675,0.1409158189777344,,,0.0044444444444444176,0.34425666794161175,0.3244444444444444
run_heldout,1d_cnn,pileup_flag,single_proxy,3431,0.6556428635718332,,,0.2506557854852812,0.18056128009778466,0.2628971145438648
run_heldout,1d_cnn,saturation_flag,linear_proxy,3839,0.7198902597780663,,,0.17973430580880434,0.2012518856830617,0.24329252409481636
run_heldout,1d_cnn,saturation_flag,saturation_proxy,267,0.7921197570964553,,,0.6254681647940075,0.25670424856203555,0.700374531835206
run_heldout,1d_cnn,pulse_shape_bin,high_harmonic,1600,0.7212031548327118,,,0.078125,0.3692642684466161,0.083125
run_heldout,1d_cnn,pulse_shape_bin,low_harmonic,1097,0.3877986152505846,,,0.30173199635369186,0.33134683729917447,0.5241567912488605
run_heldout,1d_cnn,pulse_shape_bin,mid_harmonic,1409,0.7579782104680031,,,0.2845990063875089,0.14540389947610924,0.2931156848828957
run_heldout,1d_cnn,energy_bin,energy_high,1374,0.758623904531046,,,0.3646288209606987,0.0540448495766454,0.3922852983988355
run_heldout,1d_cnn,energy_bin,energy_low,1362,0.7948141513658755,,,0.052129221732746034,0.26905105230529125,0.1828193832599119
run_heldout,1d_cnn,energy_bin,energy_mid,1370,0.7324359518951554,,,0.208029197080292,0.20371287214690562,0.24306569343065693
run_heldout,gradient_boosted_trees,all_heldout,all,4106,0.99937802912828,0.9992033415942637,0.9995554628269165,0.0,0.006396080090153469,0.013151485630784217
run_heldout,gradient_boosted_trees,timing_residual_bin,timing_core,1448,0.999216245101532,,,0.002071823204419898,0.007625584609100717,0.014502762430939226
run_heldout,gradient_boosted_trees,timing_residual_bin,timing_mid,1324,0.9992001569503343,,,0.005287009063444037,0.009859911416403688,0.008308157099697885
run_heldout,gradient_boosted_trees,timing_residual_bin,timing_tail,1334,0.9983763227984218,,,0.0029985007496251825,0.014896523610160417,0.01649175412293853
run_heldout,gradient_boosted_trees,pedestal_history_bin,pedestal_memory,1412,0.9991810665974372,,,0.0007082152974504097,0.006311087275592194,0.013456090651558074
run_heldout,gradient_boosted_trees,pedestal_history_bin,pedestal_mid,1388,0.9995228279126583,,,0.0036023054755043304,0.010448060663683893,0.012247838616714697
run_heldout,gradient_boosted_trees,pedestal_history_bin,pedestal_quiet,1306,0.9993609078851665,,,0.004594180704440953,0.008889715225972693,0.013782542113323124
run_heldout,gradient_boosted_trees,pileup_flag,pileup_proxy,675,0.9986143041602369,,,0.002962962962962945,0.01920124578052227,0.017777777777777778
run_heldout,gradient_boosted_trees,pileup_flag,single_proxy,3431,0.9993934071984867,,,0.0005829204313611003,0.0038768475512438415,0.012241329058583503
run_heldout,gradient_boosted_trees,saturation_flag,linear_proxy,3839,0.9993352503296898,,,0.0002604845011722201,0.006340885448586465,0.013284709559781192
run_heldout,gradient_boosted_trees,saturation_flag,saturation_proxy,267,0.9997175540177942,,,0.0037453183520599342,0.011235842851412502,0.011235955056179775
run_heldout,gradient_boosted_trees,pulse_shape_bin,high_harmonic,1600,0.9999067011872274,,,0.00187499999999996,0.001884728591525686,0.003125
run_heldout,gradient_boosted_trees,pulse_shape_bin,low_harmonic,1097,0.9966412948782613,,,0.005469462169553324,0.017566941029699606,0.027347310847766638
run_heldout,gradient_boosted_trees,pulse_shape_bin,mid_harmonic,1409,0.9991567328012475,,,0.002129169623846683,0.005916146652761648,0.0134847409510291
run_heldout,gradient_boosted_trees,energy_bin,energy_high,1374,0.9982942891529503,,,0.0007278020378456707,0.008666317385797075,0.021106259097525473
run_heldout,gradient_boosted_trees,energy_bin,energy_low,1362,0.9997536945812807,,,0.0,0.008703388987970939,0.010279001468428781
run_heldout,gradient_boosted_trees,energy_bin,energy_mid,1370,0.9997168118586195,,,0.0007299270072992359,0.007504134069437917,0.008029197080291971
run_heldout,mlp,all_heldout,all,4106,0.9816797105415185,0.9785756344845695,0.9851371438742081,0.4215781782756941,0.34855336338730103,0.4215781782756941
run_heldout,mlp,timing_residual_bin,timing_core,1448,0.9819736373352335,,,0.1691988950276243,0.2973056954871297,0.1691988950276243
run_heldout,mlp,timing_residual_bin,timing_mid,1324,0.9700526689102515,,,0.25302114803625375,0.3055580297737197,0.25302114803625375
run_heldout,mlp,timing_residual_bin,timing_tail,1334,0.9456068137471336,,,0.8628185907046477,0.4468535469134101,0.8628185907046477
run_heldout,mlp,pedestal_history_bin,pedestal_memory,1412,0.9811244293321683,,,0.6111898016997167,0.3941467364050335,0.6111898016997167
run_heldout,mlp,pedestal_history_bin,pedestal_mid,1388,0.9801973583753245,,,0.3198847262247838,0.32534141030919683,0.31988472622478387
run_heldout,mlp,pedestal_history_bin,pedestal_quiet,1306,0.9766423865143542,,,0.3246554364471669,0.3239288214051957,0.32465543644716693
run_heldout,mlp,pileup_flag,pileup_proxy,675,0.926510880861651,,,0.8325925925925926,0.4296411713558807,0.8325925925925926
run_heldout,mlp,pileup_flag,single_proxy,3431,0.9831466283045883,,,0.34071699213057416,0.33260050113758044,0.34071699213057416
run_heldout,mlp,saturation_flag,linear_proxy,3839,0.9813374073745385,,,0.400364678301641,0.34353587146974696,0.4003646783016411
run_heldout,mlp,saturation_flag,saturation_proxy,267,0.9700254201383985,,,0.7265917602996255,0.42069625279363165,0.7265917602996255
run_heldout,mlp,pulse_shape_bin,high_harmonic,1600,0.9850905165088917,,,0.135625,0.2942205062617581,0.135625
run_heldout,mlp,pulse_shape_bin,low_harmonic,1097,0.9200960612591133,,,0.8240656335460347,0.42022353831547776,0.8240656335460347
run_heldout,mlp,pulse_shape_bin,mid_harmonic,1409,0.9853515665073145,,,0.432931156848829,0.35445143968585235,0.43293115684882894
run_heldout,mlp,energy_bin,energy_high,1374,0.9745308765446749,,,0.5036390101892285,0.35967029897795244,0.5036390101892285
run_heldout,mlp,energy_bin,energy_low,1362,0.9843999104343932,,,0.4038179148311307,0.3474514704709808,0.40381791483113066
run_heldout,mlp,energy_bin,energy_mid,1370,0.9858022928954596,,,0.3569343065693431,0.3384994280956756,0.35693430656934305
run_heldout,ridge,all_heldout,all,4106,0.9920968104837484,0.9898590959026667,0.9942318673128078,0.005114466634193904,0.2656476683354761,0.042620555284948854
run_heldout,ridge,timing_residual_bin,timing_core,1448,0.9941065703089216,,,0.025552486187845336,0.2690235892913545,0.03383977900552486
run_heldout,ridge,timing_residual_bin,timing_mid,1324,0.985500203733607,,,0.021903323262839836,0.2683605627036297,0.05362537764350453
run_heldout,ridge,timing_residual_bin,timing_tail,1334,0.9756211040055452,,,0.009745127436281864,0.2592906925577049,0.04122938530734633
run_heldout,ridge,pedestal_history_bin,pedestal_memory,1412,0.9875893597755954,,,0.0007082152974504097,0.2533771563943529,0.04603399433427762
run_heldout,ridge,pedestal_history_bin,pedestal_mid,1388,0.9915206520079402,,,0.0057636887608070175,0.2647878118701814,0.04755043227665706
run_heldout,ridge,pedestal_history_bin,pedestal_quiet,1306,0.9948257604928764,,,0.01071975497702915,0.27982794676939304,0.033690658499234305
run_heldout,ridge,pileup_flag,pileup_proxy,675,0.9584606178943722,,,0.0237037037037037,0.24511272202923912,0.05925925925925926
run_heldout,ridge,pileup_flag,single_proxy,3431,0.9933482788118344,,,0.0014573010784028062,0.2696876242540742,0.039347129116875545
run_heldout,ridge,saturation_flag,linear_proxy,3839,0.9923457693149066,,,0.005470174524615845,0.2652393050854637,0.04297994269340974
run_heldout,ridge,saturation_flag,saturation_proxy,267,0.9726733512215788,,,0.0,0.28469997900729677,0.03745318352059925
run_heldout,ridge,pulse_shape_bin,high_harmonic,1600,0.995058495023508,,,0.008750000000000036,0.2695211255949619,0.01125
run_heldout,ridge,pulse_shape_bin,low_harmonic,1097,0.9552994176716034,,,0.04831358249772105,0.23811675682166597,0.07748404740200547
run_heldout,ridge,pulse_shape_bin,mid_harmonic,1409,0.9922136276903506,,,0.012775017743080208,0.28268377785674864,0.0511000709723208
run_heldout,ridge,energy_bin,energy_high,1374,0.9839938636787416,,,0.009461426491994163,0.25519335352702704,0.07205240174672489
run_heldout,ridge,energy_bin,energy_low,1362,0.9936699507389163,,,0.012481644640234935,0.2644209856159164,0.03010279001468429
run_heldout,ridge,energy_bin,energy_mid,1370,0.9960121538779365,,,0.006569343065693456,0.2773520262996,0.025547445255474453
run_heldout,spectral_transformer_new,all_heldout,all,4106,0.7568661862628843,0.7395909688454667,0.7745376984404515,0.1673161227471992,0.13926072625995198,0.24719922065270336
run_heldout,spectral_transformer_new,timing_residual_bin,timing_core,1448,0.6716898230613941,,,0.14848066298342544,0.23886064448085015,0.18439226519337015
run_heldout,spectral_transformer_new,timing_residual_bin,timing_mid,1324,0.5736383803932814,,,0.22129909365558909,0.14858182537192877,0.25604229607250756
run_heldout,spectral_transformer_new,timing_residual_bin,timing_tail,1334,0.402026273186063,,,0.13418290854572712,0.26797742933286894,0.3065967016491754
run_heldout,spectral_transformer_new,pedestal_history_bin,pedestal_memory,1412,0.7039998986886512,,,0.18838526912181297,0.14315976708102257,0.2847025495750708
run_heldout,spectral_transformer_new,pedestal_history_bin,pedestal_mid,1388,0.8077521377309513,,,0.09942363112391928,0.18478129860823123,0.17435158501440923
run_heldout,spectral_transformer_new,pedestal_history_bin,pedestal_quiet,1306,0.6041680036794592,,,0.21669218989280237,0.1354352303120869,0.28407350689127103
run_heldout,spectral_transformer_new,pileup_flag,pileup_proxy,675,0.15770163449122915,,,0.10814814814814813,0.2045039866944858,0.22666666666666666
run_heldout,spectral_transformer_new,pileup_flag,single_proxy,3431,0.6963498164716417,,,0.22150976391722532,0.13908440186417453,0.2512387059166424
run_heldout,spectral_transformer_new,saturation_flag,linear_proxy,3839,0.7577966770430171,,,0.13675436311539457,0.1676063856092222,0.21698358947642615
run_heldout,spectral_transformer_new,saturation_flag,saturation_proxy,267,0.7915548651320433,,,0.6067415730337079,0.36942070626860085,0.6816479400749064
run_heldout,spectral_transformer_new,pulse_shape_bin,high_harmonic,1600,0.7822538993905588,,,0.04500000000000004,0.3217238939639293,0.07875
run_heldout,spectral_transformer_new,pulse_shape_bin,low_harmonic,1097,0.3854773258746389,,,0.28623518687329086,0.2757677288076077,0.5104831358249772
run_heldout,spectral_transformer_new,pulse_shape_bin,mid_harmonic,1409,0.8129875459077945,,,0.21362668559261888,0.1504376919367214,0.23349893541518807
run_heldout,spectral_transformer_new,energy_bin,energy_high,1374,0.7944925669147185,,,0.34206695778748175,0.11794731241341208,0.37117903930131
run_heldout,spectral_transformer_new,energy_bin,energy_low,1362,0.8269570085087327,,,0.01982378854625544,0.23541640386200108,0.15638766519823788
run_heldout,spectral_transformer_new,energy_bin,energy_mid,1370,0.7945539670712545,,,0.178102189781022,0.17385963332156743,0.21313868613138687
run_heldout,traditional_dE_E_tail_pedestal_likelihood,all_heldout,all,4106,0.9925901061145064,0.9905892171148613,0.9945199681061554,0.000730638090599145,0.2695023388375739,0.04018509498295178
run_heldout,traditional_dE_E_tail_pedestal_likelihood,timing_residual_bin,timing_core,1448,0.9952194344071792,,,0.014502762430939176,0.27978824518191836,0.024171270718232045
run_heldout,traditional_dE_E_tail_pedestal_likelihood,timing_residual_bin,timing_mid,1324,0.9877005266891025,,,0.024924471299093587,0.2653809873258219,0.05664652567975831
run_heldout,traditional_dE_E_tail_pedestal_likelihood,timing_residual_bin,timing_tail,1334,0.9753172579795188,,,0.0067466266866566815,0.2624278838262916,0.04122938530734633
run_heldout,traditional_dE_E_tail_pedestal_likelihood,pedestal_history_bin,pedestal_memory,1412,0.9885349323641215,,,0.009206798866855492,0.2547597802270331,0.04461756373937677
run_heldout,traditional_dE_E_tail_pedestal_likelihood,pedestal_history_bin,pedestal_mid,1388,0.9929116086425408,,,0.004322766570605152,0.27174438872709594,0.04178674351585014
run_heldout,traditional_dE_E_tail_pedestal_likelihood,pedestal_history_bin,pedestal_quiet,1306,0.9947027553159629,,,0.012251148545176171,0.28305863861661484,0.033690658499234305
run_heldout,traditional_dE_E_tail_pedestal_likelihood,pileup_flag,pileup_proxy,675,0.9504298806411993,,,0.01629629629629628,0.2489071138310164,0.06074074074074074
run_heldout,traditional_dE_E_tail_pedestal_likelihood,pileup_flag,single_proxy,3431,0.994627266875873,,,0.004080443019527813,0.27355415372519454,0.03614106674438939
run_heldout,traditional_dE_E_tail_pedestal_likelihood,saturation_flag,linear_proxy,3839,0.9932001648307854,,,0.0,0.26989023904861753,0.04011461318051576
run_heldout,traditional_dE_E_tail_pedestal_likelihood,saturation_flag,saturation_proxy,267,0.9632820223132327,,,0.011235955056179747,0.28507567617297097,0.04119850187265917
run_heldout,traditional_dE_E_tail_pedestal_likelihood,pulse_shape_bin,high_harmonic,1600,0.997004441689908,,,0.010000000000000009,0.2692317203736656,0.0125
run_heldout,traditional_dE_E_tail_pedestal_likelihood,pulse_shape_bin,low_harmonic,1097,0.9521126599110459,,,0.03919781221513216,0.24519514957603095,0.07383773928896992
run_heldout,traditional_dE_E_tail_pedestal_likelihood,pulse_shape_bin,mid_harmonic,1409,0.994425408810193,,,0.02129169623846705,0.28873440140830936,0.0454222853087296
run_heldout,traditional_dE_E_tail_pedestal_likelihood,energy_bin,energy_high,1374,0.9867039309748615,,,0.00363901018922852,0.2664897285061666,0.06186317321688501
run_heldout,traditional_dE_E_tail_pedestal_likelihood,energy_bin,energy_low,1362,0.9941961486789073,,,0.009544787077826689,0.2667153335674737,0.03010279001468429
run_heldout,traditional_dE_E_tail_pedestal_likelihood,energy_bin,energy_mid,1370,0.9957150384509145,,,0.008029197080292039,0.275294475898326,0.02846715328467153
