method,family,metric,bootstrap_unit,value,ci_low,ci_high,delta_vs_no_cut_ns,delta_ci_low,delta_ci_high,keep_fraction,n_pair_residuals
1d_cnn,nn,kept_pairwise_sigma68_ns,heldout_run,1.561663372526251,1.3143583449090102,1.9072931989286168,-0.08348605497082562,-0.1340335494457392,0.005322494206353223,0.8972076788830715,10282
gradient_boosted_trees,ml,kept_pairwise_sigma68_ns,heldout_run,1.5264278086939136,1.3116633725262545,1.851877180416974,-0.11872161880316301,-0.2014774664212311,0.0,0.9395287958115183,10767
mlp,nn,kept_pairwise_sigma68_ns,heldout_run,1.5264278086939136,1.314358344909017,1.9072931989286133,-0.11872161880316301,-0.15786302434060673,0.0,0.9013089005235602,10329
no_cut,reference,kept_pairwise_sigma68_ns,heldout_run,1.6451494274970766,1.3217498254041793,1.9444633146125199,0.0,0.0,0.0,1.0,11460
q_token_attention,new_architecture,kept_pairwise_sigma68_ns,heldout_run,1.52642780869391,1.3116633725262545,1.8517565135411402,-0.11872161880316656,-0.20208168397465087,0.0,0.9013089005235602,10329
ridge,ml,kept_pairwise_sigma68_ns,heldout_run,1.5656229490939246,1.3190630783632522,1.9072931989286133,-0.07952647840315197,-0.12893032342591307,0.02984281243279096,0.893368237347295,10238
traditional_q_threshold,traditional,kept_pairwise_sigma68_ns,heldout_run,1.6997779197086116,1.433713858276859,2.0202633782303416,0.054628492211534985,0.030861314610544976,0.1480215471049528,0.8888307155322862,10186
