method,mean_balanced_accuracy,mean_macro_f1,mean_lift_vs_controls,mean_brier,mean_ece
latent_gbt,0.9583188659354245,0.927323231070907,0.48624940356225554,0.05913497472046413,0.007245171857126238
stratum_gated_fusion_new_arch,0.944914961231405,0.9137294928890303,0.4728454988582359,0.04265356716270348,0.011370722371741734
latent_mlp,0.9382770210571236,0.9139632915811808,0.4662075586839547,0.07662708441140342,0.02133369752987696
traditional_hand_pca_qtemplate_ridge,0.9287318290088697,0.8291777900221293,0.4566623666357008,0.28392603366222136,0.3501101764442516
latent_ridge,0.7603090587444731,0.7385999769913894,0.28823959637130414,0.48126399872835707,0.4828964544463895
waveform_1d_cnn,0.6118000081220922,0.6482204441738237,0.13973054574892324,0.33837283541022717,0.2556950856761775
controls_only_ridge,0.47206946237316894,0.27280343784587935,0.0,0.7460000579524296,0.05631497280611793
latent_stratum_permuted_ridge,0.35958703471636055,0.3151488069082031,-0.11248242765680838,0.7549123275535614,0.246627137330571
