method,heldout_run,pileup_ap,pileup_auc,pid_auc,pid_efficiency,pid_purity,pid_balanced_accuracy,time_bias_ns,time_sigma68_ns,late_tail_rate_abs_gt_15ns,pileup_miss_rate,false_split_rate,energy_fractional_bias,energy_fractional_sigma68,n_events,n_positive
1d_cnn,58,0.5284879883203881,0.5475206611570247,0.8820512820512821,0.2,1.0,0.6,-2.419444194000011,12.934217423848033,0.26666666666666666,0.3181818181818182,0.5909090909090909,-0.04699582891949153,0.08349980980611199,44,22
1d_cnn,60,0.5738018086858484,0.6115702479338843,0.3846153846153846,0.2,1.0,0.6,4.874363251281606,20.259200841525004,0.5526315789473685,0.13636363636363635,0.6363636363636364,-0.08532968115374852,0.13173289632442525,44,22
1d_cnn,62,0.5322450006806029,0.5640495867768595,0.99375,0.5,1.0,0.75,3.874457242902496,21.681521980193313,0.5714285714285714,0.36363636363636365,0.5909090909090909,-0.029945570269197468,0.0736521751303488,44,22
1d_cnn,64,0.5910196482272385,0.6260330578512396,1.0,1.0,1.0,1.0,-7.147800808585476,18.678601551797364,0.5526315789473685,0.13636363636363635,0.5909090909090909,-0.02500863535321281,0.08704395471606657,44,22
1d_cnn,65,0.6017387203460209,0.6694214876033058,0.6744186046511628,0.0,0.0,0.4883720930232558,-1.3530016721754556,17.4541752380847,0.4473684210526316,0.13636363636363635,0.6363636363636364,-0.053490864638741135,0.12017658262563202,44,22
deltaE_over_E_likelihood_template,58,0.682900611136777,0.5847107438016528,0.8769230769230769,0.0,0.0,0.48717948717948717,1.3402936209415461,6.237836061580823,0.15,0.5454545454545454,0.22727272727272727,0.044445865380975946,0.079979976452773,44,22
deltaE_over_E_likelihood_template,60,0.7952327418570733,0.7448347107438016,0.8717948717948719,0.4,0.5,0.6743589743589744,2.8082029364821004,12.616046844610194,0.2,0.3181818181818182,0.18181818181818182,0.0478383026826466,0.09981821656644584,44,22
deltaE_over_E_likelihood_template,62,0.6198183130001311,0.5867768595041323,0.96875,0.5,0.6666666666666666,0.7375,3.6285335620004044,4.615430356428999,0.14285714285714285,0.6818181818181818,0.09090909090909091,0.02571123562542591,0.07116611444006057,44,22
deltaE_over_E_likelihood_template,64,0.6956842103232477,0.6776859504132231,0.9534883720930233,1.0,0.3333333333333333,0.9767441860465116,-2.7410483669059715,9.623790996712495,0.2,0.5454545454545454,0.045454545454545456,0.029702540820057223,0.038586774705056844,44,22
deltaE_over_E_likelihood_template,65,0.6981351981351981,0.578512396694215,0.9767441860465116,0.0,0.0,0.5,-0.814187906219006,10.320709763884398,0.16666666666666666,0.5909090909090909,0.22727272727272727,-0.04640199221784831,0.03368611045899167,44,22
gradient_boosted_trees,58,0.7357292872891129,0.7355371900826446,1.0,0.8,1.0,0.9,0.5942249840288039,7.033605123389212,0.07142857142857142,0.36363636363636365,0.45454545454545453,0.033960736985850906,0.10928711201544072,44,22
gradient_boosted_trees,60,0.7227726567613837,0.6859504132231404,1.0,1.0,1.0,1.0,4.2512547552496915,9.930406715141096,0.19444444444444445,0.18181818181818182,0.5909090909090909,-0.003616772041767583,0.10298917985898899,44,22
gradient_boosted_trees,62,0.8249266333916061,0.8119834710743802,1.0,1.0,1.0,1.0,3.156517724215231,11.340156346793588,0.13333333333333333,0.3181818181818182,0.22727272727272727,0.015881053667912155,0.11021296870146202,44,22
gradient_boosted_trees,64,0.8579590800821382,0.8429752066115702,1.0,1.0,1.0,1.0,-4.296272780936086,9.593230740667302,0.25,0.36363636363636365,0.13636363636363635,0.037268305332219386,0.10021574662065974,44,22
gradient_boosted_trees,65,0.8020983696961338,0.8119834710743802,1.0,1.0,1.0,1.0,-1.295778915470347,8.09122615754713,0.2222222222222222,0.18181818181818182,0.3181818181818182,0.01636996601945584,0.07436291465400843,44,22
joint_sequence_transformer,58,0.7611801244902736,0.7169421487603306,0.8,0.0,0.0,0.5,11.5118989489423,17.9035855430093,0.4375,0.2727272727272727,0.36363636363636365,-0.04851623038775024,0.11840595385046207,44,22
joint_sequence_transformer,60,0.6838274881307177,0.7024793388429753,0.7692307692307693,0.0,0.0,0.5,14.928104872867145,15.666432002177633,0.5882352941176471,0.22727272727272727,0.45454545454545453,-0.04060957024047295,0.10294652437832831,44,22
joint_sequence_transformer,62,0.7549194128715873,0.762396694214876,0.7437499999999999,0.0,0.0,0.5,15.86286362492286,17.627844643086235,0.6666666666666666,0.3181818181818182,0.2727272727272727,-0.020381513596908776,0.223378931331426,44,22
joint_sequence_transformer,64,0.6511523656387291,0.6694214876033058,0.9069767441860466,0.0,0.0,0.5,8.647968950196665,19.573836695658358,0.5769230769230769,0.4090909090909091,0.36363636363636365,-0.0732255824065479,0.057682464781275436,44,22
joint_sequence_transformer,65,0.6378876907862643,0.6549586776859504,0.9767441860465116,0.0,0.0,0.5,12.68063940089693,15.04951104939923,0.43333333333333335,0.3181818181818182,0.36363636363636365,-0.0795865154505565,0.17132609749434027,44,22
mlp,58,0.6110436726662534,0.6921487603305785,0.7948717948717949,0.2,1.0,0.6,-3.805371174499772,6.225248741162302,0.0,0.9545454545454546,0.09090909090909091,-0.06892635822344252,0.0,44,22
mlp,60,0.6303436399900669,0.628099173553719,0.9333333333333333,0.4,1.0,0.7,-5.1256709092812125,17.481741581263186,0.5,0.7272727272727273,0.13636363636363635,0.027395290777655512,0.33965111240711643,44,22
mlp,62,0.6620377807337081,0.7066115702479339,0.9375,0.5,1.0,0.75,3.8879696338365966,36.852171700848785,0.6666666666666666,0.8636363636363636,0.09090909090909091,0.5822033959077316,0.22550022140675463,44,22
mlp,64,0.6230968711487046,0.6446280991735538,1.0,0.0,0.0,0.5,-4.721071559740881,7.526807851359216,0.25,0.7272727272727273,0.09090909090909091,0.20190557270750842,0.3074357229077627,44,22
mlp,65,0.6841158366494047,0.7355371900826447,0.9069767441860466,0.0,0.0,0.5,-13.734218316176966,20.37628624385608,0.6666666666666666,0.7272727272727273,0.09090909090909091,-0.030373771492296378,0.2839938595012544,44,22
ridge,58,0.7681829190132032,0.7665289256198347,1.0,0.4,1.0,0.7,2.1952081832380177,6.110550259904608,0.1,0.3181818181818182,0.18181818181818182,0.044282732607067055,0.05246650603878727,44,22
ridge,60,0.7611099137469886,0.6880165289256199,0.9897435897435897,0.4,1.0,0.7,3.9137363450098306,10.259152170384796,0.1875,0.2727272727272727,0.5454545454545454,0.013764151612962933,0.07604986296414959,44,22
ridge,62,0.7367533514328817,0.7541322314049588,1.0,0.75,1.0,0.875,1.7119760856109911,11.284533445363397,0.21428571428571427,0.36363636363636365,0.22727272727272727,0.0736271165941196,0.10359317630900734,44,22
ridge,64,0.809830516302267,0.8016528925619835,1.0,1.0,1.0,1.0,-4.029483397926925,7.662798239715224,0.13636363636363635,0.5,0.13636363636363635,0.02763082175487718,0.04023374678189049,44,22
