run,group,current_nA,event_index,eventno,n_selected,multi_stave,three_stave,downstream,ref_stave,ref_stave_idx,ref_amp_adc,integral_charge,p04_duplicate_charge,adaptive_lowering_adc,pretrigger_level_adc,log_amp,peak_sample,area_over_peak,tail_fraction,late_fraction,early_fraction,post_peak_min_fraction,neg_step_count,width_10_samples,width_20_samples,final_fraction,template_charge,p07_corrected_charge,uncorrected_charge_bin,s16_bin,p07_saturation_state,uncorrected_stratum,p07_corrected_charge_bin,p07_corrected_stratum,baseline_mad,baseline_slope,saturation_count,secondary_peak,secondary_sep,post_peak_min,undershoot_area,timing_span_dup,template_bin,q_template_rmse,label_saturation,label_dropout,label_baseline_excursion,label_pileup_or_long_tail,label_timing_tail,label_novel_early_pretrigger,label_novel_delayed_peak,label_novel_undershoot_recovery,label_novel_broad_template_mismatch,label_known_any,label_novel_any,label_curated_any,label_physics_tail_only,taxon,taxon_for_strata,uncorrected_taxon_stratum,two_pulse_improvement,pretrigger_bin,slope_bin,lowering_bin,peak_bin,late_bin,sat_bin,two_pulse_bin,traditional_stratum
44,high_20nA,20.0,854,854,1,0,0,0,B2,0,8467.5,75361.0,1846.0,5943.4875,6070.5,9.043990584691928,3.0,7.466194272217302,0.4007378,0.2994785,0.19291145,0.276291703572483,2.0,16.0,16.0,0.276291703572483,55174.38358247454,2021.3700006876886,q_lt_8k,s16_large_lowering,B2_sat_proxy,q_lt_8k|s16_large_lowering|B2_sat_proxy,q_lt_8k,q_lt_8k|s16_large_lowering|B2_sat_proxy,6070.5,2397.0,1,0.71691763,3,0.2762917,0.0,2.2087367,5,0.4121035,False,False,True,False,False,False,False,False,False,True,False,True,False,baseline_excursion,baseline_excursion,q_lt_8k|s16_large_lowering|B2_sat_proxy|baseline_excursion,0.026089690694546298,pt_mad_ge120,slope_ge100,lower_large,peak_pre,late_extreme,B2_sat_proxy,tp_low,pt_mad_ge120|lower_large|peak_pre|late_extreme|B2_sat_proxy|tp_low
44,high_20nA,20.0,902,902,1,0,0,0,B2,0,1636.0,2621.0,2372.0,5600.0,12846.0,7.400009517162692,2.0,-25.753056234718827,0.0,0.0,1.0,-2.9767726161369192,10.0,2.0,2.0,-2.9767726161369192,7.954639541064318,2372.0,q_lt_8k,s16_large_lowering,B2_unsat,q_lt_8k|s16_large_lowering|B2_unsat,q_lt_8k,q_lt_8k|s16_large_lowering|B2_unsat,1310.5,6610.0,1,0.0,2,-2.9767725,-23.31479,1.5006486,2,2.155763,False,False,True,False,False,False,False,False,False,True,False,True,False,baseline_excursion,baseline_excursion,q_lt_8k|s16_large_lowering|B2_unsat|baseline_excursion,0.0,pt_mad_ge120,slope_ge100,lower_large,peak_pre,late_low,not_B2_sat_proxy,tp_low,pt_mad_ge120|lower_large|peak_pre|late_low|not_B2_sat_proxy|tp_low
44,high_20nA,20.0,1240,1240,1,0,0,0,B2,0,2350.5,5649.0,1271.0,4217.2425,11184.5,7.7623833504641855,3.0,-7.012125079770262,0.0,0.0,0.79500794,-1.3386513507764306,6.0,3.0,3.0,-1.3386513507764306,7.954639541064318,1271.0,q_lt_8k,s16_large_lowering,B2_unsat,q_lt_8k|s16_large_lowering|B2_unsat,q_lt_8k,q_lt_8k|s16_large_lowering|B2_unsat,2245.5,6603.0,1,0.03339715,3,-1.3386513,-6.6955967,1.6098108,2,1.0670773,False,False,True,False,False,False,False,False,False,True,False,True,False,baseline_excursion,baseline_excursion,q_lt_8k|s16_large_lowering|B2_unsat|baseline_excursion,0.0,pt_mad_ge120,slope_ge100,lower_large,peak_pre,late_low,not_B2_sat_proxy,tp_low,pt_mad_ge120|lower_large|peak_pre|late_low|not_B2_sat_proxy|tp_low
44,high_20nA,20.0,1340,1340,1,0,0,0,B2,0,7233.0,55831.0,3279.0,6879.505,6988.0,8.886409166849282,6.0,4.784736623807548,0.48044991,0.34719062,0.13377872,0.39914281764136594,2.0,13.0,13.0,0.46094290059449744,35662.52003328881,3576.159376221523,q_lt_8k,s16_large_lowering,B2_sat_proxy,q_lt_8k|s16_large_lowering|B2_sat_proxy,q_lt_8k,q_lt_8k|s16_large_lowering|B2_sat_proxy,3623.5,-6729.0,2,0.99682015,4,0.39914283,0.0,18.0,5,0.62204194,False,False,True,False,False,False,False,False,False,True,False,True,False,baseline_excursion,baseline_excursion,q_lt_8k|s16_large_lowering|B2_sat_proxy|baseline_excursion,0.13159204987872913,pt_mad_ge120,slope_ge100,lower_large,peak_nominal,late_extreme,B2_sat_proxy,tp_mod,pt_mad_ge120|lower_large|peak_nominal|late_extreme|B2_sat_proxy|tp_mod
44,high_20nA,20.0,1462,1462,1,0,0,0,B2,0,1822.5,2297.0,2297.0,6589.1625,14363.5,7.507964463882813,2.0,-32.89931412894376,0.0,0.0,1.0,-3.350068587105624,10.0,2.0,2.0,-3.350068587105624,7.954639541064318,2297.0,q_lt_8k,s16_large_lowering,B2_unsat,q_lt_8k|s16_large_lowering|B2_unsat,q_lt_8k,q_lt_8k|s16_large_lowering|B2_unsat,1148.5,7091.0,1,0.0,2,-3.3500686,-30.268862,1.4084276,2,2.5539346,False,False,True,False,False,False,False,False,False,True,False,True,False,baseline_excursion,baseline_excursion,q_lt_8k|s16_large_lowering|B2_unsat|baseline_excursion,0.0,pt_mad_ge120,slope_ge100,lower_large,peak_pre,late_low,not_B2_sat_proxy,tp_low,pt_mad_ge120|lower_large|peak_pre|late_low|not_B2_sat_proxy|tp_low
44,high_20nA,20.0,1477,1477,1,0,0,0,B2,0,4879.5,19091.0,2307.0,3190.3075,10037.5,8.492798034581517,3.0,2.094886771185572,0.04551883,0.040149808,0.39034098,-0.32616046726098985,2.0,8.0,7.0,-0.32616046726098985,8666.638760133976,2307.0,q_lt_8k,s16_large_lowering,B2_unsat,q_lt_8k|s16_large_lowering|B2_unsat,q_lt_8k,q_lt_8k|s16_large_lowering|B2_unsat,2918.0,8143.0,1,0.4534276,2,-0.32616046,-0.62158006,18.0,4,0.61082613,False,False,True,False,False,False,False,False,False,True,False,True,False,baseline_excursion,baseline_excursion,q_lt_8k|s16_large_lowering|B2_unsat|baseline_excursion,0.0,pt_mad_ge120,slope_ge100,lower_large,peak_pre,late_low,not_B2_sat_proxy,tp_low,pt_mad_ge120|lower_large|peak_pre|late_low|not_B2_sat_proxy|tp_low
44,high_20nA,20.0,1739,1739,1,0,0,0,B2,0,3868.0,9498.0,1543.0,4644.98,11489.0,8.260492856573185,3.0,-3.341520165460186,0.0,0.0,0.6815119,-0.795243019648397,3.0,4.0,3.0,-0.795243019648397,7.954639541064318,1543.0,q_lt_8k,s16_large_lowering,B2_unsat,q_lt_8k|s16_large_lowering|B2_unsat,q_lt_8k,q_lt_8k|s16_large_lowering|B2_unsat,3236.5,8571.0,1,0.115305066,2,-0.795243,-3.9077046,1.6484836,3,0.90252274,False,False,True,False,False,False,False,False,False,True,False,True,False,baseline_excursion,baseline_excursion,q_lt_8k|s16_large_lowering|B2_unsat|baseline_excursion,0.0,pt_mad_ge120,slope_ge100,lower_large,peak_pre,late_low,not_B2_sat_proxy,tp_low,pt_mad_ge120|lower_large|peak_pre|late_low|not_B2_sat_proxy|tp_low
44,high_20nA,20.0,1935,1935,1,0,0,0,B2,0,9514.5,69658.0,3127.0,6485.7825,6628.5,9.160572229742062,2.0,5.9278995217825425,0.3826122,0.28711706,0.23174654,0.2270744652898208,1.0,16.0,16.0,0.2270744652898208,47976.55246635666,3424.0650011648986,q_lt_8k,s16_large_lowering,B2_sat_proxy,q_lt_8k|s16_large_lowering|B2_sat_proxy,q_lt_8k,q_lt_8k|s16_large_lowering|B2_sat_proxy,6628.5,13257.0,1,0.6113301,2,0.22707446,0.0,0.40553725,5,0.43070447,False,False,True,False,False,False,False,False,False,True,False,True,False,baseline_excursion,baseline_excursion,q_lt_8k|s16_large_lowering|B2_sat_proxy|baseline_excursion,0.019790517750393644,pt_mad_ge120,slope_ge100,lower_large,peak_pre,late_extreme,B2_sat_proxy,tp_low,pt_mad_ge120|lower_large|peak_pre|late_extreme|B2_sat_proxy|tp_low
44,high_20nA,20.0,1973,1973,1,0,0,0,B2,0,7252.5,54696.0,11389.0,608.7124999999996,7468.5,8.88910151599556,4.0,7.348776284039986,0.3624214,0.25948882,0.11911292,0.1768355739400207,1.0,15.0,14.0,0.1768355739400207,43385.334862488635,12470.955004242735,q_8k_16k,s16_large_lowering,B2_sat_proxy,q_8k_16k|s16_large_lowering|B2_sat_proxy,q_8k_16k,q_8k_16k|s16_large_lowering|B2_sat_proxy,699.5,6551.0,1,0.5547742,2,0.17683557,0.0,18.0,5,0.30400226,False,False,True,False,False,False,False,False,False,True,False,True,False,baseline_excursion,baseline_excursion,q_8k_16k|s16_large_lowering|B2_sat_proxy|baseline_excursion,0.0021196940746271405,pt_mad_ge120,slope_ge100,lower_large,peak_nominal,late_high,B2_sat_proxy,tp_low,pt_mad_ge120|lower_large|peak_nominal|late_high|B2_sat_proxy|tp_low
44,high_20nA,20.0,1985,1985,1,0,0,0,B2,0,4895.0,26983.0,2976.0,2202.575,9031.0,8.495969554964612,3.0,4.43391215526047,0.20149724,0.12700589,0.25252938,-0.15648621041879468,1.0,13.0,11.0,-0.15648621041879468,17994.202385060948,2976.0,q_lt_8k,s16_large_lowering,B2_unsat,q_lt_8k|s16_large_lowering|B2_unsat,q_lt_8k,q_lt_8k|s16_large_lowering|B2_unsat,2097.5,7171.0,1,0.5564862,2,-0.15648621,-0.22145046,18.0,4,0.48754936,False,False,True,False,False,False,False,False,False,True,False,True,False,baseline_excursion,baseline_excursion,q_lt_8k|s16_large_lowering|B2_unsat|baseline_excursion,0.0,pt_mad_ge120,slope_ge100,lower_large,peak_pre,late_mid,not_B2_sat_proxy,tp_low,pt_mad_ge120|lower_large|peak_pre|late_mid|not_B2_sat_proxy|tp_low
44,high_20nA,20.0,2261,2261,1,0,0,0,B2,0,2967.0,14251.0,1104.0,2641.495,9470.0,7.995306620290822,3.0,1.346814964610718,0.09157252,0.033330996,0.33892357,-0.6188068756319515,3.0,11.0,8.0,-0.6188068756319515,5549.551508848971,1104.0,q_lt_8k,s16_large_lowering,B2_unsat,q_lt_8k|s16_large_lowering|B2_unsat,q_lt_8k,q_lt_8k|s16_large_lowering|B2_unsat,2274.5,5653.0,1,0.4206269,3,-0.6188069,-1.9231546,1.6592592,3,0.64737123,False,False,True,False,False,False,False,False,False,True,False,True,False,baseline_excursion,baseline_excursion,q_lt_8k|s16_large_lowering|B2_unsat|baseline_excursion,0.0,pt_mad_ge120,slope_ge100,lower_large,peak_pre,late_low,not_B2_sat_proxy,tp_low,pt_mad_ge120|lower_large|peak_pre|late_low|not_B2_sat_proxy|tp_low
44,high_20nA,20.0,2323,2323,1,0,0,0,B2,0,3366.5,12699.0,1178.0,3182.0024999999996,9970.5,8.121628907985334,3.0,0.5328976682013961,0.023938892,0.023938892,0.437436,-0.591860983216991,3.0,8.0,7.0,-0.591860983216991,3078.7831149614317,1178.0,q_lt_8k,s16_large_lowering,B2_unsat,q_lt_8k|s16_large_lowering|B2_unsat,q_lt_8k,q_lt_8k|s16_large_lowering|B2_unsat,2710.5,6599.0,1,0.32184762,2,-0.591861,-1.6289916,1.6538268,3,0.6894172,False,False,True,False,False,False,False,False,False,True,False,True,False,baseline_excursion,baseline_excursion,q_lt_8k|s16_large_lowering|B2_unsat|baseline_excursion,0.0,pt_mad_ge120,slope_ge100,lower_large,peak_pre,late_low,not_B2_sat_proxy,tp_low,pt_mad_ge120|lower_large|peak_pre|late_low|not_B2_sat_proxy|tp_low
44,high_20nA,20.0,2524,2524,1,0,0,0,B2,0,6295.0,46847.0,7272.0,948.5749999999998,7776.0,8.747510946478446,4.0,7.118983320095314,0.3398937,0.23719768,0.13930455,0.10754567116759332,2.0,16.0,14.0,0.10754567116759332,36379.55952725686,7272.0,q_lt_8k,s16_large_lowering,B2_unsat,q_lt_8k|s16_large_lowering|B2_unsat,q_lt_8k,q_lt_8k|s16_large_lowering|B2_unsat,1016.5,6579.0,1,0.55520254,3,0.107545674,0.0,18.0,4,0.35692894,False,False,True,False,False,False,False,False,False,True,False,True,False,baseline_excursion,baseline_excursion,q_lt_8k|s16_large_lowering|B2_unsat|baseline_excursion,4.325773406223078e-05,pt_mad_ge120,slope_ge100,lower_large,peak_nominal,late_high,not_B2_sat_proxy,tp_low,pt_mad_ge120|lower_large|peak_nominal|late_high|not_B2_sat_proxy|tp_low
44,high_20nA,20.0,2888,2888,1,0,0,0,B2,0,2561.0,6053.0,1186.0,4316.585,11249.0,7.848153086199526,3.0,-6.576727840687232,0.0,0.0,0.7728399,-1.2526356891839125,6.0,3.0,3.0,-1.2526356891839125,7.954639541064318,1186.0,q_lt_8k,s16_large_lowering,B2_unsat,q_lt_8k|s16_large_lowering|B2_unsat,q_lt_8k,q_lt_8k|s16_large_lowering|B2_unsat,2339.0,6916.0,1,0.0,3,-1.2526357,-6.4131203,1.6209731,3,1.0981662,False,False,True,False,False,False,False,False,False,True,False,True,False,baseline_excursion,baseline_excursion,q_lt_8k|s16_large_lowering|B2_unsat|baseline_excursion,0.0,pt_mad_ge120,slope_ge100,lower_large,peak_pre,late_low,not_B2_sat_proxy,tp_low,pt_mad_ge120|lower_large|peak_pre|late_low|not_B2_sat_proxy|tp_low
44,high_20nA,20.0,3303,3303,1,0,0,0,B2,0,8288.5,61296.0,2638.0,278.1724999999997,7159.5,9.02262429086492,4.0,6.482958315738674,0.38248825,0.28390107,0.11402049,0.256198347107438,2.0,15.0,15.0,0.256198347107438,47878.69444760408,2888.610000982732,q_lt_8k,s16_large_lowering,B2_sat_proxy,q_lt_8k|s16_large_lowering|B2_sat_proxy,q_lt_8k,q_lt_8k|s16_large_lowering|B2_sat_proxy,3494.5,-6757.0,1,0.79465526,2,0.25619835,0.0,18.0,5,0.36733213,False,False,True,False,False,False,False,False,False,True,False,True,False,baseline_excursion,baseline_excursion,q_lt_8k|s16_large_lowering|B2_sat_proxy|baseline_excursion,0.010072110818970983,pt_mad_ge120,slope_ge100,lower_large,peak_nominal,late_extreme,B2_sat_proxy,tp_low,pt_mad_ge120|lower_large|peak_nominal|late_extreme|B2_sat_proxy|tp_low
44,high_20nA,20.0,3402,3402,1,0,0,0,B2,0,1719.5,2207.0,2207.0,5856.7075,13519.5,7.449788829872321,2.0,-29.7981971503344,0.0,0.0,1.0,-3.2425123582436757,8.0,2.0,2.0,-3.2425123582436757,7.954639541064318,2207.0,q_lt_8k,s16_large_lowering,B2_unsat,q_lt_8k|s16_large_lowering|B2_unsat,q_lt_8k,q_lt_8k|s16_large_lowering|B2_unsat,1103.5,6370.0,1,0.0,2,-3.2425125,-27.377142,1.4425836,2,2.3681161,False,False,True,False,False,False,False,False,False,True,False,True,False,baseline_excursion,baseline_excursion,q_lt_8k|s16_large_lowering|B2_unsat|baseline_excursion,0.0,pt_mad_ge120,slope_ge100,lower_large,peak_pre,late_low,not_B2_sat_proxy,tp_low,pt_mad_ge120|lower_large|peak_pre|late_low|not_B2_sat_proxy|tp_low
44,high_20nA,20.0,3464,3464,1,0,0,0,B2,0,2767.0,8932.0,6856.5,6005.495,13188.0,7.925518979786926,6.0,-7.810986628117094,0.0,0.0,0.3497537,-1.1127574990964944,6.0,5.0,5.0,-1.0466208890495121,7.954639541064318,6856.5,q_lt_8k,s16_large_lowering,B2_unsat,q_lt_8k|s16_large_lowering|B2_unsat,q_lt_8k,q_lt_8k|s16_large_lowering|B2_unsat,1562.0,7275.0,1,0.68521863,4,-1.1127574,-8.254789,1.5702305,3,1.1719104,False,False,True,False,False,False,False,False,False,True,False,True,False,baseline_excursion,baseline_excursion,q_lt_8k|s16_large_lowering|B2_unsat|baseline_excursion,0.0,pt_mad_ge120,slope_ge100,lower_large,peak_nominal,late_low,not_B2_sat_proxy,tp_low,pt_mad_ge120|lower_large|peak_nominal|late_low|not_B2_sat_proxy|tp_low
44,high_20nA,20.0,3548,3548,1,0,0,0,B2,0,2813.5,11669.5,933.0,2897.2974999999997,9706.5,7.9421845388733345,3.0,0.01599431313310823,0.052058786,0.022923004,0.40224516,-0.7462235649546828,4.0,8.0,8.0,-0.7462235649546828,2445.094231876519,933.0,q_lt_8k,s16_large_lowering,B2_unsat,q_lt_8k|s16_large_lowering|B2_unsat,q_lt_8k,q_lt_8k|s16_large_lowering|B2_unsat,2347.0,5753.0,1,0.39434868,3,-0.74622357,-2.4185178,1.6496145,3,0.7131779,False,False,True,False,False,False,False,False,False,True,False,True,False,baseline_excursion,baseline_excursion,q_lt_8k|s16_large_lowering|B2_unsat|baseline_excursion,0.0,pt_mad_ge120,slope_ge100,lower_large,peak_pre,late_low,not_B2_sat_proxy,tp_low,pt_mad_ge120|lower_large|peak_pre|late_low|not_B2_sat_proxy|tp_low
44,high_20nA,20.0,3666,3666,1,0,0,0,B2,0,2628.5,8600.0,1037.0,3297.0725,10091.5,7.8741686202595025,3.0,-2.0973939509225796,0.0,0.0,0.555,-0.9166825185466997,4.0,6.0,6.0,-0.9166825185466997,7.954639541064318,1037.0,q_lt_8k,s16_large_lowering,B2_unsat,q_lt_8k|s16_large_lowering|B2_unsat,q_lt_8k,q_lt_8k|s16_large_lowering|B2_unsat,2386.5,5965.0,1,0.28628495,3,-0.91668254,-3.2840023,1.6225693,3,0.8370129,False,False,True,False,False,False,False,False,False,True,False,True,False,baseline_excursion,baseline_excursion,q_lt_8k|s16_large_lowering|B2_unsat|baseline_excursion,0.0,pt_mad_ge120,slope_ge100,lower_large,peak_pre,late_low,not_B2_sat_proxy,tp_low,pt_mad_ge120|lower_large|peak_pre|late_low|not_B2_sat_proxy|tp_low
