run,group,current_nA,event_index,eventno,n_selected,multi_stave,three_stave,downstream,ref_stave,ref_stave_idx,ref_amp_adc,integral_charge,p04_duplicate_charge,adaptive_lowering_adc,pretrigger_level_adc,log_amp,peak_sample,area_over_peak,tail_fraction,late_fraction,early_fraction,post_peak_min_fraction,neg_step_count,width_10_samples,width_20_samples,final_fraction,template_charge,p07_corrected_charge,uncorrected_charge_bin,s16_bin,p07_saturation_state,uncorrected_stratum,p07_corrected_charge_bin,p07_corrected_stratum,baseline_mad,baseline_slope,saturation_count,secondary_peak,secondary_sep,post_peak_min,undershoot_area,timing_span_dup,template_bin,q_template_rmse,label_saturation,label_dropout,label_baseline_excursion,label_pileup_or_long_tail,label_timing_tail,label_novel_early_pretrigger,label_novel_delayed_peak,label_novel_undershoot_recovery,label_novel_broad_template_mismatch,label_known_any,label_novel_any,label_curated_any,label_physics_tail_only,taxon,taxon_for_strata,uncorrected_taxon_stratum,two_pulse_improvement,pretrigger_bin,slope_bin,lowering_bin,peak_bin,late_bin,sat_bin,two_pulse_bin,traditional_stratum
44,high_20nA,20.0,171,171,1,0,0,0,B2,0,1699.5,2972.0,2012.0,5068.0075,12131.5,7.438089369136171,2.0,-19.44807296263607,0.0,0.0,1.0,-2.5298617240364814,8.0,2.0,2.0,-2.5298617240364814,7.954639541064318,2012.0,q_lt_8k,s16_large_lowering,B2_unsat,q_lt_8k|s16_large_lowering|B2_unsat,q_lt_8k,q_lt_8k|s16_large_lowering|B2_unsat,1486.0,6366.0,1,0.0,2,-2.5298617,-17.451015,1.5425303,2,1.789284,False,False,True,False,False,False,False,False,False,True,False,True,False,baseline_excursion,baseline_excursion,q_lt_8k|s16_large_lowering|B2_unsat|baseline_excursion,0.0,pt_mad_ge120,slope_ge100,lower_large,peak_pre,late_low,not_B2_sat_proxy,tp_low,pt_mad_ge120|lower_large|peak_pre|late_low|not_B2_sat_proxy|tp_low
44,high_20nA,20.0,246,246,1,0,0,0,B2,0,3535.0,8182.0,1770.0,4955.975,11761.0,8.170468578330674,3.0,-5.356718528995756,0.0,0.0,0.78428257,-0.9671852899575671,3.0,3.0,3.0,-0.9671852899575671,7.954639541064318,1770.0,q_lt_8k,s16_large_lowering,B2_unsat,q_lt_8k|s16_large_lowering|B2_unsat,q_lt_8k,q_lt_8k|s16_large_lowering|B2_unsat,3208.5,8544.0,1,0.0,3,-0.9671853,-5.4390388,1.6226579,3,1.0192906,False,False,True,False,False,False,False,False,False,True,False,True,False,baseline_excursion,baseline_excursion,q_lt_8k|s16_large_lowering|B2_unsat|baseline_excursion,0.0,pt_mad_ge120,slope_ge100,lower_large,peak_pre,late_low,not_B2_sat_proxy,tp_low,pt_mad_ge120|lower_large|peak_pre|late_low|not_B2_sat_proxy|tp_low
44,high_20nA,20.0,325,325,1,0,0,0,B2,0,7550.5,51468.5,11692.0,1001.2425000000003,7846.5,8.929369065215845,5.0,5.484007681610489,0.37358773,0.27107844,0.16215743,0.24362624991722404,2.0,15.0,14.0,0.32123700417190915,41965.023869722034,12802.74000435561,q_8k_16k,s16_large_lowering,B2_sat_proxy,q_8k_16k|s16_large_lowering|B2_sat_proxy,q_8k_16k,q_8k_16k|s16_large_lowering|B2_sat_proxy,1107.5,8360.0,1,0.95960534,2,0.24362625,0.0,18.0,5,0.41136074,False,False,True,False,False,False,False,False,False,True,False,True,False,baseline_excursion,baseline_excursion,q_8k_16k|s16_large_lowering|B2_sat_proxy|baseline_excursion,0.003251000058824194,pt_mad_ge120,slope_ge100,lower_large,peak_nominal,late_high,B2_sat_proxy,tp_low,pt_mad_ge120|lower_large|peak_nominal|late_high|B2_sat_proxy|tp_low
44,high_20nA,20.0,433,433,1,0,0,0,B2,0,2592.0,5784.0,1710.0,5286.12,12224.0,7.860185057472165,3.0,-10.827546296296296,0.0,0.0,0.8475104,-1.5173611111111112,5.0,3.0,3.0,-1.5173611111111112,7.954639541064318,1710.0,q_lt_8k,s16_large_lowering,B2_unsat,q_lt_8k|s16_large_lowering|B2_unsat,q_lt_8k,q_lt_8k|s16_large_lowering|B2_unsat,2451.0,7917.0,1,0.0,3,-1.5173612,-10.113426,1.6122078,3,1.3423464,False,False,True,False,False,False,False,False,False,True,False,True,False,baseline_excursion,baseline_excursion,q_lt_8k|s16_large_lowering|B2_unsat|baseline_excursion,0.0,pt_mad_ge120,slope_ge100,lower_large,peak_pre,late_low,not_B2_sat_proxy,tp_low,pt_mad_ge120|lower_large|peak_pre|late_low|not_B2_sat_proxy|tp_low
44,high_20nA,20.0,481,481,1,0,0,0,B2,0,2545.0,2762.0,2762.0,12170.825,12209.0,7.841885928984624,1.0,-17.362278978388996,0.0,0.0,1.0,-1.7504911591355599,5.0,1.0,1.0,-1.7504911591355599,7.954639541064318,2762.0,q_lt_8k,s16_large_lowering,B2_unsat,q_lt_8k|s16_large_lowering|B2_unsat,q_lt_8k,q_lt_8k|s16_large_lowering|B2_unsat,1381.0,11992.0,1,0.0,1,-1.7504911,-13.650295,2.589396,3,1.8176289,False,False,True,False,False,False,False,False,False,True,False,True,False,baseline_excursion,baseline_excursion,q_lt_8k|s16_large_lowering|B2_unsat|baseline_excursion,0.0,pt_mad_ge120,slope_ge100,lower_large,peak_pre,late_low,not_B2_sat_proxy,tp_low,pt_mad_ge120|lower_large|peak_pre|late_low|not_B2_sat_proxy|tp_low
44,high_20nA,20.0,499,499,1,0,0,0,B2,0,3083.5,9355.0,2932.0,12666.2475,12712.5,8.033820594431548,3.0,-17.919896221825848,0.0,0.0,0.5967932,-0.8391438300632398,4.0,4.0,4.0,-0.7460677801199935,7.954639541064318,2932.0,q_lt_8k,s16_large_lowering,B2_unsat,q_lt_8k|s16_large_lowering|B2_unsat,q_lt_8k,q_lt_8k|s16_large_lowering|B2_unsat,2791.5,8925.0,1,0.8897357,4,-4.1227503,-18.248745,1.6233647,3,2.155664,False,False,True,False,False,False,False,False,False,True,False,True,False,baseline_excursion,baseline_excursion,q_lt_8k|s16_large_lowering|B2_unsat|baseline_excursion,0.0,pt_mad_ge120,slope_ge100,lower_large,peak_pre,late_low,not_B2_sat_proxy,tp_low,pt_mad_ge120|lower_large|peak_pre|late_low|not_B2_sat_proxy|tp_low
44,high_20nA,20.0,531,531,1,0,0,0,B2,0,5531.0,29352.0,3408.0,2360.035,9185.0,8.618123909994678,3.0,4.349484722473332,0.18704006,0.12530662,0.26076588,-0.13017537515819924,1.0,13.0,9.0,-0.13017537515819924,19592.14686906963,3408.0,q_lt_8k,s16_large_lowering,B2_unsat,q_lt_8k|s16_large_lowering|B2_unsat,q_lt_8k,q_lt_8k|s16_large_lowering|B2_unsat,2283.0,7974.0,1,0.57349485,2,-0.13017538,-0.13180257,18.0,4,0.49034983,False,False,True,False,False,False,False,False,False,True,False,True,False,baseline_excursion,baseline_excursion,q_lt_8k|s16_large_lowering|B2_unsat|baseline_excursion,0.0,pt_mad_ge120,slope_ge100,lower_large,peak_pre,late_mid,not_B2_sat_proxy,tp_low,pt_mad_ge120|lower_large|peak_pre|late_mid|not_B2_sat_proxy|tp_low
44,high_20nA,20.0,537,537,1,0,0,0,B2,0,4584.0,28596.0,2979.0,1819.2399999999998,8684.0,8.430327258394575,3.0,5.260471204188482,0.22121975,0.12858441,0.2170933,-0.14921465968586387,1.0,13.0,13.0,-0.14921465968586387,20572.76702220155,2979.0,q_lt_8k,s16_large_lowering,B2_unsat,q_lt_8k|s16_large_lowering|B2_unsat,q_lt_8k,q_lt_8k|s16_large_lowering|B2_unsat,1756.0,6472.0,1,0.64943284,2,-0.14921466,-0.21160558,18.0,4,0.45430097,False,False,True,False,False,False,False,False,False,True,False,True,False,baseline_excursion,baseline_excursion,q_lt_8k|s16_large_lowering|B2_unsat|baseline_excursion,0.0,pt_mad_ge120,slope_ge100,lower_large,peak_pre,late_mid,not_B2_sat_proxy,tp_low,pt_mad_ge120|lower_large|peak_pre|late_mid|not_B2_sat_proxy|tp_low
44,high_20nA,20.0,649,649,1,0,0,0,B2,0,2771.0,12908.0,899.0,2702.4350000000004,9526.0,7.9269635448629785,3.0,0.9350415012630819,0.08854973,0.03184072,0.3596994,-0.6546373150487189,4.0,11.0,8.0,-0.6546373150487189,4354.533494540645,899.0,q_lt_8k,s16_large_lowering,B2_unsat,q_lt_8k|s16_large_lowering|B2_unsat,q_lt_8k,q_lt_8k|s16_large_lowering|B2_unsat,2308.0,5515.0,1,0.4153735,3,-0.65463734,-2.05738,1.6480235,3,0.67110467,False,False,True,False,False,False,False,False,False,True,False,True,False,baseline_excursion,baseline_excursion,q_lt_8k|s16_large_lowering|B2_unsat|baseline_excursion,0.0,pt_mad_ge120,slope_ge100,lower_large,peak_pre,late_low,not_B2_sat_proxy,tp_low,pt_mad_ge120|lower_large|peak_pre|late_low|not_B2_sat_proxy|tp_low
44,high_20nA,20.0,769,769,1,0,0,0,B2,0,4550.5,27005.0,2821.0,1999.2425000000003,8854.5,8.42299239601741,3.0,4.845401604219316,0.21247917,0.12719867,0.23254953,-0.1693220525217009,1.0,13.0,12.0,-0.1693220525217009,18732.027913779773,2821.0,q_lt_8k,s16_large_lowering,B2_unsat,q_lt_8k|s16_large_lowering|B2_unsat,q_lt_8k,q_lt_8k|s16_large_lowering|B2_unsat,1898.5,6618.0,1,0.59345126,2,-0.16932206,-0.2546973,18.0,4,0.47135854,False,False,True,False,False,False,False,False,False,True,False,True,False,baseline_excursion,baseline_excursion,q_lt_8k|s16_large_lowering|B2_unsat|baseline_excursion,0.0,pt_mad_ge120,slope_ge100,lower_large,peak_pre,late_mid,not_B2_sat_proxy,tp_low,pt_mad_ge120|lower_large|peak_pre|late_mid|not_B2_sat_proxy|tp_low
