stratum,low_n,high_n,low_downstream,high_downstream,match_weight_raw,low_downstream_rate,high_downstream_rate,downstream_high_minus_low,topology_odds_ratio,match_weight
pt_mad_ge120|lower_large|peak_pre|late_low|not_B2_sat_proxy|tp_low,25,1072,1,24,25,0.04,0.022388059701492536,-0.017611940298507465,0.38165633444603403,0.6944444444444444
pt_mad_ge120|lower_large|peak_nominal|late_high|not_B2_sat_proxy|tp_low,6,142,0,5,6,0.0,0.035211267605633804,0.035211267605633804,0.52,0.16666666666666666
pt_mad_ge120|lower_large|peak_pre|late_mid|not_B2_sat_proxy|tp_low,5,169,0,5,5,0.0,0.029585798816568046,0.029585798816568046,0.3677811550151976,0.1388888888888889
