run,group,current_nA,eventno,event_index,downstream,traditional_stratum,two_pulse_improvement,baseline_mad,late_fraction,taxon,stratum_rate_pred,ml_pred_downstream,ml_resid_downstream,stratum_resid_downstream,ml_pred_two_pulse_improvement,ml_resid_two_pulse_improvement,ml_shuffled_target_pred
44,high_20nA,20.0,171,171,0,pt_mad_ge120|lower_large|peak_pre|late_low|not_B2_sat_proxy|tp_low,0.0,1486.0,0.0,baseline_excursion,0.023191094619666047,0.0032592959069191597,-0.0032592959069191597,-0.023191094619666047,2.0739488431482846e-05,-2.0739488431482846e-05,0.007267449447603602
44,high_20nA,20.0,246,246,0,pt_mad_ge120|lower_large|peak_pre|late_low|not_B2_sat_proxy|tp_low,0.0,3208.5,0.0,baseline_excursion,0.023191094619666047,0.003227406103971592,-0.003227406103971592,-0.023191094619666047,2.6834922825178572e-05,-2.6834922825178572e-05,0.01252026521020707
44,high_20nA,20.0,325,325,0,pt_mad_ge120|lower_large|peak_nominal|late_high|B2_sat_proxy|tp_low,0.003251000058824194,1107.5,0.27107844,baseline_excursion,0.017857142857142856,0.04741045729711642,-0.04741045729711642,-0.017857142857142856,0.003572310084662058,-0.00032131002583786396,0.004763136061707633
44,high_20nA,20.0,433,433,0,pt_mad_ge120|lower_large|peak_pre|late_low|not_B2_sat_proxy|tp_low,0.0,2451.0,0.0,baseline_excursion,0.023191094619666047,0.0035158532612246103,-0.0035158532612246103,-0.023191094619666047,5.1858645431878195e-05,-5.1858645431878195e-05,0.004612184728088414
44,high_20nA,20.0,481,481,0,pt_mad_ge120|lower_large|peak_pre|late_low|not_B2_sat_proxy|tp_low,0.0,1381.0,0.0,baseline_excursion,0.023191094619666047,0.0024858322937723674,-0.0024858322937723674,-0.023191094619666047,-0.00016040882120484578,0.00016040882120484578,0.004047427435859422
44,high_20nA,20.0,499,499,0,pt_mad_ge120|lower_large|peak_pre|late_low|not_B2_sat_proxy|tp_low,0.0,2791.5,0.0,baseline_excursion,0.023191094619666047,0.010464631850788282,-0.010464631850788282,-0.023191094619666047,0.0005382834838877815,-0.0005382834838877815,0.10413655757037282
44,high_20nA,20.0,531,531,0,pt_mad_ge120|lower_large|peak_pre|late_mid|not_B2_sat_proxy|tp_low,0.0,2283.0,0.12530662,baseline_excursion,0.029585798816568046,0.004164162733673287,-0.004164162733673287,-0.029585798816568046,7.372447925497365e-05,-7.372447925497365e-05,0.006242611476246464
44,high_20nA,20.0,537,537,0,pt_mad_ge120|lower_large|peak_pre|late_mid|not_B2_sat_proxy|tp_low,0.0,1756.0,0.12858441,baseline_excursion,0.029585798816568046,0.01272013462881994,-0.01272013462881994,-0.029585798816568046,-3.090825874875122e-05,3.090825874875122e-05,0.0052055758618277685
44,high_20nA,20.0,649,649,0,pt_mad_ge120|lower_large|peak_pre|late_low|not_B2_sat_proxy|tp_low,0.0,2308.0,0.03184072,baseline_excursion,0.023191094619666047,0.03246710643135727,-0.03246710643135727,-0.023191094619666047,-2.0169647905037783e-05,2.0169647905037783e-05,0.0034120973170070614
44,high_20nA,20.0,769,769,0,pt_mad_ge120|lower_large|peak_pre|late_mid|not_B2_sat_proxy|tp_low,0.0,1898.5,0.12719867,baseline_excursion,0.029585798816568046,0.006278528394668385,-0.006278528394668385,-0.029585798816568046,1.1736260513646717e-05,-1.1736260513646717e-05,0.003554795108151079
