alpha,cv_mae_adc,cv_mae_std_adc
100.0,173.18638012247075,5.216573145287647
10.0,173.51410073090437,5.145495394492668
1.0,173.72594275442327,5.324518029729604
0.1,173.77027694888784,5.3663981551470155
