heldout_run,model,feature_kind,n_train_events,n_heldout_events,n_heldout_tail,n_heldout_cfd20_tail,tail_fraction,cfd20_tail_fraction,threshold,train_seconds,n_parameters,n_features,roc_auc,average_precision,brier,independent_cfd20_roc_auc,independent_cfd20_average_precision,tail_rejection_at_90_clean,clean_acceptance,flagged_fraction
58,cnn_phase_scrambled_control,phase_scrambled,3702,72,69,61,0.9583333333333334,0.8472222222222222,0.5289951741695404,0.8972821235656738,531,54,0.9613526570048309,0.9983056836423285,0.0525798948313589,0.15275707898658716,0.6988334599804948,0.9565217391304348,0.6666666666666666,0.9305555555555556
59,traditional_upstream_p02_scorecard,upstream,3025,749,713,637,0.951935914552737,0.8504672897196262,0.22059364655552413,0.0002753734588623047,0,1,0.6296945613214897,0.9709586308468623,0.6673370225971063,0.3704586230096435,0.7763343381019853,0.14866760168302945,0.9722222222222222,0.14285714285714285
59,traditional_downstream_p02_scorecard,downstream,3025,749,713,637,0.951935914552737,0.8504672897196262,0.13922442654316283,0.00020360946655273438,0,1,0.6399797413121395,0.972042218415411,0.7531292482197987,0.28787284144427006,0.7406838615236226,0.16830294530154277,0.9166666666666666,0.16421895861148197
59,traditional_all_stave_p02_scorecard,all,3025,749,713,637,0.951935914552737,0.8504672897196262,0.11601628851508955,0.00018262863159179688,0,1,0.6365123889668068,0.9706180651597931,0.7643308554447461,0.3083791208791209,0.751852778017309,0.17952314165497896,0.8888888888888888,0.17623497997329773
59,ridge_all_stave,all,3025,749,713,637,0.951935914552737,0.8504672897196262,0.30825793874139884,0.0986177921295166,121,121,0.9310035842293907,0.9950769100866472,0.054980777925942366,0.1454361964566046,0.6958001683572487,0.9663394109396914,0.6944444444444444,0.9345794392523364
59,gradient_boosted_trees_all_stave,all,3025,749,713,637,0.951935914552737,0.8504672897196262,0.0349072329656621,1.2008538246154785,121,121,0.9614695340501792,0.9979116473269396,0.027274097946714086,0.17914610899304778,0.7288885331346261,1.0,0.05555555555555555,0.9973297730307076
59,mlp_all_stave,all,3025,749,713,637,0.951935914552737,0.8504672897196262,0.7879830479621888,0.918569803237915,5905,121,0.9593267882187937,0.9978027931992624,0.02942789186740918,0.1767072213500785,0.7153093012177212,0.9565217391304348,0.7222222222222222,0.9238985313751669
59,extra_trees_upstream_only,upstream,3025,749,713,637,0.951935914552737,0.8504672897196262,0.24797025795738356,0.4077017307281494,30,30,0.6318373071528752,0.9750041693408683,0.12389531060195993,0.1488842789863198,0.70281096598689,0.9985974754558204,0.0,0.9986648865153538
59,extra_trees_downstream_only,downstream,3025,749,713,637,0.951935914552737,0.8504672897196262,0.140590596631297,0.34291505813598633,143,143,0.9479117967897771,0.9972039555460772,0.03861751030817212,0.18644875532630634,0.7218261157565837,1.0,0.0,1.0
59,extra_trees_all_stave,all,3025,749,713,637,0.951935914552737,0.8504672897196262,0.143823761444864,0.34456801414489746,121,121,0.9509895589839489,0.9974052631073789,0.04014127643524882,0.17867655303879793,0.7161228979722409,1.0,0.0,1.0
59,extra_trees_amplitude_only,amplitude,3025,749,713,637,0.951935914552737,0.8504672897196262,0.37612212996071465,0.3439934253692627,6,6,0.6420835281284089,0.9674216282146304,0.137514946560612,0.4122000448531061,0.7833186662005746,0.9915848527349228,0.027777777777777776,0.9906542056074766
59,extra_trees_phase_scrambled_control,phase_scrambled,3025,749,713,637,0.951935914552737,0.8504672897196262,0.16909571961064668,0.34430551528930664,60,60,0.9361461742247157,0.9965123367660259,0.04666637065244849,0.17286667414218435,0.713820639795628,1.0,0.0,1.0
59,extra_trees_shuffled_label_control,all,3025,749,713,637,0.951935914552737,0.8504672897196262,0.9160659456114729,0.34284210205078125,121,121,0.4047841670562568,0.9316800503135974,0.07889527733384376,0.44644258802422077,0.8156241534198241,0.05329593267882188,0.8333333333333334,0.05874499332443257
59,cnn_all_stave,all,3025,749,713,637,0.951935914552737,0.8504672897196262,0.47508776187896745,0.815485954284668,561,72,0.8488195418419822,0.988042674708975,0.10152494021985418,0.1381545750168199,0.696123228831748,0.8892005610098177,0.6666666666666666,0.8624833110814419
59,cnn_phase_scrambled_control,phase_scrambled,3025,749,713,637,0.951935914552737,0.8504672897196262,0.4491253435611725,0.892636775970459,531,54,0.8378915381019167,0.9891281470619246,0.18614603450281947,0.11370262390670553,0.6900833716037347,0.7138849929873773,0.8055555555555556,0.6889185580774366
60,traditional_upstream_p02_scorecard,upstream,2972,802,769,658,0.9588528678304239,0.8204488778054863,0.24974257169905723,0.0003368854522705078,0,1,0.5352287504433147,0.9645757207838986,0.5913016794002077,0.3435178149273894,0.7208551746921515,0.2626788036410923,0.8787878787878788,0.256857855361596
60,traditional_downstream_p02_scorecard,downstream,2972,802,769,658,0.9588528678304239,0.8204488778054863,0.14174732862629416,0.0002956390380859375,0,1,0.6057059542105055,0.9746157039484362,0.7164474898004838,0.372266548463357,0.7302191716095584,0.270481144343303,0.9090909090909091,0.2630922693266833
60,traditional_all_stave_p02_scorecard,all,2972,802,769,658,0.9588528678304239,0.8204488778054863,0.12079245196121678,0.0002651214599609375,0,1,0.5864365370217127,0.9684274207030323,0.7405133039987661,0.3610794495103006,0.7255565875310515,0.24577373211963588,0.8787878787878788,0.24064837905236908
60,ridge_all_stave,all,2972,802,769,658,0.9588528678304239,0.8204488778054863,0.3469065283394948,0.15439915657043457,121,121,0.9588603853883437,0.9981243012535165,0.0637599284266683,0.201826874366768,0.6686560443664273,0.9505851755526658,0.696969696969697,0.9239401496259352
60,gradient_boosted_trees_all_stave,all,2972,802,769,658,0.9588528678304239,0.8204488778054863,0.04006578724886388,1.686863899230957,121,121,0.9480632068408401,0.9975611234112538,0.02948761321396739,0.20523049645390073,0.6775655822480626,1.0,0.030303030303030304,0.9987531172069826
60,mlp_all_stave,all,2972,802,769,658,0.9588528678304239,0.8204488778054863,0.7865894854068757,11.482943773269653,5905,121,0.9233952003782954,0.9964501393608528,0.03184357498337013,0.24121390577507595,0.7188137142264857,0.9453836150845254,0.5757575757575758,0.9239401496259352
60,extra_trees_upstream_only,upstream,2972,802,769,658,0.9588528678304239,0.8204488778054863,0.2654677697712987,1.0109646320343018,30,30,0.6140993813295503,0.9782339337549522,0.12372816929758207,0.14743752110773387,0.6588757733631688,1.0,0.0,1.0
60,extra_trees_downstream_only,downstream,2972,802,769,658,0.9588528678304239,0.8204488778054863,0.1564076500569074,0.5804822444915771,143,143,0.9343894077314103,0.9970215478701956,0.050559422764118386,0.22712977034785545,0.6910772556785323,1.0,0.0,1.0
60,extra_trees_all_stave,all,2972,802,769,658,0.9588528678304239,0.8204488778054863,0.15933030821330454,0.3512568473815918,121,121,0.9179572053434213,0.9962327537224104,0.05429392959038384,0.2138002364066194,0.6854093374333114,1.0,0.0,1.0
60,extra_trees_amplitude_only,amplitude,2972,802,769,658,0.9588528678304239,0.8204488778054863,0.38055983041758135,0.3490762710571289,6,6,0.5815502226425503,0.9719889720022442,0.17878299321608562,0.3500401046943601,0.7299624747577929,0.9661898569570871,0.0,0.9675810473815462
60,extra_trees_phase_scrambled_control,phase_scrambled,2972,802,769,658,0.9588528678304239,0.8204488778054863,0.18456529617111855,0.34699511528015137,60,60,0.9286755723686804,0.9967882243881313,0.05925241532975226,0.21473953056399867,0.6840658898915876,1.0,0.0,1.0
60,extra_trees_shuffled_label_control,all,2972,802,769,658,0.9588528678304239,0.8204488778054863,0.9303769817430566,0.347442626953125,121,121,0.4539149623674981,0.9551489662678682,0.08435261191405484,0.6453689631881121,0.8796748519874125,0.01950585175552666,1.0,0.018703241895261846
60,cnn_all_stave,all,2972,802,769,658,0.9588528678304239,0.8204488778054863,0.43290437161922457,0.8242242336273193,561,72,0.8571935216928714,0.9906797749283824,0.09447589052406458,0.20335718507261064,0.6717480564463354,0.9128738621586476,0.6363636363636364,0.8902743142144638
60,cnn_phase_scrambled_control,phase_scrambled,2972,802,769,658,0.9588528678304239,0.8204488778054863,0.525537645816803,0.9099905490875244,531,54,0.7989124009930252,0.9890314113442259,0.18981590844173216,0.1478543988517393,0.658447734495277,0.657997399219766,0.8181818181818182,0.6384039900249376
61,traditional_upstream_p02_scorecard,upstream,2849,925,757,709,0.8183783783783783,0.7664864864864865,0.23874581118569393,0.0002505779266357422,0,1,0.5807306410014468,0.8769411276394051,0.5167506049512057,0.3760186491145589,0.6686159404410381,0.31704095112285335,0.8154761904761905,0.292972972972973
61,traditional_downstream_p02_scorecard,downstream,2849,925,757,709,0.8183783783783783,0.7664864864864865,0.13887565203583402,0.0001919269561767578,0,1,0.5605853305655155,0.8646633613665899,0.6299103632299202,0.4056639502690278,0.683789954748406,0.22192866578599735,0.8630952380952381,0.2064864864864865
61,traditional_all_stave_p02_scorecard,all,2849,925,757,709,0.8183783783783783,0.7664864864864865,0.11944572020421305,0.0001842975616455078,0,1,0.5697694533559791,0.8689407918095162,0.6407346472743309,0.38462492817217786,0.6738429409474691,0.20607661822985468,0.8928571428571429,0.1881081081081081
61,ridge_all_stave,all,2849,925,757,709,0.8183783783783783,0.7664864864864865,0.2579855907228182,0.10564923286437988,121,121,0.9340205699188526,0.9849091348960166,0.11982499185714443,0.2686132006477564,0.6238128466035385,0.9114927344782034,0.8035714285714286,0.7816216216216216
61,gradient_boosted_trees_all_stave,all,2849,925,757,709,0.8183783783783783,0.7664864864864865,0.010114448804546716,1.259878158569336,121,121,0.891221614141033,0.9735090024792612,0.13334799660043928,0.24724115864806978,0.62095574397476,1.0,0.0,1.0
61,mlp_all_stave,all,2849,925,757,709,0.8183783783783783,0.7664864864864865,0.9584692120552063,0.45458126068115234,5905,121,0.6228376423224508,0.8968010968441511,0.16522842676224853,0.24830878127775163,0.6204326022699607,0.4953764861294584,0.7142857142857143,0.4572972972972973
61,extra_trees_upstream_only,upstream,2849,925,757,709,0.8183783783783783,0.7664864864864865,0.18322417970309518,0.4359586238861084,30,30,0.6987953701956344,0.9240824773780256,0.1431244476511404,0.21988455310035,0.6145927183322827,1.0,0.0,1.0
61,extra_trees_downstream_only,downstream,2849,925,757,709,0.8183783783783783,0.7664864864864865,0.09546454791218496,0.35884857177734375,143,143,0.874111467572498,0.9690622271292735,0.10265233805364903,0.25146267565167424,0.6262227237912887,1.0,0.0,1.0
61,extra_trees_all_stave,all,2849,925,757,709,0.8183783783783783,0.7664864864864865,0.09645733440334983,0.3521244525909424,121,121,0.8743788136126314,0.9695062736652156,0.10514530519449712,0.2451744763098783,0.6245971250463204,1.0,0.0,1.0
61,extra_trees_amplitude_only,amplitude,2849,925,757,709,0.8183783783783783,0.7664864864864865,0.30372710034636274,0.35071396827697754,6,6,0.5863606340819022,0.8667611901686247,0.1608580321645151,0.40464530115446906,0.6996808571735473,0.9973579920739762,0.0,0.9978378378378379
61,extra_trees_phase_scrambled_control,phase_scrambled,2849,925,757,709,0.8183783783783783,0.7664864864864865,0.1251429377192767,0.3497147560119629,60,60,0.8696452160785055,0.968122567988922,0.10516888132430752,0.23123008410384996,0.6157797198881829,1.0,0.0,1.0
61,extra_trees_shuffled_label_control,all,2849,925,757,709,0.8183783783783783,0.7664864864864865,0.9559353583901905,0.3605618476867676,121,121,0.5797320249103604,0.8767249263442904,0.15275303572089974,0.4195920179700151,0.6940863271613438,0.0964332892998679,0.9761904761904762,0.08324324324324324
61,cnn_all_stave,all,2849,925,757,709,0.8183783783783783,0.7664864864864865,0.7036495804786682,0.9059033393859863,561,72,0.8201232937032144,0.9550553478798309,0.18016498889640906,0.255413205871598,0.6221643205474066,0.4940554821664465,0.9523809523809523,0.412972972972973
61,cnn_phase_scrambled_control,phase_scrambled,2849,925,757,709,0.8183783783783783,0.7664864864864865,0.4848399758338928,0.8940544128417969,531,54,0.8225372711832422,0.9558222488505959,0.21707253841856772,0.22752115655853314,0.61243187273289,0.5112285336856011,0.9166666666666666,0.4335135135135135
62,traditional_upstream_p02_scorecard,upstream,2976,798,775,678,0.9711779448621554,0.849624060150376,0.22768594943393078,0.0003771781921386719,0,1,0.6782047685834502,0.9865301678368241,0.6458077776314373,0.35153638151425765,0.7588211931169782,0.2103225806451613,0.9565217391304348,0.20551378446115287
62,traditional_downstream_p02_scorecard,downstream,2976,798,775,678,0.9711779448621554,0.849624060150376,0.1540831067987702,0.0002570152282714844,0,1,0.6361570827489482,0.9824944477734979,0.7365465562818225,0.3051683874139627,0.7447542810834286,0.20387096774193547,0.9565217391304348,0.19924812030075187
62,traditional_all_stave_p02_scorecard,all,2976,798,775,678,0.9711779448621554,0.849624060150376,0.11446340780244625,0.0002644062042236328,0,1,0.6548948106591864,0.983715149007276,0.77799555993537,0.3079092920353982,0.744130720513642,0.19741935483870968,0.9565217391304348,0.19298245614035087
62,ridge_all_stave,all,2976,798,775,678,0.9711779448621554,0.849624060150376,0.31150165198900964,0.13840460777282715,121,121,0.9583730715287517,0.9983384794758438,0.04923934659363657,0.20287610619469026,0.7077310643341546,0.9716129032258064,0.8260869565217391,0.9486215538847118
62,gradient_boosted_trees_all_stave,all,2976,798,775,678,0.9711779448621554,0.849624060150376,0.022693751818686894,1.7195312976837158,121,121,0.9679663394109398,0.9990267459221589,0.0207655270328777,0.25748525073746314,0.7560785686521598,1.0,0.0,1.0
62,mlp_all_stave,all,2976,798,775,678,0.9711779448621554,0.849624060150376,0.9253779292106629,5.391160011291504,5905,121,0.5596072931276297,0.9798768775017122,0.04757470181924983,0.19207227138643068,0.7125296883558276,0.2335483870967742,0.9130434782608695,0.22932330827067668
62,extra_trees_upstream_only,upstream,2976,798,775,678,0.9711779448621554,0.849624060150376,0.222154893348849,1.2447292804718018,30,30,0.622945301542777,0.9842858175416429,0.10350237678045057,0.18945427728613567,0.7172717348751774,1.0,0.0,1.0
62,extra_trees_downstream_only,downstream,2976,798,775,678,0.9711779448621554,0.849624060150376,0.12772237014528698,1.3559949398040771,143,143,0.9577559607293127,0.998666650690363,0.03298239344612311,0.2286504424778761,0.7329939926417903,1.0,0.043478260869565216,0.9987468671679198
62,extra_trees_all_stave,all,2976,798,775,678,0.9711779448621554,0.849624060150376,0.12892198545641237,0.4555013179779053,121,121,0.9566339410939692,0.9986418088338294,0.03365979207766922,0.2258665191740413,0.7321267245392011,1.0,0.0,1.0
62,extra_trees_amplitude_only,amplitude,2976,798,775,678,0.9711779448621554,0.849624060150376,0.3546632973134477,0.3491404056549072,6,6,0.6256381486676017,0.9816706020298775,0.12942184940599438,0.47922812192723696,0.8070270391280451,0.9961290322580645,0.0,0.9962406015037594
62,extra_trees_phase_scrambled_control,phase_scrambled,2976,798,775,678,0.9711779448621554,0.849624060150376,0.1516054016574807,0.35149312019348145,60,60,0.9463113604488079,0.9982257061904565,0.03996228512499848,0.23111479842674534,0.733838393857398,1.0,0.0,1.0
62,extra_trees_shuffled_label_control,all,2976,798,775,678,0.9711779448621554,0.849624060150376,0.935030372529372,0.3503577709197998,121,121,0.5547826086956522,0.9721208301353694,0.059246530824379785,0.41874385447394297,0.8073283928930981,0.07483870967741936,0.9130434782608695,0.07518796992481203
62,cnn_all_stave,all,2976,798,775,678,0.9711779448621554,0.849624060150376,0.4584152936935429,0.8618364334106445,561,72,0.9613464235624123,0.998769310166286,0.08062270057391481,0.19027163225172075,0.7068223590378273,0.9341935483870968,0.8695652173913043,0.9110275689223057
62,cnn_phase_scrambled_control,phase_scrambled,2976,798,775,678,0.9711779448621554,0.849624060150376,0.604712325334549,0.828057050704956,531,54,0.8224403927068724,0.9938221897939221,0.12557523468508777,0.1446964110127827,0.6979292569725725,0.7251612903225807,0.8260869565217391,0.7092731829573935
63,traditional_upstream_p02_scorecard,upstream,3409,365,350,306,0.958904109589041,0.8383561643835616,0.22375954160627035,0.0003235340118408203,0,1,0.6792380952380952,0.9810948734869124,0.6788840078937274,0.43079096045197746,0.7761501630590715,0.16285714285714287,1.0,0.15616438356164383
63,traditional_downstream_p02_scorecard,downstream,3409,365,350,306,0.958904109589041,0.8383561643835616,0.14022462257838314,0.00028514862060546875,0,1,0.677047619047619,0.9796509788848995,0.7637297144574061,0.29694250581588566,0.7295208127645277,0.19142857142857142,0.9333333333333333,0.1863013698630137
63,traditional_all_stave_p02_scorecard,all,3409,365,350,306,0.958904109589041,0.8383561643835616,0.11910855777277937,0.0002560615539550781,0,1,0.7057142857142857,0.9817510819760447,0.7683221201178735,0.30957128614157525,0.7414391434340255,0.19714285714285715,0.9333333333333333,0.1917808219178082
63,ridge_all_stave,all,3409,365,350,306,0.958904109589041,0.8383561643835616,0.3223334188741631,0.16210246086120605,121,121,0.9561904761904763,0.9980086946212079,0.06130984845343726,0.259139248919907,0.7058169361137416,0.9571428571428572,0.8,0.9260273972602739
63,gradient_boosted_trees_all_stave,all,3409,365,350,306,0.958904109589041,0.8383561643835616,0.05654147048437758,1.7845003604888916,121,121,0.960952380952381,0.998023488951273,0.021702512610566247,0.30051512130275837,0.7391537328898126,1.0,0.13333333333333333,0.9945205479452055
63,mlp_all_stave,all,3409,365,350,306,0.958904109589041,0.8383561643835616,0.9171802997589111,1.477308750152588,5905,121,0.8641904761904763,0.9935782881490748,0.04393539742989064,0.2388944278276282,0.705380014707028,0.38285714285714284,1.0,0.36712328767123287
63,extra_trees_upstream_only,upstream,3409,365,350,306,0.958904109589041,0.8383561643835616,0.2663328836406056,1.3864545822143555,30,30,0.7032380952380953,0.9835777745703547,0.11637628624723347,0.2281488866733134,0.7122921303272169,1.0,0.0,1.0
63,extra_trees_downstream_only,downstream,3409,365,350,306,0.958904109589041,0.8383561643835616,0.15312526484551425,1.0438814163208008,143,143,0.9506666666666667,0.9976148902432875,0.03768465800801539,0.30497396698792517,0.7461047253115061,1.0,0.0,1.0
63,extra_trees_all_stave,all,3409,365,350,306,0.958904109589041,0.8383561643835616,0.15814722435267875,0.34959888458251953,121,121,0.9411428571428571,0.9972501994101871,0.04233974916289747,0.29411764705882354,0.7411465504956818,1.0,0.0,1.0
63,extra_trees_amplitude_only,amplitude,3409,365,350,306,0.958904109589041,0.8383561643835616,0.3962599049734752,0.34902286529541016,6,6,0.5632380952380952,0.9717824971211574,0.14512729645554842,0.4437797717957239,0.7933567408688695,0.9742857142857143,0.0,0.9753424657534246
63,extra_trees_phase_scrambled_control,phase_scrambled,3409,365,350,306,0.958904109589041,0.8383561643835616,0.17996544714001875,0.3477308750152588,60,60,0.943047619047619,0.9971901029495027,0.04663644386966057,0.3027306967984934,0.7491749969221131,1.0,0.0,1.0
63,extra_trees_shuffled_label_control,all,3409,365,350,306,0.958904109589041,0.8383561643835616,0.8938321469079783,1.3177099227905273,121,121,0.5003809523809524,0.9645085759631042,0.08575935400753759,0.5702337432148,0.8551091671585817,0.06,1.0,0.057534246575342465
63,cnn_all_stave,all,3409,365,350,306,0.958904109589041,0.8383561643835616,0.6001264810562134,1.3588500022888184,561,72,0.9720000000000001,0.9987777926033352,0.03531262874217583,0.2752575606513792,0.7120155181803827,0.96,0.8666666666666667,0.9260273972602739
63,cnn_phase_scrambled_control,phase_scrambled,3409,365,350,306,0.958904109589041,0.8383561643835616,0.5451443433761597,1.2658240795135498,531,54,0.8182857142857144,0.9905041849075829,0.12762095086658795,0.1877977179572394,0.6943792290450901,0.7885714285714286,0.6666666666666666,0.7698630136986301
65,traditional_upstream_p02_scorecard,upstream,3711,63,58,58,0.9206349206349206,0.9206349206349206,0.23098720778144258,0.0003502368927001953,0,1,0.503448275862069,0.9314128050663465,0.6364382533331054,0.43448275862068964,0.8877960512540405,0.2413793103448276,0.8,0.23809523809523808
65,traditional_downstream_p02_scorecard,downstream,3711,63,58,58,0.9206349206349206,0.9206349206349206,0.14070913454791753,0.000270843505859375,0,1,0.36896551724137927,0.9229999445811047,0.7431568623052186,0.4896551724137931,0.9038095343004334,0.22413793103448276,1.0,0.20634920634920634
65,traditional_all_stave_p02_scorecard,all,3711,63,58,58,0.9206349206349206,0.9206349206349206,0.11624987390043172,0.0002582073211669922,0,1,0.3931034482758621,0.927850521944226,0.7586738202652137,0.48965517241379314,0.9025892908810417,0.25862068965517243,1.0,0.23809523809523808
65,ridge_all_stave,all,3711,63,58,58,0.9206349206349206,0.9206349206349206,0.2905851279333791,0.19148540496826172,121,121,0.9931034482758622,0.999410508071505,0.03341961153881223,0.4896551724137931,0.8964466084601452,1.0,0.8,0.9365079365079365
65,gradient_boosted_trees_all_stave,all,3711,63,58,58,0.9206349206349206,0.9206349206349206,0.03118097344875166,1.878455638885498,121,121,0.9689655172413794,0.9972280216274252,0.049016897744568536,0.3517241379310345,0.8520487789433064,1.0,0.0,1.0
65,mlp_all_stave,all,3711,63,58,58,0.9206349206349206,0.9206349206349206,0.9376871407032014,4.409803152084351,5905,121,0.7551724137931035,0.9769297525661474,0.071255525311894,0.48620689655172417,0.8960454764153912,0.5344827586206896,1.0,0.49206349206349204
65,extra_trees_upstream_only,upstream,3711,63,58,58,0.9206349206349206,0.9206349206349206,0.2173127768067813,1.0312085151672363,30,30,0.6482758620689655,0.9606154721823681,0.10222220959265518,0.2827586206896551,0.8740015930125276,1.0,0.0,1.0
65,extra_trees_downstream_only,downstream,3711,63,58,58,0.9206349206349206,0.9206349206349206,0.11739988718884001,0.3523986339569092,143,143,0.993103448275862,0.9994252873563219,0.033372076341229434,0.4724137931034482,0.9084528578717261,1.0,0.0,1.0
65,extra_trees_all_stave,all,3711,63,58,58,0.9206349206349206,0.9206349206349206,0.12113969053129724,0.35185766220092773,121,121,0.9896551724137932,0.999108027732727,0.039706194072689,0.47758620689655173,0.9173006048755796,1.0,0.0,1.0
65,extra_trees_amplitude_only,amplitude,3711,63,58,58,0.9206349206349206,0.9206349206349206,0.3533842552774288,0.8733696937561035,6,6,0.5896551724137931,0.9588040679250669,0.1322196543737561,0.5,0.9049412261969314,1.0,0.0,1.0
65,extra_trees_phase_scrambled_control,phase_scrambled,3711,63,58,58,0.9206349206349206,0.9206349206349206,0.14704228107102205,1.1311373710632324,60,60,1.0,1.0,0.03738489707641261,0.506896551724138,0.9103787184297626,1.0,0.0,1.0
65,extra_trees_shuffled_label_control,all,3711,63,58,58,0.9206349206349206,0.9206349206349206,0.935919847623549,0.9745135307312012,121,121,0.3620689655172413,0.9197085994242377,0.10365519771048999,0.29999999999999993,0.8923909250785044,0.0,1.0,0.0
65,cnn_all_stave,all,3711,63,58,58,0.9206349206349206,0.9206349206349206,0.38376986086368564,1.0450029373168945,561,72,0.9758620689655173,0.9978420724898688,0.07237059489367326,0.6758620689655173,0.9259533674060216,1.0,0.8,0.9365079365079365
65,cnn_phase_scrambled_control,phase_scrambled,3711,63,58,58,0.9206349206349206,0.9206349206349206,0.5284745573997498,0.9702057838439941,531,54,0.9793103448275862,0.9982041804597974,0.0796008786257791,0.496551724137931,0.8994077562260598,0.8275862068965517,1.0,0.7619047619047619
