method,run,n_pairs,sigma68_ns,rms_ns,bias_ns,tail_abs_gt_0p5_ns,tail_abs_gt_1p0_ns
nuisance_gated_pair_cnn,65,398,1.5557147984333772,1.8668973563311801,0.27523913273206946,0.7261306532663316,0.5050251256281407
one_dimensional_cnn,58,353,1.406139139540632,8.782441387602569,0.3999898478545716,0.7025495750708215,0.4730878186968839
one_dimensional_cnn,59,3753,1.3417145888177133,5.137502639439365,-0.2490984934433994,0.6949107380762057,0.44870770050626163
one_dimensional_cnn,60,3700,1.3482152727803973,5.880191871122954,-0.1939435796034781,0.7081081081081081,0.46702702702702703
one_dimensional_cnn,61,4245,1.4112356243074946,6.9106698906885295,-0.3835523113229827,0.6954063604240283,0.4591283863368669
one_dimensional_cnn,62,3833,1.3864913203026505,4.7208861372187405,-0.19228446206285693,0.696060527002348,0.4591703626402296
one_dimensional_cnn,63,1816,1.4020599816898238,6.5505864763655905,-0.41296192390353614,0.6987885462555066,0.4713656387665198
one_dimensional_cnn,65,398,1.5184429802513344,1.7740882427252458,0.026288492271714828,0.7412060301507538,0.49748743718592964
ridge,58,353,3.182495480805726,8.598157374116884,1.9143705368330821,0.8895184135977338,0.7337110481586402
ridge,59,3753,2.1622274014804956,5.050565339844433,-0.08049120491904915,0.8004263256061818,0.6354916067146283
ridge,60,3700,2.429934836839716,6.195482124477679,0.15429801515494368,0.8343243243243244,0.6764864864864865
ridge,61,4245,2.5024684568492876,6.725986821369868,-0.4049258242673682,0.8405182567726738,0.686454652532391
ridge,62,3833,2.3100001209726697,4.661379364706676,0.1922551939177475,0.8194625619619097,0.6621445343073311
ridge,63,1816,2.2967199389988195,6.464234406589139,-0.3436119254226369,0.8199339207048458,0.6591409691629956
ridge,65,398,2.8690129077911366,3.5286022251916336,0.6864372406903715,0.8542713567839196,0.6934673366834171
traditional_binned_median,58,353,1.3673773950569221,9.580091053575776,0.16065372604848122,0.7280453257790368,0.46175637393767704
traditional_binned_median,59,3753,1.3078683795216501,5.859447976420511,-0.4761964153306313,0.6911803890221156,0.4361843858246736
traditional_binned_median,60,3700,1.3505971439464113,6.813015131633273,-0.6337227096253141,0.7140540540540541,0.4554054054054054
traditional_binned_median,61,4245,1.3606212193548302,7.545220632023026,-0.26755603293789215,0.713545347467609,0.4793875147232038
traditional_binned_median,62,3833,1.3610875398165123,5.866238280803878,-0.3189396476685581,0.7177145838768588,0.46856248369423426
traditional_binned_median,63,1816,1.43483435595662,7.367415039270297,-0.7332980629446566,0.7202643171806168,0.4983480176211454
traditional_binned_median,65,398,1.6229067670202912,1.6980947012712255,-0.13727231093428272,0.7537688442211056,0.5552763819095478
uncorrected,58,353,2.864202903475898,10.0326299057022,-2.8518437254246605,0.9235127478753541,0.8640226628895185
uncorrected,59,3753,2.9570388804836014,7.055974343067872,-3.4727906462821534,0.9283240074606981,0.8590460964561684
uncorrected,60,3700,2.96349057255378,8.023626816765645,-3.5130825803930184,0.917027027027027,0.8443243243243244
uncorrected,61,4245,2.7525971855741864,8.44487279823446,-3.2693514599140054,0.912603062426384,0.8343934040047114
uncorrected,62,3833,3.0085882251095954,6.7224911059547265,-3.321873486145581,0.9266892773284633,0.8528567701539265
uncorrected,63,1816,3.185280197078103,8.543922403734667,-3.717688839181635,0.9322687224669604,0.8601321585903083
uncorrected,65,398,2.580481719385245,4.206560422007815,-3.4074862746383014,0.9447236180904522,0.8844221105527639
