method,sigma68_ns_ci_low,sigma68_ns_ci_high,tail_abs_gt_0p5_ns_ci_low,tail_abs_gt_0p5_ns_ci_high,bias_ns_ci_low,bias_ns_ci_high,delta_sigma68_vs_uncorrected_ns_ci_low,delta_sigma68_vs_uncorrected_ns_ci_high
uncorrected,2.8436211964292726,3.0358506231533355,0.916234359304208,0.9293510543123326,-3.524935839706519,-3.294698338196545,0.0,0.0
traditional_binned_median,1.3341567215131493,1.4186209494011222,0.7016450586844593,0.7208713499697389,-0.5746136194490723,-0.28746387672659657,-1.6664437904755318,-1.4503611473956988
ridge,2.275418343726329,2.5448062837556438,0.8130351795210093,0.8408628408628409,-0.24292839119026333,0.2924622024593848,-0.7305041653950526,-0.31804219378560894
gradient_boosted_trees,1.1881285220723448,1.2588137580821657,0.6575299570730119,0.6708421811914125,-0.09383286425751161,0.15742280784043475,-1.818333323012862,-1.6046396385302186
mlp,1.2027473649807026,1.3378650981004725,0.6567885990636415,0.6836031428052846,-0.15822230622404188,0.16314288385720715,-1.811664996414337,-1.5175748055865599
one_dimensional_cnn,1.3604327274350785,1.4182975056463294,0.6959490143333337,0.7063990007851355,-0.3331796126805027,-0.1528894195006411,-1.6503509613635643,-1.4357473043625875
nuisance_gated_pair_cnn,1.3558548462158808,1.4278025029166377,0.6868852712372715,0.7145981306161855,-0.43810850066057005,-0.19692191716035876,-1.6539502335022962,-1.460968482669764
